Rk,Player,Nation,Pos,Squad,Age,Born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G-PK,Per_90_Minutes_G+A-PK,Per_90_Minutes_xG,Per_90_Minutes_xAG,Per_90_Minutes_xG+xAG,Per_90_Minutes_npxG,Per_90_Minutes_npxG+xAG,Matches
216,Mario Gavranović,ch SUI,FW,hr Dinamo Zagreb,29,1989,3,1,84,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,1,1,3,0.00,0.00,0.00,0.00,0.00,0.15,0.22,0.37,0.15,0.37,Matches
217,Paulo Gazzaniga,ar ARG,GK,eng Tottenham,27,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
218,Olivier Giroud,fr FRA,FW,eng Chelsea,32,1986,3,1,88,1.0,0,0,0,0,0,0,1,0,0.9,0.9,0.0,0.9,2,1,3,0.00,0.00,0.00,0.00,0.00,0.87,0.04,0.92,0.87,0.92,Matches
219,Serge Gnabry,de GER,FW,de Bayern Munich,24,1995,10,9,761,8.5,9,2,11,9,0,0,2,0,3.7,3.7,1.7,5.4,33,33,96,1.06,0.24,1.30,1.06,1.30,0.44,0.20,0.64,0.44,0.64,Matches
220,Marko Gobeljić,rs SRB,DF,rs Red Star,26,1992,6,6,495,5.5,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.5,7,11,18,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Matches
221,Diego Godín,uy URU,DF,it Inter,33,1986,5,5,450,5.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,9,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,Matches
222,Amer Gojak,ba BIH,MF,hr Dinamo Zagreb,22,1997,5,1,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
223,Pierluigi Gollini,it ITA,GK,it Atalanta,24,1995,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
224,Joe Gomez,eng ENG,DF,eng Liverpool,22,1997,7,5,512,5.7,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,5,42,14,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
225,Maxi Gómez,uy URU,FW,es Valencia,22,1996,6,5,419,4.7,0,1,1,0,0,0,1,0,1.2,1.2,0.5,1.7,5,7,22,0.00,0.21,0.21,0.00,0.21,0.25,0.12,0.37,0.25,0.37,Matches
226,Papu Gómez,ar ARG,"MF,FW",it Atalanta,31,1988,9,9,708,7.9,1,2,3,1,0,0,0,0,1.5,1.5,3.1,4.6,43,37,59,0.13,0.25,0.38,0.13,0.38,0.19,0.39,0.58,0.19,0.58,Matches
227,Leon Goretzka,de GER,MF,de Bayern Munich,24,1995,8,6,520,5.8,1,1,2,1,0,0,0,0,1.6,1.6,1.0,2.6,10,28,15,0.17,0.17,0.35,0.17,0.35,0.28,0.17,0.44,0.28,0.44,Matches
228,Robin Gosens,de GER,DF,it Atalanta,25,1994,8,7,655,7.3,1,0,1,1,0,0,1,0,0.8,0.8,0.6,1.4,16,22,37,0.14,0.00,0.14,0.14,0.14,0.11,0.08,0.20,0.11,0.20,Matches
229,Mario Götze,de GER,"FW,MF",de Dortmund,27,1992,4,1,74,0.8,0,1,1,0,0,0,0,0,0.2,0.2,0.7,0.9,1,11,9,0.00,1.22,1.22,0.00,1.22,0.24,0.86,1.10,0.24,1.10,Matches
230,Amine Gouiri,dz ALG,FW,fr Lyon,19,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
231,Antoine Griezmann,fr FRA,"FW,MF",es Barcelona,28,1991,9,7,653,7.3,2,0,2,2,0,0,2,0,1.6,1.6,0.2,1.8,10,14,74,0.28,0.00,0.28,0.28,0.28,0.22,0.03,0.25,0.22,0.25,Matches
232,Álex Grimaldo,es ESP,DF,pt Benfica,23,1995,6,6,540,6.0,0,0,0,0,0,0,0,0,0.3,0.3,1.3,1.6,17,32,48,0.00,0.00,0.00,0.00,0.00,0.05,0.21,0.27,0.05,0.27,Matches
233,Gonçalo Guedes,pt POR,"FW,MF",es Valencia,22,1996,3,2,198,2.2,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.4,7,5,16,0.00,0.00,0.00,0.00,0.00,0.17,0.03,0.20,0.17,0.20,Matches
234,Raphaël Guerreiro,pt POR,"DF,MF",de Dortmund,25,1993,8,6,550,6.1,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,17,47,29,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Matches
235,Guilherme,br BRA,MF,gr Olympiacos,28,1991,5,5,450,5.0,1,1,2,1,0,0,2,0,0.5,0.5,1.0,1.5,2,25,3,0.20,0.20,0.40,0.20,0.40,0.10,0.20,0.30,0.10,0.30,Matches
236,Bruno Guimarães,br BRA,MF,fr Lyon,21,1997,4,4,294,3.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,7,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
237,Péter Gulácsi,hu HUN,GK,de RB Leipzig,29,1990,10,10,873,9.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
238,İlkay Gündoğan,de GER,MF,eng Manchester City,28,1990,9,9,810,9.0,2,2,4,2,0,0,0,0,1.5,1.5,1.6,3.1,30,68,25,0.22,0.22,0.44,0.22,0.44,0.17,0.18,0.35,0.17,0.35,Matches
239,Erling Haaland,no NOR,FW,at RB Salzburg,19,2000,6,4,373,4.1,8,1,9,6,2,2,1,0,6.2,4.7,0.7,5.4,11,7,36,1.93,0.24,2.17,1.45,1.69,1.50,0.18,1.68,1.12,1.30,Matches
240,Erling Haaland,no NOR,FW,de Dortmund,19,2000,2,2,180,2.0,2,0,2,2,0,0,1,0,1.0,1.0,0.0,1.0,3,2,5,1.00,0.00,1.00,1.00,1.00,0.48,0.00,0.48,0.48,0.48,Matches
241,Ianis Hagi,ro ROU,MF,be Genk,20,1998,5,1,143,1.6,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.6,7,12,9,0.00,0.00,0.00,0.00,0.00,0.16,0.24,0.40,0.16,0.40,Matches
242,Amadou Haidara,ml MLI,"MF,FW",de RB Leipzig,21,1998,7,2,271,3.0,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,8,18,7,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.13,0.03,0.13,Matches
243,Izet Hajrović,ba BIH,MF,hr Dinamo Zagreb,27,1991,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
244,Achraf Hakimi,ma MAR,"MF,DF",de Dortmund,20,1998,8,8,707,7.9,4,0,4,4,0,0,0,0,2.1,2.1,1.6,3.7,40,32,78,0.51,0.00,0.51,0.51,0.51,0.27,0.21,0.47,0.27,0.47,Matches
245,Marcel Halstenberg,de GER,DF,de RB Leipzig,27,1991,7,6,516,5.7,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,10,32,17,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12,Matches
246,Samir Handanović,si SVN,GK,it Inter,35,1984,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
247,Taylor Harwood-Bellis,eng ENG,DF,eng Manchester City,17,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
248,Hans Hateboer,nl NED,DF,it Atalanta,25,1994,9,7,590,6.6,2,1,3,2,0,0,2,0,1.5,1.2,0.9,2.1,14,11,37,0.31,0.15,0.46,0.31,0.46,0.23,0.14,0.36,0.18,0.32,Matches
249,Kai Havertz,de GER,"MF,FW",de Leverkusen,20,1999,5,5,432,4.8,0,0,0,0,0,0,0,0,1.2,1.2,0.7,2.0,16,23,44,0.00,0.00,0.00,0.00,0.00,0.26,0.15,0.41,0.26,0.41,Matches
250,Eden Hazard,be BEL,FW,es Real Madrid,28,1991,6,6,454,5.0,0,1,1,0,0,0,1,0,1.3,1.3,0.8,2.0,33,21,70,0.00,0.20,0.20,0.00,0.20,0.25,0.15,0.40,0.25,0.40,Matches
251,Thorgan Hazard,be BEL,"FW,MF",de Dortmund,26,1993,7,6,475,5.3,0,0,0,0,0,0,2,0,0.9,0.9,1.6,2.5,18,26,62,0.00,0.00,0.00,0.00,0.00,0.17,0.31,0.48,0.17,0.48,Matches
252,Hwang Hee-chan,kr KOR,FW,at RB Salzburg,23,1996,6,6,540,6.0,3,3,6,3,0,0,0,0,1.9,1.9,2.9,4.8,19,18,54,0.50,0.50,1.00,0.50,1.00,0.32,0.49,0.81,0.32,0.81,Matches
253,Jordan Henderson,eng ENG,MF,eng Liverpool,29,1990,6,6,511,5.7,0,0,0,0,0,0,0,0,0.2,0.2,1.1,1.3,12,58,19,0.00,0.00,0.00,0.00,0.00,0.04,0.20,0.23,0.04,0.23,Matches
254,Mario Hermoso,es ESP,DF,es Atlético Madrid,24,1995,5,3,353,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,22,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
255,Lucas Hernández,fr FRA,DF,de Bayern Munich,23,1996,3,2,155,1.7,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.7,6,12,15,0.00,0.58,0.58,0.00,0.58,0.00,0.43,0.43,0.00,0.43,Matches
256,Ander Herrera,es ESP,MF,fr Paris S-G,29,1989,6,4,324,3.6,0,0,0,0,0,0,2,0,0.1,0.1,1.0,1.1,3,14,5,0.00,0.00,0.00,0.00,0.00,0.02,0.29,0.30,0.02,0.30,Matches
257,Héctor Herrera,mx MEX,MF,es Atlético Madrid,29,1990,6,3,265,2.9,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.7,5,22,8,0.34,0.00,0.34,0.34,0.34,0.05,0.20,0.25,0.05,0.25,Matches
258,Son Heung-min,kr KOR,FW,eng Tottenham,27,1992,6,4,365,4.1,5,2,7,5,0,0,0,0,4.2,4.2,0.9,5.1,21,11,37,1.23,0.49,1.73,1.23,1.73,1.03,0.22,1.25,1.03,1.25,Matches
259,Bryan Heynen,be BEL,"MF,FW",be Genk,22,1997,4,3,265,2.9,0,1,1,0,0,0,0,0,0.2,0.2,0.7,0.9,1,4,9,0.00,0.34,0.34,0.00,0.34,0.08,0.24,0.31,0.08,0.31,Matches
260,Gonzalo Higuaín,ar ARG,FW,it Juventus,31,1987,8,5,510,5.7,2,2,4,2,0,0,0,0,1.6,1.6,1.0,2.7,11,12,32,0.35,0.35,0.71,0.35,0.71,0.29,0.18,0.47,0.29,0.47,Matches
261,David Hovorka,cz CZE,DF,cz Slavia Prague,25,1993,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.2,2,14,0,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
262,Benedikt Höwedes,de GER,DF,ru Loko Moscow,31,1988,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
263,Lukáš Hrádecký,fi FIN,GK,de Leverkusen,29,1989,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
264,Patrik Hrošovský,sk SVK,MF,be Genk,27,1992,5,5,412,4.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,3,22,6,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Matches
265,Callum Hudson-Odoi,eng ENG,"FW,MF",eng Chelsea,18,2000,5,2,263,2.9,0,1,1,0,0,0,0,0,0.3,0.3,0.7,1.1,15,7,21,0.00,0.34,0.34,0.00,0.34,0.12,0.24,0.36,0.12,0.36,Matches
266,Mats Hummels,de GER,DF,de Dortmund,30,1988,8,8,720,8.0,0,0,0,0,0,0,2,0,0.8,0.8,0.6,1.3,3,31,1,0.00,0.00,0.00,0.00,0.00,0.10,0.07,0.17,0.10,0.17,Matches
267,Klaas-Jan Huntelaar,nl NED,FW,nl Ajax,35,1983,4,0,37,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,2,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,Matches
268,Josef Hušbauer,cz CZE,MF,cz Slavia Prague,29,1990,5,2,209,2.3,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.6,0,12,12,0.00,0.00,0.00,0.00,0.00,0.15,0.10,0.24,0.15,0.24,Matches
269,Roger Ibanez,br BRA,"DF,FW",it Atalanta,20,1998,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
270,Mauro Icardi,ar ARG,FW,fr Paris S-G,26,1993,7,7,473,5.3,5,0,5,5,0,0,1,0,4.4,4.4,0.4,4.8,0,3,22,0.95,0.00,0.95,0.95,0.95,0.83,0.07,0.91,0.83,0.91,Matches
271,Brian Idowu,ng NGA,DF,ru Loko Moscow,27,1992,4,2,239,2.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,7,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
272,Vladislav Ignatyev,ru RUS,"DF,MF",ru Loko Moscow,32,1987,5,5,439,4.9,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,3,13,4,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
273,Jonathan Ikone,fr FRA,"MF,FW",fr Lille,21,1998,4,3,239,2.7,1,0,1,1,0,0,1,0,1.2,1.2,1.2,2.4,8,12,21,0.38,0.00,0.38,0.38,0.38,0.45,0.46,0.92,0.45,0.92,Matches
274,Josip Iličić,si SVN,"FW,MF",it Atalanta,31,1988,7,6,514,5.7,5,0,5,3,2,3,2,0,3.6,1.2,1.9,3.1,24,34,47,0.88,0.00,0.88,0.53,0.53,0.63,0.32,0.95,0.22,0.54,Matches
275,Selçuk İnan,tr TUR,"MF,FW",tr Galatasaray,34,1985,2,0,61,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
276,Lorenzo Insigne,it ITA,"MF,FW",it Napoli,28,1991,5,4,349,3.9,2,1,3,1,1,1,1,0,2.4,1.6,0.9,2.5,18,23,27,0.52,0.26,0.77,0.26,0.52,0.62,0.24,0.86,0.41,0.66,Matches
277,Isco,es ESP,"MF,FW",es Real Madrid,27,1992,4,3,270,3.0,1,0,1,1,0,0,0,0,1.4,1.4,0.2,1.7,5,17,18,0.33,0.00,0.33,0.33,0.33,0.47,0.08,0.55,0.47,0.55,Matches
278,Ismaily,br BRA,DF,ua Shakhtar,29,1990,6,6,540,6.0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,13,23,26,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,Matches
279,Junya Ito,jp JPN,"MF,FW",be Genk,26,1993,6,6,437,4.9,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,15,18,33,0.00,0.00,0.00,0.00,0.00,0.05,0.10,0.15,0.05,0.15,Matches
280,Mirko Ivanić,me MNE,MF,rs Red Star,25,1993,2,1,105,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,5,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
281,Branislav Ivanović,rs SRB,DF,ru Zenit,35,1984,6,6,519,5.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,11,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
282,Luka Ivanušec,hr CRO,"MF,DF",hr Dinamo Zagreb,20,1998,4,1,101,1.1,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,2,0,0,0.89,0.00,0.89,0.89,0.89,0.09,0.00,0.09,0.09,0.09,Matches
283,Reece James,eng ENG,DF,eng Chelsea,19,1999,6,4,382,4.2,1,0,1,1,0,0,1,0,0.5,0.5,0.6,1.1,11,19,24,0.24,0.00,0.24,0.24,0.24,0.12,0.15,0.27,0.12,0.27,Matches
284,Jardel,br BRA,DF,pt Benfica,33,1986,2,1,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
285,Léo Jardim,br BRA,GK,fr Lille,24,1995,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
286,Gabriel Jesus,br BRA,"FW,MF",eng Manchester City,22,1997,8,7,589,6.5,6,3,9,6,0,1,0,0,6.1,5.3,2.7,7.9,9,7,49,0.92,0.46,1.38,0.92,1.38,0.93,0.41,1.33,0.80,1.21,Matches
287,Frenkie de Jong,nl NED,MF,es Barcelona,22,1997,9,8,748,8.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,18,53,15,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
288,Siem de Jong,nl NED,MF,nl Ajax,30,1989,4,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
289,Jorginho,it ITA,MF,eng Chelsea,27,1991,7,7,611,6.8,2,0,2,0,2,2,3,0,1.8,0.2,0.6,0.8,13,62,8,0.29,0.00,0.29,0.00,0.00,0.26,0.08,0.35,0.03,0.12,Matches
290,Jota,pt POR,FW,pt Benfica,20,1999,2,1,67,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
291,Dušan Jovančić,rs SRB,MF,rs Red Star,28,1990,3,3,176,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,5,2,0.00,0.00,0.00,0.00,0.00,0.09,0.07,0.15,0.09,0.15,Matches
292,Luka Jović,rs SRB,FW,es Real Madrid,21,1997,5,1,121,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.5,1,3,5,0.00,0.00,0.00,0.00,0.00,0.29,0.12,0.40,0.29,0.40,Matches
293,Vinicius Júnior,br BRA,FW,es Real Madrid,19,2000,5,2,194,2.2,1,1,2,1,0,0,1,0,0.6,0.6,0.9,1.5,5,7,30,0.46,0.46,0.93,0.46,0.93,0.27,0.42,0.69,0.27,0.69,Matches
294,Zlatko Junuzović,at AUT,MF,at RB Salzburg,31,1987,6,6,504,5.6,0,3,3,0,0,0,1,0,0.1,0.1,1.6,1.7,6,37,3,0.00,0.54,0.54,0.00,0.54,0.01,0.29,0.30,0.01,0.30,Matches
295,Damian Kądzior,pl POL,"MF,FW",hr Dinamo Zagreb,27,1992,2,1,59,0.7,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,2,0.00,1.53,1.53,0.00,1.53,0.00,0.11,0.11,0.00,0.11,Matches
296,Kevin Kampl,si SVN,MF,de RB Leipzig,28,1990,4,3,288,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,9,31,5,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
297,Harry Kane,eng ENG,FW,eng Tottenham,26,1993,5,5,450,5.0,6,0,6,4,2,2,1,0,4.7,3.1,1.7,4.9,14,16,36,1.20,0.00,1.20,0.80,0.80,0.94,0.35,1.29,0.63,0.97,Matches
298,Lee Kang-in,kr KOR,"MF,FW",es Valencia,18,2001,5,1,127,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,9,9,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
299,N'Golo Kanté,fr FRA,MF,eng Chelsea,28,1991,4,4,360,4.0,0,0,0,0,0,0,1,0,0.2,0.2,0.4,0.6,11,20,27,0.00,0.00,0.00,0.00,0.00,0.05,0.10,0.14,0.05,0.14,Matches
300,Vyacheslav Karavayev,ru RUS,DF,ru Zenit,24,1995,6,4,415,4.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,9,12,21,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
301,Thilo Kehrer,de GER,DF,fr Paris S-G,22,1996,5,4,376,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9,4,15,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
302,Naby Keïta,gn GUI,"MF,FW",eng Liverpool,24,1995,4,3,250,2.8,1,0,1,1,0,0,0,0,1.3,1.3,0.6,1.9,8,25,16,0.36,0.00,0.36,0.36,0.36,0.47,0.22,0.69,0.47,0.69,Matches
303,Mikhail Kerzhakov,ru RUS,GK,ru Zenit,32,1987,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
304,Sami Khedira,de GER,MF,it Juventus,32,1987,5,4,262,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,7,16,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches
305,Joshua Kimmich,de GER,"DF,MF",de Bayern Munich,24,1995,11,10,903,10.0,2,4,6,2,0,0,3,0,1.0,1.0,2.9,3.9,30,70,55,0.20,0.40,0.60,0.20,0.60,0.10,0.29,0.39,0.10,0.39,Matches
306,Presnel Kimpembe,fr FRA,DF,fr Paris S-G,23,1995,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,39,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
307,Simon Kjær,dk DEN,DF,it Atalanta,30,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
308,Lukas Klostermann,de GER,DF,de RB Leipzig,23,1996,10,9,809,9.0,0,1,1,0,0,0,1,0,0.5,0.5,0.8,1.3,12,42,28,0.00,0.11,0.11,0.00,0.11,0.05,0.09,0.14,0.05,0.14,Matches
309,Anton Kochenkov,kg KGZ,GK,ru Loko Moscow,32,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
310,Sekou Koita,ml MLI,MF,at RB Salzburg,19,1999,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
311,Koke,es ESP,MF,es Atlético Madrid,27,1992,9,9,796,8.8,0,1,1,0,0,0,1,0,0.0,0.0,1.1,1.1,4,59,27,0.00,0.11,0.11,0.00,0.11,0.00,0.13,0.13,0.00,0.13,Matches
312,Ondřej Kolář,cz CZE,GK,cz Slavia Prague,24,1994,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
313,Aleksandr Kolomeytsev,ru RUS,MF,ru Loko Moscow,30,1989,3,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Matches
314,Ibrahima Konaté,fr FRA,DF,de RB Leipzig,20,1999,2,2,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
315,Geoffrey Kondogbia,cf CTA,"MF,DF",es Valencia,26,1993,5,5,405,4.5,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,3,14,1,0.22,0.00,0.22,0.22,0.22,0.07,0.01,0.09,0.07,0.09,Matches
316,Youssouf Koné,ml MLI,DF,fr Lyon,24,1995,5,4,393,4.4,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,10,22,13,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches
317,Yevhen Konoplyanka,ua UKR,"FW,MF",ua Shakhtar,29,1989,4,2,179,2.0,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,13,3,7,0.50,0.00,0.50,0.50,0.50,0.25,0.00,0.25,0.25,0.25,Matches
318,Odilon Kossounou,ci CIV,DF,be Club Brugge,18,2001,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,12,6,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
319,Kalidou Koulibaly,sn SEN,DF,it Napoli,28,1991,7,7,630,7.0,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,8,35,3,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.12,0.06,0.12,Matches
320,Mateo Kovačić,hr CRO,MF,eng Chelsea,25,1994,8,7,610,6.8,1,0,1,1,0,0,0,0,0.5,0.5,1.4,1.9,21,49,8,0.15,0.00,0.15,0.15,0.15,0.08,0.21,0.28,0.08,0.28,Matches
321,Viktor Kovalenko,ua UKR,MF,ua Shakhtar,23,1996,5,4,337,3.7,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,5,12,14,0.00,0.27,0.27,0.00,0.27,0.05,0.11,0.16,0.05,0.16,Matches
322,Rasmus Kristensen,dk DEN,DF,at RB Salzburg,22,1997,6,6,533,5.9,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.2,3,18,15,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
323,Toni Kroos,de GER,MF,es Real Madrid,29,1990,6,6,540,6.0,1,1,2,1,0,0,1,0,0.9,0.9,1.8,2.7,13,89,18,0.17,0.17,0.33,0.17,0.33,0.15,0.30,0.45,0.15,0.45,Matches
