Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
70,Leonardo Bertone,ch SUI,MF,ch Young Boys,24,1994,1.2,60,54,5,2,1,0,2,0,2,1,1,0,50,1,0,Matches
71,Giulian Biancone,fr FRA,DF,fr Monaco,18,2000,1.9,124,108,16,4,0,1,4,12,0,0,0,0,95,0,2,Matches
72,Ermin Bičakčić,ba BIH,DF,de Hoffenheim,28,1990,2.8,225,219,6,6,0,1,0,0,0,0,0,0,200,0,1,Matches
73,Jaka Bijol,si SVN,MF,ru CSKA Moscow,19,1999,3.0,131,129,2,2,0,4,0,0,0,0,0,0,103,0,2,Matches
74,Kristijan Bistrović,hr CRO,MF,ru CSKA Moscow,20,1998,2.0,97,93,4,4,2,0,2,0,0,0,0,0,79,0,1,Matches
75,Leonardo Bittencourt,de GER,MF,de Hoffenheim,24,1993,1.6,50,42,8,2,1,1,9,0,6,1,5,0,33,0,5,Matches
76,Daley Blind,nl NED,"DF,MF",nl Ajax,28,1990,12.0,817,770,44,33,1,2,8,11,0,0,0,0,659,3,12,Matches
77,Richmond Boakye,gh GHA,FW,rs Red Star,25,1993,2.1,49,44,4,0,0,0,1,0,0,0,0,0,36,1,1,Matches
78,Jérôme Boateng,de GER,DF,de Bayern Munich,29,1988,5.0,434,418,12,10,0,13,1,2,0,0,0,0,368,4,2,Matches
79,Serhiy Bolbat,ua UKR,FW,ua Shakhtar,25,1993,1.9,49,49,0,0,0,0,2,0,0,0,0,0,38,0,3,Matches
80,Leonardo Bonucci,it ITA,DF,it Juventus,31,1987,10.0,696,663,33,32,2,10,3,1,0,0,0,0,609,0,3,Matches
81,Milan Borjan,ca CAN,GK,rs Red Star,30,1987,6.0,223,129,92,26,0,0,0,0,0,0,0,0,123,2,0,Matches
82,Lucas Boyé,ar ARG,"FW,MF",gr AEK Athens,22,1996,1.4,32,31,1,0,0,1,3,0,1,0,1,0,17,0,3,Matches
83,Yacine Brahimi,dz ALG,"FW,MF",pt Porto,28,1990,6.9,253,247,5,3,4,2,4,2,0,0,0,0,202,1,11,Matches
84,Joshua Brenet,cw CUW,"DF,FW",de Hoffenheim,24,1994,1.5,37,27,10,1,0,1,0,9,0,0,0,0,31,0,0,Matches
85,Marcelo Brozović,hr CRO,MF,it Inter,25,1992,5.9,451,427,21,12,2,7,9,0,9,5,1,0,392,3,6,Matches
86,Jeffrey Bruma,nl NED,DF,de Schalke 04,26,1991,2.0,63,62,1,1,0,2,0,0,0,0,0,0,53,0,0,Matches
87,Jacob Bruun Larsen,dk DEN,FW,de Dortmund,19,1998,1.7,56,53,3,1,1,0,1,1,1,0,1,0,49,0,0,Matches
88,Gianluigi Buffon,it ITA,GK,fr Paris S-G,40,1978,5.0,128,76,51,15,0,1,0,0,0,0,0,0,91,1,0,Matches
89,Guido Burgstaller,at AUT,FW,de Schalke 04,29,1989,2.6,59,50,9,0,0,0,1,0,0,0,0,0,36,0,0,Matches
90,Roman Bürki,ch SUI,GK,de Dortmund,27,1990,7.0,236,181,53,11,0,0,0,0,0,0,0,0,177,2,0,Matches
91,Sergio Busquets,es ESP,MF,es Barcelona,30,1988,11.5,971,933,37,36,7,1,0,1,0,0,0,0,904,1,6,Matches
92,Bohdan Butko,ua UKR,DF,ua Shakhtar,27,1991,1.5,87,67,20,0,0,0,4,20,0,0,0,0,78,0,2,Matches
93,Daniel Caligiuri,it ITA,"DF,FW",de Schalke 04,30,1988,5.7,252,167,84,13,1,3,31,62,9,2,7,0,171,1,7,Matches
94,José Callejón,es ESP,MF,it Napoli,31,1987,5.7,292,268,22,4,1,6,27,7,11,1,10,0,236,2,3,Matches
95,Emre Can,de GER,"MF,DF",it Juventus,24,1994,3.8,210,207,1,1,0,4,1,0,0,0,0,0,183,2,1,Matches
96,João Cancelo,pt POR,DF,it Juventus,24,1994,5.3,311,260,51,7,1,5,22,44,0,0,0,0,243,0,6,Matches
97,Antonio Candreva,it ITA,"FW,MF",it Inter,31,1987,1.5,63,56,7,1,0,0,13,2,4,0,3,0,46,0,1,Matches
98,Dani Carvajal,es ESP,DF,es Real Madrid,26,1992,4.7,348,302,46,9,0,5,17,37,0,0,0,0,284,0,8,Matches
99,Casemiro,br BRA,MF,es Real Madrid,26,1992,5.6,383,374,9,9,2,6,0,0,0,0,0,0,345,0,3,Matches
100,Iker Casillas,es ESP,GK,pt Porto,37,1981,10.3,370,263,107,32,0,1,0,0,0,0,0,0,252,0,0,Matches
101,Nicolás Castillo,cl CHI,FW,pt Benfica,25,1993,0.2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
102,Goran Čaušić,rs SRB,MF,rs Red Star,26,1992,3.5,112,109,3,3,0,1,2,0,0,0,0,0,78,0,2,Matches
103,Edinson Cavani,uy URU,FW,fr Paris S-G,31,1987,4.6,75,62,12,0,0,0,2,1,0,0,0,0,60,1,2,Matches
104,Dani Ceballos,es ESP,MF,es Real Madrid,21,1996,2.1,185,178,6,3,0,1,4,2,1,0,0,0,174,1,0,Matches
105,Muğdat Çelik,tr TUR,FW,tr Galatasaray,28,1990,0.5,17,17,0,0,0,0,2,0,0,0,0,0,10,0,1,Matches
106,Aleš Čermák,cz CZE,MF,cz Viktoria Plzeň,23,1994,3.9,166,154,11,1,0,0,8,2,4,3,1,0,127,1,3,Matches
107,Franco Cervi,ar ARG,"FW,MF",pt Benfica,24,1994,3.4,112,103,9,0,0,1,10,4,5,2,2,0,80,0,4,Matches
108,Nacer Chadli,be BEL,MF,fr Monaco,28,1989,3.5,161,142,18,8,0,0,12,2,8,1,3,2,127,1,3,Matches
109,Fyodor Chalov,ru RUS,FW,ru CSKA Moscow,20,1998,5.6,137,122,14,0,1,2,3,0,0,0,0,0,94,1,6,Matches
110,Pape Cheikh Diop,sn SEN,MF,fr Lyon,20,1997,1.2,34,33,1,1,0,0,0,0,0,0,0,0,33,0,0,Matches
111,Nikita Chernov,ru RUS,DF,ru CSKA Moscow,22,1996,3.9,171,163,8,6,0,1,0,2,0,0,0,0,145,0,0,Matches
112,Denis Cheryshev,ru RUS,"MF,DF",es Valencia,27,1990,1.2,72,68,3,1,0,1,6,2,0,0,0,0,53,1,3,Matches
113,Giorgio Chiellini,it ITA,DF,it Juventus,33,1984,6.0,397,386,11,7,1,1,4,4,0,0,0,0,351,0,1,Matches
114,Tahith Chong,nl NED,MF,eng Manchester Utd,18,1999,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
115,Tomáš Chorý,cz CZE,FW,cz Viktoria Plzeň,23,1995,2.7,79,71,7,0,0,0,1,0,0,0,0,0,53,1,4,Matches
116,Dmytro Chygrynskiy,ua UKR,DF,gr AEK Athens,31,1986,5.0,219,212,6,6,0,1,0,0,0,0,0,0,196,1,0,Matches
117,Jasper Cillessen,nl NED,GK,es Barcelona,29,1989,1.0,38,32,6,1,0,0,0,0,0,0,0,0,31,0,0,Matches
118,Kingsley Coman,fr FRA,"FW,MF",de Bayern Munich,22,1996,1.4,47,47,0,0,0,0,0,0,0,0,0,0,38,0,2,Matches
119,Germán Conti,ar ARG,DF,pt Benfica,24,1994,3.0,113,109,4,4,0,0,0,0,0,0,0,0,98,0,0,Matches
120,Dion Cools,my MAS,"DF,FW",be Club Brugge,22,1996,1.3,53,39,14,0,0,1,6,14,0,0,0,0,31,0,2,Matches
121,Francis Coquelin,fr FRA,MF,es Valencia,27,1991,3.1,149,147,1,1,0,1,2,0,0,0,0,0,126,1,6,Matches
122,Ante Ćorić,hr CRO,MF,it Roma,21,1997,0.3,13,12,1,1,0,0,1,0,0,0,0,0,11,0,0,Matches
123,Vedran Ćorluka,hr CRO,DF,ru Loko Moscow,32,1986,3.0,112,102,8,8,0,0,0,0,0,0,0,0,84,2,1,Matches
124,Maxwel Cornet,ci CIV,"FW,MF",fr Lyon,21,1996,2.4,63,62,1,0,0,1,5,0,1,0,1,0,40,0,1,Matches
125,Jesús Corona,mx MEX,"FW,MF",pt Porto,25,1993,6.2,253,238,15,2,0,1,34,6,7,4,2,1,182,0,10,Matches
126,Ángel Correa,ar ARG,"MF,FW",es Atlético Madrid,23,1995,3.9,141,139,2,0,1,0,2,1,0,0,0,0,100,0,6,Matches
127,Uroš Ćosić,rs SRB,"DF,MF",gr AEK Athens,25,1992,3.3,131,126,4,2,0,4,0,2,0,0,0,0,101,1,2,Matches
128,Bruno Xavier Almeida Costa,pt POR,MF,pt Porto,21,1997,0.3,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
129,Diego Costa,es ESP,FW,es Atlético Madrid,29,1988,3.4,104,100,4,0,1,2,2,0,0,0,0,0,79,0,4,Matches
130,Douglas Costa,br BRA,"FW,DF",it Juventus,27,1990,1.8,85,81,4,1,0,1,15,1,2,1,1,0,66,0,2,Matches
131,Thibaut Courtois,be BEL,GK,es Real Madrid,26,1992,5.0,180,122,56,12,0,2,0,0,0,0,0,0,127,2,0,Matches
132,Philippe Coutinho,br BRA,"FW,MF",es Barcelona,26,1992,9.5,576,531,42,4,4,1,25,6,32,22,0,0,482,3,13,Matches
133,Bryan Cristante,it ITA,MF,it Roma,23,1995,5.7,342,336,4,3,0,3,3,1,0,0,0,0,289,2,7,Matches
134,Juan Cuadrado,co COL,"MF,DF",it Juventus,30,1988,3.6,218,199,17,3,0,4,4,14,0,0,0,0,194,2,3,Matches
135,Danilo D'Ambrosio,it ITA,DF,it Inter,29,1988,4.0,245,204,41,8,0,0,6,33,0,0,0,0,198,0,5,Matches
136,Colin Dagba,fr FRA,FW,fr Paris S-G,19,1998,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
137,Mahmoud Dahoud,de GER,MF,de Dortmund,22,1996,3.5,305,304,0,0,0,2,0,0,0,0,0,0,276,1,5,Matches
138,Diogo Dalot,pt POR,"DF,MF",eng Manchester Utd,19,1999,2.7,115,93,20,0,0,0,10,19,1,0,1,0,85,2,8,Matches
139,Oleh Danchenko,ua UKR,DF,ua Shakhtar,23,1994,1.0,45,39,6,1,0,0,3,5,0,0,0,0,31,0,1,Matches
140,Danilo,br BRA,DF,eng Manchester City,27,1991,1.3,149,149,0,0,1,2,0,0,0,0,0,0,142,0,0,Matches
141,Arnaut Danjuma,nl NED,"DF,FW",be Club Brugge,21,1997,1.8,62,56,6,0,0,0,4,5,1,0,0,0,46,0,4,Matches
142,Ben Davies,wls WAL,DF,eng Tottenham,25,1993,6.3,397,340,56,5,1,0,25,51,0,0,0,0,311,1,19,Matches
143,Kevin De Bruyne,be BEL,MF,eng Manchester City,27,1991,2.7,162,138,23,7,1,1,19,3,11,3,2,0,120,1,3,Matches
144,Daniele De Rossi,it ITA,MF,it Roma,35,1983,3.4,185,168,17,17,0,0,0,0,0,0,0,0,159,0,1,Matches
145,Mattia De Sciglio,it ITA,DF,it Juventus,25,1992,3.4,218,174,44,2,0,3,8,42,0,0,0,0,184,0,3,Matches
146,Saulo Decarli,ch SUI,MF,be Club Brugge,26,1992,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
147,Miloš Degenek,au AUS,DF,rs Red Star,24,1994,6.0,174,164,10,10,0,2,0,0,0,0,0,0,136,0,1,Matches
148,Thomas Delaney,dk DEN,MF,de Dortmund,26,1991,3.3,219,219,0,0,0,3,1,0,0,0,0,0,190,0,2,Matches
149,Fabian Delph,eng ENG,"DF,MF",eng Manchester City,28,1989,2.9,250,230,19,2,0,7,2,17,0,0,0,0,220,1,4,Matches
150,Mousa Dembélé,be BEL,MF,eng Tottenham,31,1987,1.8,101,99,1,1,0,0,0,0,0,0,0,0,95,1,1,Matches
151,Moussa Dembélé,fr FRA,FW,fr Lyon,22,1996,3.3,59,51,8,0,0,1,1,0,0,0,0,0,43,0,2,Matches
152,Ousmane Dembélé,fr FRA,FW,es Barcelona,21,1997,4.6,226,204,21,3,1,2,21,0,18,3,5,0,162,1,6,Matches
153,Kerem Demirbay,de GER,MF,de Hoffenheim,25,1993,4.1,220,194,26,11,1,4,25,1,14,7,7,0,162,0,10,Matches
154,Jason Denayer,be BEL,DF,fr Lyon,23,1995,8.0,365,349,14,14,0,1,0,0,0,0,0,0,331,2,0,Matches
155,Igor Denisov,ru RUS,MF,ru Loko Moscow,34,1984,5.2,249,232,16,13,0,2,0,3,0,0,0,0,210,1,1,Matches
156,Emmanuel Dennis,ng NGA,"FW,MF",be Club Brugge,20,1997,2.0,87,69,17,0,0,0,6,17,0,0,0,0,62,1,2,Matches
157,Stefano Denswil,sr SUR,DF,be Club Brugge,25,1993,6.0,335,317,15,10,0,10,2,5,0,0,0,0,284,3,1,Matches
158,Dentinho,br BRA,"MF,FW",ua Shakhtar,29,1989,0.1,8,7,1,0,0,0,0,1,0,0,0,0,8,0,0,Matches
159,Eren Derdiyok,ch SUI,FW,tr Galatasaray,30,1988,3.7,76,66,9,0,0,0,0,0,0,0,0,0,45,1,4,Matches
160,Ángel Di María,ar ARG,"MF,FW",fr Paris S-G,30,1988,7.3,398,371,25,6,2,6,35,6,13,5,3,0,320,2,8,Matches
161,Franco Di Santo,ar ARG,FW,de Schalke 04,29,1989,1.0,15,12,3,0,0,0,0,0,0,0,0,0,10,0,2,Matches
162,Moussa Diaby,fr FRA,DF,fr Paris S-G,19,1999,0.1,7,7,0,0,0,0,2,0,0,0,0,0,5,0,0,Matches
163,Mouctar Diakhaby,gn GUI,DF,es Valencia,21,1996,3.0,140,135,4,4,0,2,0,0,0,0,0,0,118,1,1,Matches
164,Abdou Diallo,sn SEN,DF,de Dortmund,22,1996,6.9,576,528,46,11,1,4,6,35,0,0,0,0,507,2,4,Matches
165,Rúben Dias,pt POR,DF,pt Benfica,21,1997,4.5,251,241,10,10,0,3,0,0,0,0,0,0,216,0,3,Matches
166,Krépin Diatta,sn SEN,"DF,FW",be Club Brugge,19,1999,0.1,5,4,1,0,0,0,0,1,0,0,0,0,4,0,0,Matches
167,Eric Dier,eng ENG,MF,eng Tottenham,24,1994,3.0,229,226,2,1,1,1,5,0,0,0,0,0,192,1,4,Matches
168,Sofiane Diop,fr FRA,"FW,MF",fr Monaco,18,2000,3.0,106,101,3,1,1,2,6,2,0,0,0,0,79,2,6,Matches
169,Kasper Dolberg,dk DEN,FW,nl Ajax,20,1997,3.3,49,47,1,0,0,0,1,0,0,0,0,0,36,1,1,Matches
170,Jaume Doménech,es ESP,GK,es Valencia,27,1990,1.0,25,9,15,8,0,0,0,0,0,0,0,0,19,1,0,Matches
171,Ryan Donk,sr SUR,"MF,DF",tr Galatasaray,32,1986,5.2,247,240,7,6,1,3,0,1,0,0,0,0,211,0,6,Matches
172,Julian Draxler,de GER,MF,fr Paris S-G,24,1993,3.2,231,223,7,0,2,1,9,0,7,5,0,0,208,1,2,Matches
173,Leo Dubois,fr FRA,DF,fr Lyon,23,1994,3.2,138,111,26,2,0,0,5,24,0,0,0,0,118,1,3,Matches
174,Denzel Dumfries,nl NED,DF,nl PSV Eindhoven,22,1996,6.0,180,147,33,2,0,1,6,31,0,0,0,0,134,0,4,Matches
175,Paulo Dybala,ar ARG,"FW,MF",it Juventus,24,1993,5.8,307,282,24,4,0,5,15,2,9,1,7,0,264,1,9,Matches
176,Alan Dzagoev,ru RUS,"MF,FW",ru CSKA Moscow,28,1990,1.9,95,94,1,0,0,0,3,0,1,0,1,0,84,0,4,Matches
177,Edin Džeko,ba BIH,FW,it Roma,32,1986,6.3,140,125,15,0,2,1,4,0,0,0,0,0,91,0,7,Matches
178,Lorenzo Ebecilio,nl NED,"MF,FW",rs Red Star,26,1991,1.3,50,44,5,3,3,0,3,0,1,0,1,0,36,1,0,Matches
179,Éder,pt POR,FW,ru Loko Moscow,30,1987,3.4,84,79,5,0,0,0,1,0,0,0,0,0,59,0,5,Matches
180,Ederson,br BRA,GK,eng Manchester City,24,1993,10.0,285,222,63,14,0,1,0,1,0,0,0,0,256,0,0,Matches
181,Carel Eiting,nl NED,MF,nl Ajax,20,1998,1.0,97,94,3,2,0,0,1,1,0,0,0,0,82,0,2,Matches
182,Jurgen Ekkelenkamp,nl NED,MF,nl Ajax,18,2000,0.2,6,6,0,0,0,0,0,0,0,0,0,0,3,0,1,Matches
183,Breel Embolo,ch SUI,"FW,MF",de Schalke 04,21,1997,4.2,59,58,0,0,1,0,3,0,0,0,0,0,38,1,4,Matches
184,Christian Eriksen,dk DEN,"MF,FW",eng Tottenham,26,1992,11.1,676,606,68,20,12,7,60,7,35,19,12,1,514,2,11,Matches
185,Fabinho,br BRA,"MF,DF",eng Liverpool,24,1993,8.1,451,438,11,11,4,3,0,0,0,0,0,0,364,2,4,Matches
186,Ralf Fährmann,de GER,GK,de Schalke 04,29,1988,6.0,157,108,49,11,0,0,0,0,0,0,0,0,101,0,0,Matches
187,Radamel Falcao,co COL,FW,fr Monaco,32,1986,3.8,85,75,10,0,2,0,1,0,0,0,0,0,67,0,2,Matches
188,Jefferson Farfán,pe PER,"FW,MF",ru Loko Moscow,33,1984,3.4,116,109,6,3,0,0,6,2,0,0,0,0,93,1,5,Matches
189,Christian Fassnacht,ch SUI,MF,ch Young Boys,24,1993,4.2,124,123,0,0,0,0,5,0,0,0,0,0,94,1,6,Matches
190,Federico Fazio,ar ARG,DF,it Roma,31,1987,6.0,365,355,10,10,0,0,1,0,0,0,0,0,314,0,2,Matches
