Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_npG-xG,Matches
41,Iyayi Atiemwen,ng NGA,FW,hr Dinamo Zagreb,23,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
42,Serge Aurier,ci CIV,DF,eng Tottenham,26,1992,5.0,1,1,1,100.0,0.20,0.20,1.00,1.00,11.2,0,0,0,0.1,0.1,0.07,+0.9,+0.9,Matches
43,Sardar Azmoun,ir IRN,FW,ru Zenit,24,1995,5.1,2,14,7,50.0,2.73,1.36,0.14,0.29,17.3,0,0,0,3.1,3.1,0.22,-1.1,-1.1,Matches
44,César Azpilicueta,es ESP,DF,eng Chelsea,29,1989,6.8,2,4,2,50.0,0.59,0.29,0.50,1.00,10.0,0,0,0,1.5,1.5,0.37,+0.5,+0.5,Matches
45,Ryan Babel,nl NED,FW,tr Galatasaray,32,1986,3.7,0,4,1,25.0,1.08,0.27,0.00,0.00,22.8,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
46,Leon Bailey,jm JAM,"FW,MF",de Leverkusen,21,1997,1.3,0,1,0,0.0,0.78,0.00,0.00,,12.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
47,Gareth Bale,wls WAL,"FW,MF",es Real Madrid,30,1989,1.3,0,6,0,0.0,4.66,0.00,0.00,,23.2,2,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
48,Leonardo Balerdi,ar ARG,MF,de Dortmund,20,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
49,Jonathan Bamba,ci CIV,"FW,MF",fr Lille,23,1996,3.1,0,8,1,12.5,2.55,0.32,0.00,0.00,20.1,0,0,0,1.0,1.0,0.12,-1.0,-1.0,Matches
50,Nicolò Barella,it ITA,MF,it Inter,22,1997,3.2,1,5,1,20.0,1.55,0.31,0.20,1.00,20.0,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
51,Dmitri Barinov,ru RUS,MF,ru Loko Moscow,22,1996,5.0,1,6,1,16.7,1.20,0.20,0.17,1.00,23.5,0,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches
52,Ross Barkley,eng ENG,"FW,MF",eng Chelsea,25,1993,1.8,0,2,0,0.0,1.12,0.00,0.00,,25.6,1,0,1,0.9,0.1,0.07,-0.9,-0.1,Matches
53,Wílmar Barrios,co COL,MF,ru Zenit,25,1993,6.0,0,2,0,0.0,0.33,0.00,0.00,,28.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
54,Musa Barrow,gm GAM,MF,it Atalanta,20,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
55,Michy Batshuayi,be BEL,FW,eng Chelsea,25,1993,1.0,1,10,5,50.0,10.23,5.11,0.10,0.20,13.0,0,0,0,1.7,1.7,0.17,-0.7,-0.7,Matches
56,Julian Baumgartlinger,at AUT,MF,de Leverkusen,31,1988,3.8,0,2,0,0.0,0.52,0.00,0.00,,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
57,Ömer Bayram,tr TUR,"FW,MF",tr Galatasaray,28,1991,2.8,0,4,1,25.0,1.43,0.36,0.00,0.00,26.2,2,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
58,Donny van de Beek,nl NED,MF,nl Ajax,22,1997,5.0,2,8,2,25.0,1.61,0.40,0.25,1.00,13.0,0,0,0,1.3,1.3,0.16,+0.7,+0.7,Matches
59,Younès Belhanda,ma MAR,"MF,FW",tr Galatasaray,29,1990,3.4,0,5,1,20.0,1.49,0.30,0.00,0.00,25.4,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
60,Karim Bellarabi,de GER,"FW,MF",de Leverkusen,29,1990,4.6,0,11,2,18.2,2.41,0.44,0.00,0.00,21.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
61,Lars Bender,de GER,DF,de Leverkusen,30,1989,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
62,Sven Bender,de GER,DF,de Leverkusen,30,1989,6.0,1,3,2,66.7,0.50,0.33,0.33,0.50,13.6,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
63,Rodrigo Bentancur,uy URU,MF,it Juventus,22,1997,4.7,0,1,0,0.0,0.21,0.00,0.00,,8.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
64,Karim Benzema,fr FRA,FW,es Real Madrid,31,1987,7.2,5,31,14,45.2,4.33,1.96,0.16,0.36,12.4,0,0,0,6.5,6.5,0.21,-1.5,-1.5,Matches
65,Yassine Benzia,dz ALG,MF,gr Olympiacos,24,1994,0.9,0,1,0,0.0,1.14,0.00,0.00,,18.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
66,Sander Berge,no NOR,MF,be Genk,21,1998,6.0,0,5,2,40.0,0.83,0.33,0.00,0.00,23.2,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
67,Steven Bergwijn,nl NED,"MF,FW",eng Tottenham,21,1997,1.0,0,3,1,33.3,3.00,1.00,0.00,0.00,12.6,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches
68,Federico Bernardeschi,it ITA,MF,it Juventus,25,1994,2.9,1,5,2,40.0,1.71,0.68,0.20,0.50,17.7,0,0,0,0.8,0.8,0.16,+0.2,+0.2,Matches
69,Juan Bernat,es ESP,DF,fr Paris S-G,26,1993,9.7,2,4,2,50.0,0.41,0.21,0.50,1.00,16.5,0,0,0,0.8,0.8,0.20,+1.2,+1.2,Matches
70,Antoine Bernede,fr FRA,MF,at RB Salzburg,20,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
71,Cristiano Biraghi,it ITA,"DF,FW",it Inter,26,1992,2.4,0,1,1,100.0,0.41,0.41,0.00,0.00,14.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
72,Daley Blind,nl NED,DF,nl Ajax,29,1990,4.7,0,2,1,50.0,0.42,0.21,0.00,0.00,22.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
73,Richmond Boakye,gh GHA,FW,rs Red Star,26,1993,2.1,1,6,1,16.7,2.84,0.47,0.17,1.00,17.7,0,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches
74,Jérôme Boateng,de GER,DF,de Bayern Munich,30,1988,6.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
75,Serhiy Bolbat,ua UKR,DF,ua Shakhtar,26,1993,2.7,0,1,0,0.0,0.37,0.00,0.00,,12.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
76,Theo Bongonda,cd COD,"MF,FW",be Genk,23,1995,2.9,0,5,1,20.0,1.74,0.35,0.00,0.00,20.3,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
77,Leonardo Bonucci,it ITA,DF,it Juventus,32,1987,7.0,0,2,0,0.0,0.29,0.00,0.00,,8.3,0,0,0,0.6,0.6,0.32,-0.6,-0.6,Matches
78,Neto Borges,br BRA,DF,be Genk,22,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
79,Jan Bořil,cz CZE,DF,cz Slavia Prague,28,1991,6.0,1,5,1,20.0,0.83,0.17,0.20,1.00,19.1,0,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches
80,Milan Borjan,ca CAN,GK,rs Red Star,31,1987,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
81,Andreas Bouchalakis,gr GRE,MF,gr Olympiacos,26,1993,5.3,0,2,0,0.0,0.37,0.00,0.00,,19.6,0,0,0,0.4,0.4,0.22,-0.4,-0.4,Matches
82,Domagoj Bradarić,hr CRO,"MF,DF",fr Lille,19,1999,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
83,Julian Brandt,de GER,"MF,FW",de Dortmund,23,1996,5.4,2,11,4,36.4,2.02,0.73,0.18,0.50,17.7,0,0,0,1.5,1.5,0.14,+0.5,+0.5,Matches
84,Claudio Bravo,cl CHI,GK,eng Manchester City,36,1983,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
85,Marcelo Brozović,hr CRO,MF,it Inter,26,1992,5.8,0,5,1,20.0,0.87,0.17,0.00,0.00,25.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
86,Jacob Bruun Larsen,dk DEN,FW,de Dortmund,20,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
87,Gianluigi Buffon,it ITA,GK,it Juventus,41,1978,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
88,Mick van Buren,nl NED,FW,cz Slavia Prague,26,1992,0.5,0,1,0,0.0,1.91,0.00,0.00,,12.6,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
89,Roman Bürki,ch SUI,GK,de Dortmund,28,1990,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
90,Sergio Busquets,es ESP,MF,es Barcelona,31,1988,5.6,0,1,0,0.0,0.18,0.00,0.00,,22.2,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
91,Adem Büyük,tr TUR,FW,tr Galatasaray,31,1987,1.0,1,3,1,33.3,2.90,0.97,0.33,1.00,10.2,0,0,0,0.8,0.8,0.26,+0.2,+0.2,Matches
92,Willy Caballero,ar ARG,GK,eng Chelsea,37,1981,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
93,Mattia Caldara,it ITA,DF,it Atalanta,25,1994,2.8,0,1,0,0.0,0.35,0.00,0.00,,14.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
94,José Callejón,es ESP,"MF,FW",it Napoli,32,1987,6.3,0,8,2,25.0,1.27,0.32,0.00,0.00,14.5,1,0,0,1.4,1.4,0.17,-1.4,-1.4,Matches
95,Mohamed Camara,gn GUI,MF,gr Olympiacos,22,1997,4.6,0,10,1,10.0,2.17,0.22,0.00,0.00,29.1,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
96,Emre Can,de GER,MF,de Dortmund,25,1994,2.0,0,1,0,0.0,0.51,0.00,0.00,,29.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
97,José Cañas,es ESP,MF,rs Red Star,32,1987,3.5,0,1,1,100.0,0.29,0.29,0.00,0.00,29.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
98,João Cancelo,pt POR,DF,eng Manchester City,25,1994,6.3,0,4,2,50.0,0.63,0.32,0.00,0.00,21.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
99,Antonio Candreva,it ITA,"FW,DF",it Inter,32,1987,4.3,1,5,1,20.0,1.16,0.23,0.20,1.00,19.7,1,0,0,0.7,0.7,0.14,+0.3,+0.3,Matches
100,Maxence Caqueret,fr FRA,MF,fr Lyon,19,2000,3.0,0,1,0,0.0,0.33,0.00,0.00,,22.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
101,Yannick Carrasco,be BEL,"MF,FW",es Atlético Madrid,25,1993,1.0,0,4,1,25.0,4.00,1.00,0.00,0.00,22.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
102,Dani Carvajal,es ESP,DF,es Real Madrid,27,1992,6.9,0,4,4,100.0,0.58,0.58,0.00,0.00,23.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
103,Casemiro,br BRA,MF,es Real Madrid,27,1992,7.7,1,12,5,41.7,1.57,0.65,0.08,0.20,30.6,1,0,0,0.4,0.4,0.03,+0.6,+0.6,Matches
104,Timothy Castagne,be BEL,DF,it Atalanta,23,1995,4.4,1,3,2,66.7,0.69,0.46,0.33,0.50,4.2,0,0,0,1.4,1.4,0.69,-0.4,-0.4,Matches
105,Edinson Cavani,uy URU,FW,fr Paris S-G,32,1987,1.5,1,2,1,50.0,1.36,0.68,0.00,0.00,18.8,0,1,1,1.2,0.4,0.19,-0.2,-0.4,Matches
106,Zeki Çelik,tr TUR,"DF,MF",fr Lille,22,1997,6.0,0,2,1,50.0,0.33,0.17,0.00,0.00,14.4,0,0,0,0.3,0.3,0.16,-0.3,-0.3,Matches
107,Murilo Cerqueira,br BRA,"MF,DF",ru Loko Moscow,22,1997,4.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
108,Franco Cervi,ar ARG,MF,pt Benfica,25,1994,4.4,1,4,2,50.0,0.92,0.46,0.25,0.50,13.1,0,0,0,1.4,1.4,0.36,-0.4,-0.4,Matches
109,Rayan Cherki,fr FRA,"DF,MF",fr Lyon,15,2003,0.4,0,1,0,0.0,2.65,0.00,0.00,,11.0,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
110,Denis Cheryshev,ru RUS,"MF,FW",es Valencia,28,1990,2.9,2,7,5,71.4,2.40,1.71,0.29,0.40,20.9,0,0,0,0.9,0.9,0.13,+1.1,+1.1,Matches
111,Chiquinho,pt POR,FW,pt Benfica,24,1995,3.0,0,8,1,12.5,2.67,0.33,0.00,0.00,24.1,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
112,Andreas Christensen,dk DEN,DF,eng Chelsea,23,1996,4.0,0,1,0,0.0,0.25,0.00,0.00,,10.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
113,Jasper Cillessen,nl NED,GK,es Valencia,30,1989,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
114,Kingsley Coman,fr FRA,FW,de Bayern Munich,23,1996,6.1,3,18,6,33.3,2.95,0.98,0.17,0.50,14.7,0,0,0,3.3,3.3,0.19,-0.3,-0.3,Matches
115,Dion Cools,my MAS,MF,be Club Brugge,23,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
116,Francis Coquelin,fr FRA,"MF,DF",es Valencia,28,1991,4.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
117,Vedran Ćorluka,hr CRO,DF,ru Loko Moscow,33,1986,5.8,0,1,0,0.0,0.17,0.00,0.00,,8.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
118,Maxwel Cornet,ci CIV,"DF,MF",fr Lyon,22,1996,6.1,1,6,1,16.7,0.99,0.16,0.17,1.00,19.2,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches
119,Carlos Coronel,py PAR,GK,at RB Salzburg,22,1996,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
120,Ángel Correa,ar ARG,"MF,FW",es Atlético Madrid,24,1995,4.9,0,8,3,37.5,1.62,0.61,0.00,0.00,14.8,0,0,0,1.4,1.4,0.17,-1.4,-1.4,Matches
121,Thierry Correia,pt POR,DF,es Valencia,20,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
122,Diego Costa,es ESP,FW,es Atlético Madrid,30,1988,5.1,0,5,0,0.0,0.99,0.00,0.00,,15.8,0,0,0,1.2,1.2,0.24,-1.2,-1.2,Matches
123,Douglas Costa,br BRA,MF,it Juventus,28,1990,0.2,1,1,1,100.0,4.29,4.29,1.00,1.00,10.9,0,0,0,0.6,0.6,0.56,+0.4,+0.4,Matches
124,Jaume Costa,es ESP,DF,es Valencia,31,1988,2.7,0,2,0,0.0,0.73,0.00,0.00,,17.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
125,Gaëtan Coucke,be BEL,GK,be Genk,20,1998,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
126,Vladimír Coufal,cz CZE,DF,cz Slavia Prague,26,1992,6.0,0,2,1,50.0,0.33,0.17,0.00,0.00,24.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
127,Thibaut Courtois,be BEL,GK,es Real Madrid,27,1992,6.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
128,Philippe Coutinho,br BRA,"MF,FW",de Bayern Munich,27,1992,5.8,3,34,11,32.4,5.90,1.91,0.09,0.27,22.0,3,0,0,3.0,3.0,0.09,0.0,0.0,Matches
129,Juan Cuadrado,co COL,"DF,FW",it Juventus,31,1988,5.5,1,2,1,50.0,0.36,0.18,0.50,1.00,18.9,0,0,0,0.1,0.1,0.07,+0.9,+0.9,Matches
130,Carlos Cuesta,co COL,"DF,MF",be Genk,20,1999,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
131,Matheus Cunha,br BRA,FW,de RB Leipzig,20,1999,0.9,0,7,0,0.0,7.78,0.00,0.00,,14.5,0,0,0,1.9,1.9,0.31,-1.9,-1.9,Matches
132,Danilo D'Ambrosio,it ITA,"DF,FW",it Inter,30,1988,2.0,0,6,2,33.3,2.93,0.98,0.00,0.00,17.7,0,0,0,0.9,0.9,0.15,-0.9,-0.9,Matches
133,Jacopo Da Riva,it ITA,MF,it Atalanta,18,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
134,Colin Dagba,fr FRA,DF,fr Paris S-G,20,1998,1.0,0,1,0,0.0,1.00,0.00,0.00,,6.5,0,0,0,0.3,0.3,0.30,-0.3,-0.3,Matches
135,Mahmoud Dahoud,de GER,MF,de Dortmund,23,1996,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
136,Patson Daka,zm ZAM,FW,at RB Salzburg,20,1998,2.7,1,11,4,36.4,4.11,1.49,0.09,0.25,14.2,0,0,0,1.7,1.7,0.16,-0.7,-0.7,Matches
137,Danilo,br BRA,DF,it Juventus,28,1991,5.2,0,2,0,0.0,0.38,0.00,0.00,,20.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
138,Alphonso Davies,ca CAN,DF,de Bayern Munich,18,2000,7.9,0,8,0,0.0,1.01,0.00,0.00,,22.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
139,Ben Davies,wls WAL,DF,eng Tottenham,26,1993,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
140,Kevin De Bruyne,be BEL,"MF,FW",eng Manchester City,28,1991,6.3,2,15,5,33.3,2.36,0.79,0.07,0.20,21.9,4,1,1,1.6,0.9,0.06,+0.4,+0.1,Matches
141,Charles De Ketelaere,be BEL,"MF,FW",be Club Brugge,18,2001,1.4,0,2,0,0.0,1.42,0.00,0.00,,21.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
142,Mattia De Sciglio,it ITA,DF,it Juventus,26,1992,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
143,Miloš Degenek,au AUS,DF,rs Red Star,25,1994,6.0,0,1,0,0.0,0.17,0.00,0.00,,10.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
144,Thomas Delaney,dk DEN,MF,de Dortmund,27,1991,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
145,Simon Deli,ci CIV,DF,be Club Brugge,27,1991,6.0,0,5,0,0.0,0.83,0.00,0.00,,13.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
