Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
512,Aleksandar Prijović,rs SRB,FW,pl Legia Warsaw,26,1990,2.6,,1,,,,,,,,,,,1,,,,Matches
513,Davy Pröpper,nl NED,MF,nl PSV Eindhoven,24,1991,5.9,,5,,,,,,,,,,,18,,,,Matches
514,Christian Pulisic,us USA,"FW,MF",de Dortmund,17,1998,6.6,,7,,,,,,,,,,,7,,,,Matches
515,Valeri Qazaishvili,ge GEO,"FW,MF",pl Legia Warsaw,23,1993,0.9,,1,,,,,,,,,,,1,,,,Matches
516,Ricardo Quaresma,pt POR,"FW,MF",tr Beşiktaş,32,1983,5.8,,5,,,,,,,,,,,4,,,,Matches
517,Adrien Rabiot,fr FRA,MF,fr Paris S-G,21,1995,4.0,,8,,,,,,,,,,,11,,,,Matches
518,Miroslav Radović,rs SRB,MF,pl Legia Warsaw,32,1984,4.8,,4,,,,,,,,,,,2,,,,Matches
519,Rafael,br BRA,"DF,MF",fr Lyon,26,1990,5.0,,8,,,,,,,,,,,7,,,,Matches
520,Raffael,br BRA,"FW,MF",de Gladbach,31,1985,2.8,,3,,,,,,,,,,,0,,,,Matches
521,Rafinha,br BRA,DF,de Bayern Munich,30,1985,4.0,,9,,,,,,,,,,,9,,,,Matches
522,Rafinha,br BRA,MF,es Barcelona,23,1993,2.4,,5,,,,,,,,,,,0,,,,Matches
523,Andrea Raggi,it ITA,DF,fr Monaco,32,1984,7.6,,13,,,,,,,,,,,19,,,,Matches
524,Ivan Rakitić,hr CRO,MF,es Barcelona,28,1988,6.6,,8,,,,,,,,,,,3,,,,Matches
525,Adil Rami,fr FRA,DF,es Sevilla,30,1985,7.0,,6,,,,,,,,,,,14,,,,Matches
526,Adrián Ramos,co COL,FW,de Dortmund,30,1986,1.0,,1,,,,,,,,,,,0,,,,Matches
527,Sergio Ramos,es ESP,DF,es Real Madrid,30,1986,11.1,,19,,,,,,,,,,,27,,,,Matches
528,Bart Ramselaar,nl NED,"FW,MF",nl PSV Eindhoven,20,1996,3.1,,3,,,,,,,,,,,2,,,,Matches
529,Aaron Ramsey,wls WAL,MF,eng Arsenal,25,1990,3.4,,11,,,,,,,,,,,5,,,,Matches
530,Lior Refaelov,il ISR,"FW,MF",be Club Brugge,30,1986,0.7,,0,,,,,,,,,,,0,,,,Matches
531,Pepe Reina,es ESP,GK,it Napoli,33,1982,8.0,,1,,,,,,,,,,,1,,,,Matches
532,Marco Reus,de GER,"FW,MF",de Dortmund,27,1989,3.2,,1,,,,,,,,,,,3,,,,Matches
533,Ricardo van Rhijn,nl NED,DF,be Club Brugge,25,1991,5.1,,6,,,,,,,,,,,7,,,,Matches
534,Rhodolfo,br BRA,DF,tr Beşiktaş,29,1986,1.0,,1,,,,,,,,,,,4,,,,Matches
535,Franck Ribéry,fr FRA,"FW,MF",de Bayern Munich,33,1983,4.7,,0,,,,,,,,,,,7,,,,Matches
536,Sergio Rico,es ESP,GK,es Sevilla,22,1993,8.0,,0,,,,,,,,,,,3,,,,Matches
537,Tomás Rincón,ve VEN,MF,it Juventus,28,1988,0.3,,0,,,,,,,,,,,1,,,,Matches
538,Arjen Robben,nl NED,"FW,MF",de Bayern Munich,32,1984,7.0,,7,,,,,,,,,,,3,,,,Matches
539,Sergi Roberto,es ESP,"DF,MF",es Barcelona,24,1992,7.0,,12,,,,,,,,,,,10,,,,Matches
540,Patrick Roberts,eng ENG,"FW,MF",sct Celtic,19,1997,2.6,,4,,,,,,,,,,,1,,,,Matches
541,Sebastian Rode,de GER,MF,de Dortmund,25,1990,1.6,,4,,,,,,,,,,,5,,,,Matches
542,James Rodríguez,co COL,"FW,MF",es Real Madrid,25,1991,3.5,,4,,,,,,,,,,,4,,,,Matches
543,Marko Rog,hr CRO,MF,it Napoli,21,1995,0.5,,3,,,,,,,,,,,0,,,,Matches
544,Tom Rogić,au AUS,"FW,MF",sct Celtic,23,1992,3.9,,8,,,,,,,,,,,2,,,,Matches
545,Cristiano Ronaldo,pt POR,"FW,MF",es Real Madrid,31,1985,13.3,,3,,,,,,,,,,,3,,,,Matches
546,Danny Rose,eng ENG,"DF,MF",eng Tottenham,26,1990,3.0,,5,,,,,,,,,,,3,,,,Matches
547,Artur Rudko,ua UKR,GK,ua Dynamo Kyiv,24,1992,5.0,,1,,,,,,,,,,,1,,,,Matches
548,Daniele Rugani,it ITA,DF,it Juventus,22,1994,2.0,,2,,,,,,,,,,,1,,,,Matches
549,Bryan Ruiz,cr CRC,"FW,MF",pt Sporting CP,30,1985,4.8,,8,,,,,,,,,,,7,,,,Matches
550,Serhiy Rybalka,ua UKR,MF,ua Dynamo Kyiv,26,1990,4.9,,4,,,,,,,,,,,6,,,,Matches
551,Maciej Rybus,pl POL,"DF,MF",fr Lyon,26,1989,2.8,,8,,,,,,,,,,,10,,,,Matches
552,Jakub Rzeźniczak,pl POL,DF,pl Legia Warsaw,29,1986,5.0,,4,,,,,,,,,,,5,,,,Matches
553,Bacary Sagna,fr FRA,DF,eng Manchester City,33,1983,3.2,,5,,,,,,,,,,,5,,,,Matches
554,Olcay Şahan,tr TUR,"FW,MF",tr Beşiktaş,29,1987,0.6,,0,,,,,,,,,,,0,,,,Matches
555,Nuri Şahin,tr TUR,MF,de Dortmund,27,1988,1.8,,7,,,,,,,,,,,7,,,,Matches
556,Eduardo Salvio,ar ARG,"FW,MF",pt Benfica,26,1990,7.0,,5,,,,,,,,,,,4,,,,Matches
557,Andreas Samaris,gr GRE,MF,pt Benfica,27,1989,1.6,,2,,,,,,,,,,,4,,,,Matches
558,Renato Sanches,pt POR,MF,de Bayern Munich,18,1997,2.2,,2,,,,,,,,,,,6,,,,Matches
559,Alexis Sánchez,cl CHI,"FW,MF",eng Arsenal,27,1988,7.4,,6,,,,,,,,,,,10,,,,Matches
560,Alex Sandro,br BRA,"DF,MF",it Juventus,25,1991,9.5,,23,,,,,,,,,,,11,,,,Matches
561,Leroy Sané,de GER,"FW,MF",eng Manchester City,20,1996,3.1,,3,,,,,,,,,,,1,,,,Matches
562,Federico Santander,py PAR,FW,dk FC Copenhagen,25,1991,3.6,,7,,,,,,,,,,,1,,,,Matches
563,Pablo Sarabia,es ESP,"FW,MF",es Sevilla,24,1992,3.7,,6,,,,,,,,,,,6,,,,Matches
564,Lucas Sasha,br BRA,MF,bg Ludogorets,26,1990,0.0,,9,,,,,,,,,,,9,,,,Matches
565,Stefan Savić,me MNE,"DF,MF",es Atlético Madrid,25,1991,9.2,,10,,,,,,,,,,,16,,,,Matches
566,Ezequiel Schelotto,it ITA,"DF,MF",pt Sporting CP,27,1989,2.3,,4,,,,,,,,,,,5,,,,Matches
567,Gordon Schildenfeld,hr CRO,DF,hr Dinamo Zagreb,31,1985,5.0,,7,,,,,,,,,,,23,,,,Matches
568,Jeffrey Schlupp,gh GHA,"DF,FW",eng Leicester City,23,1992,1.5,,2,,,,,,,,,,,2,,,,Matches
569,Kasper Schmeichel,dk DEN,GK,eng Leicester City,29,1986,8.0,,1,,,,,,,,,,,1,,,,Matches
570,Marcel Schmelzer,de GER,DF,de Dortmund,28,1988,6.0,,9,,,,,,,,,,,10,,,,Matches
571,Nico Schulz,de GER,"DF,FW",de Gladbach,23,1993,0.7,,0,,,,,,,,,,,1,,,,Matches
572,André Schürrle,de GER,"FW,MF",de Dortmund,25,1990,2.1,,7,,,,,,,,,,,3,,,,Matches
573,Daniel Schwaab,de GER,DF,nl PSV Eindhoven,27,1988,5.8,,10,,,,,,,,,,,9,,,,Matches
574,Nélson Semedo,pt POR,"DF,MF",pt Benfica,22,1993,8.0,,18,,,,,,,,,,,20,,,,Matches
575,Rúben Semedo,pt POR,"DF,MF",pt Sporting CP,22,1994,6.0,,6,,,,,,,,,,,12,,,,Matches
576,Adrian Šemper,hr CRO,GK,hr Dinamo Zagreb,18,1998,2.0,,0,,,,,,,,,,,0,,,,Matches
577,Georgi Shchennikov,ru RUS,"DF,MF",ru CSKA Moscow,25,1991,6.0,,7,,,,,,,,,,,11,,,,Matches
578,Oleksandr Shovkovskiy,ua UKR,GK,ua Dynamo Kyiv,41,1975,1.0,,,,,,,,,,,,,,,,,Matches
579,Djibril Sidibé,fr FRA,"DF,MF",fr Monaco,24,1992,9.0,,26,,,,,,,,,,,18,,,,Matches
580,Leonardo Sigali,ar ARG,DF,hr Dinamo Zagreb,29,1987,5.0,,20,,,,,,,,,,,20,,,,Matches
581,Adrien Silva,pt POR,MF,pt Sporting CP,27,1989,4.2,,8,,,,,,,,,,,9,,,,Matches
582,André Silva,pt POR,FW,pt Porto,20,1995,6.7,,8,,,,,,,,,,,4,,,,Matches
583,Bernardo Silva,pt POR,"FW,MF",fr Monaco,21,1994,10.2,,10,,,,,,,,,,,11,,,,Matches
584,Danilo da Silva,br BRA,DF,ua Dynamo Kyiv,29,1986,1.0,,3,,,,,,,,,,,3,,,,Matches
585,David Silva,es ESP,"FW,MF",eng Manchester City,30,1986,6.0,,10,,,,,,,,,,,6,,,,Matches
586,Rafa Silva,pt POR,"FW,MF",pt Benfica,23,1993,1.4,,5,,,,,,,,,,,1,,,,Matches
587,Thiago Silva,br BRA,DF,fr Paris S-G,31,1984,6.5,,8,,,,,,,,,,,12,,,,Matches
588,Timmy Simons,be BEL,"DF,MF",be Club Brugge,39,1976,4.0,,8,,,,,,,,,,,7,,,,Matches
589,Danny Simpson,eng ENG,DF,eng Leicester City,29,1987,6.0,,7,,,,,,,,,,,14,,,,Matches
590,Jozo Šimunović,hr CRO,DF,sct Celtic,21,1994,2.0,,1,,,,,,,,,,,8,,,,Matches
591,Scott Sinclair,eng ENG,"FW,MF",sct Celtic,27,1989,4.5,,3,,,,,,,,,,,7,,,,Matches
592,Moussa Sissoko,fr FRA,"FW,MF",eng Tottenham,26,1989,1.5,,2,,,,,,,,,,,2,,,,Matches
593,Mario Šitum,hr CRO,"DF,FW",hr Dinamo Zagreb,24,1992,3.7,,9,,,,,,,,,,,9,,,,Matches
594,Islam Slimani,dz ALG,FW,eng Leicester City,28,1988,3.0,,5,,,,,,,,,,,1,,,,Matches
595,Tiquinho Soares,br BRA,FW,pt Porto,25,1991,2.0,,0,,,,,,,,,,,0,,,,Matches
596,Yann Sommer,ch SUI,GK,de Gladbach,27,1988,6.0,,0,,,,,,,,,,,1,,,,Matches
597,Borna Sosa,hr CRO,"DF,MF",hr Dinamo Zagreb,18,1998,1.0,,1,,,,,,,,,,,5,,,,Matches
598,Hillel Soudani,dz ALG,"FW,MF",hr Dinamo Zagreb,28,1987,4.3,,8,,,,,,,,,,,9,,,,Matches
599,Claudemir de Souza,br BRA,MF,be Club Brugge,28,1988,4.9,,9,,,,,,,,,,,7,,,,Matches
600,Andraž Šporar,si SVN,FW,ch Basel,22,1994,1.0,,1,,,,,,,,,,,1,,,,Matches
601,Renato Steffen,ch SUI,"FW,MF",ch Basel,24,1991,5.0,,9,,,,,,,,,,,6,,,,Matches
602,Raheem Sterling,eng ENG,"FW,MF",eng Manchester City,21,1994,6.4,,10,,,,,,,,,,,11,,,,Matches
603,Lars Stindl,de GER,"FW,MF",de Gladbach,27,1988,4.3,,8,,,,,,,,,,,4,,,,Matches
604,Petar Stojanović,si SVN,"DF,MF",hr Dinamo Zagreb,20,1995,2.7,,11,,,,,,,,,,,10,,,,Matches
605,John Stones,eng ENG,DF,eng Manchester City,22,1994,6.2,,5,,,,,,,,,,,7,,,,Matches
606,Vladislav Stoyanov,bg BUL,GK,bg Ludogorets,29,1987,5.0,,0,,,,,,,,,,,1,,,,Matches
607,Carlos Strandberg,se SWE,FW,ru CSKA Moscow,20,1996,1.1,,0,,,,,,,,,,,0,,,,Matches
608,Tobias Strobl,de GER,"DF,MF",de Gladbach,26,1990,4.9,,14,,,,,,,,,,,18,,,,Matches
609,Stefano Sturaro,it ITA,MF,it Juventus,23,1993,1.5,,3,,,,,,,,,,,1,,,,Matches
610,Denis Suárez,es ESP,MF,es Barcelona,22,1994,1.0,,1,,,,,,,,,,,0,,,,Matches
611,Luis Suárez,uy URU,FW,es Barcelona,29,1987,9.0,,4,,,,,,,,,,,2,,,,Matches
612,Danijel Subašić,hr CRO,GK,fr Monaco,31,1984,11.0,,0,,,,,,,,,,,1,,,,Matches
613,Marek Suchý,cz CZE,DF,ch Basel,28,1988,6.0,,7,,,,,,,,,,,10,,,,Matches
614,Erik Sviatchenko,dk DEN,DF,sct Celtic,24,1991,5.8,,6,,,,,,,,,,,26,,,,Matches
615,Serhiy Sydorchuk,ua UKR,MF,ua Dynamo Kyiv,25,1991,4.0,,4,,,,,,,,,,,6,,,,Matches
616,Jonathan Tah,de GER,DF,de Leverkusen,20,1996,5.0,,8,,,,,,,,,,,10,,,,Matches
617,Talisca,br BRA,"FW,MF",tr Beşiktaş,22,1994,1.5,,1,,,,,,,,,,,1,,,,Matches
618,Alex Telles,br BRA,DF,pt Porto,23,1992,6.3,,7,,,,,,,,,,,17,,,,Matches
619,Marc-André ter Stegen,de GER,GK,es Barcelona,24,1992,9.0,,0,,,,,,,,,,,2,,,,Matches
620,Denis Terentyev,ru RUS,DF,ru Rostov,23,1992,2.3,,7,,,,,,,,,,,10,,,,Matches
621,Kieran Tierney,sct SCO,"DF,MF",sct Celtic,19,1997,3.0,,5,,,,,,,,,,,8,,,,Matches
622,Corentin Tolisso,fr FRA,"DF,MF",fr Lyon,21,1994,5.0,,5,,,,,,,,,,,6,,,,Matches
623,Ömer Toprak,tr TUR,DF,de Leverkusen,27,1989,6.0,,5,,,,,,,,,,,17,,,,Matches
624,Fernando Torres,es ESP,FW,es Atlético Madrid,32,1984,5.2,,2,,,,,,,,,,,2,,,,Matches
625,Óliver Torres,es ESP,"FW,MF",pt Porto,21,1994,6.6,,6,,,,,,,,,,,7,,,,Matches
626,Duško Tošić,rs SRB,DF,tr Beşiktaş,31,1985,4.9,,9,,,,,,,,,,,10,,,,Matches
627,Zoran Tošić,rs SRB,"FW,MF",ru CSKA Moscow,29,1987,3.2,,6,,,,,,,,,,,2,,,,Matches
628,Cenk Tosun,tr TUR,"FW,MF",tr Beşiktaş,25,1991,2.4,,1,,,,,,,,,,,4,,,,Matches
629,Almamy Touré,ml MLI,DF,fr Monaco,20,1996,3.3,,9,,,,,,,,,,,5,,,,Matches
630,Kolo Touré,ci CIV,DF,sct Celtic,35,1981,3.0,,6,,,,,,,,,,,19,,,,Matches
631,Yaya Touré,ci CIV,MF,eng Manchester City,33,1983,1.0,,2,,,,,,,,,,,1,,,,Matches
632,Lucas Tousart,fr FRA,MF,fr Lyon,19,1997,0.6,,1,,,,,,,,,,,5,,,,Matches
633,Youssef Toutouh,dk DEN,"FW,MF",dk FC Copenhagen,23,1992,4.2,,12,,,,,,,,,,,8,,,,Matches
634,Adama Traoré,ci CIV,"DF,MF",ch Basel,26,1990,6.0,,8,,,,,,,,,,,13,,,,Matches
635,Adama Traoré,ml MLI,"FW,MF",fr Monaco,21,1995,0.3,,0,,,,,,,,,,,1,,,,Matches
636,Ibrahima Traoré,gn GUI,MF,de Gladbach,28,1988,2.5,,8,,,,,,,,,,,2,,,,Matches
637,Lacina Traoré,ci CIV,FW,ru CSKA Moscow,26,1990,4.0,,2,,,,,,,,,,,2,,,,Matches
638,Kevin Trapp,de GER,GK,fr Paris S-G,26,1990,2.0,,0,,,,,,,,,,,1,,,,Matches
639,Kieran Trippier,eng ENG,"DF,MF",eng Tottenham,25,1990,3.0,,5,,,,,,,,,,,8,,,,Matches
640,Viktor Tsyhankov,ua UKR,"FW,MF",ua Dynamo Kyiv,18,1997,2.9,,1,,,,,,,,,,,2,,,,Matches
641,Arda Turan,tr TUR,"FW,MF",es Barcelona,29,1987,1.9,,2,,,,,,,,,,,1,,,,Matches
642,Leonardo Ulloa,ar ARG,FW,eng Leicester City,30,1986,1.3,,2,,,,,,,,,,,0,,,,Matches
643,Sven Ulreich,de GER,GK,de Bayern Munich,27,1988,1.0,,0,,,,,,,,,,,0,,,,Matches
644,Samuel Umtiti,fr FRA,DF,es Barcelona,22,1993,8.0,,9,,,,,,,,,,,11,,,,Matches
645,Necip Uysal,tr TUR,"DF,MF",tr Beşiktaş,25,1991,1.0,,1,,,,,,,,,,,3,,,,Matches
646,Tomáš Vaclík,cz CZE,GK,ch Basel,27,1989,6.0,,0,,,,,,,,,,,2,,,,Matches
647,Mathieu Valbuena,fr FRA,"FW,MF",fr Lyon,31,1984,2.2,,5,,,,,,,,,,,3,,,,Matches
648,Hans Vanaken,be BEL,"FW,MF",be Club Brugge,23,1992,4.1,,6,,,,,,,,,,,4,,,,Matches
649,Raphaël Varane,fr FRA,"DF,MF",es Real Madrid,23,1993,10.0,,10,,,,,,,,,,,14,,,,Matches
650,Jamie Vardy,eng ENG,FW,eng Leicester City,29,1987,8.6,,6,,,,,,,,,,,3,,,,Matches
651,Silvestre Varela,pt POR,"FW,MF",pt Porto,31,1985,0.0,,0,,,,,,,,,,,0,,,,Matches
652,Franco Vázquez,ar ARG,"FW,MF",es Sevilla,27,1989,3.7,,5,,,,,,,,,,,3,,,,Matches
653,Lucas Vázquez,es ESP,"DF,FW",es Real Madrid,25,1991,4.1,,7,,,,,,,,,,,4,,,,Matches
654,Benjamin Verbič,si SVN,"FW,MF",dk FC Copenhagen,22,1993,3.6,,5,,,,,,,,,,,11,,,,Matches
655,Marco Verratti,it ITA,MF,fr Paris S-G,23,1992,6.7,,23,,,,,,,,,,,6,,,,Matches
656,Jan Vertonghen,be BEL,DF,eng Tottenham,29,1987,5.0,,8,,,,,,,,,,,12,,,,Matches
657,Jannik Vestergaard,dk DEN,DF,de Gladbach,23,1992,3.3,,5,,,,,,,,,,,7,,,,Matches
658,Domagoj Vida,hr CRO,"DF,MF",ua Dynamo Kyiv,27,1989,6.0,,4,,,,,,,,,,,4,,,,Matches
659,Aleix Vidal,es ESP,"DF,MF",es Barcelona,26,1989,1.0,,3,,,,,,,,,,,2,,,,Matches
660,Arturo Vidal,cl CHI,MF,de Bayern Munich,29,1987,7.9,,22,,,,,,,,,,,25,,,,Matches
661,Luciano Vietto,ar ARG,"FW,MF",es Sevilla,22,1993,3.2,,1,,,,,,,,,,,1,,,,Matches
662,Vitinha,pt POR,DF,bg Ludogorets,30,1986,0.1,,0,,,,,,,,,,,0,,,,Matches
663,Vitolo,es ESP,"FW,MF",es Sevilla,26,1989,7.8,,17,,,,,,,,,,,7,,,,Matches
664,Kevin Volland,de GER,"FW,MF",de Leverkusen,24,1992,3.7,,2,,,,,,,,,,,3,,,,Matches
665,Ruud Vormer,nl NED,MF,be Club Brugge,28,1988,4.1,,2,,,,,,,,,,,3,,,,Matches
666,Jelle Vossen,be BEL,"FW,MF",be Club Brugge,27,1989,2.9,,2,,,,,,,,,,,4,,,,Matches
667,Dorus de Vries,nl NED,GK,sct Celtic,35,1980,1.0,,0,,,,,,,,,,,0,,,,Matches
668,Šime Vrsaljko,hr CRO,"DF,MF",es Atlético Madrid,24,1992,5.0,,8,,,,,,,,,,,13,,,,Matches
669,Theo Walcott,eng ENG,"FW,MF",eng Arsenal,27,1989,3.0,,5,,,,,,,,,,,4,,,,Matches
670,Kyle Walker,eng ENG,"DF,MF",eng Tottenham,26,1990,3.0,,4,,,,,,,,,,,7,,,,Matches
671,Wanderson,bg BUL,"FW,MF",bg Ludogorets,28,1988,5.8,,4,,,,,,,,,,,4,,,,Matches
672,Victor Wanyama,ke KEN,MF,eng Tottenham,25,1991,4.8,,8,,,,,,,,,,,9,,,,Matches
673,Marcin Wasilewski,pl POL,DF,eng Leicester City,36,1980,1.0,,2,,,,,,,,,,,0,,,,Matches
674,Roman Weidenfeller,de GER,GK,de Dortmund,35,1980,2.0,,0,,,,,,,,,,,0,,,,Matches
675,Julian Weigl,de GER,"DF,MF",de Dortmund,20,1995,8.9,,16,,,,,,,,,,,10,,,,Matches
676,Wendell,br BRA,DF,de Leverkusen,23,1993,5.0,,18,,,,,,,,,,,12,,,,Matches
677,Oscar Wendt,se SWE,"DF,MF",de Gladbach,30,1985,5.0,,7,,,,,,,,,,,8,,,,Matches
678,Pontus Wernbloom,se SWE,"FW,MF",ru CSKA Moscow,30,1986,5.0,,21,,,,,,,,,,,13,,,,Matches
679,Mateusz Wieteska,pl POL,DF,pl Legia Warsaw,19,1997,0.2,,0,,,,,,,,,,,4,,,,Matches
680,Jordy de Wijs,nl NED,DF,nl PSV Eindhoven,21,1995,0.5,,1,,,,,,,,,,,0,,,,Matches
681,Jetro Willems,nl NED,"DF,MF",nl PSV Eindhoven,22,1994,4.0,,5,,,,,,,,,,,12,,,,Matches
682,Kevin Wimmer,at AUT,DF,eng Tottenham,23,1992,1.0,,2,,,,,,,,,,,0,,,,Matches
683,Harry Winks,eng ENG,MF,eng Tottenham,20,1996,2.2,,7,,,,,,,,,,,5,,,,Matches
684,Granit Xhaka,ch SUI,MF,eng Arsenal,23,1992,5.3,,6,,,,,,,,,,,6,,,,Matches
685,Taulant Xhaka,al ALB,"DF,MF",ch Basel,25,1991,6.0,,8,,,,,,,,,,,14,,,,Matches
686,Mapou Yanga-Mbiwa,fr FRA,DF,fr Lyon,27,1989,4.7,,4,,,,,,,,,,,5,,,,Matches
687,Andriy Yarmolenko,ua UKR,"FW,MF",ua Dynamo Kyiv,26,1989,5.0,,0,,,,,,,,,,,1,,,,Matches
688,Vladlen Yurchenko,ua UKR,MF,de Leverkusen,22,1994,0.8,,2,,,,,,,,,,,1,,,,Matches
689,Pablo Zabaleta,ar ARG,"DF,MF",eng Manchester City,31,1985,4.9,,12,,,,,,,,,,,15,,,,Matches
690,Marvin Zeegelaar,nl NED,"DF,FW",pt Sporting CP,25,1990,4.8,,10,,,,,,,,,,,8,,,,Matches
691,Tolga Zengin,tr TUR,GK,tr Beşiktaş,32,1983,1.0,,0,,,,,,,,,,,0,,,,Matches
692,Ron-Robert Zieler,de GER,GK,eng Leicester City,27,1989,1.0,,0,,,,,,,,,,,0,,,,Matches
693,Piotr Zieliński,pl POL,MF,it Napoli,22,1994,3.4,,6,,,,,,,,,,,6,,,,Matches
694,Oleksandr Zinchenko,ua UKR,"DF,MF",nl PSV Eindhoven,19,1996,1.9,,0,,,,,,,,,,,4,,,,Matches
695,Andrija Živković,rs SRB,"FW,MF",pt Benfica,20,1996,0.2,,0,,,,,,,,,,,0,,,,Matches
696,Jeroen Zoet,nl NED,GK,nl PSV Eindhoven,25,1991,5.0,,1,,,,,,,,,,,3,,,,Matches
697,Luca Zuffi,ch SUI,MF,ch Basel,26,1990,3.3,,3,,,,,,,,,,,5,,,,Matches
698,Jonas Jonas,,,hr Dinamo Zagreb,,,2.3,,,,,,,,,,,,,,,,,Matches
699,Pavel Orekhovskiy,,,ua Dynamo Kyiv,,,0.4,,,,,,,,,,,,,,,,,Matches
