Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
51,Wílmar Barrios,co COL,"MF,DF",ru Zenit,27,1993,6.0,362,25,112,227,25,0,362,5,3,60.0,2,40.0,221,1114,547,3,2,0,6,4,244,3,Matches
52,Gil Bastião Dias,pt POR,FW,pt Benfica,24,1996,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
53,Alessandro Bastoni,it ITA,DF,it Inter,22,1999,7.4,515,86,226,231,63,4,515,5,2,40.0,3,60.0,308,1490,904,8,12,1,5,2,339,13,Matches
54,Michy Batshuayi,be BEL,FW,tr Beşiktaş,27,1993,4.3,133,4,11,75,48,16,133,11,9,81.8,2,18.2,70,286,89,3,0,3,14,6,94,23,Matches
55,Donny van de Beek,nl NED,MF,eng Manchester Utd,24,1997,2.3,147,9,49,84,15,3,147,4,3,75.0,1,25.0,92,326,149,1,3,0,1,3,102,5,Matches
56,Jude Bellingham,eng ENG,"MF,FW",de Dortmund,18,2003,5.6,369,10,49,208,118,14,369,26,19,73.1,7,26.9,249,1336,749,21,10,8,9,13,281,24,Matches
57,Hatem Ben Arfa,fr FRA,"FW,MF",fr Lille,34,1987,0.3,18,0,1,3,14,1,18,3,3,100.0,0,0.0,10,75,14,1,1,1,2,0,13,2,Matches
58,Ismaël Bennacer,dz ALG,MF,it Milan,23,1997,4.2,262,8,76,147,49,2,262,16,10,62.5,6,37.5,121,827,348,4,7,1,10,5,149,6,Matches
59,Rodrigo Bentancur,uy URU,"MF,FW",it Juventus,24,1997,4.2,254,3,51,149,56,6,254,3,2,66.7,1,33.3,133,656,322,8,7,1,10,2,172,11,Matches
60,Karim Benzema,fr FRA,FW,es Real Madrid,33,1987,12.2,639,12,42,241,362,80,636,26,12,46.2,14,53.8,385,2241,1176,42,32,14,14,20,535,86,Matches
61,Steven Berghuis,nl NED,MF,nl Ajax,29,1991,6.9,346,3,25,139,184,28,346,2,0,0.0,2,100.0,209,752,296,10,5,6,9,1,257,33,Matches
62,Federico Bernardeschi,it ITA,"FW,MF",it Juventus,27,1994,3.2,182,5,31,78,77,5,182,11,6,54.5,5,45.5,110,721,322,11,10,2,6,4,130,24,Matches
63,Bernardo,br BRA,"DF,MF",at RB Salzburg,26,1995,0.3,21,1,9,7,5,2,21,0,0,,0,,12,45,32,0,0,0,0,0,14,0,Matches
64,Paulo Bernardo,pt POR,MF,pt Benfica,19,2002,0.5,25,3,8,14,5,0,25,3,2,66.7,1,33.3,15,49,10,0,2,0,1,1,17,1,Matches
65,Veljko Birmančević,rs SRB,"MF,FW",se Malmö,23,1998,3.9,142,4,21,59,64,4,142,17,8,47.1,9,52.9,120,734,251,9,7,3,12,16,118,31,Matches
66,Antonio Blanco,es ESP,MF,es Real Madrid,21,2000,0.1,15,0,0,10,5,0,15,0,0,,0,,11,50,16,0,0,0,0,0,15,0,Matches
67,Daley Blind,nl NED,DF,nl Ajax,31,1990,6.3,572,16,101,312,164,12,572,14,6,42.9,8,57.1,332,1576,815,14,11,3,5,1,383,36,Matches
68,Valerii Bondar,ua UKR,DF,ua Shakhtar,22,1999,1.0,113,13,36,75,2,1,113,1,1,100.0,0,0.0,85,539,444,3,1,0,0,0,92,0,Matches
69,Artem Bondarenko,ua UKR,MF,ua Shakhtar,20,2000,0.9,107,0,9,75,23,1,107,2,0,0.0,2,100.0,71,357,205,3,5,0,0,0,93,2,Matches
70,Solomon Bonnah,nl NED,DF,de RB Leipzig,17,2003,0.1,4,0,4,0,0,0,4,0,0,,0,,1,5,2,0,0,0,0,0,1,0,Matches
71,Leonardo Bonucci,it ITA,DF,it Juventus,34,1987,6.4,495,80,216,269,11,1,495,1,1,100.0,0,0.0,296,1200,753,2,1,0,2,0,361,3,Matches
72,Sebastiaan Bornauw,be BEL,DF,de Wolfsburg,22,1999,2.3,110,20,68,39,3,1,110,0,0,,0,,66,257,73,0,0,0,1,0,67,2,Matches
73,Sven Botman,nl NED,DF,fr Lille,21,2000,4.6,307,36,174,130,7,5,307,2,2,100.0,0,0.0,152,727,295,0,0,0,3,2,194,0,Matches
74,Yassine Bounou,ma MAR,GK,es Sevilla,30,1991,6.0,202,172,200,2,0,0,202,1,1,100.0,0,0.0,106,435,174,0,0,0,0,0,105,0,Matches
75,Denys Boyko,ua UKR,GK,ua Dynamo Kyiv,33,1988,1.0,35,33,35,0,0,0,35,0,0,,0,,13,56,36,0,0,0,0,0,17,0,Matches
76,Can Bozdogan,de GER,MF,tr Beşiktaş,20,2001,2.4,78,1,17,37,26,2,78,6,4,66.7,2,33.3,51,284,140,5,4,0,6,7,54,6,Matches
77,Domagoj Bradarić,hr CRO,DF,fr Lille,21,1999,0.2,13,1,3,7,4,0,13,0,0,,0,,9,49,28,0,1,0,1,1,10,0,Matches
78,Conor Bradley,nir NIR,FW,eng Liverpool,18,2003,0.0,1,0,0,1,0,0,1,1,0,0.0,1,100.0,1,11,0,0,0,0,0,0,1,0,Matches
79,Daniel Bragança,pt POR,MF,pt Sporting CP,22,1999,1.5,90,6,22,58,10,2,90,7,6,85.7,1,14.3,48,200,95,3,0,0,5,2,53,2,Matches
80,Julian Brandt,de GER,"MF,FW",de Dortmund,25,1996,4.4,281,1,44,137,103,14,281,13,7,53.8,6,46.2,171,1034,536,15,9,4,8,4,190,25,Matches
81,Brian Brobbey,nl NED,FW,nl Ajax,19,2002,0.1,1,0,0,0,1,0,1,0,0,,0,,2,7,2,0,0,0,0,0,2,1,Matches
82,Brian Brobbey,nl NED,"FW,MF",de RB Leipzig,19,2002,1.2,37,1,3,16,19,8,37,0,0,,0,,10,120,42,4,2,2,1,1,26,11,Matches
83,John Brooks,us USA,DF,de Wolfsburg,28,1993,3.7,212,26,141,74,0,0,212,0,0,,0,,107,545,305,1,2,0,0,0,127,0,Matches
84,Franz Brorsson,se SWE,DF,se Malmö,25,1996,5.0,218,39,122,93,4,0,218,1,0,0.0,1,100.0,137,593,197,0,0,0,1,2,135,0,Matches
85,Marcelo Brozović,hr CRO,MF,it Inter,28,1992,7.0,634,31,173,379,87,4,634,7,4,57.1,3,42.9,438,2184,1065,15,10,2,7,5,470,10,Matches
86,Nicolas Bürgy,ch SUI,DF,ch Young Boys,25,1995,2.0,153,16,93,60,1,1,153,0,0,,0,,109,463,186,2,0,0,1,0,111,1,Matches
87,Heorhiy Bushchan,ua UKR,GK,ua Dynamo Kyiv,27,1994,5.0,213,189,212,1,0,0,213,0,0,,0,,119,498,369,0,0,0,0,0,105,0,Matches
88,Sergio Busquets,es ESP,MF,es Barcelona,33,1988,5.4,424,8,63,304,60,1,424,1,1,100.0,0,0.0,237,838,446,3,8,1,2,2,305,3,Matches
89,Vitaliy Buyalskyi,ua UKR,"FW,MF",ua Dynamo Kyiv,28,1993,4.8,146,0,19,71,59,23,146,8,5,62.5,3,37.5,98,514,193,9,3,3,8,7,104,23,Matches
90,Jovane Cabral,cv CPV,"FW,MF",pt Sporting CP,23,1998,0.9,36,0,5,20,12,1,36,1,0,0.0,1,100.0,20,86,10,0,1,0,5,1,25,4,Matches
91,Davide Calabria,it ITA,DF,it Milan,24,1996,3.5,189,19,85,86,21,0,189,1,0,0.0,1,100.0,66,283,100,1,2,0,4,2,84,6,Matches
92,Hakan Çalhanoğlu,tr TUR,MF,it Inter,27,1994,4.6,315,4,63,156,100,5,315,4,3,75.0,1,25.0,186,945,535,9,7,0,9,3,221,21,Matches
93,Mohamed Camara,ml MLI,MF,at RB Salzburg,21,2000,7.4,448,11,136,275,44,2,448,20,14,70.0,6,30.0,260,1138,607,2,6,1,6,5,286,3,Matches
94,Eduardo Camavinga,fr FRA,MF,es Real Madrid,18,2002,3.4,226,13,55,117,54,6,226,2,1,50.0,1,50.0,116,605,351,7,5,0,0,4,147,7,Matches
95,Emre Can,de GER,DF,de Dortmund,27,1994,0.8,52,3,13,21,18,2,52,5,3,60.0,2,40.0,33,145,92,1,0,1,1,0,40,7,Matches
96,João Cancelo,pt POR,DF,eng Manchester City,27,1994,9.3,863,25,169,427,272,15,863,33,19,57.6,14,42.4,597,2741,1369,16,31,2,12,5,615,59,Matches
97,Nicolás Capaldo,ar ARG,MF,at RB Salzburg,23,1997,3.2,177,11,70,72,40,4,177,5,1,20.0,4,80.0,66,320,174,5,6,1,6,5,70,6,Matches
98,Étienne Capoue,fr FRA,MF,es Villarreal,33,1988,11.6,630,38,185,347,107,10,630,22,7,31.8,15,68.2,334,1630,693,7,13,0,10,6,411,10,Matches
99,Fábio Cardoso,pt POR,DF,pt Porto,27,1994,1.7,61,14,36,20,5,2,61,0,0,,0,,26,124,23,0,0,0,0,0,36,0,Matches
100,Diego Carlos,br BRA,DF,es Sevilla,28,1993,6.0,461,68,279,173,12,4,461,2,2,100.0,0,0.0,271,785,368,0,0,0,3,1,325,2,Matches
101,Yannick Carrasco,be BEL,"FW,MF",es Atlético Madrid,27,1993,5.2,213,6,42,69,106,20,213,21,16,76.2,5,23.8,131,964,607,22,17,7,12,11,137,28,Matches
102,Scott Carson,eng ENG,GK,eng Manchester City,35,1985,0.2,6,6,6,0,0,0,6,0,0,,0,,0,0,0,0,0,0,0,0,2,0,Matches
103,Dani Carvajal,es ESP,DF,es Real Madrid,29,1992,10.6,768,68,301,270,202,11,768,11,7,63.6,4,36.4,356,1745,831,14,16,1,12,7,499,44,Matches
104,Casemiro,br BRA,MF,es Real Madrid,29,1992,10.1,678,50,232,358,93,12,678,17,12,70.6,5,29.4,316,1491,731,7,6,0,9,11,457,5,Matches
105,Frank Castañeda,co COL,"FW,MF",md Sheriff Tiraspol,27,1994,3.9,133,3,35,52,49,3,133,5,4,80.0,1,20.0,93,534,271,9,3,1,12,8,76,7,Matches
106,Koen Casteels,be BEL,GK,de Wolfsburg,29,1992,5.0,202,168,202,0,0,0,202,0,0,,0,,118,637,347,0,0,0,0,0,94,0,Matches
107,Edinson Cavani,uy URU,FW,eng Manchester Utd,34,1987,0.9,43,1,8,14,21,5,43,2,1,50.0,1,50.0,17,79,14,0,0,0,1,2,33,10,Matches
108,Dani Ceballos,es ESP,"MF,FW",es Real Madrid,24,1996,0.5,28,3,13,11,5,1,28,1,1,100.0,0,0.0,12,88,27,0,2,0,1,1,12,1,Matches
109,Dumitru Celeadnic,md MDA,GK,md Sheriff Tiraspol,29,1992,1.0,37,32,37,0,0,0,37,0,0,,0,,14,74,32,0,0,0,0,0,7,0,Matches
110,Zeki Çelik,tr TUR,DF,fr Lille,24,1997,6.5,446,13,122,237,89,6,446,14,6,42.9,8,57.1,194,913,550,10,4,1,4,3,260,25,Matches
111,Trevoh Chalobah,eng ENG,DF,eng Chelsea,22,1999,2.0,129,2,36,69,25,3,129,1,1,100.0,0,0.0,79,443,203,1,4,0,1,1,87,0,Matches
112,Giorgio Chiellini,it ITA,DF,it Juventus,36,1984,0.1,5,3,4,1,0,0,5,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
113,Federico Chiesa,it ITA,"FW,MF",it Juventus,23,1997,3.7,144,4,9,44,93,23,144,14,10,71.4,4,28.6,89,675,384,17,8,9,9,2,108,29,Matches
114,Ben Chilwell,eng ENG,DF,eng Chelsea,24,1996,2.1,140,2,17,41,83,7,140,0,0,,0,,58,298,138,5,1,1,6,3,83,13,Matches
115,Dmitri Chistyakov,ru RUS,DF,ru Zenit,27,1994,4.9,248,44,143,93,12,8,248,0,0,,0,,146,474,169,0,1,0,1,0,179,0,Matches
116,Andreas Christensen,dk DEN,DF,eng Chelsea,25,1996,6.7,625,27,184,395,49,4,625,5,5,100.0,0,0.0,409,1926,1127,7,12,0,4,2,491,5,Matches
117,Anders Christiansen,dk DEN,MF,se Malmö,31,1990,3.6,233,15,71,123,40,5,233,10,7,70.0,3,30.0,169,825,434,9,3,0,5,5,176,5,Matches
118,Samuel Chukwueze,ng NGA,"MF,FW",es Villarreal,22,1999,3.1,86,1,17,27,43,5,86,11,3,27.3,8,72.7,56,477,176,7,5,1,11,2,61,15,Matches
119,Claudinho,br BRA,"MF,FW",ru Zenit,24,1997,5.1,356,5,67,169,127,16,356,17,9,52.9,8,47.1,226,934,304,8,5,1,14,6,251,26,Matches
120,Sebastián Coates,uy URU,DF,pt Sporting CP,30,1990,6.0,301,45,160,133,13,12,301,2,2,100.0,0,0.0,143,585,265,0,1,0,4,0,182,0,Matches
121,Serafim Cojocari,md MDA,FW,md Sheriff Tiraspol,20,2001,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
122,Maxim Cojocaru,md MDA,"FW,MF",md Sheriff Tiraspol,23,1998,0.2,5,1,2,1,2,1,5,1,0,0.0,1,100.0,4,11,3,0,0,1,1,0,3,1,Matches
123,Antonio Čolak,hr CRO,FW,se Malmö,27,1993,5.5,123,5,12,62,50,7,123,6,3,50.0,3,50.0,73,318,100,5,0,1,9,6,81,20,Matches
124,Kingsley Coman,fr FRA,FW,de Bayern Munich,25,1996,7.0,458,4,32,134,295,47,458,56,37,66.1,19,33.9,322,2174,1229,41,20,17,18,6,359,138,Matches
125,Francisco Conceição,pt POR,MF,pt Porto,18,2002,0.4,21,1,3,10,8,1,21,0,0,,0,,12,67,30,1,1,1,1,0,11,2,Matches
126,Francis Coquelin,fr FRA,MF,es Villarreal,30,1991,5.1,206,11,47,100,62,14,206,16,11,68.8,5,31.3,119,567,292,10,6,3,17,4,137,19,Matches
127,Jesús Corona,mx MEX,"DF,FW",pt Porto,28,1993,2.4,124,8,53,45,27,1,124,7,3,42.9,4,57.1,60,288,147,2,3,1,4,2,69,5,Matches
128,Ángel Correa,ar ARG,"FW,MF",es Atlético Madrid,26,1995,4.5,184,2,22,74,89,30,184,11,5,45.5,6,54.5,123,533,305,12,7,6,16,13,139,30,Matches
129,Joaquín Correa,ar ARG,FW,it Inter,26,1994,1.2,38,0,4,16,18,6,38,3,0,0.0,3,100.0,27,187,85,3,1,4,2,1,28,7,Matches
130,Bruno Xavier Almeida Costa,pt POR,MF,pt Porto,24,1997,0.1,11,0,2,8,1,0,11,0,0,,0,,5,38,12,0,0,0,0,0,7,0,Matches
131,Diogo Costa,pt POR,GK,pt Porto,21,1999,6.0,294,220,291,3,0,0,294,0,0,,0,,182,808,535,0,0,0,0,0,155,0,Matches
132,Fernando Costanza,br BRA,DF,md Sheriff Tiraspol,22,1998,6.0,301,49,149,98,59,2,301,6,3,50.0,3,50.0,122,686,398,11,5,1,5,6,110,9,Matches
133,Thibaut Courtois,be BEL,GK,es Real Madrid,29,1992,13.7,533,469,530,3,0,0,533,1,1,100.0,0,0.0,343,1753,946,0,0,0,0,0,316,0,Matches
134,Philippe Coutinho,br BRA,"FW,MF",es Barcelona,29,1992,1.2,85,0,3,33,50,5,85,6,4,66.7,2,33.3,60,362,221,10,4,1,3,6,76,11,Matches
135,Juan Cuadrado,co COL,"DF,MF",it Juventus,33,1988,5.2,353,13,85,149,121,12,353,12,10,83.3,2,16.7,205,1132,635,16,19,4,7,5,241,40,Matches
136,Matheus Cunha,br BRA,FW,es Atlético Madrid,22,1999,1.6,40,2,7,20,14,8,40,5,3,60.0,2,40.0,25,213,94,4,5,2,6,3,28,3,Matches
137,Danilo D'Ambrosio,it ITA,DF,it Inter,32,1988,1.6,75,1,33,34,8,1,75,0,0,,0,,54,193,95,0,0,0,2,0,54,5,Matches
138,Cosimo Marco Da Graca,it ITA,FW,it Juventus,19,2002,0.0,2,0,0,1,2,1,2,0,0,,0,,1,3,0,0,0,0,1,0,0,0,Matches
139,Johan Dahlin,se SWE,GK,se Malmö,34,1986,3.5,121,110,121,0,0,0,121,0,0,,0,,50,314,102,0,0,0,0,0,27,0,Matches
140,Mahmoud Dahoud,de GER,MF,de Dortmund,25,1996,2.4,176,2,23,94,60,7,176,9,7,77.8,2,22.2,121,559,230,3,2,2,3,5,137,11,Matches
141,Diogo Dalot,pt POR,DF,eng Manchester Utd,22,1999,2.6,192,7,44,110,40,2,192,6,3,50.0,3,50.0,89,417,287,7,2,0,2,0,117,6,Matches
142,Danilo,br BRA,DF,it Juventus,30,1991,5.0,446,36,128,266,54,5,446,2,1,50.0,1,50.0,254,1070,615,10,5,0,3,2,327,7,Matches
143,Arnaut Danjuma,nl NED,FW,es Villarreal,24,1997,10.0,276,3,20,83,178,52,275,38,16,42.1,22,57.9,190,1195,584,26,13,19,29,14,217,62,Matches
144,Mohamed Daramy,dk DEN,FW,nl Ajax,19,2002,0.6,37,1,1,8,28,5,37,8,5,62.5,3,37.5,27,189,129,6,3,0,0,2,31,12,Matches
145,Matteo Darmian,it ITA,DF,it Inter,31,1989,2.2,90,2,18,24,48,9,90,1,0,0.0,1,100.0,50,103,48,0,3,0,1,1,57,16,Matches
146,Jonathan David,ca CAN,FW,fr Lille,21,2000,7.5,222,4,13,114,97,27,221,15,10,66.7,5,33.3,115,601,296,7,4,2,28,16,169,47,Matches
147,Alphonso Davies,ca CAN,DF,de Bayern Munich,20,2000,5.3,401,12,100,144,169,23,401,33,27,81.8,6,18.2,272,1673,998,30,16,7,17,10,256,60,Matches
148,Kevin De Bruyne,be BEL,MF,eng Manchester City,30,1991,8.1,518,2,34,204,281,27,518,19,11,57.9,8,42.1,388,1699,936,26,25,4,17,11,400,63,Matches
149,Charles De Ketelaere,be BEL,FW,be Club Brugge,20,2001,5.5,214,4,13,95,108,26,214,14,6,42.9,8,57.1,113,514,205,8,4,4,20,5,146,42,Matches
150,Rodrigo De Paul,ar ARG,MF,es Atlético Madrid,27,1994,6.4,389,12,86,203,102,8,389,7,4,57.1,3,42.9,207,1074,564,13,8,0,12,9,249,15,Matches
151,Mattia De Sciglio,it ITA,DF,it Juventus,28,1992,3.2,229,6,75,74,81,4,229,8,3,37.5,5,62.5,113,398,187,6,2,1,7,1,148,43,Matches
152,Koni De Winter,be BEL,DF,it Juventus,19,2002,0.9,86,0,21,49,17,0,86,2,2,100.0,0,0.0,50,319,152,4,0,0,0,2,62,7,Matches
153,Thomas Delaney,dk DEN,MF,es Sevilla,29,1991,2.2,111,8,38,57,16,3,111,0,0,,0,,57,193,105,3,0,1,0,1,64,5,Matches
154,Liam Delap,eng ENG,FW,eng Manchester City,18,2003,0.1,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,1,0,0,0,Matches
155,Ousmane Dembélé,fr FRA,"FW,DF",es Barcelona,24,1997,1.4,82,0,2,33,48,12,82,8,3,37.5,5,62.5,60,644,394,13,8,7,4,2,66,25,Matches
156,Yusuf Demir,at AUT,"DF,FW",es Barcelona,18,2003,1.1,70,0,10,25,38,3,70,8,4,50.0,4,50.0,47,294,134,6,11,2,6,2,53,10,Matches
157,Merih Demiral,tr TUR,DF,it Atalanta,23,1998,4.1,222,30,117,102,5,5,222,1,1,100.0,0,0.0,118,714,330,3,0,0,5,1,123,1,Matches
158,Dentinho,br BRA,FW,ua Shakhtar,32,1989,0.1,2,0,0,1,1,0,2,0,0,,0,,1,5,1,0,0,0,0,0,1,0,Matches
159,Sergiño Dest,us USA,"DF,FW",es Barcelona,20,2000,2.6,162,3,31,63,70,8,162,9,8,88.9,1,11.1,104,643,352,9,8,2,8,7,110,20,Matches
160,Ersin Destanoğlu,tr TUR,GK,tr Beşiktaş,20,2001,5.0,174,146,171,3,0,0,174,0,0,,0,,85,377,206,0,0,0,0,0,55,0,Matches
161,Ángel Di María,ar ARG,FW,fr Paris S-G,33,1988,2.9,200,5,30,85,87,10,200,6,2,33.3,4,66.7,115,625,252,5,5,3,5,3,151,20,Matches
162,Boulaye Dia,sn SEN,FW,es Villarreal,24,1996,2.9,84,3,11,34,39,7,84,3,0,0.0,3,100.0,49,274,130,6,2,2,15,1,59,14,Matches
163,Abdou Diallo,sn SEN,DF,fr Paris S-G,25,1996,1.8,152,25,80,66,6,0,152,2,1,50.0,1,50.0,86,473,305,0,0,0,0,1,97,1,Matches
164,Amad Diallo,ci CIV,MF,eng Manchester Utd,19,2002,0.7,36,2,6,18,13,2,36,3,1,33.3,2,66.7,26,179,98,4,2,1,2,1,23,3,Matches
165,Rúben Dias,pt POR,DF,eng Manchester City,24,1997,7.4,528,51,237,278,16,5,528,1,1,100.0,0,0.0,378,1739,1127,3,5,1,3,0,384,2,Matches
