Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,A-xAG,KP,1/3,PPA,CrsPA,Matches
484,Chory Castro,uy URU,"FW,MF",Málaga,es La Liga,30,1984,13.8,,,,,,,,,,,,,,,1,,,,,,Matches
485,Chory Castro,uy URU,"FW,MF",Real Sociedad,es La Liga,30,1984,1.8,,,,,,,,,,,,,,,2,,,,,,Matches
486,Gonzalo Castro,de GER,"DF,MF",Dortmund,de Bundesliga,28,1987,16.5,,,,,,,,,,,,,,,7,,,,,,Matches
487,Jonny Castro,es ESP,"DF,MF",Celta Vigo,es La Liga,21,1994,32.8,,,,,,,,,,,,,,,4,,,,,,Matches
488,Lucas Castro,ar ARG,MF,Chievo,it Serie A,26,1989,30.9,,,,,,,,,,,,,,,1,,,,,,Matches
489,Rubén Castro,es ESP,"FW,MF",Betis,es La Liga,34,1981,37.5,,,,,,,,,,,,,,,4,,,,,,Matches
490,Zé Castro,pt POR,DF,Rayo Vallecano,es La Liga,32,1983,19.0,,,,,,,,,,,,,,,0,,,,,,Matches
491,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,20,1994,15.0,,,,,,,,,,,,,,,3,,,,,,Matches
492,Craig Cathcart,nir NIR,DF,Watford,eng Premier League,26,1989,33.7,,,,,,,,,,,,,,,0,,,,,,Matches
493,Lee Cattermole,eng ENG,MF,Sunderland,eng Premier League,27,1988,24.6,,,,,,,,,,,,,,,0,,,,,,Matches
494,Steven Caulker,sl SLE,DF,Southampton,eng Premier League,23,1991,1.6,,,,,,,,,,,,,,,0,,,,,,Matches
495,Steven Caulker,sl SLE,DF,Liverpool,eng Premier League,23,1991,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
496,Ivan Cavaleiro,pt POR,"FW,MF",Monaco,fr Ligue 1,21,1993,5.7,,,,,,,,,,,,,,,0,,,,,,Matches
497,Edinson Cavani,uy URU,"FW,MF",Paris S-G,fr Ligue 1,28,1987,25.7,,,,,,,,,,,,,,,5,,,,,,Matches
498,Santi Cazorla,es ESP,MF,Arsenal,eng Premier League,30,1984,14.3,,,,,,,,,,,,,,,3,,,,,,Matches
499,Dani Ceballos,es ESP,MF,Betis,es La Liga,18,1996,23.7,,,,,,,,,,,,,,,2,,,,,,Matches
500,Petr Čech,cz CZE,GK,Arsenal,eng Premier League,33,1982,34.0,,,,,,,,,,,,,,,0,,,,,,Matches
501,Álvaro Cejudo,es ESP,MF,Betis,es La Liga,31,1984,20.8,,,,,,,,,,,,,,,2,,,,,,Matches
502,Bersant Celina,xk KVX,"FW,MF",Manchester City,eng Premier League,18,1996,0.2,,,,,,,,,,,,,,,1,,,,,,Matches
503,Alessio Cerci,it ITA,"FW,MF",Genoa,it Serie A,28,1987,6.1,,,,,,,,,,,,,,,2,,,,,,Matches
504,Alessio Cerci,it ITA,"FW,MF",Milan,it Serie A,28,1987,8.4,,,,,,,,,,,,,,,0,,,,,,Matches
505,Boštjan Cesar,si SVN,DF,Chievo,it Serie A,33,1982,30.2,,,,,,,,,,,,,,,0,,,,,,Matches
506,Nacer Chadli,be BEL,"FW,MF",Tottenham,eng Premier League,25,1989,10.5,,,,,,,,,,,,,,,2,,,,,,Matches
507,Ilyes Chaïbi,dz ALG,FW,Monaco,fr Ligue 1,18,1996,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
508,Florent Chaigneau,fr FRA,GK,Lorient,fr Ligue 1,31,1984,2.0,,,,,,,,,,,,,,,0,,,,,,Matches
509,Nathaniel Chalobah,eng ENG,"DF,MF",Napoli,it Serie A,20,1994,0.4,,,,,,,,,,,,,,,0,,,,,,Matches
510,Marouane Chamakh,ma MAR,FW,Crystal Palace,eng Premier League,31,1984,2.9,,,,,,,,,,,,,,,0,,,,,,Matches
511,Calum Chambers,eng ENG,"DF,MF",Arsenal,eng Premier League,20,1995,3.6,,,,,,,,,,,,,,,0,,,,,,Matches
512,Timothy Chandler,us USA,"DF,MF",Eint Frankfurt,de Bundesliga,25,1990,7.4,,,,,,,,,,,,,,,0,,,,,,Matches
513,Clément Chantôme,fr FRA,MF,Bordeaux,fr Ligue 1,27,1987,24.2,,,,,,,,,,,,,,,0,,,,,,Matches
514,Gaëtan Charbonnier,fr FRA,"FW,MF",Reims,fr Ligue 1,26,1988,14.0,,,,,,,,,,,,,,,1,,,,,,Matches
515,Charles,br BRA,FW,Málaga,es La Liga,31,1984,33.4,,,,,,,,,,,,,,,3,,,,,,Matches
516,Luca Checchin,it ITA,MF,Hellas Verona,it Serie A,18,1997,1.1,,,,,,,,,,,,,,,0,,,,,,Matches
517,Chechu,es ESP,DF,Rayo Vallecano,es La Liga,33,1982,5.2,,,,,,,,,,,,,,,0,,,,,,Matches
518,Pape Cheikh Diop,sn SEN,MF,Celta Vigo,es La Liga,17,1997,0.7,,,,,,,,,,,,,,,0,,,,,,Matches
519,Zhang Chengdong,cn CHN,"DF,FW",Rayo Vallecano,es La Liga,26,1989,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
520,Amine Chermiti,tn TUN,FW,Gazélec Ajaccio,fr Ligue 1,27,1987,3.1,,,,,,,,,,,,,,,0,,,,,,Matches
521,Nicolò Cherubin,it ITA,DF,Atalanta,it Serie A,28,1986,11.5,,,,,,,,,,,,,,,0,,,,,,Matches
522,Denis Cheryshev,ru RUS,"FW,MF",Real Madrid,es La Liga,24,1990,0.4,,,,,,,,,,,,,,,1,,,,,,Matches
523,Denis Cheryshev,ru RUS,"FW,MF",Valencia,es La Liga,24,1990,5.3,,,,,,,,,,,,,,,0,,,,,,Matches
524,James Chester,wls WAL,DF,West Brom,eng Premier League,26,1989,10.7,,,,,,,,,,,,,,,0,,,,,,Matches
525,Raman Chibsah,gh GHA,MF,Frosinone,it Serie A,22,1993,12.9,,,,,,,,,,,,,,,2,,,,,,Matches
526,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,30,1984,19.9,,,,,,,,,,,,,,,0,,,,,,Matches
527,Vlad Chiricheș,ro ROU,DF,Napoli,it Serie A,25,1989,7.7,,,,,,,,,,,,,,,0,,,,,,Matches
528,Pedro Chirivella,es ESP,MF,Liverpool,eng Premier League,18,1997,0.5,,,,,,,,,,,,,,,0,,,,,,Matches
529,Ivaylo Chochev,bg BUL,MF,Palermo,it Serie A,22,1993,19.4,,,,,,,,,,,,,,,2,,,,,,Matches
530,Andreas Christensen,dk DEN,"DF,MF",Gladbach,de Bundesliga,19,1996,31.0,,,,,,,,,,,,,,,1,,,,,,Matches
531,Max Christiansen,de GER,MF,Ingolstadt 04,de Bundesliga,18,1996,11.5,,,,,,,,,,,,,,,1,,,,,,Matches
532,Lazaros Christodoulopoulos,gr GRE,"FW,MF",Sampdoria,it Serie A,28,1986,3.9,,,,,,,,,,,,,,,0,,,,,,Matches
533,Lee Chung-yong,kr KOR,"FW,MF",Crystal Palace,eng Premier League,27,1988,4.3,,,,,,,,,,,,,,,0,,,,,,Matches
534,Michaël Ciani,fr FRA,DF,Espanyol,es La Liga,31,1984,1.5,,,,,,,,,,,,,,,0,,,,,,Matches
535,Luca Cigarini,it ITA,MF,Atalanta,it Serie A,29,1986,20.2,,,,,,,,,,,,,,,2,,,,,,Matches
536,Tolga Ciğerci,tr TUR,MF,Hertha BSC,de Bundesliga,23,1992,11.4,,,,,,,,,,,,,,,2,,,,,,Matches
537,Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,28,1987,29.9,,,,,,,,,,,,,,,2,,,,,,Matches
538,Daniel Ciofani,it ITA,FW,Frosinone,it Serie A,30,1985,32.3,,,,,,,,,,,,,,,1,,,,,,Matches
539,Matteo Ciofani,it ITA,"DF,MF",Frosinone,it Serie A,27,1988,14.2,,,,,,,,,,,,,,,1,,,,,,Matches
540,Thiago Cionek,pl POL,DF,Palermo,it Serie A,29,1986,5.0,,,,,,,,,,,,,,,1,,,,,,Matches
541,Gilles Cioni,fr FRA,DF,Bastia,fr Ligue 1,31,1984,17.6,,,,,,,,,,,,,,,0,,,,,,Matches
542,Papiss Cissé,sn SEN,FW,Newcastle Utd,eng Premier League,30,1985,11.9,,,,,,,,,,,,,,,0,,,,,,Matches
543,Aly Cissokho,fr FRA,DF,Aston Villa,eng Premier League,27,1987,17.8,,,,,,,,,,,,,,,0,,,,,,Matches
544,Issa Cissokho,sn SEN,DF,Genoa,it Serie A,30,1985,7.2,,,,,,,,,,,,,,,1,,,,,,Matches
545,Renato Civelli,ar ARG,DF,Lille,fr Ligue 1,31,1983,30.7,,,,,,,,,,,,,,,0,,,,,,Matches
546,Ciaran Clark,ie IRL,"DF,MF",Aston Villa,eng Premier League,25,1989,16.0,,,,,,,,,,,,,,,0,,,,,,Matches
547,Jake Clarke-Salter,eng ENG,DF,Chelsea,eng Premier League,17,1997,0.2,,,,,,,,,,,,,,,0,,,,,,Matches
548,Jordy Clasie,nl NED,MF,Southampton,eng Premier League,24,1991,17.1,,,,,,,,,,,,,,,0,,,,,,Matches
549,Cléber,br BRA,DF,Hamburger SV,de Bundesliga,24,1990,16.4,,,,,,,,,,,,,,,0,,,,,,Matches
550,Christian Clemens,de GER,"FW,MF",Mainz 05,de Bundesliga,23,1991,19.1,,,,,,,,,,,,,,,3,,,,,,Matches
551,Jérémy Clément,fr FRA,MF,Saint-Étienne,fr Ligue 1,30,1984,24.7,,,,,,,,,,,,,,,1,,,,,,Matches
552,François Clerc,fr FRA,DF,Saint-Étienne,fr Ligue 1,32,1983,9.7,,,,,,,,,,,,,,,1,,,,,,Matches
553,Tom Cleverley,eng ENG,MF,Everton,eng Premier League,25,1989,17.9,,,,,,,,,,,,,,,4,,,,,,Matches
554,Gaël Clichy,fr FRA,DF,Manchester City,eng Premier League,30,1985,12.1,,,,,,,,,,,,,,,1,,,,,,Matches
555,Nathaniel Clyne,eng ENG,DF,Liverpool,eng Premier League,24,1991,33.0,,,,,,,,,,,,,,,0,,,,,,Matches
556,Sebastián Coates,uy URU,DF,Sunderland,eng Premier League,24,1990,13.7,,,,,,,,,,,,,,,3,,,,,,Matches
557,Marcus Coco,fr FRA,"DF,FW",Guingamp,fr Ligue 1,19,1996,19.2,,,,,,,,,,,,,,,2,,,,,,Matches
558,Andrea Coda,it ITA,DF,Sampdoria,it Serie A,30,1985,1.4,,,,,,,,,,,,,,,0,,,,,,Matches
559,Alexandre Coeff,fr FRA,"DF,MF",Gazélec Ajaccio,fr Ligue 1,23,1992,22.2,,,,,,,,,,,,,,,2,,,,,,Matches
560,Fábio Coentrão,pt POR,DF,Monaco,fr Ligue 1,27,1988,12.0,,,,,,,,,,,,,,,2,,,,,,Matches
561,Isaac Cofie,gh GHA,MF,Carpi,it Serie A,23,1991,23.9,,,,,,,,,,,,,,,1,,,,,,Matches
562,Renaud Cohade,fr FRA,MF,Saint-Étienne,fr Ligue 1,30,1984,12.7,,,,,,,,,,,,,,,2,,,,,,Matches
563,Almog Cohen,il ISR,MF,Ingolstadt 04,de Bundesliga,26,1988,9.2,,,,,,,,,,,,,,,2,,,,,,Matches
564,Coke,es ESP,"DF,MF",Sevilla,es La Liga,28,1987,19.3,,,,,,,,,,,,,,,1,,,,,,Matches
565,Jack Colback,eng ENG,"DF,MF",Newcastle Utd,eng Premier League,25,1989,26.5,,,,,,,,,,,,,,,1,,,,,,Matches
566,Séamus Coleman,ie IRL,"DF,MF",Everton,eng Premier League,26,1988,26.5,,,,,,,,,,,,,,,3,,,,,,Matches
567,James Collins,wls WAL,DF,West Ham,eng Premier League,31,1983,16.0,,,,,,,,,,,,,,,0,,,,,,Matches
568,Fabricio Coloccini,ar ARG,"DF,MF",Newcastle Utd,eng Premier League,33,1982,25.5,,,,,,,,,,,,,,,0,,,,,,Matches
569,Simone Colombi,it ITA,GK,Carpi,it Serie A,24,1991,1.0,,,,,,,,,,,,,,,0,,,,,,Matches
570,Simone Colombi,it ITA,GK,Palermo,it Serie A,24,1991,1.0,,,,,,,,,,,,,,,0,,,,,,Matches
571,Kingsley Coman,fr FRA,"FW,MF",Juventus,it Serie A,19,1996,0.7,,,,,,,,,,,,,,,0,,,,,,Matches
572,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,19,1996,18.7,,,,,,,,,,,,,,,6,,,,,,Matches
573,Alois Confais,fr FRA,"DF,MF",Troyes,fr Ligue 1,18,1996,13.4,,,,,,,,,,,,,,,1,,,,,,Matches
574,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,30,1985,34.8,,,,,,,,,,,,,,,0,,,,,,Matches
575,Callum Connolly,eng ENG,"DF,MF",Everton,eng Premier League,17,1997,0.4,,,,,,,,,,,,,,,0,,,,,,Matches
576,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,28,1987,36.3,,,,,,,,,,,,,,,0,,,,,,Matches
577,Kévin Constant,gn GUI,"DF,MF",Bologna,it Serie A,28,1987,3.1,,,,,,,,,,,,,,,0,,,,,,Matches
578,Antoine Conte,gn GUI,DF,Reims,fr Ligue 1,21,1994,10.2,,,,,,,,,,,,,,,0,,,,,,Matches
579,Diego Contento,de GER,DF,Bordeaux,fr Ligue 1,25,1990,23.5,,,,,,,,,,,,,,,0,,,,,,Matches
580,Andrea Conti,it ITA,"DF,MF",Atalanta,it Serie A,21,1994,9.0,,,,,,,,,,,,,,,1,,,,,,Matches
581,Steve Cook,eng ENG,"DF,MF",Bournemouth,eng Premier League,24,1991,35.5,,,,,,,,,,,,,,,0,,,,,,Matches
582,Duje Čop,hr CRO,FW,Málaga,es La Liga,25,1990,22.7,,,,,,,,,,,,,,,3,,,,,,Matches
583,Ferdinando Coppola,it ITA,GK,Hellas Verona,it Serie A,37,1978,1.0,,,,,,,,,,,,,,,0,,,,,,Matches
584,Francis Coquelin,fr FRA,"DF,MF",Arsenal,eng Premier League,24,1991,18.3,,,,,,,,,,,,,,,0,,,,,,Matches
585,Sébastien Corchia,fr FRA,"DF,MF",Lille,fr Ligue 1,24,1990,29.2,,,,,,,,,,,,,,,2,,,,,,Matches
586,Jhon Córdoba,co COL,FW,Mainz 05,de Bundesliga,22,1993,15.5,,,,,,,,,,,,,,,2,,,,,,Matches
587,Benjamin Corgnet,fr FRA,MF,Saint-Étienne,fr Ligue 1,28,1987,6.1,,,,,,,,,,,,,,,1,,,,,,Matches
588,Jack Cork,eng ENG,"DF,MF",Swansea City,eng Premier League,26,1989,28.3,,,,,,,,,,,,,,,2,,,,,,Matches
589,Maxwel Cornet,ci CIV,"DF,FW",Lyon,fr Ligue 1,18,1996,16.8,,,,,,,,,,,,,,,1,,,,,,Matches
590,Quentin Cornette,fr FRA,"FW,MF",Montpellier,fr Ligue 1,21,1994,1.7,,,,,,,,,,,,,,,0,,,,,,Matches
591,Imanol Corral,es ESP,DF,Eibar,es La Liga,21,1994,0.0,,,,,,,,,,,,,,,0,,,,,,Matches
592,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,20,1995,10.6,,,,,,,,,,,,,,,4,,,,,,Matches
593,Joaquín Correa,ar ARG,"FW,MF",Sampdoria,it Serie A,20,1994,14.6,,,,,,,,,,,,,,,1,,,,,,Matches
594,Rober Correa,es ESP,DF,Espanyol,es La Liga,22,1992,5.2,,,,,,,,,,,,,,,0,,,,,,Matches
595,Jonathan Correia,fr FRA,DF,Nice,fr Ligue 1,21,1994,2.6,,,,,,,,,,,,,,,0,,,,,,Matches
596,Uroš Ćosić,rs SRB,DF,Empoli,it Serie A,22,1992,9.0,,,,,,,,,,,,,,,0,,,,,,Matches
597,Andrea Costa,it ITA,"DF,MF",Empoli,it Serie A,29,1986,23.1,,,,,,,,,,,,,,,0,,,,,,Matches
598,Danny da Costa,de GER,"DF,FW",Ingolstadt 04,de Bundesliga,22,1993,16.9,,,,,,,,,,,,,,,4,,,,,,Matches
599,Diego Costa,es ESP,FW,Chelsea,eng Premier League,26,1988,26.4,,,,,,,,,,,,,,,6,,,,,,Matches
600,Douglas Costa,br BRA,"FW,MF",Bayern Munich,de Bundesliga,24,1990,21.8,,,,,,,,,,,,,,,9,,,,,,Matches
601,Filippo Costa,it ITA,"DF,MF",Chievo,it Serie A,20,1995,1.5,,,,,,,,,,,,,,,0,,,,,,Matches
602,Hélder Costa,ao ANG,"FW,MF",Monaco,fr Ligue 1,21,1994,14.3,,,,,,,,,,,,,,,2,,,,,,Matches
603,Jaume Costa,es ESP,DF,Villarreal,es La Liga,27,1988,17.1,,,,,,,,,,,,,,,1,,,,,,Matches
604,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,31,1983,5.0,,,,,,,,,,,,,,,0,,,,,,Matches
605,Ricardo Costa,pt POR,DF,Granada,es La Liga,34,1981,13.9,,,,,,,,,,,,,,,0,,,,,,Matches
606,Tino Costa,ar ARG,MF,Fiorentina,it Serie A,30,1985,3.2,,,,,,,,,,,,,,,0,,,,,,Matches
607,Tino Costa,ar ARG,MF,Genoa,it Serie A,30,1985,10.3,,,,,,,,,,,,,,,0,,,,,,Matches
608,Benoît Costil,fr FRA,GK,Rennes,fr Ligue 1,28,1987,31.0,,,,,,,,,,,,,,,0,,,,,,Matches
609,Antonio Cotán,es ESP,MF,Sevilla,es La Liga,19,1995,1.0,,,,,,,,,,,,,,,0,,,,,,Matches
610,Lassana Coulibaly,ml MLI,"FW,MF",Bastia,fr Ligue 1,19,1996,7.8,,,,,,,,,,,,,,,0,,,,,,Matches
611,Yoann Court,fr FRA,"FW,MF",Troyes,fr Ligue 1,25,1990,10.6,,,,,,,,,,,,,,,0,,,,,,Matches
612,Thibaut Courtois,be BEL,GK,Chelsea,eng Premier League,23,1992,22.4,,,,,,,,,,,,,,,0,,,,,,Matches
613,Philippe Coutinho,br BRA,"FW,MF",Liverpool,eng Premier League,23,1992,22.2,,,,,,,,,,,,,,,5,,,,,,Matches
614,Aaron Cresswell,eng ENG,"DF,MF",West Ham,eng Premier League,25,1989,36.8,,,,,,,,,,,,,,,4,,,,,,Matches
615,Marco Crimi,it ITA,"DF,MF",Bologna,it Serie A,25,1990,0.5,,,,,,,,,,,,,,,0,,,,,,Matches
616,Marco Crimi,it ITA,"DF,MF",Carpi,it Serie A,25,1990,10.8,,,,,,,,,,,,,,,1,,,,,,Matches
617,Lorenzo Crisetig,it ITA,MF,Bologna,it Serie A,22,1993,3.9,,,,,,,,,,,,,,,0,,,,,,Matches
618,Bryan Cristante,it ITA,"DF,MF",Palermo,it Serie A,20,1995,1.0,,,,,,,,,,,,,,,0,,,,,,Matches
619,Sebastián Cristóforo,uy URU,MF,Sevilla,es La Liga,21,1993,16.1,,,,,,,,,,,,,,,1,,,,,,Matches
620,Enzo Crivelli,fr FRA,FW,Bordeaux,fr Ligue 1,20,1995,17.0,,,,,,,,,,,,,,,4,,,,,,Matches
621,Roberto Crivello,it ITA,DF,Frosinone,it Serie A,23,1991,16.0,,,,,,,,,,,,,,,1,,,,,,Matches
622,Daniele Croce,it ITA,MF,Empoli,it Serie A,32,1982,19.9,,,,,,,,,,,,,,,1,,,,,,Matches
623,Peter Crouch,eng ENG,FW,Stoke City,eng Premier League,34,1981,5.1,,,,,,,,,,,,,,,1,,,,,,Matches
624,Juan Cuadrado,co COL,"DF,FW",Chelsea,eng Premier League,27,1988,0.3,,,,,,,,,,,,,,,0,,,,,,Matches
625,Juan Cuadrado,co COL,"DF,FW",Juventus,it Serie A,27,1988,19.2,,,,,,,,,,,,,,,5,,,,,,Matches
626,Iván Cuéllar,es ESP,GK,Sporting Gijón,es La Liga,31,1984,32.0,,,,,,,,,,,,,,,2,,,,,,Matches
627,Isaac Cuenca,es ESP,"FW,MF",Granada,es La Liga,24,1991,8.8,,,,,,,,,,,,,,,2,,,,,,Matches
628,Mauricio Cuero,co COL,"FW,MF",Levante,es La Liga,22,1993,5.4,,,,,,,,,,,,,,,1,,,,,,Matches
629,Emmanuel Culio,ar ARG,MF,Las Palmas,es La Liga,31,1983,6.2,,,,,,,,,,,,,,,1,,,,,,Matches
630,Josh Cullen,ie IRL,"DF,MF",West Ham,eng Premier League,19,1996,0.0,,,,,,,,,,,,,,,0,,,,,,Matches
631,Curro,es ESP,"FW,MF",Sevilla,es La Liga,19,1996,3.3,,,,,,,,,,,,,,,1,,,,,,Matches
632,Marco D'Alessandro,it ITA,"DF,FW",Atalanta,it Serie A,24,1991,12.8,,,,,,,,,,,,,,,2,,,,,,Matches
633,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,26,1988,18.0,,,,,,,,,,,,,,,0,,,,,,Matches
634,Damien Da Silva,fr FRA,"DF,MF",Caen,fr Ligue 1,27,1988,27.6,,,,,,,,,,,,,,,0,,,,,,Matches
635,Bryan Dabo,bf BFA,MF,Montpellier,fr Ligue 1,23,1992,31.7,,,,,,,,,,,,,,,1,,,,,,Matches
636,Mouhamadou Dabo,fr FRA,DF,Troyes,fr Ligue 1,28,1986,11.8,,,,,,,,,,,,,,,0,,,,,,Matches
637,Mahmoud Dahoud,de GER,MF,Gladbach,de Bundesliga,19,1996,23.0,,,,,,,,,,,,,,,8,,,,,,Matches
638,Dario Dainelli,it ITA,DF,Chievo,it Serie A,36,1979,15.3,,,,,,,,,,,,,,,0,,,,,,Matches
639,Felipe dal Belo,br BRA,DF,Udinese,it Serie A,31,1984,23.8,,,,,,,,,,,,,,,1,,,,,,Matches
640,Leandro Damião,br BRA,FW,Betis,es La Liga,26,1989,1.4,,,,,,,,,,,,,,,0,,,,,,Matches
641,Gaël Danic,fr FRA,MF,Bastia,fr Ligue 1,33,1981,30.0,,,,,,,,,,,,,,,4,,,,,,Matches
642,Charlie Daniels,eng ENG,"DF,MF",Bournemouth,eng Premier League,28,1986,36.5,,,,,,,,,,,,,,,5,,,,,,Matches
643,Danilo,br BRA,"DF,MF",Real Madrid,es La Liga,24,1991,22.7,,,,,,,,,,,,,,,5,,,,,,Matches
644,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,28,1987,35.0,,,,,,,,,,,,,,,1,,,,,,Matches
645,Dante,br BRA,DF,Wolfsburg,de Bundesliga,31,1983,22.9,,,,,,,,,,,,,,,0,,,,,,Matches
646,Dante,br BRA,DF,Bayern Munich,de Bundesliga,31,1983,0.2,,,,,,,,,,,,,,,0,,,,,,Matches
647,Romain Danzé,fr FRA,"DF,MF",Rennes,fr Ligue 1,29,1986,17.9,,,,,,,,,,,,,,,3,,,,,,Matches
648,Fabio Daprelà,ch SUI,"DF,MF",Carpi,it Serie A,24,1991,0.7,,,,,,,,,,,,,,,0,,,,,,Matches
649,Fabio Daprelà,ch SUI,"DF,MF",Palermo,it Serie A,24,1991,1.7,,,,,,,,,,,,,,,0,,,,,,Matches
650,Stéphane Darbion,fr FRA,MF,Troyes,fr Ligue 1,31,1984,18.4,,,,,,,,,,,,,,,2,,,,,,Matches
651,Sergi Darder,es ESP,MF,Málaga,es La Liga,21,1993,0.9,,,,,,,,,,,,,,,0,,,,,,Matches
652,Sergi Darder,es ESP,MF,Lyon,fr Ligue 1,21,1993,16.4,,,,,,,,,,,,,,,1,,,,,,Matches
653,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,24,1990,28.8,,,,,,,,,,,,,,,2,,,,,,Matches
654,Karl Darlow,wls WAL,GK,Newcastle Utd,eng Premier League,24,1990,9.0,,,,,,,,,,,,,,,0,,,,,,Matches
655,Matteo Darmian,it ITA,"DF,MF",Manchester Utd,eng Premier League,25,1989,21.4,,,,,,,,,,,,,,,0,,,,,,Matches
656,Ben Davies,wls WAL,"DF,MF",Tottenham,eng Premier League,22,1993,14.3,,,,,,,,,,,,,,,2,,,,,,Matches
657,Tom Davies,eng ENG,MF,Everton,eng Premier League,17,1998,1.1,,,,,,,,,,,,,,,0,,,,,,Matches
658,Kelvin Davis,eng ENG,GK,Southampton,eng Premier League,38,1976,1.0,,,,,,,,,,,,,,,0,,,,,,Matches
659,Steven Davis,nir NIR,MF,Southampton,eng Premier League,30,1985,28.9,,,,,,,,,,,,,,,3,,,,,,Matches
660,Craig Dawson,eng ENG,DF,West Brom,eng Premier League,25,1990,37.6,,,,,,,,,,,,,,,0,,,,,,Matches
661,Kevin De Bruyne,be BEL,"FW,MF",Manchester City,eng Premier League,24,1991,22.2,,,,,,,,,,,,,,,9,,,,,,Matches
662,Kevin De Bruyne,be BEL,"FW,MF",Wolfsburg,de Bundesliga,24,1991,1.8,,,,,,,,,,,,,,,0,,,,,,Matches
663,Paolo De Ceglie,it ITA,DF,Marseille,fr Ligue 1,28,1986,3.4,,,,,,,,,,,,,,,0,,,,,,Matches
664,Ritchie De Laet,be BEL,DF,Leicester City,eng Premier League,26,1988,7.3,,,,,,,,,,,,,,,0,,,,,,Matches
665,Sebastien De Maio,fr FRA,DF,Genoa,it Serie A,28,1987,24.8,,,,,,,,,,,,,,,1,,,,,,Matches
666,Rodrigo De Paul,ar ARG,"FW,MF",Valencia,es La Liga,21,1994,5.8,,,,,,,,,,,,,,,0,,,,,,Matches
667,Nill De Pauw,cd COD,"FW,MF",Guingamp,fr Ligue 1,25,1990,4.1,,,,,,,,,,,,,,,0,,,,,,Matches
668,Daniele De Rossi,it ITA,"DF,MF",Roma,it Serie A,32,1983,21.2,,,,,,,,,,,,,,,2,,,,,,Matches
669,Morgan De Sanctis,it ITA,GK,Roma,it Serie A,38,1977,4.0,,,,,,,,,,,,,,,0,,,,,,Matches
670,Mattia De Sciglio,it ITA,"DF,MF",Milan,it Serie A,22,1992,20.4,,,,,,,,,,,,,,,1,,,,,,Matches
671,Lorenzo De Silvestri,it ITA,"DF,MF",Sampdoria,it Serie A,27,1988,15.5,,,,,,,,,,,,,,,2,,,,,,Matches
672,Lucas Deaux,fr FRA,MF,Nantes,fr Ligue 1,26,1988,13.2,,,,,,,,,,,,,,,0,,,,,,Matches
673,Mathieu Debuchy,fr FRA,DF,Arsenal,eng Premier League,30,1985,1.6,,,,,,,,,,,,,,,0,,,,,,Matches
674,Mathieu Debuchy,fr FRA,DF,Bordeaux,fr Ligue 1,30,1985,8.7,,,,,,,,,,,,,,,0,,,,,,Matches
675,Troy Deeney,eng ENG,FW,Watford,eng Premier League,27,1988,36.6,,,,,,,,,,,,,,,7,,,,,,Matches
676,Jermain Defoe,eng ENG,FW,Sunderland,eng Premier League,32,1982,28.3,,,,,,,,,,,,,,,1,,,,,,Matches
677,Grégoire Defrel,mq MTQ,"FW,MF",Sassuolo,it Serie A,24,1991,22.8,,,,,,,,,,,,,,,3,,,,,,Matches
678,Romain Del Castillo,fr FRA,"FW,MF",Lyon,fr Ligue 1,19,1996,0.4,,,,,,,,,,,,,,,0,,,,,,Matches
679,Damien Delaney,ie IRL,DF,Crystal Palace,eng Premier League,34,1981,32.0,,,,,,,,,,,,,,,3,,,,,,Matches
680,Jonathan Delaplace,fr FRA,"DF,MF",Caen,fr Ligue 1,29,1986,17.3,,,,,,,,,,,,,,,2,,,,,,Matches
681,Fabio Della Giovanna,it ITA,DF,Inter,it Serie A,18,1997,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
682,Andy Delort,dz ALG,FW,Caen,fr Ligue 1,23,1991,34.9,,,,,,,,,,,,,,,2,,,,,,Matches
683,Fabian Delph,eng ENG,"DF,MF",Manchester City,eng Premier League,25,1989,8.4,,,,,,,,,,,,,,,0,,,,,,Matches
684,Mana Dembélé,ml MLI,FW,Guingamp,fr Ligue 1,26,1988,4.8,,,,,,,,,,,,,,,0,,,,,,Matches
685,Mousa Dembélé,be BEL,MF,Tottenham,eng Premier League,28,1987,25.2,,,,,,,,,,,,,,,1,,,,,,Matches
