Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
25,Mohamed Aly Camara,gn GUI,DF,ch Young Boys,23,1997,3.8,208,205,3,2,0,3,0,0,0,0,0,0,185,0,1,Matches
26,Benjamin André,fr FRA,MF,fr Lille,30,1990,7.0,385,374,8,6,1,6,5,0,0,0,0,0,296,3,10,Matches
27,Oleksandr Andriyevskyi,ua UKR,MF,ua Dynamo Kyiv,27,1994,1.1,50,47,2,2,0,2,0,0,0,0,0,0,41,1,1,Matches
28,Angeliño,es ESP,DF,de RB Leipzig,24,1997,4.8,241,185,51,7,0,1,28,36,8,6,0,0,151,5,7,Matches
29,Marcos Antônio,br BRA,MF,ua Shakhtar,21,2000,2.8,239,236,3,3,1,1,0,0,0,0,0,0,227,0,0,Matches
30,Antony,br BRA,FW,nl Ajax,21,2000,6.4,347,330,15,2,0,1,21,10,3,0,0,0,267,2,9,Matches
31,Ronald Araújo,uy URU,DF,es Barcelona,22,1999,4.1,206,181,25,8,0,2,3,17,0,0,0,0,171,0,4,Matches
32,Danilo Arboleda,co COL,DF,md Sheriff Tiraspol,26,1995,6.0,138,133,5,5,0,1,0,0,0,0,0,0,119,0,2,Matches
33,Maximilian Arnold,de GER,MF,de Wolfsburg,27,1994,6.0,282,246,36,24,0,5,21,1,10,9,0,0,217,0,7,Matches
34,Kepa Arrizabalaga,es ESP,GK,eng Chelsea,26,1994,1.0,29,19,10,2,0,0,0,0,0,0,0,0,22,0,0,Matches
35,Marco Asensio,es ESP,"FW,MF",es Real Madrid,25,1996,2.3,92,83,9,1,3,2,4,1,5,1,0,0,73,0,3,Matches
36,Giorgos Athanasiadis,gr GRE,GK,md Sheriff Tiraspol,28,1993,5.0,167,89,78,10,0,1,0,0,0,0,0,0,111,0,0,Matches
37,Ludwig Augustinsson,se SWE,DF,es Sevilla,27,1994,0.9,74,58,15,1,0,0,8,12,2,0,2,0,51,1,3,Matches
38,Serge Aurier,ci CIV,DF,es Villarreal,28,1992,1.5,80,68,12,0,0,0,2,11,1,0,0,0,67,0,0,Matches
39,Sardar Azmoun,ir IRN,FW,ru Zenit,26,1995,3.4,56,47,9,0,0,0,0,0,0,0,0,0,37,0,4,Matches
40,César Azpilicueta,es ESP,DF,eng Chelsea,31,1989,7.5,576,514,61,2,0,0,18,59,0,0,0,0,477,1,12,Matches
41,Eric Bailly,ci CIV,DF,eng Manchester Utd,27,1994,2.0,113,109,4,2,0,0,0,2,0,0,0,0,99,0,0,Matches
42,Tiemoué Bakayoko,fr FRA,"MF,FW",it Milan,26,1994,0.7,36,35,1,1,1,0,0,0,0,0,0,0,29,0,0,Matches
43,Ridle Baku,de GER,"FW,DF",de Wolfsburg,23,1998,4.6,174,153,21,2,0,0,8,17,2,0,0,0,114,0,9,Matches
44,Alejandro Balde,es ESP,"DF,FW",es Barcelona,17,2003,0.2,17,15,2,0,0,0,1,2,0,0,0,0,14,0,1,Matches
45,Gareth Bale,wls WAL,FW,es Real Madrid,32,1989,0.1,3,2,1,0,0,0,0,0,0,0,0,0,2,0,0,Matches
46,David von Ballmoos,ch SUI,GK,ch Young Boys,26,1994,3.0,87,66,20,6,0,0,0,0,0,0,0,0,59,1,0,Matches
47,Fodé Ballo-Touré,sn SEN,"DF,MF",it Milan,24,1997,1.0,41,27,14,1,0,0,1,13,0,0,0,0,31,0,0,Matches
48,Jonathan Bamba,ci CIV,"MF,FW",fr Lille,25,1996,5.2,239,213,24,9,1,1,23,5,10,4,4,0,182,2,10,Matches
49,Nicolò Barella,it ITA,MF,it Inter,24,1997,5.5,314,310,2,1,3,4,9,1,0,0,0,0,262,2,7,Matches
50,Ross Barkley,eng ENG,MF,eng Chelsea,27,1993,1.1,79,69,10,2,2,1,8,1,7,3,4,0,66,0,0,Matches
51,Wílmar Barrios,co COL,"MF,DF",ru Zenit,27,1993,6.0,299,294,5,5,0,1,2,0,0,0,0,0,267,0,3,Matches
52,Gil Bastião Dias,pt POR,FW,pt Benfica,24,1996,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
53,Alessandro Bastoni,it ITA,DF,it Inter,22,1999,7.4,455,408,45,23,0,3,12,6,0,0,0,0,396,2,8,Matches
54,Michy Batshuayi,be BEL,FW,tr Beşiktaş,27,1993,4.3,85,67,18,0,0,4,3,1,0,0,0,0,63,0,7,Matches
55,Donny van de Beek,nl NED,MF,eng Manchester Utd,24,1997,2.3,119,117,2,1,0,3,0,0,0,0,0,0,102,0,2,Matches
56,Jude Bellingham,eng ENG,"MF,FW",de Dortmund,18,2003,5.6,279,269,6,4,0,2,7,1,1,0,1,0,231,4,13,Matches
57,Hatem Ben Arfa,fr FRA,"FW,MF",fr Lille,34,1987,0.3,15,11,4,1,0,0,2,2,1,0,0,0,12,0,0,Matches
58,Ismaël Bennacer,dz ALG,MF,it Milan,23,1997,4.2,209,187,20,15,1,4,10,0,5,2,2,0,165,2,3,Matches
59,Rodrigo Bentancur,uy URU,"MF,FW",it Juventus,24,1997,4.2,203,201,1,1,0,0,4,0,0,0,0,0,170,1,4,Matches
60,Karim Benzema,fr FRA,FW,es Real Madrid,33,1987,12.2,522,504,16,0,4,1,10,0,2,0,0,0,425,2,12,Matches
61,Steven Berghuis,nl NED,MF,nl Ajax,29,1991,6.9,294,270,20,4,0,7,27,2,14,5,1,1,223,4,12,Matches
62,Federico Bernardeschi,it ITA,"FW,MF",it Juventus,27,1994,3.2,146,131,15,6,2,2,19,2,7,0,2,1,113,0,3,Matches
63,Bernardo,br BRA,"DF,MF",at RB Salzburg,26,1995,0.3,19,19,0,0,0,1,0,0,0,0,0,0,13,0,1,Matches
64,Paulo Bernardo,pt POR,MF,pt Benfica,19,2002,0.5,21,18,3,2,0,0,1,0,0,0,0,0,17,0,2,Matches
65,Veljko Birmančević,rs SRB,"MF,FW",se Malmö,23,1998,3.9,91,88,3,2,2,0,2,1,0,0,0,0,57,0,4,Matches
66,Antonio Blanco,es ESP,MF,es Real Madrid,21,2000,0.1,15,15,0,0,0,0,0,0,0,0,0,0,15,0,0,Matches
67,Daley Blind,nl NED,DF,nl Ajax,31,1990,6.3,505,429,73,19,3,1,16,54,0,0,0,0,410,3,8,Matches
68,Valerii Bondar,ua UKR,DF,ua Shakhtar,22,1999,1.0,106,103,3,3,0,0,0,0,0,0,0,0,100,0,0,Matches
69,Artem Bondarenko,ua UKR,MF,ua Shakhtar,20,2000,0.9,96,96,0,0,0,0,0,0,0,0,0,0,87,0,0,Matches
70,Solomon Bonnah,nl NED,DF,de RB Leipzig,17,2003,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
71,Leonardo Bonucci,it ITA,DF,it Juventus,34,1987,6.4,437,420,16,14,1,9,1,0,0,0,0,0,384,1,0,Matches
72,Sebastiaan Bornauw,be BEL,DF,de Wolfsburg,22,1999,2.3,90,87,3,2,0,2,0,0,0,0,0,0,68,0,0,Matches
73,Sven Botman,nl NED,DF,fr Lille,21,2000,4.6,264,248,15,11,0,5,0,3,0,0,0,0,234,1,1,Matches
74,Yassine Bounou,ma MAR,GK,es Sevilla,30,1991,6.0,188,144,44,12,0,0,0,0,0,0,0,0,154,0,0,Matches
75,Denys Boyko,ua UKR,GK,ua Dynamo Kyiv,33,1988,1.0,32,22,10,2,0,0,0,0,0,0,0,0,19,0,0,Matches
76,Can Bozdogan,de GER,MF,tr Beşiktaş,20,2001,2.4,58,57,1,1,3,0,0,0,0,0,0,0,41,0,5,Matches
77,Domagoj Bradarić,hr CRO,DF,fr Lille,21,1999,0.2,12,10,2,1,0,0,0,1,0,0,0,0,9,0,0,Matches
78,Conor Bradley,nir NIR,FW,eng Liverpool,18,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
79,Daniel Bragança,pt POR,MF,pt Sporting CP,22,1999,1.5,62,61,1,1,0,0,0,0,0,0,0,0,58,0,0,Matches
80,Julian Brandt,de GER,"MF,FW",de Dortmund,25,1996,4.4,239,218,20,4,2,4,21,0,16,9,6,0,192,1,5,Matches
81,Brian Brobbey,nl NED,FW,nl Ajax,19,2002,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
82,Brian Brobbey,nl NED,"FW,MF",de RB Leipzig,19,2002,1.2,28,27,1,0,0,0,1,0,0,0,0,0,14,0,2,Matches
83,John Brooks,us USA,DF,de Wolfsburg,28,1993,3.7,181,168,13,13,0,1,0,0,0,0,0,0,150,0,1,Matches
84,Franz Brorsson,se SWE,DF,se Malmö,25,1996,5.0,173,165,6,4,0,1,0,2,0,0,0,0,143,2,4,Matches
85,Marcelo Brozović,hr CRO,MF,it Inter,28,1992,7.0,559,529,29,22,2,5,8,2,4,3,1,0,500,1,11,Matches
86,Nicolas Bürgy,ch SUI,DF,ch Young Boys,25,1995,2.0,136,129,6,5,0,1,0,0,0,0,0,0,121,1,0,Matches
87,Heorhiy Bushchan,ua UKR,GK,ua Dynamo Kyiv,27,1994,5.0,200,142,57,14,0,0,0,0,0,0,0,0,136,1,1,Matches
88,Sergio Busquets,es ESP,MF,es Barcelona,33,1988,5.4,383,370,13,13,2,6,0,0,0,0,0,0,334,0,3,Matches
89,Vitaliy Buyalskyi,ua UKR,"FW,MF",ua Dynamo Kyiv,28,1993,4.8,106,96,7,1,1,0,1,0,0,0,0,0,80,3,2,Matches
90,Jovane Cabral,cv CPV,"FW,MF",pt Sporting CP,23,1998,0.9,24,24,0,0,1,0,1,0,0,0,0,0,19,0,2,Matches
91,Davide Calabria,it ITA,DF,it Milan,24,1996,3.5,149,120,28,5,1,0,7,23,0,0,0,0,103,1,5,Matches
92,Hakan Çalhanoğlu,tr TUR,MF,it Inter,27,1994,4.6,279,248,28,2,2,2,32,1,23,10,12,0,228,3,5,Matches
93,Mohamed Camara,ml MLI,MF,at RB Salzburg,21,2000,7.4,373,353,20,19,0,3,1,1,0,0,0,0,323,0,8,Matches
94,Eduardo Camavinga,fr FRA,MF,es Real Madrid,18,2002,3.4,183,175,7,3,1,3,0,4,0,0,0,0,156,1,3,Matches
95,Emre Can,de GER,DF,de Dortmund,27,1994,0.8,47,42,4,0,1,1,1,4,0,0,0,0,40,1,0,Matches
96,João Cancelo,pt POR,DF,eng Manchester City,27,1994,9.3,769,682,80,10,5,14,24,70,0,0,0,0,646,7,7,Matches
97,Nicolás Capaldo,ar ARG,MF,at RB Salzburg,23,1997,3.2,121,110,10,4,0,0,7,3,3,2,1,0,77,1,3,Matches
98,Étienne Capoue,fr FRA,MF,es Villarreal,33,1988,11.6,498,485,10,8,3,2,3,1,0,0,0,0,431,3,5,Matches
99,Fábio Cardoso,pt POR,DF,pt Porto,27,1994,1.7,43,43,0,0,0,0,0,0,0,0,0,0,38,0,0,Matches
100,Diego Carlos,br BRA,DF,es Sevilla,28,1993,6.0,413,402,10,10,0,12,0,0,0,0,0,0,361,1,3,Matches
101,Yannick Carrasco,be BEL,"FW,MF",es Atlético Madrid,27,1993,5.2,166,144,21,9,1,2,13,5,7,5,2,0,122,1,2,Matches
102,Scott Carson,eng ENG,GK,eng Manchester City,35,1985,0.2,5,2,3,0,0,0,0,0,0,0,0,0,5,0,0,Matches
103,Dani Carvajal,es ESP,DF,es Real Madrid,29,1992,10.6,663,574,89,12,1,6,19,76,0,0,0,0,569,0,9,Matches
104,Casemiro,br BRA,MF,es Real Madrid,29,1992,10.1,557,547,10,10,2,11,3,0,0,0,0,0,487,0,4,Matches
105,Frank Castañeda,co COL,"FW,MF",md Sheriff Tiraspol,27,1994,3.9,93,85,8,1,0,0,8,0,7,4,1,0,69,0,2,Matches
106,Koen Casteels,be BEL,GK,de Wolfsburg,29,1992,5.0,189,132,57,10,0,0,0,0,0,0,0,0,135,0,0,Matches
107,Edinson Cavani,uy URU,FW,eng Manchester Utd,34,1987,0.9,35,35,0,0,0,0,0,0,0,0,0,0,26,0,1,Matches
108,Dani Ceballos,es ESP,"MF,FW",es Real Madrid,24,1996,0.5,15,15,0,0,0,0,0,0,0,0,0,0,11,0,3,Matches
109,Dumitru Celeadnic,md MDA,GK,md Sheriff Tiraspol,29,1992,1.0,33,13,19,3,0,0,0,0,0,0,0,0,24,1,0,Matches
110,Zeki Çelik,tr TUR,DF,fr Lille,24,1997,6.5,373,301,69,3,0,5,13,66,0,0,0,0,291,3,6,Matches
111,Trevoh Chalobah,eng ENG,DF,eng Chelsea,22,1999,2.0,112,108,4,3,0,0,1,1,0,0,0,0,91,0,1,Matches
112,Giorgio Chiellini,it ITA,DF,it Juventus,36,1984,0.1,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,Matches
113,Federico Chiesa,it ITA,"FW,MF",it Juventus,23,1997,3.7,99,90,9,1,0,1,11,2,5,1,2,0,78,0,4,Matches
114,Ben Chilwell,eng ENG,DF,eng Chelsea,24,1996,2.1,112,80,32,1,0,0,13,21,10,4,4,0,90,0,4,Matches
115,Dmitri Chistyakov,ru RUS,DF,ru Zenit,27,1994,4.9,212,209,3,3,0,0,0,0,0,0,0,0,194,0,1,Matches
116,Andreas Christensen,dk DEN,DF,eng Chelsea,25,1996,6.7,584,568,16,7,0,0,1,9,0,0,0,0,537,0,1,Matches
117,Anders Christiansen,dk DEN,MF,se Malmö,31,1990,3.6,205,190,15,11,0,4,11,1,3,1,2,0,164,0,2,Matches
118,Samuel Chukwueze,ng NGA,"MF,FW",es Villarreal,22,1999,3.1,54,53,1,1,2,0,3,0,0,0,0,0,37,0,0,Matches
119,Claudinho,br BRA,"MF,FW",ru Zenit,24,1997,5.1,277,254,23,4,1,8,22,1,16,4,6,0,232,0,6,Matches
120,Sebastián Coates,uy URU,DF,pt Sporting CP,30,1990,6.0,235,224,10,10,0,1,0,0,0,0,0,0,200,1,5,Matches
121,Serafim Cojocari,md MDA,FW,md Sheriff Tiraspol,20,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
122,Maxim Cojocaru,md MDA,"FW,MF",md Sheriff Tiraspol,23,1998,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
123,Antonio Čolak,hr CRO,FW,se Malmö,27,1993,5.5,86,68,18,0,0,0,2,0,0,0,0,0,65,0,0,Matches
124,Kingsley Coman,fr FRA,FW,de Bayern Munich,25,1996,7.0,357,345,9,1,3,5,37,4,4,1,0,0,270,3,9,Matches
125,Francisco Conceição,pt POR,MF,pt Porto,18,2002,0.4,12,12,0,0,0,0,0,0,0,0,0,0,9,0,2,Matches
126,Francis Coquelin,fr FRA,MF,es Villarreal,30,1991,5.1,141,138,2,1,0,0,3,0,0,0,0,0,111,1,3,Matches
127,Jesús Corona,mx MEX,"DF,FW",pt Porto,28,1993,2.4,95,72,22,3,0,1,6,18,1,0,1,0,70,1,2,Matches
128,Ángel Correa,ar ARG,"FW,MF",es Atlético Madrid,26,1995,4.5,125,122,3,0,0,2,6,1,1,1,0,0,95,0,5,Matches
129,Joaquín Correa,ar ARG,FW,it Inter,26,1994,1.2,26,24,2,0,0,0,0,1,0,0,0,0,21,0,2,Matches
130,Bruno Xavier Almeida Costa,pt POR,MF,pt Porto,24,1997,0.1,10,9,1,1,0,0,0,0,0,0,0,0,9,0,0,Matches
131,Diogo Costa,pt POR,GK,pt Porto,21,1999,6.0,282,214,66,34,0,2,0,0,0,0,0,0,176,2,0,Matches
132,Fernando Costanza,br BRA,DF,md Sheriff Tiraspol,22,1998,6.0,204,146,57,6,0,1,13,51,0,0,0,0,134,1,9,Matches
133,Thibaut Courtois,be BEL,GK,es Real Madrid,29,1992,13.7,499,410,86,25,0,1,0,0,0,0,0,0,374,3,0,Matches
134,Philippe Coutinho,br BRA,"FW,MF",es Barcelona,29,1992,1.2,72,66,5,2,0,0,2,2,1,0,0,0,55,1,3,Matches
135,Juan Cuadrado,co COL,"DF,MF",it Juventus,33,1988,5.2,302,266,34,3,1,5,29,20,11,4,5,0,243,2,5,Matches
136,Matheus Cunha,br BRA,FW,es Atlético Madrid,22,1999,1.6,17,16,1,0,0,0,0,0,0,0,0,0,15,0,1,Matches
137,Danilo D'Ambrosio,it ITA,DF,it Inter,32,1988,1.6,67,64,3,2,0,1,3,1,0,0,0,0,56,0,0,Matches
138,Cosimo Marco Da Graca,it ITA,FW,it Juventus,19,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
139,Johan Dahlin,se SWE,GK,se Malmö,34,1986,3.5,104,54,50,13,0,0,0,0,0,0,0,0,53,0,0,Matches
140,Mahmoud Dahoud,de GER,MF,de Dortmund,25,1996,2.4,155,147,7,0,0,3,5,0,7,2,3,0,122,1,3,Matches
141,Diogo Dalot,pt POR,DF,eng Manchester Utd,22,1999,2.6,163,143,18,1,1,1,5,17,0,0,0,0,129,2,2,Matches
142,Danilo,br BRA,DF,it Juventus,30,1991,5.0,396,364,28,8,1,0,7,20,0,0,0,0,346,4,5,Matches
143,Arnaut Danjuma,nl NED,FW,es Villarreal,24,1997,10.0,175,163,12,0,1,0,14,0,3,1,0,0,129,0,0,Matches
144,Mohamed Daramy,dk DEN,FW,nl Ajax,19,2002,0.6,27,26,1,0,0,0,1,1,0,0,0,0,22,0,0,Matches
145,Matteo Darmian,it ITA,DF,it Inter,31,1989,2.2,67,58,9,1,0,0,3,8,0,0,0,0,47,0,1,Matches
146,Jonathan David,ca CAN,FW,fr Lille,21,2000,7.5,146,139,5,1,0,0,1,0,0,0,0,0,115,2,4,Matches
147,Alphonso Davies,ca CAN,DF,de Bayern Munich,20,2000,5.3,320,281,35,3,0,2,18,32,0,0,0,0,266,4,3,Matches
148,Kevin De Bruyne,be BEL,MF,eng Manchester City,30,1991,8.1,429,391,32,12,3,5,43,0,19,9,4,0,336,6,4,Matches
149,Charles De Ketelaere,be BEL,FW,be Club Brugge,20,2001,5.5,154,135,19,2,0,2,12,8,6,6,0,0,107,0,5,Matches
150,Rodrigo De Paul,ar ARG,MF,es Atlético Madrid,27,1994,6.4,296,270,24,18,4,7,15,3,3,1,1,0,223,2,6,Matches
151,Mattia De Sciglio,it ITA,DF,it Juventus,28,1992,3.2,189,162,27,0,0,2,22,27,0,0,0,0,153,0,8,Matches
152,Koni De Winter,be BEL,DF,it Juventus,19,2002,0.9,83,73,10,1,0,0,2,9,0,0,0,0,70,0,2,Matches
153,Thomas Delaney,dk DEN,MF,es Sevilla,29,1991,2.2,84,83,1,1,0,2,0,0,0,0,0,0,65,0,1,Matches
154,Liam Delap,eng ENG,FW,eng Manchester City,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
155,Ousmane Dembélé,fr FRA,"FW,DF",es Barcelona,24,1997,1.4,62,61,1,0,1,1,10,1,0,0,0,0,41,0,6,Matches
156,Yusuf Demir,at AUT,"DF,FW",es Barcelona,18,2003,1.1,51,45,6,1,0,0,1,5,0,0,0,0,42,0,2,Matches
157,Merih Demiral,tr TUR,DF,it Atalanta,23,1998,4.1,169,161,8,8,0,1,0,0,0,0,0,0,152,0,0,Matches
158,Dentinho,br BRA,FW,ua Shakhtar,32,1989,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
159,Sergiño Dest,us USA,"DF,FW",es Barcelona,20,2000,2.6,130,113,16,2,0,0,7,14,0,0,0,0,107,1,4,Matches
160,Ersin Destanoğlu,tr TUR,GK,tr Beşiktaş,20,2001,5.0,154,101,51,7,0,1,0,0,0,0,0,0,108,2,0,Matches
161,Ángel Di María,ar ARG,FW,fr Paris S-G,33,1988,2.9,162,147,13,4,3,1,7,2,7,0,1,0,134,2,3,Matches
162,Boulaye Dia,sn SEN,FW,es Villarreal,24,1996,2.9,44,39,5,0,1,0,0,0,0,0,0,0,32,0,0,Matches
163,Abdou Diallo,sn SEN,DF,fr Paris S-G,25,1996,1.8,126,118,8,2,1,1,0,6,0,0,0,0,108,0,2,Matches
164,Amad Diallo,ci CIV,MF,eng Manchester Utd,19,2002,0.7,22,22,0,0,0,0,0,0,0,0,0,0,17,0,1,Matches
165,Rúben Dias,pt POR,DF,eng Manchester City,24,1997,7.4,476,460,16,12,1,8,0,4,0,0,0,0,432,0,2,Matches
166,Ismael Diawara,ml MLI,GK,se Malmö,26,1994,2.5,70,40,30,3,0,0,0,0,0,0,0,0,48,0,0,Matches
167,Brahim Díaz,ma MAR,MF,it Milan,21,1999,3.9,121,112,8,0,2,3,1,1,0,0,0,0,95,1,0,Matches
168,Luis Díaz,co COL,"MF,FW",pt Porto,24,1997,5.8,168,166,2,0,3,2,6,2,0,0,0,0,129,0,8,Matches
169,Luis Díaz,co COL,FW,eng Liverpool,24,1997,4.3,186,184,2,0,0,5,6,2,0,0,0,0,157,0,2,Matches
170,Federico Dimarco,it ITA,DF,it Inter,23,1997,3.1,189,142,46,7,0,5,37,17,22,13,7,0,153,1,3,Matches
171,Junior Dina Ebimbe,fr FRA,MF,fr Paris S-G,20,2000,0.1,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
172,Tiago Djaló,pt POR,DF,fr Lille,21,2000,5.9,303,269,33,5,0,0,3,28,0,0,0,0,255,1,5,Matches
173,Berat Djimsiti,al ALB,DF,it Atalanta,28,1993,2.9,202,189,12,8,0,2,1,4,0,0,0,0,162,1,3,Matches
174,Dodô,br BRA,DF,ua Shakhtar,22,1998,6.0,338,292,44,12,1,2,10,32,0,0,0,0,287,2,6,Matches
175,Gianluigi Donnarumma,it ITA,GK,fr Paris S-G,22,1999,5.0,151,109,42,9,0,0,0,0,0,0,0,0,127,0,0,Matches
176,Bas Dost,nl NED,FW,be Club Brugge,32,1989,0.8,27,24,3,0,0,0,0,0,0,0,0,0,17,0,0,Matches
177,Julian Draxler,de GER,"MF,FW",fr Paris S-G,27,1993,1.6,77,76,1,0,0,0,1,1,0,0,0,0,68,0,0,Matches
178,Gustavo Dulanto,pe PER,DF,md Sheriff Tiraspol,25,1995,6.0,199,187,9,8,1,0,1,0,0,0,0,0,155,3,2,Matches
179,Denzel Dumfries,nl NED,DF,it Inter,25,1996,5.2,159,131,28,0,0,1,13,28,0,0,0,0,117,0,8,Matches
180,Paulo Dybala,ar ARG,"FW,MF",it Juventus,27,1993,2.8,184,176,8,3,2,6,9,0,2,0,2,0,155,0,1,Matches
181,Edin Džeko,ba BIH,FW,it Inter,35,1986,6.0,168,157,10,1,2,1,8,1,0,0,0,0,115,1,5,Matches
182,Artem Dzyuba,ru RUS,FW,ru Zenit,32,1988,3.1,65,61,4,1,1,0,0,1,0,0,0,0,40,0,3,Matches
183,Ederson,br BRA,GK,eng Manchester City,27,1993,11.1,324,251,72,21,0,2,0,0,0,0,0,0,278,1,0,Matches
184,Marcus Edwards,eng ENG,MF,pt Sporting CP,22,1998,0.4,14,14,0,0,2,0,0,0,0,0,0,0,12,0,0,Matches
185,CJ Egan-Riley,eng ENG,DF,eng Manchester City,18,2003,1.0,67,61,5,0,0,0,1,5,0,0,0,0,63,1,1,Matches
186,Noah Eile,se SWE,DF,se Malmö,19,2002,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Matches
187,Anthony Elanga,se SWE,"FW,MF",eng Manchester Utd,19,2002,1.9,43,42,1,1,0,0,1,0,0,0,0,0,24,0,1,Matches
188,Meschak Elia,cd COD,FW,ch Young Boys,23,1997,5.4,130,117,13,1,0,2,13,6,0,0,0,0,101,0,2,Matches
189,Harvey Elliott,eng ENG,MF,eng Liverpool,18,2003,0.6,32,31,1,0,0,0,1,0,0,0,0,0,23,0,2,Matches
190,Youssef En-Nesyri,ma MAR,FW,es Sevilla,24,1997,0.9,8,6,2,0,0,0,0,0,0,0,0,0,6,0,0,Matches
191,Aleksandr Erokhin,ru RUS,MF,ru Zenit,31,1989,1.2,30,30,0,0,0,0,2,0,0,0,0,0,24,0,0,Matches
