Rk,Player,Nation,Pos,Squad,Age,Born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G-PK,Per_90_Minutes_G+A-PK,Matches
357,Miguel Layún,mx MEX,"DF,MF",pt Porto,28,1988,6,4,431,4.8,1,0,1,1,0,0,2,0,0.21,0.00,0.21,0.21,0.21,Matches
358,Thomas Lemar,fr FRA,MF,fr Monaco,20,1995,12,9,895,9.9,2,4,6,2,0,0,2,0,0.20,0.40,0.60,0.20,0.60,Matches
359,Mario Lemina,ga GAB,"DF,MF",it Juventus,22,1993,7,3,270,3.0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,0.00,Matches
360,Clément Lenglet,fr FRA,DF,es Sevilla,21,1995,1,1,55,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
361,Bernd Leno,de GER,GK,de Leverkusen,24,1992,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
362,Robert Lewandowski,pl POL,FW,de Bayern Munich,27,1988,9,9,794,8.8,8,1,9,4,4,4,0,0,0.91,0.11,1.02,0.45,0.57,Matches
363,Stephan Lichtsteiner,ch SUI,"DF,MF",it Juventus,32,1984,1,1,73,0.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
364,Anthony Limbombe,be BEL,"DF,FW",be Club Brugge,22,1994,4,1,199,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
365,Victor Lindelöf,se SWE,DF,pt Benfica,22,1994,8,8,720,8.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
366,Dominik Livaković,hr CRO,GK,hr Dinamo Zagreb,21,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
367,Hugo Lloris,fr FRA,GK,eng Tottenham,29,1986,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
368,Anthony Lopes,pt POR,GK,fr Lyon,25,1990,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
369,Adrián López,es ESP,FW,pt Porto,28,1988,1,1,63,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
370,Lisandro López,ar ARG,DF,pt Benfica,26,1989,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
371,Filipe Luís,br BRA,DF,es Atlético Madrid,30,1985,10,10,870,9.7,0,1,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches
372,José Luis Palomino,ar ARG,DF,bg Ludogorets,26,1990,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
373,Luisão,br BRA,DF,pt Benfica,35,1981,6,6,540,6.0,0,1,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches
374,Jody Lukoki,cd COD,"FW,MF",bg Ludogorets,23,1992,4,0,50,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
375,Ramon Lundqvist,se SWE,"FW,MF",nl PSV Eindhoven,19,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
376,Mikael Lustig,se SWE,DF,sct Celtic,29,1986,6,6,540,6.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
377,Paulo Machado,pt POR,MF,hr Dinamo Zagreb,30,1986,4,2,162,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
378,Gary Mackay-Steven,sct SCO,MF,sct Celtic,25,1990,1,0,39,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
379,Pablo Maffeo,es ESP,"DF,MF",eng Manchester City,19,1997,1,1,62,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
380,Christian Maggio,it ITA,"DF,MF",it Napoli,34,1982,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
381,Riyad Mahrez,dz ALG,"FW,MF",eng Leicester City,25,1991,9,9,777,8.6,4,2,6,2,2,2,1,0,0.46,0.23,0.69,0.23,0.46,Matches
382,Yevhen Makarenko,ua UKR,"DF,MF",ua Dynamo Kyiv,25,1991,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
383,Nikola Maksimović,rs SRB,DF,it Napoli,24,1991,2,1,169,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
384,Arkadiusz Malarz,pl POL,GK,pl Legia Warsaw,36,1980,5,5,450,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
385,Emanuel Mammana,ar ARG,DF,fr Lyon,20,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
386,Mario Mandžukić,hr CRO,"FW,MF",it Juventus,30,1986,11,10,914,10.2,3,0,3,3,0,0,3,0,0.30,0.00,0.30,0.30,0.30,Matches
387,Iván Marcano,es ESP,DF,pt Porto,29,1987,8,8,720,8.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
388,Marcelinho,bg BUL,MF,bg Ludogorets,31,1984,5,5,446,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
389,Marcelo,br BRA,DF,tr Beşiktaş,29,1987,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
390,Marcelo,br BRA,"DF,MF",es Real Madrid,28,1988,11,11,1001,11.1,0,3,3,0,0,0,1,0,0.00,0.27,0.27,0.00,0.27,Matches
391,Claudio Marchisio,it ITA,MF,it Juventus,30,1986,8,5,528,5.9,1,1,2,0,1,1,2,0,0.17,0.17,0.34,0.00,0.17,Matches
392,José María Giménez,uy URU,DF,es Atlético Madrid,21,1995,6,6,507,5.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
393,Mariano,do DOM,FW,es Real Madrid,22,1993,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
394,Mariano,br BRA,"DF,MF",es Sevilla,30,1986,8,6,582,6.5,0,2,2,0,0,0,0,0,0.00,0.31,0.31,0.00,0.31,Matches
395,Lazar Marković,rs SRB,"FW,MF",pt Sporting CP,22,1994,5,2,178,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
396,Marlon,br BRA,"DF,MF",es Barcelona,20,1995,1,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
397,Marquinhos,br BRA,"DF,MF",fr Paris S-G,22,1994,8,8,720,8.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
398,Javi Martínez,es ESP,"DF,MF",de Bayern Munich,27,1988,7,5,429,4.8,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,0.00,Matches
399,Gelson Martins,pt POR,"FW,MF",pt Sporting CP,21,1995,6,6,506,5.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
400,Javier Mascherano,ar ARG,"DF,MF",es Barcelona,32,1984,8,7,642,7.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
401,Alexandru Mățel,ro ROU,DF,hr Dinamo Zagreb,26,1989,3,1,63,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
402,Jérémy Mathieu,fr FRA,DF,es Barcelona,32,1983,2,1,80,0.9,0,0,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00,Matches
403,Blaise Matuidi,fr FRA,MF,fr Paris S-G,29,1987,8,8,700,7.8,2,1,3,2,0,0,2,0,0.26,0.13,0.39,0.26,0.39,Matches
404,Maxwell,br BRA,DF,fr Paris S-G,34,1981,4,4,350,3.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
405,Kylian Mbappé,fr FRA,"FW,MF",fr Monaco,17,1998,9,6,536,6.0,6,0,6,6,0,0,0,0,1.01,0.00,1.01,1.01,1.01,Matches
406,Callum McGregor,sct SCO,MF,sct Celtic,23,1993,4,1,134,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
407,Brandon Mechele,be BEL,DF,be Club Brugge,23,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
408,Admir Mehmedi,ch SUI,"FW,MF",de Leverkusen,25,1991,6,3,296,3.3,1,1,2,1,0,0,0,0,0.30,0.30,0.61,0.30,0.61,Matches
409,Tiago Mendes,pt POR,MF,es Atlético Madrid,35,1981,3,1,105,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
410,Benjamin Mendy,fr FRA,DF,fr Monaco,22,1994,7,6,525,5.8,0,3,3,0,0,0,1,1,0.00,0.51,0.51,0.00,0.51,Matches
411,Nampalys Mendy,sn SEN,MF,eng Leicester City,24,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
412,Gabriel Mercado,ar ARG,DF,es Sevilla,29,1987,7,7,582,6.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
413,Dries Mertens,be BEL,"FW,MF",it Napoli,29,1987,8,6,571,6.3,5,2,7,5,0,0,1,0,0.79,0.32,1.10,0.79,1.10,Matches
414,Lionel Messi,ar ARG,"FW,MF",es Barcelona,29,1987,9,9,810,9.0,11,2,13,9,2,2,0,0,1.22,0.22,1.44,1.00,1.22,Matches
415,Thomas Meunier,be BEL,"DF,MF",fr Paris S-G,24,1991,6,5,454,5.0,1,2,3,1,0,0,0,0,0.20,0.40,0.59,0.20,0.59,Matches
416,Miha Mevlja,si SVN,"DF,MF",ru Rostov,26,1990,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
417,Georgi Milanov,bg BUL,"FW,MF",ru CSKA Moscow,24,1992,6,3,345,3.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
418,Arkadiusz Milik,pl POL,FW,it Napoli,22,1994,4,2,199,2.2,3,1,4,2,1,1,1,0,1.36,0.45,1.81,0.90,1.36,Matches
419,Yordan Minev,bg BUL,DF,bg Ludogorets,35,1980,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
420,Virgil Misidjan,sr SUR,"FW,MF",bg Ludogorets,23,1993,6,5,399,4.4,1,0,1,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,Matches
421,Kostas Mitroglou,gr GRE,FW,pt Benfica,28,1988,7,6,492,5.5,1,0,1,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,Matches
422,Luka Modrić,hr CRO,MF,es Real Madrid,30,1985,11,11,983,10.9,0,1,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches
423,Nacho Monreal,es ESP,DF,eng Arsenal,30,1986,3,3,255,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
424,Emre Mor,tr TUR,MF,de Dortmund,19,1997,3,0,57,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
425,Júnior Moraes,ua UKR,FW,ua Dynamo Kyiv,29,1987,6,4,368,4.1,1,0,1,1,0,1,0,0,0.24,0.00,0.24,0.24,0.24,Matches
426,Wesley Moraes,br BRA,FW,be Club Brugge,19,1996,5,2,205,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
427,Álvaro Morata,es ESP,FW,es Real Madrid,23,1992,9,1,165,1.8,3,1,4,3,0,0,0,0,1.64,0.55,2.18,1.64,2.18,Matches
428,Jérémy Morel,mg MAD,DF,fr Lyon,32,1984,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
429,Héctor Moreno,mx MEX,DF,nl PSV Eindhoven,28,1988,6,6,540,6.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
430,Wes Morgan,jm JAM,DF,eng Leicester City,32,1984,9,9,804,8.9,1,0,1,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matches
431,Nikola Moro,hr CRO,MF,hr Dinamo Zagreb,18,1998,1,1,85,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
432,Mykola Morozyuk,ua UKR,"DF,MF",ua Dynamo Kyiv,28,1988,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
433,Cosmin Moți,ro ROU,DF,bg Ludogorets,31,1984,6,6,540,6.0,0,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,Matches
434,Thiago Motta,it ITA,MF,fr Paris S-G,33,1982,5,4,377,4.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
435,Thibault Moulin,fr FRA,MF,pl Legia Warsaw,26,1990,5,5,423,4.7,1,1,2,1,0,0,1,0,0.21,0.21,0.43,0.21,0.43,Matches
436,Lucas Moura,br BRA,"FW,MF",fr Paris S-G,23,1992,7,6,512,5.7,1,2,3,1,0,0,0,0,0.18,0.35,0.53,0.18,0.53,Matches
437,João Moutinho,pt POR,MF,fr Monaco,29,1986,11,7,629,7.0,0,1,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,Matches
438,Thomas Müller,de GER,"FW,MF",de Bayern Munich,26,1989,9,5,462,5.1,3,0,3,3,0,0,0,0,0.58,0.00,0.58,0.58,0.58,Matches
439,Ahmed Musa,ng NGA,"FW,MF",eng Leicester City,23,1992,5,3,214,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
440,Shkodran Mustafi,de GER,DF,eng Arsenal,24,1992,7,7,630,7.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
441,Kévin N'Doram,fr FRA,"DF,MF",fr Monaco,20,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
442,Georges-Kévin N'Koudou,cm CMR,"FW,MF",eng Tottenham,21,1995,3,0,69,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
443,Kirill Nababkin,ru RUS,"DF,MF",ru CSKA Moscow,29,1986,2,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
444,Nacho,es ESP,DF,es Real Madrid,26,1990,4,3,344,3.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
445,Luciano Narsingh,nl NED,"FW,MF",nl PSV Eindhoven,25,1990,5,3,285,3.2,1,0,1,1,0,0,0,0,0.32,0.00,0.32,0.32,0.32,Matches
446,Jefferson Nascimento,br BRA,DF,pt Sporting CP,28,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
447,Samir Nasri,fr FRA,"FW,MF",es Sevilla,29,1987,5,5,431,4.8,1,0,1,1,0,0,1,2,0.21,0.00,0.21,0.21,0.21,Matches
448,Natanael,br BRA,"DF,MF",bg Ludogorets,25,1990,6,6,530,5.9,1,1,2,1,0,0,2,0,0.17,0.17,0.34,0.17,0.34,Matches
449,Bibras Natkho,il ISR,MF,ru CSKA Moscow,28,1988,5,4,378,4.2,1,0,1,0,1,1,1,0,0.24,0.00,0.24,0.00,0.00,Matches
450,César Navas,es ESP,DF,ru Rostov,36,1980,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
451,Jesús Navas,es ESP,"DF,FW",eng Manchester City,30,1985,5,2,227,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
452,Keylor Navas,cr CRC,GK,es Real Madrid,29,1986,12,12,1110,12.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
453,Wilfred Ndidi,ng NGA,"DF,MF",eng Leicester City,19,1996,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
454,Neto,br BRA,GK,it Juventus,27,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
455,Manuel Neuer,de GER,GK,de Bayern Munich,30,1986,9,9,840,9.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
456,Rúben Neves,pt POR,MF,pt Porto,19,1997,3,1,103,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
457,Neymar,br BRA,"FW,MF",es Barcelona,24,1992,9,9,797,8.9,4,8,12,3,1,2,5,0,0.45,0.90,1.36,0.34,1.24,Matches
458,Saúl Ñíguez,es ESP,"DF,MF",es Atlético Madrid,21,1994,12,10,838,9.3,4,0,4,4,0,0,2,0,0.43,0.00,0.43,0.43,0.43,Matches
459,Nemanja Nikolić,hu HUN,FW,pl Legia Warsaw,28,1987,5,2,187,2.1,1,0,1,1,0,0,0,0,0.48,0.00,0.48,0.48,0.48,Matches
460,Nicolas Nkoulou,cm CMR,DF,fr Lyon,26,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
461,Christopher Nkunku,fr FRA,"FW,MF",fr Paris S-G,18,1997,1,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
462,Christian Noboa,ec ECU,MF,ru Rostov,31,1985,6,6,540,6.0,1,0,1,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,Matches
463,Nolito,es ESP,"FW,MF",eng Manchester City,29,1986,4,3,224,2.5,1,1,2,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,Matches
464,Atınç Nukan,tr TUR,DF,tr Beşiktaş,23,1993,1,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
465,Steven Nzonzi,fr FRA,MF,es Sevilla,27,1988,8,8,720,8.0,1,0,1,1,0,1,1,0,0.12,0.00,0.12,0.12,0.12,Matches
466,Eoghan O'Connell,ie IRL,DF,sct Celtic,20,1995,1,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
467,Jan Oblak,si SVN,GK,es Atlético Madrid,23,1993,11,11,990,11.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
468,Vadis Odjidja-Ofoe,be BEL,"DF,MF",pl Legia Warsaw,27,1989,6,5,461,5.1,1,1,2,1,0,0,2,0,0.20,0.20,0.39,0.20,0.39,Matches
469,Shinji Okazaki,jp JPN,"FW,MF",eng Leicester City,30,1986,7,5,338,3.8,1,0,1,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,Matches
470,Paulo Oliveira,pt POR,DF,pt Sporting CP,24,1992,2,2,148,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
471,Robin Olsen,se SWE,GK,dk FC Copenhagen,26,1990,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
472,Josh Onomah,eng ENG,"FW,MF",eng Tottenham,19,1997,2,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
473,David Ospina,co COL,GK,eng Arsenal,27,1988,8,8,720,8.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
474,Nicolás Otamendi,ar ARG,DF,eng Manchester City,28,1988,6,6,540,6.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
475,Otávio,pt POR,"FW,MF",pt Porto,21,1995,6,5,427,4.7,1,1,2,1,0,0,0,0,0.21,0.21,0.42,0.21,0.42,Matches
476,Alex Oxlade-Chamberlain,eng ENG,"FW,MF",eng Arsenal,22,1993,7,4,377,4.2,1,1,2,1,0,0,1,0,0.24,0.24,0.48,0.24,0.48,Matches
477,Ramazan Özcan,at AUT,GK,de Leverkusen,32,1984,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
478,Mesut Özil,de GER,MF,eng Arsenal,27,1988,8,7,627,7.0,4,3,7,4,0,0,0,0,0.57,0.43,1.00,0.57,1.00,Matches
479,Oğuzhan Özyakup,tr TUR,MF,tr Beşiktaş,23,1992,4,3,250,2.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
480,Sokratis Papastathopoulos,gr GRE,DF,de Dortmund,28,1988,9,9,808,9.0,1,0,1,1,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches
481,Nicolás Pareja,ar ARG,DF,es Sevilla,32,1984,6,6,540,6.0,1,0,1,1,0,0,2,0,0.17,0.00,0.17,0.17,0.17,Matches
482,Thomas Partey,gh GHA,"DF,MF",es Atlético Madrid,23,1993,6,1,179,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
483,Felix Passlack,de GER,"DF,MF",de Dortmund,18,1998,2,2,180,2.0,1,0,1,1,0,0,1,0,0.50,0.00,0.50,0.50,0.50,Matches
484,Javier Pastore,ar ARG,MF,fr Paris S-G,27,1989,2,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
485,Remko Pasveer,nl NED,GK,nl PSV Eindhoven,32,1983,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
486,Rui Patrício,pt POR,GK,pt Sporting CP,28,1988,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
487,Gabriel Paulista,br BRA,DF,eng Arsenal,25,1990,2,1,131,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
488,Domagoj Pavičić,hr CRO,MF,hr Dinamo Zagreb,22,1994,5,5,394,4.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
489,Andrija Pavlović,rs SRB,FW,dk FC Copenhagen,22,1993,4,2,194,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
490,Michał Pazdan,pl POL,"DF,MF",pl Legia Warsaw,28,1987,3,3,270,3.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
491,Rui Pedro,pt POR,"FW,MF",pt Porto,28,1988,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
492,Pepe,pt POR,"DF,MF",es Real Madrid,33,1983,3,2,199,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
493,Danilo Pereira,pt POR,"DF,FW",pt Porto,24,1991,8,8,706,7.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
494,João Pereira,pt POR,"DF,MF",pt Sporting CP,32,1984,3,3,244,2.7,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
495,Maxi Pereira,uy URU,DF,pt Porto,32,1984,5,5,400,4.4,0,1,1,0,0,0,1,1,0.00,0.23,0.23,0.00,0.23,Matches
496,Gastón Pereiro,uy URU,"FW,MF",nl PSV Eindhoven,21,1995,5,3,272,3.0,0,1,1,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,Matches
497,Lucas Pérez,es ESP,"FW,MF",eng Arsenal,27,1988,3,1,136,1.5,3,2,5,3,0,0,0,0,1.99,1.32,3.31,1.99,3.31,Matches
498,Dino Perić,hr CRO,DF,hr Dinamo Zagreb,22,1994,1,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
499,Radosav Petrović,rs SRB,"DF,MF",pt Sporting CP,27,1989,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
500,Tomás Pina Isla,es ESP,MF,be Club Brugge,28,1987,5,5,409,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
501,Gerard Piqué,es ESP,DF,es Barcelona,29,1987,8,8,651,7.2,1,0,1,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14,Matches
502,Łukasz Piszczek,pl POL,"DF,MF",de Dortmund,31,1985,9,7,673,7.5,0,1,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,Matches
503,Josip Pivarić,hr CRO,DF,hr Dinamo Zagreb,27,1989,5,5,450,5.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
504,Pizzi,pt POR,"FW,MF",pt Benfica,26,1989,8,8,720,8.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
505,Marko Pjaca,hr CRO,"FW,MF",it Juventus,21,1995,4,0,93,1.0,1,0,1,1,0,0,0,0,0.97,0.00,0.97,0.97,0.97,Matches
506,Miralem Pjanić,ba BIH,MF,it Juventus,26,1990,12,11,909,10.1,1,3,4,1,0,0,2,0,0.10,0.30,0.40,0.10,0.40,Matches
507,Ihor Plastun,ua UKR,DF,bg Ludogorets,25,1990,3,1,95,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
508,Joel Pohjanpalo,fi FIN,FW,de Leverkusen,21,1994,2,0,68,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
509,Dmitry Poloz,ru RUS,"FW,MF",ru Rostov,25,1991,6,6,482,5.4,3,2,5,2,1,1,0,0,0.56,0.37,0.93,0.37,0.75,Matches
510,Benoît Poulain,fr FRA,"DF,MF",be Club Brugge,29,1987,5,4,397,4.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
511,Andrei Prepeliță,ro ROU,MF,ru Rostov,30,1985,4,0,86,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
512,Aleksandar Prijović,rs SRB,FW,pl Legia Warsaw,26,1990,4,3,231,2.6,2,2,4,2,0,0,0,0,0.78,0.78,1.56,0.78,1.56,Matches
513,Davy Pröpper,nl NED,MF,nl PSV Eindhoven,24,1991,6,6,534,5.9,1,0,1,1,0,1,0,0,0.17,0.00,0.17,0.17,0.17,Matches
514,Christian Pulisic,us USA,"FW,MF",de Dortmund,17,1998,10,6,598,6.6,1,2,3,1,0,0,1,0,0.15,0.30,0.45,0.15,0.45,Matches
515,Valeri Qazaishvili,ge GEO,"FW,MF",pl Legia Warsaw,23,1993,2,1,82,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
516,Ricardo Quaresma,pt POR,"FW,MF",tr Beşiktaş,32,1983,6,6,520,5.8,3,2,5,1,2,2,0,0,0.52,0.35,0.87,0.17,0.52,Matches
517,Adrien Rabiot,fr FRA,MF,fr Paris S-G,21,1995,5,4,356,4.0,0,1,1,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,Matches
518,Miroslav Radović,rs SRB,MF,pl Legia Warsaw,32,1984,6,5,435,4.8,2,2,4,1,1,1,2,0,0.41,0.41,0.83,0.21,0.62,Matches
519,Rafael,br BRA,"DF,MF",fr Lyon,26,1990,5,5,450,5.0,0,2,2,0,0,0,2,0,0.00,0.40,0.40,0.00,0.40,Matches
