Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_npG-xG,Matches
649,Mike van der Hoorn,nl NED,DF,Swansea City,eng Premier League,24,1992,21.6,1,10,4,40.0,0.46,0.19,0.10,0.25,14.3,0,0,0,1.0,1.0,0.10,0.0,0.0,Matches
650,Gregory van der Wiel,nl NED,DF,Cagliari,it Serie A,29,1988,3.2,0,1,0,0.0,0.31,0.00,0.00,,26.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
651,Daniele Dessena,it ITA,"MF,DF",Cagliari,it Serie A,30,1987,6.4,0,2,0,0.0,0.31,0.00,0.00,,18.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
652,Mattia Destro,it ITA,FW,Bologna,it Serie A,26,1991,18.0,6,42,19,45.2,2.34,1.06,0.14,0.32,13.1,0,0,0,7.6,7.6,0.18,-1.6,-1.6,Matches
653,Gerard Deulofeu,es ESP,"FW,MF",Watford,eng Premier League,23,1994,4.8,1,8,4,50.0,1.66,0.83,0.13,0.25,20.1,2,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
654,Gerard Deulofeu,es ESP,"MF,FW",Barcelona,es La Liga,23,1994,5.6,1,8,4,50.0,1.43,0.72,0.13,0.25,13.5,0,0,0,1.2,1.2,0.16,-0.2,-0.2,Matches
655,Gianluca Di Chiara,it ITA,DF,Benevento,it Serie A,23,1993,11.2,0,5,0,0.0,0.45,0.00,0.00,,30.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
656,Federico Di Francesco,it ITA,"FW,DF",Bologna,it Serie A,23,1994,17.7,1,36,5,13.9,2.04,0.28,0.03,0.20,19.3,0,0,0,1.7,1.7,0.05,-0.7,-0.7,Matches
657,Davide Di Gennaro,it ITA,MF,Lazio,it Serie A,29,1988,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
658,Ángel Di María,ar ARG,FW,Paris S-G,fr Ligue 1,29,1988,23.5,11,97,39,40.2,4.14,1.66,0.11,0.28,19.7,8,0,0,12.1,12.1,0.12,-1.1,-1.1,Matches
659,Franco Di Santo,ar ARG,"FW,MF",Schalke 04,de Bundesliga,28,1989,18.4,3,30,14,46.7,1.63,0.76,0.07,0.14,17.0,0,1,1,3.8,3.0,0.10,-0.8,-1.0,Matches
660,Cheick Diabaté,ml MLI,FW,Benevento,it Serie A,29,1988,7.4,8,20,11,55.0,2.71,1.49,0.40,0.73,9.5,0,0,0,5.0,5.0,0.25,+3.0,+3.0,Matches
661,Fousseni Diabaté,ml MLI,"MF,FW",Leicester City,eng Premier League,21,1995,6.5,0,6,2,33.3,0.92,0.31,0.00,0.00,18.5,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
662,Moussa Diaby,fr FRA,MF,Crotone,it Serie A,18,1999,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
663,Fallou Diagne,sn SEN,"DF,MF",Metz,fr Ligue 1,27,1989,24.9,1,14,7,50.0,0.56,0.28,0.07,0.14,20.2,1,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
664,Adama Diakhaby,fr FRA,FW,Monaco,fr Ligue 1,21,1996,9.4,2,12,4,33.3,1.27,0.42,0.17,0.50,16.5,0,0,0,2.2,2.2,0.19,-0.2,-0.2,Matches
665,Mouctar Diakhaby,gn GUI,DF,Lyon,fr Ligue 1,20,1996,8.1,1,4,1,25.0,0.49,0.12,0.25,1.00,8.4,0,0,0,0.5,0.5,0.13,+0.5,+0.5,Matches
666,Abdou Diallo,sn SEN,DF,Mainz 05,de Bundesliga,21,1996,26.8,2,13,3,23.1,0.48,0.11,0.15,0.67,8.1,0,0,0,2.3,2.3,0.18,-0.3,-0.3,Matches
667,Abdoulaye Diallo,sn SEN,GK,Rennes,fr Ligue 1,25,1992,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
668,Habib Diallo,sn SEN,"FW,MF",Metz,fr Ligue 1,22,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
669,Mustapha Diallo,sn SEN,MF,Guingamp,fr Ligue 1,31,1986,15.4,5,35,16,45.7,2.28,1.04,0.14,0.31,13.9,0,0,0,4.4,4.4,0.12,+0.6,+0.6,Matches
670,Mohamed Diamé,sn SEN,MF,Newcastle Utd,eng Premier League,30,1987,22.7,2,20,6,30.0,0.88,0.26,0.10,0.33,21.0,0,0,0,1.4,1.4,0.07,+0.6,+0.6,Matches
671,Lassana Diarra,fr FRA,MF,Paris S-G,fr Ligue 1,32,1985,6.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
672,Amadou Diawara,gn GUI,MF,Napoli,it Serie A,20,1997,7.3,1,6,3,50.0,0.82,0.41,0.17,0.33,28.0,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
673,Brahim Díaz,ma MAR,"FW,DF",Manchester City,eng Premier League,17,1999,0.6,0,3,1,33.3,4.91,1.64,0.00,0.00,13.8,0,0,0,0.5,0.5,0.16,-0.5,-0.5,Matches
674,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,27,1989,30.9,1,12,2,16.7,0.39,0.06,0.08,0.50,16.0,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches
675,Daniel Didavi,de GER,MF,Wolfsburg,de Bundesliga,27,1990,24.9,9,55,19,34.5,2.21,0.76,0.16,0.47,19.4,7,0,0,4.1,4.1,0.07,+4.9,+4.9,Matches
676,Thomas Didillon,fr FRA,GK,Metz,fr Ligue 1,21,1995,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
677,Étienne Didot,fr FRA,MF,Guingamp,fr Ligue 1,34,1983,18.0,2,13,4,30.8,0.72,0.22,0.15,0.50,25.0,0,0,0,0.7,0.7,0.05,+1.3,+1.3,Matches
678,Adrián Diéguez,es ESP,DF,Alavés,es La Liga,21,1996,4.8,0,3,0,0.0,0.62,0.00,0.00,,25.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
679,Dennis Diekmeier,de GER,DF,Hamburger SV,de Bundesliga,27,1989,20.8,0,6,2,33.3,0.29,0.10,0.00,0.00,17.0,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches
680,Eric Dier,eng ENG,"MF,DF",Tottenham,eng Premier League,23,1994,31.4,0,32,7,21.9,1.02,0.22,0.00,0.00,17.5,1,0,0,2.0,2.0,0.06,-2.0,-2.0,Matches
681,Lucas Digne,fr FRA,DF,Barcelona,es La Liga,24,1993,7.8,0,2,1,50.0,0.26,0.13,0.00,0.00,15.4,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
682,Landry Dimata,be BEL,FW,Wolfsburg,de Bundesliga,19,1997,10.0,0,12,3,25.0,1.20,0.30,0.00,0.00,16.7,0,0,0,1.5,1.5,0.13,-1.5,-1.5,Matches
683,Tristan Dingomé,cm CMR,MF,Troyes,fr Ligue 1,26,1991,13.2,0,5,2,40.0,0.38,0.15,0.00,0.00,25.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
684,Ismaël Diomandé,ci CIV,"DF,MF",Caen,fr Ligue 1,24,1992,7.9,0,3,0,0.0,0.38,0.00,0.00,,34.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
685,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,24,1992,10.3,0,16,5,31.3,1.55,0.48,0.00,0.00,15.6,0,0,0,1.6,1.6,0.10,-1.6,-1.6,Matches
686,Issa Diop,fr FRA,DF,Toulouse,fr Ligue 1,20,1997,34.0,3,19,6,31.6,0.56,0.18,0.16,0.50,11.9,0,0,0,2.0,2.0,0.11,+1.0,+1.0,Matches
687,Papakouli Diop,sn SEN,MF,Espanyol,es La Liga,31,1986,2.9,0,1,0,0.0,0.34,0.00,0.00,,24.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
688,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,31,1986,10.4,0,14,1,7.1,1.34,0.10,0.00,0.00,16.3,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches
689,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,19,1997,14.9,1,10,3,30.0,0.67,0.20,0.10,0.33,24.9,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
690,Djené,tg TOG,DF,Getafe,es La Liga,25,1991,36.0,1,11,2,18.2,0.31,0.06,0.09,0.50,15.3,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
691,Koffi Djidji,ci CIV,DF,Nantes,fr Ligue 1,24,1992,26.8,0,8,2,25.0,0.30,0.07,0.00,0.00,25.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
692,Alexander Djiku,gh GHA,DF,Caen,fr Ligue 1,22,1994,28.0,0,18,2,11.1,0.64,0.07,0.00,0.00,13.2,0,0,0,1.6,1.6,0.09,-1.6,-1.6,Matches
693,Papy Djilobodji,sn SEN,DF,Dijon,fr Ligue 1,28,1988,30.0,0,18,4,22.2,0.60,0.13,0.00,0.00,12.9,1,0,0,1.4,1.4,0.08,-1.4,-1.4,Matches
694,Berat Djimsiti,al ALB,DF,Benevento,it Serie A,24,1993,30.0,0,9,2,22.2,0.30,0.07,0.00,0.00,9.9,0,0,0,1.0,1.0,0.12,-1.0,-1.0,Matches
695,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,25,1992,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
696,Keagan Dolly,za RSA,"MF,FW",Montpellier,fr Ligue 1,24,1993,9.8,1,22,7,31.8,2.25,0.72,0.05,0.14,23.6,0,0,0,1.7,1.7,0.08,-0.7,-0.7,Matches
697,Jaume Doménech,es ESP,GK,Valencia,es La Liga,26,1990,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
698,Jean-Luc Dompé,fr FRA,FW,Amiens,fr Ligue 1,21,1995,0.3,0,1,0,0.0,3.10,0.00,0.00,,15.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
699,Giulio Donati,it ITA,"DF,FW",Mainz 05,de Bundesliga,27,1990,25.4,0,10,2,20.0,0.39,0.08,0.00,0.00,24.3,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
700,Ji Dong-won,kr KOR,"FW,MF",Augsburg,de Bundesliga,26,1991,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
701,Anastasios Donis,gr GRE,"MF,FW",Stuttgart,de Bundesliga,20,1996,10.5,2,38,15,39.5,3.60,1.42,0.05,0.13,20.8,3,0,0,4.4,4.4,0.12,-2.4,-2.4,Matches
702,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,18,1999,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
703,Godfred Donsah,gh GHA,MF,Bologna,it Serie A,21,1996,19.9,2,24,6,25.0,1.20,0.30,0.08,0.33,22.3,0,0,0,1.3,1.3,0.05,+0.7,+0.7,Matches
704,Dória,br BRA,DF,Marseille,fr Ligue 1,22,1994,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
705,Niklas Dorsch,de GER,MF,Bayern Munich,de Bundesliga,19,1998,1.0,1,1,1,100.0,1.00,1.00,1.00,1.00,9.9,0,0,0,0.4,0.4,0.42,+0.6,+0.6,Matches
706,Mauro dos Santos,ar ARG,DF,Leganés,es La Liga,28,1989,10.9,0,1,1,100.0,0.09,0.09,0.00,0.00,9.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
707,Mathieu Dossevi,tg TOG,"FW,MF",Metz,fr Ligue 1,29,1988,27.9,1,32,10,31.3,1.15,0.36,0.03,0.10,21.2,1,0,0,2.3,2.3,0.07,-1.3,-1.3,Matches
708,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,24,1993,36.9,7,47,17,36.2,1.27,0.46,0.15,0.41,20.7,0,0,0,3.5,3.5,0.08,+3.5,+3.5,Matches
709,Cheick Doukouré,ci CIV,MF,Levante,es La Liga,24,1992,11.4,1,19,1,5.3,1.67,0.09,0.05,1.00,20.1,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
710,Mohamed Dräger,tn TUN,"MF,FW",Freiburg,de Bundesliga,21,1996,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
711,Aleksandar Dragović,at AUT,DF,Leicester City,eng Premier League,26,1991,8.5,0,1,0,0.0,0.12,0.00,0.00,,8.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
712,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,26,1991,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
713,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,19,1997,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
714,Boukary Dramé,sn SEN,"DF,MF",SPAL,it Serie A,32,1985,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
715,Julian Draxler,de GER,"MF,FW",Paris S-G,fr Ligue 1,23,1993,18.9,4,23,9,39.1,1.21,0.48,0.17,0.44,14.1,0,0,0,3.7,3.7,0.16,+0.3,+0.3,Matches
716,Danny Drinkwater,eng ENG,MF,Chelsea,eng Premier League,27,1990,5.9,1,6,2,33.3,1.02,0.34,0.17,0.50,22.7,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
717,Josip Drmić,ch SUI,"FW,MF",Gladbach,de Bundesliga,24,1992,5.2,4,17,5,29.4,3.28,0.96,0.24,0.80,13.2,0,0,0,2.5,2.5,0.15,+1.5,+1.5,Matches
718,Rick van Drongelen,nl NED,DF,Hamburger SV,de Bundesliga,18,1998,16.0,0,5,1,20.0,0.31,0.06,0.00,0.00,9.8,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
719,Óscar Duarte,cr CRC,DF,Espanyol,es La Liga,28,1989,11.0,0,3,0,0.0,0.27,0.00,0.00,,10.0,0,0,0,0.6,0.6,0.19,-0.6,-0.6,Matches
720,Rubén Duarte,es ESP,DF,Alavés,es La Liga,21,1995,23.8,0,8,0,0.0,0.34,0.00,0.00,,22.7,0,0,0,0.8,0.8,0.10,-0.8,-0.8,Matches
721,Leo Dubois,fr FRA,DF,Nantes,fr Ligue 1,22,1994,33.6,3,45,11,24.4,1.34,0.33,0.07,0.27,22.6,5,0,0,2.1,2.1,0.05,+0.9,+0.9,Matches
722,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,28,1989,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
723,Ondrej Duda,sk SVK,MF,Hertha BSC,de Bundesliga,22,1994,8.3,1,8,3,37.5,0.97,0.36,0.13,0.33,19.1,0,0,0,1.1,1.1,0.13,-0.1,-0.1,Matches
724,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,25,1992,36.6,0,28,4,14.3,0.77,0.11,0.00,0.00,10.0,0,0,0,2.3,2.3,0.08,-2.3,-2.3,Matches
725,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,25,1991,17.8,0,4,0,0.0,0.22,0.00,0.00,,14.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
726,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,24,1993,21.6,0,40,9,22.5,1.85,0.42,0.00,0.00,23.1,0,0,0,2.0,2.0,0.05,-2.0,-2.0,Matches
727,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,25,1991,38.0,1,27,8,29.6,0.71,0.21,0.04,0.13,11.5,1,0,0,2.7,2.7,0.10,-1.7,-1.7,Matches
728,Maxime Dupé,fr FRA,GK,Nantes,fr Ligue 1,24,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
729,Jimmy Durmaz,se SWE,"MF,FW",Toulouse,fr Ligue 1,28,1989,11.4,3,9,3,33.3,0.79,0.26,0.00,0.00,28.3,0,3,4,3.6,0.5,0.05,-0.6,-0.5,Matches
730,Riza Durmisi,dk DEN,DF,Betis,es La Liga,23,1994,23.1,2,18,6,33.3,0.78,0.26,0.11,0.33,20.9,2,0,0,1.9,1.9,0.10,+0.1,+0.1,Matches
731,Hugo Duro,es ESP,FW,Getafe,es La Liga,17,1999,0.2,0,1,1,100.0,4.74,4.74,0.00,0.00,14.0,0,0,0,0.3,0.3,0.26,-0.3,-0.3,Matches
732,Noë Dussenne,be BEL,FW,Crotone,it Serie A,25,1992,0.9,0,1,0,0.0,1.07,0.00,0.00,,10.1,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
733,Paulo Dybala,ar ARG,"MF,FW",Juventus,it Serie A,23,1993,26.1,22,109,40,36.7,4.17,1.53,0.17,0.48,21.8,18,3,5,12.2,8.3,0.08,+9.8,+10.7,Matches
734,Nathan Dyer,eng ENG,"MF,FW",Swansea City,eng Premier League,29,1987,14.5,0,10,2,20.0,0.69,0.14,0.00,0.00,21.4,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
735,Edin Džeko,ba BIH,FW,Roma,it Serie A,31,1986,33.5,16,152,56,36.8,4.53,1.67,0.11,0.29,14.5,0,0,0,17.4,17.4,0.11,-1.4,-1.4,Matches
736,Blerim Džemaili,ch SUI,"MF,FW",Bologna,it Serie A,31,1986,13.3,1,14,8,57.1,1.06,0.60,0.07,0.13,21.6,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
737,Félix Eboa Eboa,cm CMR,DF,Guingamp,fr Ligue 1,20,1997,16.9,1,9,5,55.6,0.53,0.30,0.11,0.20,13.8,1,0,0,0.9,0.9,0.10,+0.1,+0.1,Matches
738,Éder,it ITA,"FW,MF",Inter,it Serie A,30,1986,8.9,3,27,9,33.3,3.04,1.01,0.11,0.33,18.1,2,0,0,2.7,2.7,0.10,+0.3,+0.3,Matches
739,Simone Edera,it ITA,"FW,MF",Torino,it Serie A,20,1997,3.6,1,8,5,62.5,2.20,1.38,0.13,0.20,21.4,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
740,Ederson,br BRA,GK,Manchester City,eng Premier League,23,1993,35.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
741,Tom Edwards,eng ENG,"DF,MF",Stoke City,eng Premier League,18,1999,5.3,0,1,0,0.0,0.19,0.00,0.00,,34.1,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
742,Mandela Egbo,eng ENG,"DF,MF",Gladbach,de Bundesliga,19,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
743,Johannes Eggestein,de GER,"FW,DF",Werder Bremen,de Bundesliga,19,1998,1.1,0,2,1,50.0,1.82,0.91,0.00,0.00,9.2,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
744,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,20,1996,29.9,2,43,14,32.6,1.44,0.47,0.05,0.14,17.5,0,0,0,4.9,4.9,0.11,-2.9,-2.9,Matches
745,Albin Ekdal,se SWE,MF,Hamburger SV,de Bundesliga,28,1989,12.3,0,8,1,12.5,0.65,0.08,0.00,0.00,15.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
746,Josip Elez,hr CRO,DF,Hannover 96,de Bundesliga,23,1994,8.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
747,Rob Elliot,ie IRL,GK,Newcastle Utd,eng Premier League,31,1986,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
748,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,25,1992,9.6,0,8,1,12.5,0.83,0.10,0.00,0.00,24.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
749,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,23,1994,17.7,3,11,5,45.5,0.62,0.28,0.27,0.60,17.5,0,0,0,1.3,1.3,0.11,+1.7,+1.7,Matches
750,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,20,1996,32.4,2,15,7,46.7,0.46,0.22,0.13,0.29,11.2,0,0,0,1.6,1.6,0.10,+0.4,+0.4,Matches
751,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,23,1993,29.9,1,18,4,22.2,0.60,0.13,0.06,0.25,13.3,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
752,Breel Embolo,ch SUI,"FW,MF",Schalke 04,de Bundesliga,20,1997,10.2,3,18,10,55.6,1.76,0.98,0.17,0.30,14.7,0,0,0,4.1,4.1,0.23,-1.1,-1.1,Matches
753,Youssef En-Nesyri,ma MAR,FW,Málaga,es La Liga,20,1997,17.7,4,47,13,27.7,2.65,0.73,0.09,0.31,16.2,0,0,1,5.2,4.4,0.09,-1.2,-0.4,Matches
754,Sergi Enrich,es ESP,FW,Eibar,es La Liga,27,1990,14.8,3,32,11,34.4,2.17,0.74,0.09,0.27,16.0,0,0,0,3.1,3.1,0.10,-0.1,-0.1,Matches
755,Javier Eraso,es ESP,"MF,FW",Leganés,es La Liga,27,1990,28.1,4,32,13,40.6,1.14,0.46,0.13,0.31,16.5,0,0,0,4.3,4.3,0.14,-0.3,-0.3,Matches
756,Christian Eriksen,dk DEN,"MF,FW",Tottenham,eng Premier League,25,1992,35.8,10,97,39,40.2,2.71,1.09,0.10,0.26,23.0,16,0,0,7.0,7.0,0.07,+3.0,+3.0,Matches
757,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,24,1993,17.4,1,25,5,20.0,1.44,0.29,0.04,0.20,18.2,0,0,0,1.3,1.3,0.05,-0.3,-0.3,Matches
758,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,27,1989,25.9,0,19,4,21.1,0.73,0.15,0.00,0.00,22.8,2,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches
759,Bernardo Espinosa,co COL,DF,Girona,es La Liga,28,1989,31.9,0,26,4,15.4,0.82,0.13,0.00,0.00,11.8,0,0,0,2.7,2.7,0.10,-2.7,-2.7,Matches
760,Michael Esser,de GER,GK,Hannover 96,de Bundesliga,29,1987,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
761,Alexander Esswein,de GER,"FW,MF",Hertha BSC,de Bundesliga,27,1990,6.9,2,9,6,66.7,1.31,0.88,0.22,0.33,17.7,0,0,0,0.9,0.9,0.09,+1.1,+1.1,Matches
762,Oghenekaro Etebo,ng NGA,MF,Las Palmas,es La Liga,21,1995,13.5,0,20,3,15.0,1.48,0.22,0.00,0.00,30.3,1,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
763,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,30,1987,12.4,0,13,3,23.1,1.04,0.24,0.00,0.00,28.6,6,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
764,Xabier Etxeita,es ESP,DF,Athletic Club,es La Liga,29,1987,4.2,1,4,1,25.0,0.96,0.24,0.25,1.00,9.6,0,0,0,0.4,0.4,0.10,+0.6,+0.6,Matches
765,Jonny Evans,nir NIR,DF,West Brom,eng Premier League,29,1988,25.2,2,10,5,50.0,0.40,0.20,0.20,0.40,7.8,0,0,0,2.1,2.1,0.22,-0.1,-0.1,Matches
766,Franck Evina,cm CMR,FW,Bayern Munich,de Bundesliga,17,2000,1.2,0,3,0,0.0,2.45,0.00,0.00,,15.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
767,Patrice Evra,fr FRA,"DF,MF",West Ham,eng Premier League,36,1981,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
768,Patrice Evra,fr FRA,DF,Marseille,fr Ligue 1,36,1981,3.9,0,2,0,0.0,0.52,0.00,0.00,,21.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
769,Edu Expósito,es ESP,"MF,FW",La Coruña,es La Liga,20,1996,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
770,Erik Expósito,es ESP,FW,Las Palmas,es La Liga,21,1996,5.2,1,9,2,22.2,1.73,0.39,0.11,0.50,14.4,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches
771,Valentin Eysseric,fr FRA,"FW,MF",Fiorentina,it Serie A,25,1992,7.8,1,15,3,20.0,1.91,0.38,0.07,0.33,18.0,1,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
772,Valentin Eysseric,fr FRA,FW,Nice,fr Ligue 1,25,1992,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,19.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
773,Imoh Ezekiel,ng NGA,"MF,FW",Las Palmas,es La Liga,23,1993,5.2,0,7,3,42.9,1.34,0.58,0.00,0.00,14.6,0,0,0,1.1,1.1,0.16,-1.1,-1.1,Matches
774,Marco Fabián,mx MEX,"MF,FW",Eint Frankfurt,de Bundesliga,28,1989,4.7,1,17,4,23.5,3.63,0.85,0.06,0.25,23.0,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
775,Łukasz Fabiański,pl POL,GK,Swansea City,eng Premier League,32,1985,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
776,Fabinho,br BRA,MF,Monaco,fr Ligue 1,23,1993,34.0,7,21,5,23.8,0.62,0.15,0.14,0.60,24.8,1,4,4,5.8,2.6,0.13,+1.2,+0.4,Matches
777,Cesc Fàbregas,es ESP,MF,Chelsea,eng Premier League,30,1987,25.6,2,38,10,26.3,1.48,0.39,0.05,0.20,19.2,2,0,0,2.4,2.4,0.06,-0.4,-0.4,Matches
778,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,28,1988,33.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
779,Fayçal Fajr,ma MAR,"MF,FW",Getafe,es La Liga,28,1988,26.5,1,21,9,42.9,0.79,0.34,0.05,0.11,25.5,3,0,1,1.5,0.7,0.03,-0.5,+0.3,Matches
780,Radamel Falcao,co COL,FW,Monaco,fr Ligue 1,31,1986,23.7,18,66,28,42.4,2.79,1.18,0.23,0.54,16.0,4,3,4,13.9,10.7,0.16,+4.1,+4.3,Matches
781,Diego Falcinelli,it ITA,FW,Fiorentina,it Serie A,26,1991,4.9,0,14,4,28.6,2.86,0.82,0.00,0.00,15.5,0,0,0,1.3,1.3,0.09,-1.3,-1.3,Matches
782,Diego Falcinelli,it ITA,FW,Sassuolo,it Serie A,26,1991,14.6,2,42,13,31.0,2.88,0.89,0.05,0.15,14.8,0,0,0,4.2,4.0,0.10,-2.2,-2.0,Matches
783,Simon Falette,gn GUI,DF,Metz,fr Ligue 1,25,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
784,Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,25,1992,24.6,1,16,2,12.5,0.65,0.08,0.06,0.50,13.6,0,0,0,1.6,1.6,0.10,-0.6,-0.6,Matches
