Rk,Player,Nation,Pos,Squad,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
505,Divock Origi,be BEL,FW,it Milan,27,1995,1.7,33,47,70.2,456,110,19,24,79.2,11,15,73.3,0,2,0.0,0,0.2,0.1,-0.2,1,1,2,0,4,Matches
506,Mislav Oršić,hr CRO,FW,hr Dinamo Zagreb,29,1992,5.4,121,172,70.3,1736,531,67,79,84.8,36,51,70.6,8,20,40.0,0,0.3,0.4,-0.3,4,8,7,1,15,Matches
507,Stefan Ortega,de GER,GK,eng Manchester City,29,1992,2.0,50,52,96.2,1063,779,19,19,100.0,22,22,100.0,9,11,81.8,0,0.0,0.0,0.0,0,0,0,0,0,Matches
508,Victor Osimhen,ng NGA,FW,it Napoli,23,1998,4.7,34,51,66.7,488,109,15,25,60.0,11,15,73.3,3,4,75.0,0,0.5,0.3,-0.5,3,5,3,1,7,Matches
509,Nicolás Otamendi,ar ARG,DF,pt Benfica,34,1988,8.8,482,539,89.4,9577,3540,151,165,91.5,243,255,95.3,73,94,77.7,1,0.6,0.7,+0.4,5,18,1,0,24,Matches
510,Otávio,pt POR,MF,pt Porto,27,1995,5.8,200,263,76.0,3372,1400,110,124,88.7,55,70,78.6,27,42,64.3,2,1.5,1.0,+0.5,14,25,9,2,32,Matches
511,Alex Oxlade-Chamberlain,eng ENG,MF,eng Liverpool,28,1993,0.2,9,11,81.8,156,21,3,3,100.0,4,4,100.0,1,2,50.0,0,0.0,0.1,0.0,0,1,0,0,0,Matches
512,Salih Özcan,tr TUR,MF,de Dortmund,24,1998,6.0,249,291,85.6,3579,972,131,147,89.1,84,93,90.3,13,22,59.1,1,0.8,0.3,+0.2,6,18,4,0,22,Matches
513,Exequiel Palacios,ar ARG,MF,de Leverkusen,23,1998,1.0,61,79,77.2,1020,317,31,36,86.1,24,29,82.8,6,11,54.5,0,0.0,0.1,0.0,1,4,1,1,7,Matches
514,Cole Palmer,eng ENG,"MF,FW",eng Manchester City,20,2002,1.5,54,63,85.7,912,88,27,30,90.0,21,23,91.3,6,7,85.7,0,0.0,0.1,0.0,0,4,1,1,4,Matches
515,Antonios Papadopoulos,de GER,"MF,FW",de Dortmund,22,1999,0.1,2,6,33.3,21,10,2,4,50.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
516,Leandro Paredes,ar ARG,MF,it Juventus,28,1994,3.9,214,240,89.2,3999,1574,78,84,92.9,109,115,94.8,22,30,73.3,1,0.2,0.6,+0.8,6,33,2,0,29,Matches
517,Felix Passlack,de GER,DF,de Dortmund,24,1998,1.0,57,69,82.6,990,220,22,25,88.0,27,34,79.4,6,7,85.7,1,0.0,0.0,+1.0,0,3,1,0,8,Matches
518,Remko Pasveer,nl NED,GK,nl Ajax,38,1983,6.0,187,283,66.1,4479,3163,41,41,100.0,106,110,96.4,40,129,31.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
519,Paulinho,pt POR,FW,pt Sporting CP,29,1992,2.6,61,81,75.3,1085,210,31,40,77.5,17,22,77.3,11,13,84.6,0,0.1,0.1,-0.1,2,5,0,0,10,Matches
520,Paulinho,br BRA,FW,de Leverkusen,22,2000,0.5,13,17,76.5,133,47,10,11,90.9,2,4,50.0,0,0,,0,0.1,0.0,-0.1,1,1,1,0,2,Matches
521,Benjamin Pavard,fr FRA,DF,de Bayern Munich,26,1996,6.6,520,576,90.3,8935,3418,227,242,93.8,255,277,92.1,33,45,73.3,0,0.2,0.5,-0.2,2,52,3,1,53,Matches
522,Strahinja Pavlović,rs SRB,DF,at RB Salzburg,21,2001,6.0,153,219,69.9,2598,1189,74,90,82.2,66,87,75.9,10,31,32.3,0,0.2,0.0,-0.2,2,10,0,0,20,Matches
523,Dimitri Payet,fr FRA,MF,fr Marseille,35,1987,0.9,46,58,79.3,674,189,27,30,90.0,13,16,81.3,4,6,66.7,0,0.1,0.1,-0.1,1,6,2,1,9,Matches
524,Pedri,es ESP,"MF,FW",es Barcelona,19,2002,4.5,253,287,88.2,4530,1008,116,127,91.3,100,110,90.9,32,37,86.5,0,0.8,0.7,-0.8,8,34,12,0,35,Matches
525,Luca Pellegrini,it ITA,"DF,MF",de Eint Frankfurt,23,1999,2.2,78,118,66.1,1225,512,44,46,95.7,27,44,61.4,5,16,31.3,0,0.1,0.1,-0.1,2,4,2,0,10,Matches
526,Iñaki Peña,es ESP,GK,es Barcelona,23,1999,1.0,37,39,94.9,731,487,10,10,100.0,24,24,100.0,3,5,60.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
527,Pepe,pt POR,DF,pt Porto,39,1983,4.0,166,202,82.2,3272,1114,60,66,90.9,80,88,90.9,22,41,53.7,0,0.0,0.1,0.0,0,8,1,0,10,Matches
528,Pepê,br BRA,"DF,FW",pt Porto,25,1997,7.6,251,326,77.0,3982,1477,135,168,80.4,94,113,83.2,19,29,65.5,0,1.2,1.2,-1.2,9,20,14,4,32,Matches
529,Danilo Pereira,pt POR,"DF,MF",fr Paris S-G,30,1991,5.0,317,339,93.5,5238,1600,151,159,95.0,124,131,94.7,28,31,90.3,0,0.0,0.2,0.0,0,13,0,0,19,Matches
530,Dino Perić,hr CRO,DF,hr Dinamo Zagreb,28,1994,6.0,260,304,85.5,4370,1807,117,129,90.7,124,144,86.1,14,24,58.3,0,0.1,0.3,-0.1,2,5,2,0,15,Matches
531,Mattia Perin,it ITA,GK,it Juventus,29,1992,2.0,46,55,83.6,1142,813,7,7,100.0,28,28,100.0,10,19,52.6,0,0.0,0.0,0.0,0,2,0,0,0,Matches
532,Ivan Perišić,hr CRO,"DF,MF",eng Tottenham,33,1989,6.4,189,284,66.5,3696,1112,70,91,76.9,89,121,73.6,25,53,47.2,3,1.3,1.8,+1.7,10,11,8,5,22,Matches
533,Luděk Pernica,cz CZE,DF,cz Viktoria Plzeň,32,1990,5.5,121,139,87.1,2499,1377,41,46,89.1,57,62,91.9,21,27,77.8,0,0.0,0.0,0.0,0,4,1,0,6,Matches
534,Bruno Petković,hr CRO,FW,hr Dinamo Zagreb,27,1994,5.4,131,197,66.5,2342,425,65,92,70.7,37,55,67.3,21,27,77.8,2,1.1,0.7,+0.9,9,9,4,0,13,Matches
535,Ivan Petryak,ua UKR,MF,ua Shakhtar,28,1994,2.0,31,44,70.5,449,68,19,21,90.5,9,11,81.8,2,4,50.0,0,0.1,0.1,-0.1,2,0,2,1,2,Matches
536,Kalvin Phillips,eng ENG,MF,eng Manchester City,26,1995,0.5,44,46,95.7,932,224,17,17,100.0,18,18,100.0,9,11,81.8,0,0.0,0.0,0.0,0,12,0,0,5,Matches
537,Frantzdy Pierrot,ht HAI,FW,il Maccabi Haifa,27,1995,5.3,56,78,71.8,593,53,38,45,84.4,9,13,69.2,1,1,100.0,2,0.4,0.2,+1.6,8,1,1,0,2,Matches
538,Václav Pilař,cz CZE,"FW,MF",cz Viktoria Plzeň,33,1988,1.4,33,47,70.2,562,144,14,19,73.7,16,17,94.1,3,8,37.5,0,0.0,0.1,0.0,0,2,1,1,2,Matches
539,Rodrigo Pinho,br BRA,FW,pt Benfica,31,1991,0.2,1,1,100.0,5,5,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
540,Gerard Piqué,es ESP,DF,es Barcelona,35,1987,2.9,224,242,92.6,4380,1575,73,79,92.4,123,127,96.9,28,36,77.8,0,0.0,0.1,0.0,0,19,0,0,11,Matches
541,Tommaso Pobega,it ITA,MF,it Milan,23,1999,1.8,51,80,63.8,805,190,16,25,64.0,28,37,75.7,3,9,33.3,0,0.1,0.1,-0.1,2,1,3,0,7,Matches
542,Suf Podgoreanu,il ISR,DF,il Maccabi Haifa,20,2002,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
543,Matteo Politano,it ITA,FW,it Napoli,28,1993,4.5,126,184,68.5,2184,790,68,78,87.2,41,62,66.1,14,28,50.0,1,0.6,1.2,+0.4,5,10,9,3,25,Matches
544,Pedro Porro,es ESP,"DF,MF",pt Sporting CP,22,1999,4.4,162,234,69.2,3022,965,71,86,82.6,71,84,84.5,18,50,36.0,1,0.5,0.2,+0.5,4,5,2,2,8,Matches
545,Pedro Porro,es ESP,DF,eng Tottenham,22,1999,0.4,23,32,71.9,512,219,9,12,75.0,8,10,80.0,6,9,66.7,0,0.2,0.2,-0.2,2,2,4,2,5,Matches
546,Yussuf Poulsen,dk DEN,"FW,MF",de RB Leipzig,28,1994,0.8,6,14,42.9,101,29,4,8,50.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,0,1,0,1,Matches
547,Christian Pulisic,us USA,"DF,FW",eng Chelsea,23,1998,1.3,50,61,82.0,623,183,35,38,92.1,9,14,64.3,2,3,66.7,1,1.0,0.7,0.0,5,2,2,0,9,Matches
548,Adrien Rabiot,fr FRA,MF,it Juventus,27,1995,5.0,204,240,85.0,3127,808,113,125,90.4,72,87,82.8,14,16,87.5,0,0.1,0.3,-0.1,4,23,5,1,32,Matches
549,Ivan Rakitić,hr CRO,MF,es Sevilla,34,1988,4.6,207,245,84.5,3994,1059,83,96,86.5,90,97,92.8,32,39,82.1,1,0.2,0.3,+0.8,3,22,5,0,26,Matches
550,Gonçalo Ramos,pt POR,FW,pt Benfica,21,2001,7.9,97,143,67.8,1281,161,64,88,72.7,26,34,76.5,3,7,42.9,1,0.7,0.3,+0.3,5,4,3,1,10,Matches
551,Sergio Ramos,es ESP,DF,fr Paris S-G,36,1986,8.0,511,550,92.9,9316,2840,211,218,96.8,215,231,93.1,62,74,83.8,0,0.0,0.1,0.0,0,25,0,0,24,Matches
552,Calvin Ramsay,sct SCO,DF,eng Liverpool,19,2003,0.0,3,3,100.0,55,5,2,2,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
553,Raphinha,br BRA,FW,es Barcelona,25,1996,3.3,127,180,70.6,2418,665,53,64,82.8,54,67,80.6,19,37,51.4,2,1.1,0.8,+0.9,9,11,8,0,17,Matches
554,Giacomo Raspadori,it ITA,FW,it Napoli,22,2000,2.8,83,108,76.9,1478,293,38,44,86.4,26,34,76.5,12,18,66.7,3,0.6,0.6,+2.4,6,8,1,0,10,Matches
555,David Raum,de GER,DF,de RB Leipzig,24,1998,5.9,289,350,82.6,4313,1095,159,175,90.9,103,120,85.8,16,33,48.5,0,0.8,1.2,-0.8,9,8,12,6,13,Matches
556,Ante Rebić,hr CRO,"FW,MF",it Milan,28,1993,2.8,59,96,61.5,1062,451,26,46,56.5,19,22,86.4,9,18,50.0,0,0.4,0.7,-0.4,3,11,4,2,16,Matches
557,Matheus Reis,br BRA,DF,pt Sporting CP,27,1995,5.7,295,334,88.3,5124,1613,129,141,91.5,144,159,90.6,19,26,73.1,0,0.2,0.4,-0.2,1,17,2,0,13,Matches
558,Karim Rekik,nl NED,DF,es Sevilla,27,1994,1.0,35,37,94.6,576,132,20,20,100.0,12,13,92.3,3,3,100.0,0,0.0,0.0,0.0,0,2,0,0,0,Matches
559,Devyne Rensch,nl NED,DF,nl Ajax,19,2003,3.2,106,130,81.5,1827,442,46,52,88.5,43,51,84.3,12,12,100.0,0,0.0,0.1,0.0,2,8,2,0,6,Matches
560,Marco Reus,de GER,"MF,FW",de Dortmund,33,1989,2.9,80,99,80.8,1068,249,50,55,90.9,23,26,88.5,1,2,50.0,1,0.8,1.1,+0.2,4,10,1,0,9,Matches
561,Gio Reyna,us USA,"FW,MF",de Dortmund,19,2002,4.3,132,170,77.6,1884,436,72,86,83.7,45,50,90.0,7,15,46.7,2,1.1,0.9,+0.9,10,9,4,1,14,Matches
562,Richarlison,br BRA,"MF,FW",eng Tottenham,25,1997,4.1,77,109,70.6,1053,330,38,51,74.5,32,37,86.5,1,3,33.3,0,0.8,0.5,-0.8,8,3,2,0,12,Matches
563,Stefan Ristovski,mk MKD,DF,hr Dinamo Zagreb,30,1992,4.1,159,194,82.0,2677,1003,73,78,93.6,71,84,84.5,10,18,55.6,0,0.1,0.2,-0.1,3,5,3,2,18,Matches
564,Mats Rits,be BEL,MF,be Club Brugge,29,1993,0.2,5,5,100.0,83,9,2,2,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
565,Sergi Roberto,es ESP,DF,es Barcelona,30,1992,2.3,173,189,91.5,2580,598,91,95,95.8,73,82,89.0,6,8,75.0,2,0.8,0.7,+1.2,3,41,0,0,25,Matches
566,Andrew Robertson,sct SCO,DF,eng Liverpool,28,1994,4.2,229,292,78.4,3723,1114,125,133,94.0,79,101,78.2,18,39,46.2,2,0.5,0.6,+1.5,8,14,7,3,17,Matches
567,Rochinha,pt POR,"MF,FW",pt Sporting CP,27,1995,0.2,4,6,66.7,111,41,1,1,100.0,0,2,0.0,2,2,100.0,0,0.1,0.0,-0.1,1,1,0,0,1,Matches
568,Sebastian Rode,de GER,MF,de Eint Frankfurt,31,1990,3.3,157,196,80.1,2332,622,93,107,86.9,55,61,90.2,5,15,33.3,1,0.8,0.5,+0.2,4,22,0,0,19,Matches
569,Rodri,es ESP,MF,eng Manchester City,26,1996,11.1,912,993,91.8,16873,3553,373,397,94.0,423,445,95.1,103,118,87.3,0,0.6,0.6,-0.6,5,105,6,0,87,Matches
570,Rodrygo,br BRA,FW,es Real Madrid,21,2001,9.1,312,366,85.2,3346,680,217,237,91.6,46,64,71.9,7,11,63.6,2,1.5,1.7,+0.5,13,22,6,1,21,Matches
571,Cristian Romero,ar ARG,DF,eng Tottenham,24,1998,6.6,389,434,89.6,6596,2315,168,182,92.3,192,205,93.7,23,34,67.6,0,0.1,0.2,-0.1,1,28,7,0,32,Matches
572,Valentin Rongier,fr FRA,MF,fr Marseille,27,1994,5.2,372,413,90.1,6521,1529,153,166,92.2,176,190,92.6,32,39,82.1,0,0.1,0.3,-0.1,3,44,2,0,45,Matches
573,Tom Rothe,de GER,DF,de Dortmund,17,2004,0.7,39,55,70.9,547,239,23,32,71.9,15,20,75.0,0,1,0.0,0,0.0,0.0,0.0,0,5,1,0,6,Matches
574,Amir Rrahmani,xk KVX,DF,it Napoli,28,1994,6.8,438,492,89.0,8805,3376,133,142,93.7,248,267,92.9,53,73,72.6,0,0.0,0.2,0.0,1,24,3,1,24,Matches
575,Antonio Rüdiger,de GER,DF,es Real Madrid,29,1993,7.5,368,402,91.5,6752,2147,153,159,96.2,175,189,92.6,33,44,75.0,0,0.4,0.3,-0.4,2,21,0,0,15,Matches
576,Daniele Rugani,it ITA,DF,it Juventus,28,1994,1.0,48,55,87.3,798,340,19,20,95.0,25,26,96.2,3,7,42.9,0,0.0,0.0,0.0,0,3,0,0,1,Matches
577,Mário Rui,pt POR,DF,it Napoli,31,1991,4.3,252,317,79.5,4175,1419,137,146,93.8,90,111,81.1,21,41,51.2,1,0.4,0.6,+0.6,6,16,9,2,24,Matches
578,Fabián Ruiz Peña,es ESP,MF,fr Paris S-G,26,1996,2.6,186,209,89.0,2518,807,118,126,93.7,46,53,86.8,10,14,71.4,0,0.2,0.3,-0.2,2,15,1,0,15,Matches
579,Nikita Rukavytsya,au AUS,"FW,MF",il Maccabi Haifa,35,1987,0.5,12,15,80.0,130,26,8,10,80.0,0,1,0.0,1,1,100.0,0,0.0,0.1,0.0,1,0,0,0,1,Matches
580,Mathew Ryan,au AUS,GK,dk FC Copenhagen,30,1992,2.0,37,65,56.9,1330,1037,4,4,100.0,12,12,100.0,21,49,42.9,0,0.0,0.0,0.0,0,1,0,0,0,Matches
581,Julian Ryerson,no NOR,DF,de Dortmund,24,1997,0.2,2,3,66.7,45,29,1,2,50.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,1,0,1,Matches
582,Marcel Sabitzer,at AUT,MF,de Bayern Munich,28,1994,3.1,128,149,85.9,1940,461,72,84,85.7,47,52,90.4,6,8,75.0,0,0.1,0.1,-0.1,3,7,2,0,16,Matches
583,Alexis Saelemaekers,be BEL,"FW,DF",it Milan,23,1999,4.1,99,141,70.2,1464,327,54,72,75.0,38,48,79.2,4,12,33.3,0,0.3,0.4,-0.3,7,3,5,3,9,Matches
584,Fashion Sakala,zm ZAM,"FW,MF",sct Rangers,25,1997,2.6,36,52,69.2,498,119,23,26,88.5,10,14,71.4,1,2,50.0,0,0.1,0.1,-0.1,3,3,1,1,4,Matches
585,Mohamed Salah,eg EGY,FW,eng Liverpool,30,1992,6.9,182,223,81.6,2438,622,99,110,90.0,59,74,79.7,7,13,53.8,2,2.5,1.9,-0.5,13,8,15,0,25,Matches
586,Kike Salas,es ESP,DF,es Sevilla,20,2002,2.0,124,153,81.0,2437,852,38,42,90.5,76,86,88.4,9,22,40.9,0,0.3,0.0,-0.3,1,11,0,0,10,Matches
587,Renato Sanches,pt POR,MF,fr Paris S-G,24,1997,1.6,102,106,96.2,1520,421,60,61,98.4,34,34,100.0,6,7,85.7,0,0.0,0.0,0.0,0,8,0,0,5,Matches
588,Alexis Sánchez,cl CHI,FW,fr Marseille,33,1988,4.6,108,133,81.2,1551,212,66,75,88.0,23,31,74.2,8,10,80.0,1,0.8,0.6,+0.2,6,12,5,1,9,Matches
589,Davinson Sánchez,co COL,DF,eng Tottenham,26,1996,0.2,11,19,57.9,197,62,4,6,66.7,7,10,70.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
590,Cisse Sandra,be BEL,FW,be Club Brugge,18,2003,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
591,Alex Sandro,br BRA,DF,it Juventus,31,1991,2.7,175,196,89.3,3105,909,82,84,97.6,72,84,85.7,19,24,79.2,0,0.0,0.1,0.0,0,22,1,1,23,Matches
592,James Sands,us USA,"DF,MF",sct Rangers,22,2000,3.6,159,189,84.1,3020,791,64,73,87.7,75,82,91.5,19,28,67.9,0,0.0,0.0,0.0,0,6,0,0,10,Matches
593,Leroy Sané,de GER,"FW,MF",de Bayern Munich,26,1996,6.1,215,258,83.3,3025,758,137,156,87.8,62,73,84.9,10,16,62.5,1,1.9,1.8,-0.9,17,13,17,0,33,Matches
594,Nuno Santos,pt POR,"DF,MF",pt Sporting CP,27,1995,3.3,127,151,84.1,2248,366,61,67,91.0,50,58,86.2,14,20,70.0,0,0.3,0.3,-0.3,5,3,2,1,5,Matches
595,Zaidu Sanusi,ng NGA,DF,pt Porto,25,1997,6.5,221,305,72.5,3590,1297,111,128,86.7,93,124,75.0,13,40,32.5,0,0.0,0.3,0.0,2,13,3,1,16,Matches
596,Alvaro Sanz,es ESP,MF,es Barcelona,21,2001,0.2,10,12,83.3,117,23,6,6,100.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
597,Pablo Sarabia,es ESP,MF,fr Paris S-G,30,1992,1.0,17,26,65.4,224,77,7,8,87.5,5,9,55.6,1,2,50.0,0,0.1,0.1,-0.1,1,3,0,0,0,Matches
598,Stefan Savić,me MNE,DF,es Atlético Madrid,31,1991,3.0,183,205,89.3,3474,1251,65,65,100.0,95,102,93.1,20,31,64.5,0,0.1,0.1,-0.1,3,17,2,1,14,Matches
599,Patrik Schick,cz CZE,FW,de Leverkusen,26,1996,5.0,74,94,78.7,1036,256,44,55,80.0,19,22,86.4,5,6,83.3,0,0.1,0.1,-0.1,2,11,1,0,9,Matches
600,Andreas Schjelderup,no NOR,FW,pt Benfica,18,2004,0.0,6,6,100.0,60,22,4,4,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
601,Xaver Schlager,at AUT,MF,de RB Leipzig,24,1997,6.5,317,358,88.5,5336,1648,153,167,91.6,127,142,89.4,29,35,82.9,0,0.1,0.4,-0.1,2,42,5,0,34,Matches
602,Nico Schlotterbeck,de GER,DF,de Dortmund,22,1999,6.2,338,389,86.9,6492,2112,133,145,91.7,171,182,94.0,32,58,55.2,0,0.2,0.1,-0.2,3,20,1,0,26,Matches
603,Abdoulaye Seck,sn SEN,DF,il Maccabi Haifa,30,1992,4.4,158,188,84.0,2883,1048,60,68,88.2,86,93,92.5,8,19,42.1,0,0.0,0.0,0.0,0,5,0,0,8,Matches
604,Nicolas Seiwald,at AUT,MF,at RB Salzburg,21,2001,6.0,191,260,73.5,3144,1172,101,130,77.7,61,75,81.3,22,38,57.9,0,0.6,0.5,-0.6,6,18,2,0,26,Matches
605,Benjamin Šeško,si SVN,FW,at RB Salzburg,19,2003,3.7,53,88,60.2,628,87,38,57,66.7,8,13,61.5,3,5,60.0,0,0.1,0.4,-0.1,3,2,2,0,5,Matches
606,Ryan Sessegnon,eng ENG,"MF,DF",eng Tottenham,22,2000,1.7,33,48,68.8,501,175,17,19,89.5,12,19,63.2,2,6,33.3,0,0.3,0.4,-0.3,3,2,1,0,3,Matches
607,Maryan Shved,ua UKR,MF,ua Shakhtar,25,1997,2.1,35,51,68.6,464,131,19,27,70.4,15,19,78.9,0,2,0.0,0,0.0,0.0,0.0,0,2,1,0,4,Matches
608,Danylo Sikan,ua UKR,FW,ua Shakhtar,21,2001,1.2,24,27,88.9,345,37,9,10,90.0,13,13,100.0,0,0,,1,0.1,0.3,+0.9,2,0,0,0,0,Matches
609,André Silva,pt POR,FW,de RB Leipzig,26,1995,5.9,133,170,78.2,1738,361,78,92,84.8,40,53,75.5,3,4,75.0,3,0.6,0.8,+2.4,6,6,6,0,20,Matches
610,António Silva,pt POR,DF,pt Benfica,18,2003,9.9,528,574,92.0,11028,3748,152,158,96.2,282,292,96.6,87,112,77.7,0,0.1,0.1,-0.1,1,31,0,0,30,Matches
611,Bernardo Silva,pt POR,"FW,MF",eng Manchester City,27,1994,10.1,553,626,88.3,9044,1814,284,306,92.8,215,235,91.5,41,51,80.4,1,1.4,1.7,-0.4,20,43,14,4,56,Matches
612,Rafa Silva,pt POR,MF,pt Benfica,29,1993,9.1,264,318,83.0,3738,664,151,174,86.8,81,97,83.5,15,16,93.8,2,1.2,1.3,+0.8,14,13,16,2,36,Matches
613,Thiago Silva,br BRA,DF,eng Chelsea,37,1984,7.1,388,433,89.6,8161,3282,107,119,89.9,212,221,95.9,65,86,75.6,0,0.0,0.1,0.0,0,23,2,0,19,Matches
614,Mohamed Simakan,fr FRA,DF,de RB Leipzig,22,2000,5.7,267,347,76.9,4320,1377,148,172,86.0,88,111,79.3,23,43,53.5,3,1.8,1.7,+1.2,7,16,6,3,24,Matches
615,Giovanni Simeone,ar ARG,FW,it Napoli,27,1995,2.9,48,67,71.6,589,78,30,38,78.9,12,18,66.7,1,2,50.0,0,0.5,0.6,-0.5,4,1,1,0,3,Matches
616,Roko Simic,hr CRO,FW,at RB Salzburg,18,2003,0.2,3,5,60.0,40,1,2,4,50.0,1,1,100.0,0,0,,0,0.0,0.1,0.0,0,0,0,0,0,Matches
617,Oliver Skipp,eng ENG,MF,eng Tottenham,21,2000,2.3,108,123,87.8,1659,548,54,56,96.4,42,51,82.4,7,11,63.6,0,0.1,0.1,-0.1,2,12,3,1,14,Matches
618,Leo Skiri Østigård,no NOR,DF,it Napoli,22,1999,2.2,174,197,88.3,2958,1131,78,80,97.5,77,86,89.5,13,24,54.2,0,0.0,0.1,0.0,1,11,0,0,11,Matches
619,Andreas Skov Olsen,dk DEN,"FW,MF",be Club Brugge,22,1999,3.3,68,99,68.7,1228,440,37,46,80.4,18,26,69.2,11,20,55.0,1,0.7,0.5,+0.3,8,4,5,2,5,Matches
620,Milan Škriniar,sk SVK,DF,it Inter,27,1995,6.0,314,344,91.3,5695,1678,122,128,95.3,168,181,92.8,23,28,82.1,0,0.3,0.1,-0.3,4,21,1,0,17,Matches
621,Hrvoje Smolčić,hr CRO,DF,de Eint Frankfurt,21,2000,1.4,38,51,74.5,943,317,7,11,63.6,21,26,80.8,10,13,76.9,0,0.0,0.0,0.0,0,1,0,0,3,Matches
622,Eduard Sobol,ua UKR,"FW,DF",be Club Brugge,27,1995,1.2,43,59,72.9,685,347,21,25,84.0,15,21,71.4,4,8,50.0,0,0.0,0.0,0.0,1,3,2,1,6,Matches
623,Carlos Soler,es ESP,MF,fr Paris S-G,25,1997,1.7,62,70,88.6,946,242,29,35,82.9,24,26,92.3,4,4,100.0,0,0.2,0.1,-0.2,3,9,1,1,6,Matches
624,Oumar Solet,fr FRA,DF,at RB Salzburg,22,2000,3.0,114,132,86.4,2292,988,34,38,89.5,61,65,93.8,17,27,63.0,0,0.1,0.1,-0.1,1,4,0,0,4,Matches
625,Yann Sommer,ch SUI,GK,de Bayern Munich,33,1988,4.0,130,152,85.5,3006,1774,27,27,100.0,75,77,97.4,28,46,60.9,0,0.0,0.0,0.0,0,0,0,0,0,Matches
626,Matìas Soulé,ar ARG,"MF,FW",it Juventus,19,2003,0.5,17,18,94.4,291,42,8,9,88.9,6,6,100.0,2,2,100.0,0,0.1,0.0,-0.1,1,1,0,0,2,Matches
627,Djibril Sow,ch SUI,MF,de Eint Frankfurt,25,1997,8.0,372,440,84.5,6227,1940,178,199,89.4,159,180,88.3,28,42,66.7,0,0.6,0.7,-0.6,9,43,5,1,49,Matches
628,Kamal Sowah,gh GHA,"FW,MF",be Club Brugge,22,2000,6.6,166,221,75.1,2510,704,92,109,84.4,50,69,72.5,11,16,68.8,0,0.3,0.4,-0.3,6,11,4,0,20,Matches
629,Dario Špikić,hr CRO,"FW,DF",hr Dinamo Zagreb,23,1999,1.9,45,56,80.4,765,217,24,27,88.9,16,19,84.2,4,7,57.1,0,0.3,0.4,-0.3,1,2,2,1,9,Matches
630,Jorne Spileers,be BEL,DF,be Club Brugge,17,2005,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
631,Jerry St. Juste,nl NED,DF,pt Sporting CP,25,1996,2.1,103,117,88.0,1900,703,37,38,97.4,56,61,91.8,8,15,53.3,0,0.1,0.0,-0.1,1,1,0,0,2,Matches
632,Marko Stamenic,nz NZL,MF,dk FC Copenhagen,20,2002,3.0,76,100,76.0,1205,294,38,46,82.6,31,36,86.1,5,10,50.0,0,0.0,0.0,0.0,0,6,0,0,7,Matches
633,Jindřich Staněk,cz CZE,GK,cz Viktoria Plzeň,26,1996,5.0,92,141,65.2,3540,3089,8,8,100.0,37,38,97.4,47,95,49.5,0,0.0,0.0,0.0,0,5,0,0,0,Matches
634,Josip Stanišić,hr CRO,DF,de Bayern Munich,22,2000,3.9,283,309,91.6,4642,1449,129,137,94.2,134,141,95.0,14,21,66.7,0,0.1,0.2,-0.1,5,20,2,1,26,Matches
635,Carl Starfelt,se SWE,DF,sct Celtic,27,1995,1.0,52,54,96.3,971,354,25,26,96.2,20,20,100.0,7,8,87.5,0,0.0,0.0,0.0,0,3,0,0,0,Matches
636,Orri Steinn Óskarsson,is ISL,"MF,FW",dk FC Copenhagen,17,2004,0.2,3,6,50.0,20,4,2,2,100.0,0,2,0.0,0,0,,0,0.0,0.1,0.0,0,0,0,0,0,Matches
637,Taras Stepanenko,ua UKR,MF,ua Shakhtar,32,1989,5.9,240,277,86.6,3836,1171,134,138,97.1,75,87,86.2,24,36,66.7,0,0.1,0.1,-0.1,2,15,0,0,16,Matches
638,Raheem Sterling,eng ENG,"FW,MF",eng Chelsea,27,1994,7.0,210,269,78.1,2673,723,139,157,88.5,56,72,77.8,5,14,35.7,1,0.6,0.9,+0.4,7,12,10,0,36,Matches
