Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won%,Matches
19,Faride Alidou,de GER,"DF,FW",de Eint Frankfurt,21,2001,0.8,0,0,0,1,1,0,2,1,4,0,0,0,4,1,0,100.0,Matches
20,Alisson,br BRA,GK,eng Liverpool,29,1992,8.0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,,Matches
21,Marcos Alonso,es ESP,DF,es Barcelona,31,1990,4.5,0,0,0,3,2,0,12,6,2,0,0,0,42,8,5,61.5,Matches
22,Éder Álvarez Balanta,co COL,"MF,FW",be Club Brugge,29,1993,0.6,0,0,0,2,2,0,0,2,0,0,0,0,6,0,0,,Matches
23,Edson Álvarez,mx MEX,MF,nl Ajax,24,1997,5.9,2,0,0,12,4,0,0,11,8,0,1,0,37,17,19,47.2,Matches
24,Julián Álvarez,ar ARG,FW,eng Manchester City,22,2000,5.3,1,0,0,9,2,2,8,2,3,0,0,0,10,4,2,66.7,Matches
25,Nadiem Amiri,de GER,"MF,FW",de Leverkusen,25,1996,1.4,0,0,0,2,0,0,1,2,2,0,0,0,13,0,1,0.0,Matches
26,Robert Andrich,de GER,MF,de Leverkusen,27,1994,4.5,4,0,0,15,2,0,0,5,7,0,0,0,25,5,3,62.5,Matches
27,Peter Ankersen,dk DEN,DF,dk FC Copenhagen,31,1990,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
28,Ofri Arad,il ISR,"DF,MF",il Maccabi Haifa,23,1998,0.2,0,0,0,2,0,0,0,1,2,0,0,0,2,0,1,0.0,Matches
29,Charles Aránguiz,cl CHI,MF,de Leverkusen,33,1989,2.4,0,0,0,3,0,0,0,2,2,0,0,0,13,4,4,50.0,Matches
30,Henrique Araújo,pt POR,FW,pt Benfica,20,2002,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,100.0,Matches
31,Ronald Araújo,uy URU,DF,es Barcelona,23,1999,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,33.3,Matches
32,Scott Arfield,ca CAN,MF,sct Rangers,33,1988,3.0,0,0,0,3,0,1,2,1,1,0,0,0,17,1,4,20.0,Matches
33,Hákon Arnar Haraldsson,is ISL,FW,dk FC Copenhagen,19,2003,3.3,0,0,0,4,8,1,3,0,3,0,0,0,16,0,9,0.0,Matches
34,Kepa Arrizabalaga,es ESP,GK,eng Chelsea,27,1994,9.0,2,0,0,0,0,0,0,1,0,0,0,0,10,2,1,66.7,Matches
35,Arthur,br BRA,"MF,FW",pt Sporting CP,24,1998,1.2,0,0,0,0,2,1,3,0,2,0,0,0,5,1,1,50.0,Matches
36,Marco Asensio,es ESP,"FW,MF",es Real Madrid,26,1996,3.6,0,0,0,0,3,0,11,5,0,0,0,0,10,1,1,50.0,Matches
37,Kristjan Asllani,al ALB,MF,it Inter,20,2002,1.4,0,0,0,1,2,0,8,2,1,0,0,0,8,0,1,0.0,Matches
38,Omer Atzili,il ISR,"FW,MF",il Maccabi Haifa,29,1993,3.4,3,0,0,10,4,1,15,3,3,0,0,0,10,0,3,0.0,Matches
39,Pierre-Emerick Aubameyang,ga GAB,FW,eng Chelsea,33,1989,4.5,0,0,0,4,2,4,3,0,0,0,0,0,9,3,3,50.0,Matches
40,Lynnt Audoor,be BEL,MF,be Club Brugge,18,2003,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
41,Fredrik Aursnes,no NOR,"FW,MF",pt Benfica,26,1995,6.9,0,0,0,6,2,2,7,5,9,0,0,0,28,7,6,53.8,Matches
42,Sardar Azmoun,ir IRN,FW,de Leverkusen,27,1995,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,Matches
43,César Azpilicueta,es ESP,DF,eng Chelsea,32,1989,2.9,0,0,0,4,4,0,4,3,5,0,0,0,17,2,1,66.7,Matches
44,Youri Baas,nl NED,DF,nl Ajax,19,2003,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0,Matches
45,Alexander Bah,dk DEN,DF,pt Benfica,24,1997,7.3,1,0,0,9,8,0,23,17,9,0,1,0,34,6,6,50.0,Matches
46,Eric Bailly,ci CIV,DF,fr Marseille,28,1994,3.4,2,0,0,4,4,0,0,15,5,0,0,0,26,5,4,55.6,Matches
47,Stefan Bajcetic,es ESP,MF,eng Liverpool,17,2004,1.2,0,0,0,2,0,0,0,1,4,0,0,0,7,0,2,0.0,Matches
48,Mitchel Bakker,nl NED,"MF,DF",de Leverkusen,22,2000,3.8,2,0,0,6,2,1,6,4,5,1,0,0,30,5,1,83.3,Matches
49,Alejandro Balde,es ESP,DF,es Barcelona,18,2003,1.9,0,0,0,1,4,0,9,0,0,0,0,0,8,0,3,0.0,Matches
50,Leonardo Balerdi,ar ARG,DF,fr Marseille,23,1999,5.5,1,0,0,4,2,0,1,13,6,0,0,0,49,16,7,69.6,Matches
51,Fodé Ballo-Touré,sn SEN,"DF,MF",it Milan,25,1997,1.5,2,0,0,3,2,0,3,5,2,0,0,0,9,0,2,0.0,Matches
52,Tommaso Barbieri,it ITA,MF,it Juventus,19,2002,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,,Matches
53,Roony Bardghji,se SWE,FW,dk FC Copenhagen,16,2005,1.1,0,0,0,0,0,0,1,0,0,0,0,0,7,0,1,0.0,Matches
54,Nicolò Barella,it ITA,MF,it Inter,25,1997,11.0,3,0,0,17,13,3,21,2,14,0,0,0,64,3,11,21.4,Matches
55,Borna Barišić,hr CRO,DF,sct Rangers,29,1992,5.2,1,0,0,2,2,1,27,3,3,0,1,0,21,2,4,33.3,Matches
56,Enzo Barrenechea,ar ARG,DF,it Juventus,21,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
57,Pablo Barrios,es ESP,MF,es Atlético Madrid,19,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
58,Calvin Bassey,ng NGA,DF,nl Ajax,22,1999,6.0,1,0,0,3,8,0,1,7,9,0,0,0,39,6,8,42.9,Matches
59,Fortune Bassey,ng NGA,FW,cz Viktoria Plzeň,23,1998,1.5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,14.3,Matches
60,Alessandro Bastoni,it ITA,DF,it Inter,23,1999,10.9,2,0,0,13,7,0,22,9,8,0,0,0,50,18,9,66.7,Matches
61,Dylan Batubinsika,cd COD,DF,il Maccabi Haifa,26,1996,5.0,0,0,0,3,0,0,0,10,1,0,0,0,28,10,4,71.4,Matches
62,Martin Baturina,hr CRO,MF,hr Dinamo Zagreb,19,2003,0.7,1,0,0,1,3,0,1,0,1,0,0,0,6,0,0,,Matches
63,Raoul Bellanova,it ITA,"DF,MF",it Inter,22,2000,1.3,0,0,0,0,1,0,11,1,1,0,0,0,5,3,1,75.0,Matches
64,Héctor Bellerín,es ESP,DF,es Barcelona,27,1995,2.0,0,0,0,2,0,0,5,1,3,0,0,0,7,0,7,0.0,Matches
65,Jude Bellingham,eng ENG,MF,de Dortmund,19,2003,7.0,2,0,0,6,17,0,5,13,8,0,0,0,32,10,14,41.7,Matches
66,Ismaël Bennacer,dz ALG,MF,it Milan,24,1997,6.5,1,0,0,11,12,0,6,7,13,0,0,0,65,6,12,33.3,Matches
67,Rodrigo Bentancur,uy URU,"MF,FW",eng Tottenham,25,1997,5.6,2,0,0,8,3,0,3,5,7,0,0,0,41,6,10,37.5,Matches
68,Karim Benzema,fr FRA,FW,es Real Madrid,34,1987,8.3,0,0,0,4,2,3,0,0,2,0,0,0,12,3,10,23.1,Matches
69,Steven Berghuis,nl NED,"MF,FW",nl Ajax,30,1991,5.1,1,0,0,3,4,2,24,4,9,0,0,0,23,1,2,33.3,Matches
70,Steven Bergwijn,nl NED,FW,nl Ajax,24,1997,5.8,1,0,0,7,3,3,3,1,1,0,0,0,23,1,4,20.0,Matches
71,Alexandro Bernabei,ar ARG,FW,sct Celtic,21,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
72,Bernardo,br BRA,DF,at RB Salzburg,27,1995,3.0,0,0,0,0,3,1,0,5,6,0,0,0,15,5,6,45.5,Matches
73,Juan Bernat,es ESP,DF,fr Paris S-G,29,1993,3.1,0,0,0,0,3,0,2,1,7,1,0,0,13,1,2,33.3,Matches
74,Victor Bernth Kristiansen,dk DEN,"DF,MF",dk FC Copenhagen,19,2002,5.4,0,0,0,5,3,0,18,6,6,0,0,0,23,2,3,40.0,Matches
75,Modou Biramé Ndiaye,sn SEN,MF,cz Viktoria Plzeň,25,1996,2.0,1,0,0,1,4,0,0,6,1,0,0,0,23,3,0,100.0,Matches
76,Yves Bissouma,ml MLI,MF,eng Tottenham,25,1996,1.0,0,0,0,0,0,0,0,2,1,0,0,0,12,2,1,66.7,Matches
77,Janis Blaswich,de GER,GK,de RB Leipzig,31,1991,5.9,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,Matches
78,Daley Blind,nl NED,DF,nl Ajax,32,1990,4.5,0,0,0,4,0,1,4,4,10,0,0,0,20,7,6,53.8,Matches
79,Petar Bočkaj,hr CRO,"DF,FW",hr Dinamo Zagreb,26,1996,0.4,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,,Matches
80,Nicolai Boilesen,dk DEN,DF,dk FC Copenhagen,30,1992,1.1,0,0,0,2,1,0,0,2,0,0,1,0,5,0,0,,Matches
81,Valerii Bondar,ua UKR,DF,ua Shakhtar,23,1999,6.0,2,0,0,3,0,0,0,7,5,0,0,1,26,5,8,38.5,Matches
82,Artem Bondarenko,ua UKR,MF,ua Shakhtar,21,2000,5.4,1,0,0,6,3,0,2,7,4,0,0,1,29,1,3,25.0,Matches
83,Leonardo Bonucci,it ITA,DF,it Juventus,35,1987,4.9,0,0,0,6,1,0,1,2,0,0,0,0,30,6,5,54.5,Matches
84,Gonçalo Borges,pt POR,"MF,FW",pt Porto,21,2001,0.4,1,0,0,2,1,0,1,0,0,0,0,0,3,1,0,100.0,Matches
85,Rafael Borré,co COL,FW,de Eint Frankfurt,26,1995,2.5,0,0,0,5,6,3,2,0,1,0,0,0,11,5,9,35.7,Matches
86,Yassine Bounou,ma MAR,GK,es Sevilla,31,1991,4.0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,Matches
87,Dedryck Boyata,be BEL,DF,be Club Brugge,31,1990,1.5,1,0,0,1,0,0,0,7,0,0,0,0,8,1,1,50.0,Matches
88,Julian Brandt,de GER,"MF,FW",de Dortmund,26,1996,5.3,0,0,0,6,2,0,18,2,3,0,0,0,24,4,6,40.0,Matches
89,Gleison Bremer,br BRA,DF,it Juventus,25,1997,3.0,1,0,0,4,2,0,0,5,3,0,0,0,17,5,5,50.0,Matches
90,Brian Brobbey,nl NED,FW,nl Ajax,20,2002,1.3,0,0,0,1,3,0,1,0,0,1,0,0,0,2,9,18.2,Matches
91,Armando Broja,al ALB,FW,eng Chelsea,20,2001,1.3,0,0,0,7,0,1,0,0,1,0,0,0,3,2,2,50.0,Matches
92,Marcelo Brozović,hr CRO,MF,it Inter,29,1992,6.1,1,0,0,7,5,0,11,9,11,0,0,0,38,6,7,46.2,Matches
93,Pavel Bucha,cz CZE,MF,cz Viktoria Plzeň,24,1998,4.0,0,1,0,1,0,0,4,2,3,0,0,0,24,1,3,25.0,Matches
94,Tajon Buchanan,ca CAN,"DF,MF",be Club Brugge,23,1999,5.8,2,0,0,4,14,2,12,0,4,0,0,0,27,5,5,50.0,Matches
95,Marko Bulat,hr CRO,MF,hr Dinamo Zagreb,20,2001,0.3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0.0,Matches
96,Sergio Busquets,es ESP,MF,es Barcelona,34,1988,3.2,3,0,0,4,9,0,0,4,8,0,0,0,23,7,2,77.8,Matches
97,Aurélio Buta,pt POR,DF,de Eint Frankfurt,25,1997,1.8,0,0,0,1,0,0,5,1,4,0,1,0,7,5,3,62.5,Matches
98,Jovane Cabral,cv CPV,MF,pt Sporting CP,24,1998,0.1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,,Matches
99,Davide Calabria,it ITA,DF,it Milan,25,1996,5.5,2,0,0,6,4,0,12,15,10,0,0,0,32,3,1,75.0,Matches
100,Hakan Çalhanoğlu,tr TUR,MF,it Inter,28,1994,8.9,1,0,0,15,13,1,47,8,11,0,0,0,69,7,5,58.3,Matches
101,Eduardo Camavinga,fr FRA,"MF,DF",es Real Madrid,19,2002,8.0,3,0,0,14,16,0,3,6,17,0,0,0,39,3,3,50.0,Matches
102,Emre Can,de GER,MF,de Dortmund,28,1994,6.3,2,0,0,12,2,0,1,13,12,0,1,0,42,3,7,30.0,Matches
103,João Cancelo,pt POR,DF,de Bayern Munich,28,1994,1.4,1,0,0,1,1,0,5,0,2,0,0,0,16,0,1,0.0,Matches
104,João Cancelo,pt POR,DF,eng Manchester City,28,1994,4.2,1,0,0,5,3,2,24,3,7,0,0,0,28,3,2,60.0,Matches
105,Nicolás Capaldo,ar ARG,MF,at RB Salzburg,24,1997,3.0,2,0,0,10,2,0,5,4,4,0,0,0,20,3,6,33.3,Matches
106,Valentin Carboni,ar ARG,FW,it Inter,17,2005,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
107,Fábio Cardoso,pt POR,DF,pt Porto,28,1994,4.0,1,0,0,4,1,0,1,3,3,0,0,0,19,8,10,44.4,Matches
108,David Carmo,ao ANG,DF,pt Porto,23,1999,5.0,3,0,0,4,2,0,2,4,2,0,2,0,11,6,5,54.5,Matches
109,Carmona,es ESP,DF,es Sevilla,20,2002,5.0,2,0,0,4,4,0,10,3,4,0,0,0,13,3,4,42.9,Matches
110,Yannick Carrasco,be BEL,"DF,MF",es Atlético Madrid,28,1993,3.0,0,0,0,3,0,2,23,1,4,0,0,0,14,0,2,0.0,Matches
111,Cameron Carter-Vickers,us USA,DF,sct Celtic,24,1997,4.0,0,0,0,1,1,0,0,4,2,0,0,0,16,6,3,66.7,Matches
112,Dani Carvajal,es ESP,DF,es Real Madrid,30,1992,9.7,3,0,0,10,10,1,20,7,11,0,0,0,37,6,7,46.2,Matches
113,Fabio Carvalho,pt POR,"MF,FW",eng Liverpool,19,2002,1.3,0,0,0,0,1,0,1,0,1,0,0,0,9,0,1,0.0,Matches
114,Marc Casado,es ESP,MF,es Barcelona,18,2003,0.3,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,100.0,Matches
115,Dani Ceballos,es ESP,MF,es Real Madrid,25,1996,1.0,0,0,0,2,4,0,1,0,1,0,0,0,9,0,0,,Matches
116,Aleš Čermák,cz CZE,MF,cz Viktoria Plzeň,27,1994,0.4,0,0,0,1,0,0,2,2,1,0,0,0,4,0,0,,Matches
117,El Chadaille Bitshiabu,fr FRA,DF,fr Paris S-G,17,2005,0.5,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,25.0,Matches
118,Trevoh Chalobah,eng ENG,DF,eng Chelsea,23,1999,4.9,0,0,0,1,3,0,0,5,6,0,0,0,24,10,3,76.9,Matches
119,Timothy Chandler,us USA,DF,de Eint Frankfurt,32,1990,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
120,Tjaronn Chery,sr SUR,"MF,FW",il Maccabi Haifa,34,1988,6.0,1,0,0,3,2,2,14,1,1,0,0,0,27,1,0,100.0,Matches
121,Federico Chiesa,it ITA,FW,it Juventus,24,1997,0.2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,,Matches
122,Ben Chilwell,eng ENG,"DF,MF",eng Chelsea,25,1996,6.2,1,1,0,10,11,2,34,4,8,0,0,0,33,3,4,42.9,Matches
123,Chiquinho,pt POR,MF,pt Benfica,27,1995,4.5,0,0,0,3,7,1,12,7,6,0,0,0,32,3,6,33.3,Matches
124,Tomáš Chorý,cz CZE,FW,cz Viktoria Plzeň,27,1995,4.0,2,0,0,9,7,3,0,1,1,1,0,0,5,18,14,56.3,Matches
125,Andreas Christensen,dk DEN,DF,es Barcelona,26,1996,2.4,0,0,0,2,2,0,0,3,1,0,0,0,13,4,0,100.0,Matches
126,Viktor Claesson,se SWE,"FW,MF",dk FC Copenhagen,30,1992,5.4,2,0,0,6,5,1,0,9,8,0,0,0,41,8,14,36.4,Matches
127,Jonathan Clauss,fr FRA,DF,fr Marseille,29,1992,4.6,1,0,0,1,1,0,12,5,1,0,0,0,19,0,2,0.0,Matches
128,William Clem,dk DEN,MF,dk FC Copenhagen,18,2004,1.9,0,0,0,1,2,0,0,4,2,0,0,0,12,0,0,,Matches
129,Sebastián Coates,uy URU,DF,pt Sporting CP,31,1990,4.4,1,0,0,2,1,0,0,6,3,0,1,0,20,6,5,54.5,Matches
130,Josh Cohen,us USA,GK,il Maccabi Haifa,29,1992,6.0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,,Matches
131,Antonio Čolak,hr CRO,FW,sct Rangers,28,1993,3.2,0,0,0,3,3,4,1,1,0,0,0,0,7,6,14,30.0,Matches
132,Kingsley Coman,fr FRA,"FW,DF",de Bayern Munich,26,1996,5.9,0,0,0,1,12,2,27,2,8,0,0,0,35,6,5,54.5,Matches
133,Francisco Conceição,pt POR,"FW,MF",nl Ajax,19,2002,0.2,1,0,0,1,3,0,0,0,0,0,0,0,3,0,1,0.0,Matches
134,Rodrigo Conceição,pt POR,DF,pt Porto,22,2000,0.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,Matches
135,Andreas Cornelius,dk DEN,FW,dk FC Copenhagen,29,1993,1.2,0,0,0,4,3,1,0,0,1,0,0,0,2,6,6,50.0,Matches
136,Pierre Cornud,fr FRA,DF,il Maccabi Haifa,25,1996,4.1,1,0,0,2,2,0,21,3,4,0,0,0,16,5,3,62.5,Matches
137,Ángel Correa,ar ARG,"FW,MF",es Atlético Madrid,27,1995,3.5,0,0,0,3,4,4,8,0,0,0,0,0,8,1,3,25.0,Matches
138,Joaquín Correa,ar ARG,FW,it Inter,27,1994,3.4,0,0,0,3,4,3,0,0,1,0,0,0,12,1,4,20.0,Matches
139,Bruno Xavier Almeida Costa,pt POR,MF,pt Porto,25,1997,0.8,0,0,0,1,1,0,3,1,2,0,0,0,4,0,0,,Matches
140,Diogo Costa,pt POR,GK,pt Porto,22,1999,8.0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,100.0,Matches
141,Soumaïla Coulibaly,fr FRA,DF,de Dortmund,18,2003,0.2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,Matches
142,Thibaut Courtois,be BEL,GK,es Real Madrid,30,1992,10.0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,0,100.0,Matches
143,Juan Cuadrado,co COL,"DF,MF",it Juventus,34,1988,4.8,0,0,0,4,17,1,24,8,7,0,1,0,30,2,4,33.3,Matches
144,Marc Cucurella,es ESP,DF,eng Chelsea,24,1998,4.6,2,0,0,6,6,2,13,8,9,0,0,0,40,7,4,63.6,Matches
145,Matheus Cunha,br BRA,"FW,MF",es Atlético Madrid,23,1999,1.4,0,0,0,2,3,1,3,1,1,1,0,0,5,0,8,0.0,Matches
146,Danilo D'Ambrosio,it ITA,DF,it Inter,33,1988,1.8,0,0,0,3,4,1,2,4,1,0,0,1,10,4,3,57.1,Matches
147,Danilo,br BRA,DF,it Juventus,31,1991,4.7,3,0,0,4,1,0,8,7,2,0,0,0,18,6,3,66.7,Matches
148,Arnaut Danjuma,nl NED,MF,eng Tottenham,25,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
149,Mohamed Daramy,dk DEN,FW,dk FC Copenhagen,20,2002,4.9,1,0,0,2,5,4,5,4,1,0,0,0,16,2,0,100.0,Matches
150,Matteo Darmian,it ITA,DF,it Inter,32,1989,9.1,1,0,0,10,4,1,10,19,11,0,0,0,35,7,9,43.8,Matches
151,Dean David,il ISR,"FW,DF",il Maccabi Haifa,26,1996,2.6,0,0,0,2,1,1,2,0,2,0,0,0,10,3,6,33.3,Matches
152,Alphonso Davies,ca CAN,DF,de Bayern Munich,21,2000,6.7,1,0,0,4,4,1,6,8,10,0,0,0,56,0,2,0.0,Matches
153,Ben Davies,wls WAL,DF,eng Tottenham,29,1993,4.4,0,0,0,6,3,2,2,5,6,0,0,0,17,7,2,77.8,Matches
154,Ben Davies,eng ENG,DF,sct Rangers,26,1995,2.9,1,0,0,2,1,0,0,4,1,0,0,0,15,5,3,62.5,Matches
155,Steven Davis,nir NIR,MF,sct Rangers,37,1985,2.8,0,0,0,0,1,0,0,2,4,0,0,0,21,4,1,80.0,Matches
156,Kevin De Bruyne,be BEL,MF,eng Manchester City,31,1991,8.0,1,0,0,5,7,1,77,2,3,0,0,0,23,1,2,33.3,Matches
157,Charles De Ketelaere,be BEL,"MF,FW",it Milan,21,2001,2.6,1,0,0,5,1,0,3,3,1,0,0,0,12,2,4,33.3,Matches
158,Rodrigo De Paul,ar ARG,MF,es Atlético Madrid,28,1994,2.8,1,0,0,2,8,1,20,3,2,0,0,0,18,0,0,,Matches
159,Mattia De Sciglio,it ITA,DF,it Juventus,29,1992,1.1,0,0,0,1,1,1,6,1,1,0,0,0,2,0,2,0.0,Matches
160,Amar Dedić,ba BIH,DF,at RB Salzburg,19,2002,6.0,0,0,0,6,6,0,9,9,11,0,0,0,31,5,6,45.5,Matches
161,Thomas Delaney,dk DEN,MF,es Sevilla,30,1991,2.6,0,0,0,2,4,0,1,1,2,0,0,0,14,4,1,80.0,Matches
162,Ousmane Dembélé,fr FRA,FW,es Barcelona,25,1997,4.6,1,0,0,5,6,2,51,2,7,0,0,0,16,2,1,66.7,Matches
163,Kerem Demirbay,de GER,MF,de Leverkusen,29,1993,3.0,1,0,0,9,4,1,28,3,5,0,0,0,24,1,1,50.0,Matches
164,Sergiño Dest,us USA,DF,it Milan,21,2000,2.1,0,0,0,2,1,1,3,1,1,0,0,0,15,1,2,33.3,Matches
165,Giovanni Di Lorenzo,it ITA,DF,it Napoli,28,1993,9.9,2,0,0,12,9,0,23,12,10,0,0,0,56,14,15,48.3,Matches
166,Ángel Di María,ar ARG,FW,it Juventus,34,1988,1.6,0,0,0,1,2,0,10,0,0,0,0,0,12,0,1,0.0,Matches
167,Moussa Diaby,fr FRA,"FW,MF",de Leverkusen,23,1999,5.6,0,0,0,3,2,1,16,0,2,0,0,0,21,0,5,0.0,Matches
168,Abdou Diallo,sn SEN,"DF,MF",de RB Leipzig,26,1996,2.5,0,0,0,0,2,0,1,1,2,0,0,0,14,4,4,50.0,Matches
169,Rúben Dias,pt POR,DF,eng Manchester City,25,1997,11.7,2,0,0,8,1,0,2,7,18,0,0,0,55,22,15,59.5,Matches
170,Brahim Díaz,ma MAR,"MF,FW",it Milan,22,1999,6.7,1,0,0,11,23,0,7,6,3,0,0,0,25,4,7,36.4,Matches
171,Luis Díaz,co COL,FW,eng Liverpool,25,1997,3.0,0,0,0,6,5,2,2,0,2,1,0,0,14,7,3,70.0,Matches
172,Eric Dier,eng ENG,DF,eng Tottenham,28,1994,6.9,3,0,0,11,0,0,4,8,5,0,0,0,40,18,13,58.1,Matches
173,Kevin Diks,id IDN,DF,dk FC Copenhagen,25,1996,3.7,0,0,0,5,1,0,2,4,7,0,0,0,14,8,3,72.7,Matches
174,Federico Dimarco,it ITA,DF,it Inter,24,1997,8.1,2,0,0,7,9,1,63,10,6,0,0,0,47,2,7,22.2,Matches
175,Junior Dina Ebimbe,fr FRA,"MF,DF",de Eint Frankfurt,21,2000,2.7,1,0,0,9,4,0,3,1,6,0,0,0,19,2,5,28.6,Matches
176,Marko Dmitrović,rs SRB,GK,es Sevilla,30,1992,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,100.0,Matches
177,Matt Doherty,ie IRL,DF,eng Tottenham,30,1992,0.8,0,0,0,2,0,0,1,2,1,0,0,0,4,2,0,100.0,Matches
178,Kasper Dolberg,dk DEN,FW,es Sevilla,24,1997,1.2,0,0,0,3,1,1,0,1,0,0,0,0,3,2,4,33.3,Matches
179,Gianluigi Donnarumma,it ITA,GK,fr Paris S-G,23,1999,8.0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,,Matches
180,Julian Draxler,de GER,MF,pt Benfica,28,1993,0.4,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,66.7,Matches
181,Josip Drmić,ch SUI,FW,hr Dinamo Zagreb,29,1992,1.1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3,25.0,Matches
