Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
497,Andreas Pereira,br BRA,"MF,FW",eng Manchester Utd,22,1996,2.1,128,2,18,73,38,1,128,4,2,50.0,2,50.0,77,421,188,2,3,0,2,4,98,12,Matches
498,Danilo Pereira,pt POR,MF,pt Porto,26,1991,10.3,587,24,119,401,75,7,587,11,7,63.6,4,36.4,363,1969,951,13,13,0,7,8,376,5,Matches
499,Maxi Pereira,uy URU,DF,pt Porto,34,1984,7.0,453,24,158,224,73,4,453,7,2,28.6,5,71.4,219,856,438,8,5,1,7,3,255,19,Matches
500,Gastón Pereiro,uy URU,MF,nl PSV Eindhoven,23,1995,4.3,169,9,28,69,74,7,169,4,4,100.0,0,0.0,78,536,295,10,11,1,6,8,91,18,Matches
501,Luan Peres Petroni,br BRA,DF,be Club Brugge,24,1994,0.2,10,1,5,1,4,2,10,0,0,,0,,2,2,1,0,0,0,0,0,3,0,Matches
502,Ivan Perišić,hr CRO,FW,it Inter,29,1989,5.5,259,17,59,102,100,28,259,7,4,57.1,3,42.9,115,822,400,19,8,6,5,1,163,49,Matches
503,Luděk Pernica,cz CZE,DF,cz Viktoria Plzeň,28,1990,1.0,38,4,24,13,1,0,38,0,0,,0,,17,119,73,1,0,0,1,0,21,0,Matches
504,Diego Perotti,ar ARG,"FW,MF",it Roma,30,1988,1.7,86,2,19,24,45,4,86,5,2,40.0,3,60.0,57,519,286,12,7,2,2,4,55,12,Matches
505,Milan Petržela,cz CZE,FW,cz Viktoria Plzeň,35,1983,2.5,98,4,23,29,46,7,98,6,2,33.3,4,66.7,64,406,201,10,6,3,4,8,69,15,Matches
506,Maximilian Philipp,de GER,FW,de Dortmund,24,1994,0.9,55,1,4,29,22,6,55,4,3,75.0,1,25.0,39,167,94,2,2,0,3,1,40,6,Matches
507,Cristiano Piccini,it ITA,DF,es Valencia,25,1992,3.0,168,16,56,80,36,4,168,6,5,83.3,1,16.7,91,596,336,11,9,1,4,6,84,13,Matches
508,Gerard Piqué,es ESP,DF,es Barcelona,31,1987,11.0,817,110,398,416,9,3,817,3,3,100.0,0,0.0,429,2227,1341,3,3,0,0,1,582,2,Matches
509,Łukasz Piszczek,pl POL,DF,de Dortmund,33,1985,5.0,365,15,101,190,76,4,365,4,2,50.0,2,50.0,179,819,339,6,6,0,2,3,220,24,Matches
510,Pizzi,pt POR,MF,pt Benfica,28,1989,3.5,288,5,48,155,86,6,288,7,6,85.7,1,14.3,188,783,356,8,3,1,5,4,220,15,Matches
511,Miralem Pjanić,ba BIH,MF,it Juventus,28,1990,9.0,771,15,133,469,175,6,769,6,5,83.3,1,16.7,376,1600,754,7,9,1,16,7,520,8,Matches
512,Paul Pogba,fr FRA,MF,eng Manchester Utd,25,1993,8.1,562,9,58,347,163,19,561,17,10,58.8,7,41.2,351,2153,1194,23,18,4,22,13,452,36,Matches
513,Matteo Politano,it ITA,FW,it Inter,24,1993,5.0,265,2,30,86,151,8,265,16,6,37.5,10,62.5,151,1351,807,33,14,4,7,6,190,47,Matches
514,Ilya Pomazun,ru RUS,GK,ru CSKA Moscow,21,1996,1.0,43,40,43,0,0,0,43,0,0,,0,,23,204,146,0,0,0,0,0,12,0,Matches
515,Ezequiel Ponce,ar ARG,FW,gr AEK Athens,21,1997,5.4,171,5,14,108,49,9,171,4,3,75.0,1,25.0,105,521,121,5,5,2,16,18,133,14,Matches
516,Stefan Posch,at AUT,DF,de Hoffenheim,21,1997,2.0,87,8,44,40,3,1,87,0,0,,0,,47,211,93,0,0,0,0,1,55,0,Matches
517,Benoît Poulain,fr FRA,DF,be Club Brugge,31,1987,6.0,421,48,149,240,32,3,421,0,0,,0,,249,1170,765,10,8,1,4,0,277,2,Matches
518,Roman Procházka,sk SVK,MF,cz Viktoria Plzeň,29,1989,4.7,211,15,65,109,38,9,210,0,0,,0,,99,516,241,5,5,1,2,6,125,5,Matches
519,Christian Pulisic,us USA,FW,de Dortmund,19,1998,5.0,325,2,22,157,153,27,325,34,19,55.9,15,44.1,232,1604,757,25,19,13,12,16,259,44,Matches
520,Andriy Pyatov,ua UKR,GK,ua Shakhtar,34,1984,6.0,259,217,257,2,0,0,259,0,0,,0,,127,626,426,0,0,0,0,0,99,0,Matches
521,Adrien Rabiot,fr FRA,MF,fr Paris S-G,23,1995,3.2,278,7,55,183,45,6,278,2,2,100.0,0,0.0,167,950,440,4,5,0,5,5,205,4,Matches
522,Rafael,br BRA,"DF,MF",fr Lyon,28,1990,2.6,183,9,59,81,45,5,183,5,2,40.0,3,60.0,78,323,192,6,3,0,6,0,97,16,Matches
523,Rafinha,br BRA,DF,de Bayern Munich,32,1985,4.1,377,14,116,223,39,3,377,4,4,100.0,0,0.0,213,828,494,8,4,1,1,2,262,9,Matches
524,Rafinha,br BRA,FW,es Barcelona,25,1993,0.9,71,0,6,31,36,3,71,1,1,100.0,0,0.0,47,264,126,3,6,0,1,0,55,4,Matches
525,Andrea Raggi,it ITA,DF,fr Monaco,34,1984,4.0,215,17,80,108,29,3,215,1,1,100.0,0,0.0,127,529,340,5,4,0,0,0,134,9,Matches
526,Baba Rahman,gh GHA,DF,de Schalke 04,24,1994,0.8,56,1,12,24,20,1,56,2,1,50.0,1,50.0,28,212,115,5,2,1,2,1,33,9,Matches
527,Ivan Rakitić,hr CRO,MF,es Barcelona,30,1988,11.3,1020,25,156,667,201,13,1020,6,2,33.3,4,66.7,541,2291,1216,20,20,1,10,5,793,18,Matches
528,Yaroslav Rakitskiy,ua UKR,DF,ua Shakhtar,28,1989,4.0,300,31,125,139,37,0,300,2,2,100.0,0,0.0,197,890,494,1,2,1,1,0,211,4,Matches
529,Sergio Ramos,es ESP,DF,es Real Madrid,32,1986,4.6,370,31,174,169,31,12,370,0,0,,0,,219,986,504,1,3,0,0,1,256,3,Matches
530,Marcus Rashford,eng ENG,FW,eng Manchester Utd,20,1997,8.0,344,8,35,134,180,31,343,16,7,43.8,9,56.3,178,1212,543,23,13,16,25,22,256,59,Matches
531,Sergio Reguilón,es ESP,DF,es Real Madrid,21,1996,4.0,304,17,60,148,101,12,304,11,6,54.5,5,45.5,176,1154,720,22,17,6,4,1,203,32,Matches
532,Marco Reus,de GER,"MF,FW",de Dortmund,29,1989,5.8,334,8,37,137,163,30,334,10,7,70.0,3,30.0,216,1090,566,17,19,7,12,9,251,45,Matches
533,Kaveh Rezaei,ir IRN,FW,be Club Brugge,26,1992,1.1,30,0,0,10,20,0,30,1,0,0.0,1,100.0,20,46,12,1,1,0,3,1,29,15,Matches
534,Jakub Řezníček,cz CZE,FW,cz Viktoria Plzeň,30,1988,0.7,23,0,1,16,7,0,23,2,0,0.0,2,100.0,9,52,3,0,1,0,2,5,18,1,Matches
535,Radim Řezník,cz CZE,DF,cz Viktoria Plzeň,29,1989,5.0,248,18,82,112,55,13,248,5,2,40.0,3,60.0,87,472,208,5,3,2,3,3,127,17,Matches
536,Franck Ribéry,fr FRA,"MF,FW",de Bayern Munich,35,1983,4.8,270,1,33,124,120,28,270,26,16,61.5,10,38.5,202,1513,922,33,23,16,9,13,213,48,Matches
537,Mats Rits,be BEL,MF,be Club Brugge,25,1993,3.0,145,8,38,88,20,0,145,1,1,100.0,0,0.0,78,236,68,1,0,0,3,4,95,9,Matches
538,Arjen Robben,nl NED,"FW,MF",de Bayern Munich,34,1984,3.5,185,1,16,82,88,19,185,11,2,18.2,9,81.8,116,949,518,19,18,8,6,8,135,36,Matches
539,Sergi Roberto,es ESP,"DF,MF",es Barcelona,26,1992,7.8,607,19,123,301,189,12,607,9,6,66.7,3,33.3,355,1785,1018,19,23,3,4,5,459,45,Matches
540,Andrew Robertson,sct SCO,DF,eng Liverpool,24,1994,11.2,859,48,222,429,217,28,859,11,7,63.6,4,36.4,477,2346,1454,31,34,2,7,7,546,56,Matches
541,Milan Rodić,rs SRB,DF,rs Red Star,27,1991,5.0,234,35,116,82,37,0,234,1,1,100.0,0,0.0,103,357,211,7,7,1,4,0,108,9,Matches
542,Rodri,es ESP,MF,es Atlético Madrid,22,1996,6.7,531,20,98,373,64,4,531,7,4,57.1,3,42.9,315,1536,710,4,5,0,3,7,370,5,Matches
543,Rodrigo,es ESP,FW,es Valencia,27,1991,4.8,198,2,13,96,89,15,198,11,3,27.3,7,63.6,169,973,429,15,16,0,15,11,193,46,Matches
544,Garry Rodrigues,cv CPV,"FW,MF",tr Galatasaray,27,1990,5.7,225,0,15,63,148,24,225,11,5,45.5,6,54.5,145,1123,575,22,15,8,18,9,182,57,Matches
545,James Rodríguez,co COL,MF,de Bayern Munich,27,1991,3.7,302,1,49,169,85,5,302,6,4,66.7,2,33.3,171,836,407,6,4,0,6,2,208,19,Matches
546,Marko Rog,hr CRO,"FW,MF",it Napoli,23,1995,0.1,8,0,2,6,0,0,8,0,0,,0,,5,17,9,0,0,0,0,0,6,0,Matches
547,Marcos Rojo,ar ARG,DF,eng Manchester Utd,28,1990,0.5,37,2,10,20,7,0,37,1,1,100.0,0,0.0,13,19,9,0,0,0,0,0,20,0,Matches
548,Maximiliano Romero,ar ARG,FW,nl PSV Eindhoven,19,1999,0.1,4,0,0,0,4,3,4,0,0,,0,,2,10,0,0,0,0,1,0,3,1,Matches
549,Sergio Romero,ar ARG,GK,eng Manchester Utd,31,1987,1.0,34,32,34,0,0,0,34,0,0,,0,,13,72,51,0,0,0,0,0,15,0,Matches
550,Cristiano Ronaldo,pt POR,FW,it Juventus,33,1985,8.3,397,6,19,157,225,49,396,27,18,66.7,9,33.3,266,1926,978,37,37,9,21,12,356,102,Matches
551,Pablo Rosario,nl NED,MF,nl PSV Eindhoven,21,1997,5.9,264,23,78,157,30,4,264,5,3,60.0,2,40.0,95,427,161,2,5,0,3,6,145,3,Matches
552,Danny Rose,eng ENG,DF,eng Tottenham,28,1990,5.9,371,24,91,190,96,11,371,24,14,58.3,10,41.7,182,1107,641,25,8,3,15,5,196,23,Matches
553,Boris Rotenberg,fi FIN,FW,ru Loko Moscow,32,1986,0.0,3,0,0,3,0,0,3,0,0,,0,,0,0,0,0,0,0,0,0,3,0,Matches
554,Sebastian Rudy,de GER,MF,de Schalke 04,28,1990,2.7,155,4,36,95,25,1,155,2,2,100.0,0,0.0,64,435,185,3,3,0,1,3,83,6,Matches
555,Daniele Rugani,it ITA,DF,it Juventus,24,1994,3.0,158,17,79,78,2,0,158,2,2,100.0,0,0.0,83,405,219,1,0,0,1,0,81,0,Matches
556,Mário Rui,pt POR,DF,it Napoli,27,1991,5.8,531,26,116,254,162,9,531,12,6,50.0,6,50.0,320,1337,834,21,11,2,8,5,368,56,Matches
557,Fabián Ruiz Peña,es ESP,MF,it Napoli,22,1996,5.2,426,7,46,254,128,12,426,10,8,80.0,2,20.0,279,1246,686,15,16,2,8,10,330,43,Matches
558,Maciej Rybus,pl POL,DF,ru Loko Moscow,28,1989,2.0,113,11,39,63,12,1,113,4,3,75.0,1,25.0,42,149,67,1,0,1,0,2,40,6,Matches
559,Michal Sadílek,cz CZE,MF,nl PSV Eindhoven,19,1999,0.3,17,1,7,4,6,0,17,0,0,,0,,6,27,11,0,0,0,0,0,10,1,Matches
560,Trent Sainsbury,au AUS,DF,nl PSV Eindhoven,26,1992,1.1,60,17,41,20,0,0,60,0,0,,0,,23,115,38,0,0,0,0,1,28,0,Matches
561,Mohamed Salah,eg EGY,FW,eng Liverpool,26,1992,11.7,511,3,23,142,355,103,509,39,24,61.5,15,38.5,369,2131,1083,37,26,20,38,31,385,151,Matches
562,Eduardo Salvio,ar ARG,"FW,MF",pt Benfica,28,1990,2.7,145,2,14,90,45,7,145,16,10,62.5,6,37.5,112,723,367,18,9,2,10,14,107,23,Matches
563,Renato Sanches,pt POR,MF,de Bayern Munich,20,1997,1.4,102,1,15,64,25,1,102,8,5,62.5,3,37.5,63,387,253,6,6,0,4,7,80,8,Matches
564,Alexis Sánchez,cl CHI,FW,eng Manchester Utd,29,1988,2.3,127,1,18,45,67,8,127,8,3,37.5,5,62.5,77,449,169,7,6,2,5,6,88,18,Matches
565,Davinson Sánchez,co COL,DF,eng Tottenham,22,1996,7.0,570,43,270,288,14,9,570,4,4,100.0,0,0.0,389,1509,798,3,1,0,3,1,406,2,Matches
566,Javi Sánchez,es ESP,DF,es Real Madrid,21,1997,1.4,89,8,34,54,1,1,89,0,0,,0,,55,253,141,0,0,0,0,0,57,0,Matches
567,Jadon Sancho,eng ENG,"FW,MF",de Dortmund,18,2000,4.8,329,1,26,144,164,16,329,19,11,57.9,8,42.1,235,1323,602,20,15,5,26,11,251,62,Matches
568,Alex Sandro,br BRA,DF,it Juventus,27,1991,8.3,601,29,154,291,163,13,601,17,10,58.8,7,41.2,344,2011,1005,21,15,1,15,10,406,45,Matches
569,Leroy Sané,de GER,"FW,DF",eng Manchester City,22,1996,4.4,268,5,19,75,181,36,268,41,19,46.3,22,53.7,216,1483,760,26,10,12,16,16,205,52,Matches
570,Salif Sané,sn SEN,DF,de Schalke 04,27,1990,6.0,325,35,192,124,13,8,325,0,0,,0,,174,1080,617,4,2,1,2,0,188,5,Matches
571,Sékou Sanogo,ci CIV,MF,ch Young Boys,29,1989,3.3,190,4,40,133,19,4,190,1,1,100.0,0,0.0,108,638,317,4,5,0,1,5,127,4,Matches
572,Davide Santon,it ITA,DF,it Roma,27,1991,2.9,171,15,56,86,30,0,171,2,2,100.0,0,0.0,92,677,402,13,8,0,1,2,98,8,Matches
573,Stefan Savić,me MNE,DF,es Atlético Madrid,27,1991,0.9,59,4,17,41,1,0,59,0,0,,0,,30,126,96,0,0,0,0,0,48,0,Matches
574,Vujadin Savić,rs SRB,DF,rs Red Star,28,1990,2.5,86,26,72,13,1,1,86,0,0,,0,,27,124,40,0,0,0,0,0,27,0,Matches
575,Patrik Schick,cz CZE,FW,it Roma,22,1996,2.8,89,4,7,36,47,14,89,7,3,42.9,4,57.1,54,351,90,2,3,1,9,6,69,26,Matches
576,Thorsten Schick,at AUT,"DF,FW",ch Young Boys,28,1990,1.1,56,1,11,33,12,0,56,1,0,0.0,1,100.0,37,163,73,2,4,0,0,0,36,1,Matches
577,Marcel Schmelzer,de GER,DF,de Dortmund,30,1988,2.2,247,7,59,129,61,7,247,3,1,33.3,2,66.7,176,853,492,13,8,3,5,1,185,21,Matches
578,Lasse Schöne,dk DEN,MF,nl Ajax,32,1986,9.8,711,26,150,429,136,4,711,6,4,66.7,2,33.3,412,1566,541,5,7,0,14,15,461,10,Matches
579,Alessandro Schöpf,at AUT,"DF,FW",de Schalke 04,24,1994,3.3,200,3,52,98,56,5,200,10,5,50.0,5,50.0,105,803,441,17,9,2,5,4,114,19,Matches
580,Siebe Schrijvers,be BEL,FW,be Club Brugge,22,1996,0.8,34,0,6,16,12,2,34,0,0,,0,,21,64,32,1,0,0,2,1,24,8,Matches
581,Nico Schulz,de GER,"DF,MF",de Hoffenheim,25,1993,4.9,322,12,62,171,92,10,322,10,4,40.0,6,60.0,158,965,551,18,6,2,8,1,197,35,Matches
582,Daniel Schwaab,de GER,DF,nl PSV Eindhoven,29,1988,5.0,215,43,132,77,10,4,215,0,0,,0,,94,457,231,0,0,0,0,0,102,0,Matches
583,Haris Seferović,ch SUI,FW,pt Benfica,26,1992,4.8,136,2,4,67,65,18,136,2,2,100.0,0,0.0,87,358,123,4,3,3,5,7,108,32,Matches
584,Alfa Semedo,gw GNB,"MF,FW",pt Benfica,20,1997,1.5,96,2,16,69,14,2,96,6,5,83.3,1,16.7,52,422,144,3,3,0,1,1,59,2,Matches
585,Nélson Semedo,pt POR,DF,es Barcelona,24,1993,6.2,438,17,123,231,89,8,438,19,11,57.9,8,42.1,249,1176,704,15,10,6,7,4,308,27,Matches
586,Suat Serdar,de GER,MF,de Schalke 04,21,1997,5.6,187,0,27,114,49,8,187,16,10,62.5,6,37.5,92,558,259,7,5,1,3,9,96,9,Matches
587,Julien Serrano,fr FRA,DF,fr Monaco,20,1998,0.1,14,1,4,6,4,0,14,0,0,,0,,10,44,20,0,0,0,0,0,12,0,Matches
588,Stephan El Shaarawy,it ITA,FW,it Roma,25,1992,2.9,103,1,21,39,45,8,103,8,4,50.0,4,50.0,66,502,247,6,0,4,5,2,78,20,Matches
589,Xherdan Shaqiri,ch SUI,"FW,MF",eng Liverpool,26,1991,2.0,121,1,11,49,62,3,121,1,0,0.0,1,100.0,74,555,231,9,9,0,3,3,90,14,Matches
590,Luke Shaw,eng ENG,DF,eng Manchester Utd,23,1995,8.0,548,29,152,267,131,12,548,13,10,76.9,3,23.1,264,1243,722,20,14,4,2,3,342,27,Matches
591,Georgi Shchennikov,ru RUS,"DF,FW",ru CSKA Moscow,27,1991,2.4,94,7,19,45,30,4,94,2,0,0.0,2,100.0,43,264,148,4,5,0,0,0,59,11,Matches
592,Djibril Sidibé,fr FRA,"DF,MF",fr Monaco,26,1992,3.7,252,7,38,152,64,3,252,4,3,75.0,1,25.0,159,682,328,5,5,1,4,5,155,20,Matches
593,Arnór Sigurðsson,is ISL,"MF,FW",ru CSKA Moscow,19,1999,3.9,147,1,18,45,86,14,147,7,3,42.9,4,57.1,101,709,370,10,14,1,7,10,122,40,Matches
594,Bernardo Silva,pt POR,"MF,FW",eng Manchester City,23,1994,6.4,380,4,25,183,174,23,380,20,15,75.0,5,25.0,285,1922,1041,30,20,10,8,11,283,48,Matches
595,David Silva,es ESP,MF,eng Manchester City,32,1986,7.9,564,4,33,300,236,43,564,7,7,100.0,0,0.0,428,1649,719,20,25,3,7,11,468,71,Matches
596,Rafa Silva,pt POR,"FW,MF",pt Benfica,25,1993,4.1,155,2,27,79,59,13,155,10,5,50.0,5,50.0,102,789,476,16,12,4,8,7,94,21,Matches
597,Thiago Silva,br BRA,DF,fr Paris S-G,33,1984,6.8,643,79,295,340,9,3,643,1,1,100.0,0,0.0,376,1729,996,2,0,0,2,0,478,0,Matches
598,Veljko Simić,rs SRB,FW,rs Red Star,23,1995,2.3,65,0,16,25,24,3,65,1,1,100.0,0,0.0,51,232,93,1,3,0,2,3,45,6,Matches
599,André Simões,pt POR,MF,gr AEK Athens,28,1989,3.9,256,9,50,182,26,4,256,7,4,57.1,3,42.9,137,584,222,6,3,0,4,4,184,1,Matches
600,Daley Sinkgraven,nl NED,"DF,FW",nl Ajax,23,1995,1.1,65,6,24,32,9,0,65,2,1,50.0,1,50.0,31,120,45,1,0,0,1,0,28,4,Matches
601,Moussa Sissoko,fr FRA,MF,eng Tottenham,28,1989,8.1,434,11,86,259,99,5,434,17,9,52.9,8,47.1,272,1639,843,21,15,2,16,13,291,21,Matches
602,Milan Škriniar,sk SVK,DF,it Inter,23,1995,6.0,403,37,207,187,13,6,403,4,1,25.0,3,75.0,190,1204,713,7,2,0,3,2,248,1,Matches
603,Steven Skrzybski,de GER,"FW,MF",de Schalke 04,25,1992,1.1,27,0,3,7,17,4,27,0,0,,0,,13,72,22,1,1,1,3,1,14,6,Matches
604,Chris Smalling,eng ENG,DF,eng Manchester Utd,28,1989,8.0,369,53,192,165,12,7,369,2,1,50.0,1,50.0,157,548,238,1,0,1,2,2,196,1,Matches
605,Fyodor Smolov,ru RUS,FW,ru Loko Moscow,28,1990,1.3,67,2,2,35,30,8,67,3,1,33.3,2,66.7,32,218,109,3,1,3,5,0,52,14,Matches
606,Tiquinho Soares,br BRA,FW,pt Porto,27,1991,3.0,107,2,9,52,47,13,107,5,3,60.0,2,40.0,69,388,158,4,5,2,11,6,82,19,Matches
607,Carlos Soler,es ESP,MF,es Valencia,21,1997,4.4,246,6,29,124,96,16,246,7,6,85.7,1,14.3,167,1045,674,20,11,4,8,3,187,17,Matches
608,Djibril Sow,ch SUI,MF,ch Young Boys,21,1997,5.6,336,15,72,213,56,4,336,1,1,100.0,0,0.0,195,1216,603,10,8,0,8,0,214,7,Matches
609,Leonardo Spinazzola,it ITA,DF,it Juventus,25,1993,0.7,67,2,10,17,40,5,67,8,2,25.0,6,75.0,38,251,108,4,2,3,3,1,47,19,Matches
610,Slavoljub Srnić,rs SRB,"FW,MF",rs Red Star,26,1992,2.7,86,4,21,41,24,5,86,2,0,0.0,2,100.0,49,211,78,5,1,0,6,2,50,8,Matches
611,Benjamin Stambouli,fr FRA,DF,de Schalke 04,27,1990,4.8,318,18,154,152,16,0,318,2,2,100.0,0,0.0,172,772,557,5,3,0,3,2,193,0,Matches
612,Taras Stepanenko,ua UKR,MF,ua Shakhtar,28,1989,5.8,359,14,84,236,41,8,359,1,1,100.0,0,0.0,218,1090,598,6,5,2,5,3,253,6,Matches
613,Raheem Sterling,eng ENG,FW,eng Manchester City,23,1994,9.7,504,6,29,192,295,69,504,51,31,60.8,19,37.3,403,2493,1331,54,40,26,20,31,419,135,Matches
614,Nikola Stojiljković,rs SRB,FW,rs Red Star,25,1992,0.5,15,0,1,10,4,0,15,0,0,,0,,11,20,1,0,0,0,2,2,10,3,Matches
615,Filip Stojković,me MNE,DF,rs Red Star,25,1993,4.6,207,28,88,84,38,4,207,5,2,40.0,3,60.0,109,608,318,11,6,2,2,1,94,9,Matches
616,John Stones,eng ENG,DF,eng Manchester City,24,1994,4.7,445,26,123,310,16,3,445,3,2,66.7,1,33.3,310,1792,865,1,0,0,2,1,345,0,Matches
617,Daniel Sturridge,eng ENG,FW,eng Liverpool,28,1989,2.3,69,0,5,27,39,11,69,5,4,80.0,1,20.0,50,301,148,6,5,1,7,2,48,16,Matches
618,Denis Suárez,es ESP,FW,es Barcelona,24,1994,0.3,20,0,2,10,8,2,20,1,0,0.0,1,100.0,11,33,9,0,1,0,1,6,15,6,Matches
619,Luis Suárez,uy URU,FW,es Barcelona,31,1987,10.0,471,11,18,196,262,72,471,32,14,43.8,18,56.3,246,1383,674,29,12,24,21,15,388,94,Matches
620,Danijel Subašić,hr CRO,GK,fr Monaco,33,1984,0.5,12,11,12,0,0,0,12,0,0,,0,,6,36,34,0,0,0,0,0,3,0,Matches
621,Niklas Süle,de GER,DF,de Bayern Munich,22,1995,5.0,431,43,271,159,3,2,431,1,1,100.0,0,0.0,294,1414,761,2,1,0,0,0,328,0,Matches
622,Miralem Sulejmani,rs SRB,"MF,FW",ch Young Boys,29,1988,3.8,164,1,19,71,79,13,164,11,5,45.5,6,54.5,72,522,255,10,5,6,6,0,98,20,Matches
623,Moussa Sylla,ml MLI,FW,fr Monaco,18,1999,3.8,127,2,5,51,72,19,127,3,1,33.3,2,66.7,89,626,185,7,5,6,8,9,95,32,Matches
624,Ádám Szalai,hu HUN,"FW,MF",de Hoffenheim,30,1987,3.0,96,5,12,48,36,15,96,2,1,50.0,1,50.0,41,136,48,2,0,2,8,9,66,22,Matches
625,Wojciech Szczęsny,pl POL,GK,it Juventus,28,1990,10.0,306,259,302,4,0,0,306,1,1,100.0,0,0.0,136,906,589,0,0,0,0,0,118,0,Matches
626,Dušan Tadić,rs SRB,FW,nl Ajax,29,1988,12.0,607,11,33,216,370,79,605,32,20,62.5,12,37.5,408,2132,1160,51,39,15,33,21,481,137,Matches
627,Nicolás Tagliafico,ar ARG,DF,nl Ajax,25,1992,10.0,630,35,139,313,180,15,630,5,3,60.0,2,40.0,327,1245,750,18,19,1,9,8,339,55,Matches
628,Taison,br BRA,"FW,MF",ua Shakhtar,30,1988,4.8,346,4,41,180,133,13,346,16,11,68.8,5,31.3,259,1961,1248,42,40,7,19,11,294,29,Matches
629,Alex Telles,br BRA,DF,pt Porto,25,1992,10.3,650,33,152,300,204,4,648,4,4,100.0,0,0.0,247,1407,760,24,15,0,10,2,299,39,Matches
630,Marc-André ter Stegen,de GER,GK,es Barcelona,26,1992,11.0,391,362,391,0,0,0,391,0,0,,0,,197,959,643,0,0,0,0,0,202,0,Matches
631,Martin Terrier,fr FRA,"FW,MF",fr Lyon,21,1997,1.8,63,1,10,26,28,5,63,1,1,100.0,0,0.0,33,254,115,3,4,1,3,2,46,7,Matches
632,Kenny Tete,nl NED,DF,fr Lyon,22,1995,2.2,166,13,45,82,43,4,166,2,2,100.0,0,0.0,75,400,208,7,2,0,2,0,91,8,Matches
633,Cedric Teuchert,de GER,FW,de Schalke 04,21,1997,0.9,26,1,1,12,13,5,26,2,1,50.0,1,50.0,16,106,55,2,1,0,7,1,19,6,Matches
634,Khéphren Thuram,fr FRA,MF,fr Monaco,17,2001,0.6,42,2,7,28,9,0,42,0,0,,0,,34,222,128,2,4,0,3,0,33,1,Matches
635,Youri Tielemans,be BEL,MF,fr Monaco,21,1997,6.0,441,10,70,263,114,5,441,6,3,50.0,3,50.0,293,1439,854,13,17,1,6,5,298,15,Matches
636,Ömer Toprak,tr TUR,DF,de Dortmund,29,1989,3.0,266,21,122,141,3,2,266,0,0,,0,,205,873,343,0,2,1,2,1,207,0,Matches
637,Ferrán Torres,es ESP,MF,es Valencia,18,2000,1.2,59,2,7,23,29,4,59,4,3,75.0,1,25.0,43,243,132,2,2,1,1,1,46,16,Matches
638,Óliver Torres,es ESP,MF,pt Porto,23,1994,3.9,270,5,59,157,58,6,270,8,4,50.0,4,50.0,144,845,413,6,6,1,4,5,175,6,Matches
639,Almamy Touré,ml MLI,DF,fr Monaco,22,1996,0.2,24,4,7,17,0,0,24,1,1,100.0,0,0.0,16,158,103,1,0,0,0,0,15,0,Matches
640,Lucas Tousart,fr FRA,MF,fr Lyon,21,1997,5.4,264,14,72,167,30,6,264,3,2,66.7,1,33.3,133,609,255,2,5,1,3,3,130,5,Matches
641,Adama Traoré,ml MLI,"FW,MF",fr Monaco,23,1995,0.2,12,0,1,5,6,0,12,0,0,,0,,12,40,15,0,0,0,1,0,10,0,Matches
642,Bertrand Traoré,bf BFA,"FW,MF",fr Lyon,22,1995,3.6,189,7,36,82,74,13,189,9,6,66.7,3,33.3,110,745,381,14,7,7,4,5,129,33,Matches
643,Kieran Trippier,eng ENG,DF,eng Tottenham,27,1990,6.9,545,28,139,272,139,11,545,3,2,66.7,1,33.3,256,767,362,8,7,3,4,0,287,38,Matches
644,Samuel Umtiti,fr FRA,DF,es Barcelona,24,1993,0.9,72,4,19,52,1,0,72,0,0,,0,,43,203,151,1,0,0,0,0,55,0,Matches
645,Cengiz Ünder,tr TUR,"FW,MF",it Roma,21,1997,4.8,237,3,20,97,126,20,237,24,11,45.8,13,54.2,162,1173,492,21,9,8,11,5,185,59,Matches
646,Mark Uth,de GER,"FW,MF",de Schalke 04,26,1991,4.4,161,4,18,92,56,12,161,9,3,33.3,6,66.7,98,674,313,7,10,2,8,9,111,23,Matches
647,Antonio Valencia,ec ECU,DF,eng Manchester Utd,32,1985,2.8,217,10,53,111,55,0,217,2,2,100.0,0,0.0,104,558,376,6,8,0,2,2,142,15,Matches
648,Borja Valero,es ESP,MF,it Inter,33,1985,2.6,179,2,22,104,54,7,179,7,1,14.3,6,85.7,102,506,217,6,3,1,1,2,144,11,Matches
649,Jesús Vallejo,es ESP,DF,es Real Madrid,21,1997,1.0,62,8,33,28,1,0,62,0,0,,0,,34,218,114,0,0,0,0,0,39,0,Matches
650,Federico Valverde,uy URU,MF,es Real Madrid,20,1998,1.6,157,5,25,94,40,2,157,4,3,75.0,1,25.0,101,466,228,2,3,1,3,3,118,14,Matches
651,Virgil van Dijk,nl NED,DF,eng Liverpool,27,1991,12.0,825,83,339,457,31,15,825,1,1,100.0,0,0.0,472,1837,946,3,3,1,1,0,544,6,Matches
