Rk,Player,Nation,Pos,Squad,Age,Born,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_On-Off,Team_Success_xG_onxG,Team_Success_xG_onxGA,Team_Success_xG_xG+/-,Team_Success_xG_xG+/-90,Team_Success_xG_On-Off,Matches
781,John Stones,eng ENG,"DF,MF",eng Manchester City,29,1994,6,341,57,36.7,3.8,4,78,2,2,16,3,2.33,11,5,+6,+1.58,+0.21,7.6,2.3,+5.3,+1.45,-0.42,Matches
782,Luka Sučić,hr CRO,"FW,MF",at RB Salzburg,20,2002,6,392,65,72.6,4.4,4,90,4,2,16,0,0.67,2,6,-4,-0.92,-0.92,4.1,8.8,-4.7,-1.07,-1.52,Matches
783,Heorhiy Sudakov,ua UKR,MF,ua Shakhtar,20,2002,6,540,90,100.0,6.0,6,90,6,0,,0,1.50,10,12,-2,-0.33,,7.4,10.9,-3.5,-0.58,,Matches
784,Niklas Süle,de GER,DF,de Dortmund,27,1995,6,397,66,33.9,4.4,4,90,4,2,19,5,2.17,5,3,+2,+0.45,-0.01,5.0,8.8,-3.8,-0.86,-0.56,Matches
785,Suso,es ESP,MF,es Sevilla,29,1993,2,82,41,15.2,0.9,1,65,0,1,17,2,1.00,0,0,0,0.00,+0.98,0.9,2.0,-1.1,-1.22,-0.48,Matches
786,Mahamadou Susoho,es ESP,MF,eng Manchester City,18,2005,1,15,15,1.6,0.2,0,,0,1,15,3,3.00,1,2,-1,-6.00,-7.57,0.9,0.3,+0.5,+3.25,+1.56,Matches
787,James Sweet,wls WAL,DF,eng Arsenal,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
788,Christian Sørensen,dk DEN,DF,dk FC Copenhagen,30,1992,3,45,15,6.3,0.5,0,,0,3,15,5,1.57,2,1,+1,+2.00,+2.67,1.7,1.3,+0.3,+0.65,+1.18,Matches
789,Mateo Tanlongo,ar ARG,MF,dk FC Copenhagen,19,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
790,Mehdi Taremi,ir IRN,FW,pt Porto,31,1992,7,545,78,72.7,6.1,6,85,4,1,33,0,1.71,14,8,+6,+0.99,+0.55,8.8,6.0,+2.8,+0.49,+0.14,Matches
791,Matt Targett,eng ENG,DF,eng Newcastle Utd,27,1995,2,22,11,4.1,0.2,0,,0,2,11,1,1.50,0,0,0,0.00,+0.17,0.3,0.0,+0.3,+1.12,+2.28,Matches
792,Greg Taylor,sct SCO,DF,sct Celtic,25,1997,6,540,90,100.0,6.0,6,90,6,0,,0,0.67,5,15,-10,-1.67,,4.9,11.7,-6.8,-1.13,,Matches
793,Aurélien Tchouaméni,fr FRA,"MF,DF",es Real Madrid,23,2000,8,603,75,50.3,6.7,7,83,5,1,20,1,2.25,10,9,+1,+0.15,-1.66,8.8,7.8,+1.0,+0.15,-0.85,Matches
794,Mathys Tel,fr FRA,"FW,MF",de Bayern Munich,18,2005,8,145,18,13.4,1.6,1,63,0,7,12,4,2.38,4,3,+1,+0.62,-0.05,2.9,1.8,+1.1,+0.72,+0.44,Matches
795,Arnau Tenas,es ESP,GK,fr Paris S-G,22,2001,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches
796,Casper Tengstedt,dk DEN,FW,pt Benfica,23,2000,4,137,34,25.4,1.5,2,62,0,2,7,2,1.00,5,3,+2,+1.31,+2.65,2.0,3.7,-1.7,-1.12,+0.30,Matches
797,Marc-André ter Stegen,de GER,GK,es Barcelona,31,1992,8,720,90,80.0,8.0,8,90,8,0,,0,2.00,16,10,+6,+0.75,+0.75,13.9,8.5,+5.4,+0.68,+0.60,Matches
798,Aleksa Terzić,rs SRB,DF,at RB Salzburg,23,1999,2,180,90,33.3,2.0,2,90,2,0,,0,1.50,2,2,0,0.00,+1.00,3.9,2.6,+1.3,+0.65,+1.96,Matches
799,Tetê,br BRA,FW,tr Galatasaray,23,2000,5,229,46,42.4,2.5,3,58,0,2,27,1,1.43,5,5,0,0.00,+0.87,3.4,3.8,-0.4,-0.15,-0.14,Matches
800,Jordan Teze,nl NED,DF,nl PSV Eindhoven,23,1999,8,720,90,100.0,8.0,8,90,8,0,,0,1.67,9,13,-4,-0.50,,11.0,11.0,0.0,0.00,,Matches
801,Odin Thiago Holm,no NOR,MF,sct Celtic,20,2003,2,55,28,10.2,0.6,0,,0,2,28,2,0.00,0,4,-4,-6.55,-5.43,0.0,2.2,-2.2,-3.65,-2.80,Matches
802,Malick Thiaw,de GER,DF,it Milan,21,2001,5,367,73,68.0,4.1,5,73,3,0,,0,1.00,3,3,0,0.00,+1.56,6.7,4.1,+2.5,+0.62,+0.95,Matches
803,Adrien Thomasson,fr FRA,MF,fr Lens,29,1993,5,224,45,41.5,2.5,2,68,0,3,29,1,1.00,3,3,0,0.00,+1.42,2.3,3.2,-0.9,-0.36,-0.22,Matches
804,Marcus Thuram,fr FRA,FW,it Inter,25,1997,8,457,57,60.9,5.1,5,74,1,3,28,0,1.88,5,2,+3,+0.59,+0.59,8.6,4.1,+4.6,+0.90,-0.02,Matches
805,Cheikh Tidiane Niasse,sn SEN,MF,ch Young Boys,23,2000,6,534,89,98.9,5.9,6,89,5,0,,0,0.67,7,12,-5,-0.84,+14.16,6.3,14.8,-8.4,-1.42,+5.70,Matches
806,Kieran Tierney,sct SCO,DF,es Real Sociedad,26,1997,2,66,33,9.2,0.7,1,61,0,1,5,2,1.00,1,0,+1,+1.36,+1.23,1.2,0.1,+1.1,+1.56,+1.18,Matches
807,Guus Til,nl NED,MF,nl PSV Eindhoven,25,1997,5,184,37,25.6,2.0,3,56,0,2,9,2,1.88,1,3,-2,-0.98,-0.64,1.9,3.2,-1.3,-0.65,-0.88,Matches
808,Malik Tillman,us USA,MF,nl PSV Eindhoven,21,2002,8,505,63,70.1,5.6,5,84,3,3,28,0,1.44,8,8,0,0.00,+1.67,8.9,6.3,+2.6,+0.46,+1.52,Matches
809,Quinten Timber,nl NED,MF,nl Feyenoord,22,2001,6,463,77,85.7,5.1,6,77,2,0,,0,1.00,7,8,-1,-0.19,-0.19,8.4,7.0,+1.4,+0.27,-1.11,Matches
810,Vinicius Tobias,br BRA,DF,es Real Madrid,19,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
811,Takehiro Tomiyasu,jp JPN,DF,eng Arsenal,24,1998,6,388,65,41.7,4.3,5,71,2,1,33,2,2.00,10,4,+6,+1.39,+0.56,6.6,3.1,+3.5,+0.82,+0.59,Matches
812,Fikayo Tomori,eng ENG,DF,it Milan,25,1997,6,539,90,99.8,6.0,6,90,5,0,,0,1.33,5,8,-3,-0.50,-0.50,9.6,7.7,+1.9,+0.32,+0.32,Matches
813,Sandro Tonali,it ITA,MF,eng Newcastle Utd,23,2000,3,161,54,29.8,1.8,2,68,0,1,26,0,1.33,3,1,+2,+1.12,+1.83,1.2,2.2,-1.0,-0.56,+0.72,Matches
814,Dmytro Topalov,ua UKR,MF,ua Shakhtar,25,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
815,Lucas Torreira,uy URU,MF,tr Galatasaray,27,1996,6,496,83,91.9,5.5,6,83,4,0,,0,1.38,8,12,-4,-0.73,-2.77,6.8,9.2,-2.4,-0.43,-4.48,Matches
816,Ferrán Torres,es ESP,FW,es Barcelona,23,2000,8,378,47,42.0,4.2,3,79,2,5,28,0,1.88,6,6,0,0.00,-1.03,7.5,5.1,+2.4,+0.56,+0.01,Matches
817,Óliver Torres,es ESP,"FW,MF",es Sevilla,28,1994,3,101,34,18.7,1.1,1,69,0,2,16,3,0.33,2,4,-2,-1.78,-1.17,1.1,3.0,-1.9,-1.71,-1.10,Matches
818,Lucas Tousart,fr FRA,MF,de Union Berlin,26,1997,5,236,47,43.7,2.6,3,68,0,2,16,0,0.40,3,3,0,0.00,+1.18,1.8,5.2,-3.4,-1.29,-0.55,Matches
819,Chaka Traorè,ci CIV,MF,it Milan,18,2004,1,14,14,2.6,0.2,0,,0,1,14,2,0.00,0,0,0,0.00,+0.51,0.6,0.4,+0.1,+0.88,+0.58,Matches
820,Hamari Traoré,ml MLI,DF,es Real Sociedad,31,1992,7,529,76,73.5,5.9,6,85,4,1,17,0,1.29,5,5,0,0.00,-0.94,6.2,4.5,+1.7,+0.30,-0.72,Matches
821,Gernot Trauner,at AUT,DF,nl Feyenoord,31,1992,4,280,70,51.9,3.1,3,75,1,1,54,1,0.75,4,6,-2,-0.64,-0.99,5.4,3.0,+2.4,+0.78,+0.71,Matches
822,Christopher Trimmel,at AUT,"FW,DF",de Union Berlin,36,1987,3,126,42,23.3,1.4,1,90,1,2,18,3,0.33,1,2,-1,-0.71,-0.06,0.8,0.9,-0.1,-0.07,+1.19,Matches
823,Kieran Trippier,eng ENG,DF,eng Newcastle Utd,32,1990,6,512,85,94.8,5.7,6,85,5,0,,0,0.83,6,6,0,0.00,+3.21,5.7,11.0,-5.3,-0.94,+2.51,Matches
824,Leandro Trossard,be BEL,FW,eng Arsenal,28,1994,9,531,59,57.1,5.9,6,79,1,3,19,1,1.56,9,3,+6,+1.02,-0.11,6.7,5.0,+1.6,+0.28,-0.46,Matches
825,Anatolii Trubin,ua UKR,GK,pt Benfica,21,2001,6,540,90,100.0,6.0,6,90,6,0,,0,0.67,7,11,-4,-0.67,,7.8,15.9,-8.1,-1.34,,Matches
826,David Turnbull,sct SCO,"MF,FW",sct Celtic,24,1999,2,35,18,6.5,0.4,0,,0,2,18,4,0.00,0,3,-3,-7.71,-6.47,0.1,0.8,-0.7,-1.89,-0.82,Matches
827,Beñat Turrientes,es ESP,MF,es Real Sociedad,21,2002,6,192,32,26.7,2.1,1,90,1,5,20,2,1.33,1,0,+1,+0.47,+0.30,3.0,1.5,+1.5,+0.71,+0.30,Matches
828,Eran Tuypens,be BEL,DF,be Antwerp,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
829,Ayase Ueda,jp JPN,FW,nl Feyenoord,24,1998,5,151,30,28.0,1.7,1,59,0,4,23,0,0.60,4,7,-3,-1.79,-2.25,3.8,3.3,+0.5,+0.28,-0.21,Matches
830,Manuel Ugarte Ribeiro,uy URU,MF,fr Paris S-G,22,2001,8,391,49,36.2,4.3,5,69,1,3,16,4,1.75,7,7,0,0.00,-0.52,8.7,4.9,+3.9,+0.89,-0.04,Matches
831,Filip Ugrinic,ch SUI,MF,ch Young Boys,24,1999,6,516,86,95.6,5.7,6,86,4,0,,0,1.00,7,13,-6,-1.05,-1.05,6.0,15.0,-9.1,-1.58,-2.17,Matches
832,Andreas Ulmer,at AUT,DF,at RB Salzburg,37,1985,3,218,73,40.4,2.4,3,73,1,0,,3,0.33,1,2,-1,-0.41,+0.43,1.4,3.6,-2.2,-0.89,-0.39,Matches
833,Sven Ulreich,de GER,GK,de Bayern Munich,34,1988,3,270,90,25.0,3.0,3,90,3,0,,7,2.50,9,5,+4,+1.33,+0.89,4.9,5.2,-0.3,-0.09,-0.57,Matches
834,Dayot Upamecano,fr FRA,DF,de Bayern Munich,24,1998,7,499,71,46.2,5.5,6,83,4,1,2,3,2.29,7,4,+3,+0.54,-0.23,7.4,4.6,+2.7,+0.49,+0.30,Matches
835,Anthony Valencia,ec ECU,"MF,FW",be Antwerp,20,2003,3,38,13,7.0,0.4,0,,0,3,13,0,0.00,0,2,-2,-4.74,-3.12,1.1,1.4,-0.3,-0.65,+0.17,Matches
836,Federico Valverde,uy URU,"MF,FW",es Real Madrid,25,1998,13,1067,82,88.9,11.9,12,87,9,1,26,0,2.38,23,14,+9,+0.76,-1.95,20.4,16.6,+3.9,+0.33,-1.74,Matches
837,Zeno Van den Bosch,be BEL,DF,be Antwerp,20,2003,3,94,31,17.4,1.0,1,90,1,2,2,3,1.80,0,2,-2,-1.91,-0.10,1.4,2.2,-0.8,-0.72,+0.11,Matches
838,Raphaël Varane,fr FRA,DF,eng Manchester Utd,30,1993,4,334,84,61.9,3.7,3,86,2,1,75,1,0.75,5,8,-3,-0.81,-0.81,6.3,7.6,-1.3,-0.35,-0.54,Matches
839,Alan Varela,ar ARG,MF,pt Porto,22,2001,8,705,88,94.0,7.8,8,88,5,0,,0,1.88,15,9,+6,+0.77,-1.23,11.2,7.6,+3.6,+0.46,+0.21,Matches
840,Nikola Vasiljević,rs SRB,GK,rs Red Star,27,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
841,Denis Vavro,sk SVK,DF,dk FC Copenhagen,27,1996,8,707,88,98.2,7.9,8,88,7,0,,0,1.43,8,14,-6,-0.76,-14.61,8.3,12.6,-4.3,-0.55,-5.00,Matches
842,Lucas Vázquez,es ESP,DF,es Real Madrid,32,1991,9,376,42,31.3,4.2,4,86,3,5,7,4,2.56,10,4,+6,+1.44,+0.67,12.9,4.3,+8.6,+2.16,+2.26,Matches
843,Matías Vecino,uy URU,MF,it Lazio,31,1991,6,469,78,65.1,5.2,6,78,2,0,,0,1.17,3,9,-6,-1.15,-2.59,4.7,9.0,-4.3,-0.83,-1.99,Matches
844,Joey Veerman,nl NED,MF,nl PSV Eindhoven,24,1998,7,576,82,80.0,6.4,7,82,4,0,,0,1.73,6,10,-4,-0.62,-0.62,7.8,8.5,-0.7,-0.11,-0.55,Matches
845,Arthur Vermeeren,be BEL,MF,be Antwerp,18,2005,6,540,90,100.0,6.0,6,90,6,0,,0,1.13,6,17,-11,-1.83,,6.2,11.1,-4.9,-0.81,,Matches
846,Arthur Vermeeren,be BEL,MF,es Atlético Madrid,18,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
847,Yorbe Vertessen,be BEL,FW,nl PSV Eindhoven,22,2001,5,161,32,22.4,1.8,1,89,0,4,18,1,2.00,4,2,+2,+1.12,+2.08,3.4,1.5,+1.9,+1.06,+1.36,Matches
848,João Victor,br BRA,DF,pt Benfica,25,1998,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
849,Fabio Vieira,pt POR,FW,eng Arsenal,23,2000,3,89,30,9.6,1.0,0,,0,3,30,5,2.00,1,1,0,0.00,-1.18,1.5,0.5,+1.0,+1.00,+0.58,Matches
850,Radek Vítek,,GK,eng Manchester Utd,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
851,Vitinha,pt POR,MF,fr Paris S-G,23,2000,12,914,76,84.6,10.2,10,86,8,2,28,0,1.42,18,11,+7,+0.69,+2.32,20.7,10.9,+9.8,+0.96,+0.32,Matches
852,Bohdan Viunnyk,ua UKR,FW,ua Shakhtar,21,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
853,Kevin Volland,de GER,"FW,MF",de Union Berlin,31,1992,5,235,47,43.5,2.6,2,86,1,3,21,1,0.20,2,5,-3,-1.15,-0.85,2.8,6.9,-4.1,-1.58,-1.06,Matches
854,Stefan de Vrij,nl NED,DF,it Inter,31,1992,6,496,83,66.1,5.5,5,90,3,1,45,1,1.83,8,7,+1,+0.18,-0.53,10.4,7.1,+3.3,+0.64,-0.71,Matches
855,Elye Wahi,fr FRA,FW,fr Lens,20,2003,6,455,76,84.3,5.1,6,76,1,0,,0,1.33,5,10,-5,-0.99,-0.99,3.8,5.5,-1.7,-0.33,-0.65,Matches
856,Kyle Walker,eng ENG,DF,eng Manchester City,33,1990,6,503,84,54.1,5.6,6,84,4,0,,3,2.67,13,6,+7,+1.25,-0.43,15.4,3.4,+12.0,+2.28,+1.15,Matches
857,Reuell Walters,eng ENG,DF,eng Arsenal,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
858,Aaron Wan-Bissaka,eng ENG,DF,eng Manchester Utd,25,1997,3,212,71,39.3,2.4,2,84,1,1,45,0,0.33,6,8,-2,-0.85,-0.57,4.2,4.4,-0.2,-0.07,+0.13,Matches
859,Boy Waterman,nl NED,GK,nl PSV Eindhoven,39,1984,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
860,Kjell-Arik Wätjen,de GER,MF,de Dortmund,17,2006,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
861,Timon Wellenreuther,de GER,GK,nl Feyenoord,27,1995,2,180,90,33.3,2.0,2,90,2,0,,4,1.50,4,3,+1,+0.50,+1.00,4.0,1.1,+2.8,+1.42,+1.49,Matches
862,Stephen Welsh,sct SCO,DF,sct Celtic,23,2000,1,74,74,13.7,0.8,1,74,0,0,,2,3.00,1,0,+1,+1.22,+3.34,1.4,0.9,+0.5,+0.66,+2.07,Matches
863,Wendell,br BRA,DF,pt Porto,30,1993,5,387,77,51.6,4.3,4,86,2,1,45,1,1.80,0,3,-3,-0.70,-3.18,2.8,3.0,-0.3,-0.07,-0.99,Matches
864,Timo Werner,de GER,"FW,MF",de RB Leipzig,27,1996,4,50,13,6.9,0.6,0,,0,4,13,0,2.25,2,2,0,0.00,-0.27,1.3,1.3,+0.1,+0.12,-0.07,Matches
865,Ben White,eng ENG,DF,eng Arsenal,25,1997,10,754,75,81.1,8.4,7,94,7,3,31,0,1.70,12,5,+7,+0.84,-1.21,10.8,6.4,+4.3,+0.54,+0.28,Matches
866,Mats Wieffer,nl NED,MF,nl Feyenoord,23,1999,6,469,78,86.9,5.2,5,87,4,1,36,0,1.00,9,9,0,0.00,+1.27,9.8,6.7,+3.1,+0.59,+1.18,Matches
867,Owen Wijndal,nl NED,DF,be Antwerp,23,1999,6,451,75,83.5,5.0,5,84,3,1,31,0,0.50,5,14,-9,-1.80,+0.23,4.6,9.2,-4.6,-0.93,-0.70,Matches
868,Joe Willock,eng ENG,MF,eng Newcastle Utd,23,1999,2,101,51,18.7,1.1,1,80,0,1,21,0,0.00,0,2,-2,-1.78,-1.99,0.7,1.3,-0.6,-0.56,+0.63,Matches
869,Callum Wilson,eng ENG,FW,eng Newcastle Utd,31,1992,4,239,60,44.3,2.7,2,68,1,2,52,0,0.25,1,4,-3,-1.13,-1.73,2.7,3.8,-1.0,-0.39,+1.22,Matches
870,Axel Witsel,be BEL,"DF,MF",es Atlético Madrid,34,1989,10,885,89,95.2,9.8,10,89,7,0,,0,2.00,23,12,+11,+1.12,+3.12,16.1,11.8,+4.3,+0.45,+0.86,Matches
871,Marius Wolf,de GER,"DF,FW",de Dortmund,28,1995,6,285,48,24.4,3.2,3,78,1,3,17,7,1.83,3,3,0,0.00,-0.61,4.2,6.2,-2.0,-0.63,-0.18,Matches
872,Jacob Wright,eng ENG,FW,eng Manchester City,17,2005,1,3,3,0.3,0.0,0,,0,1,3,1,3.00,0,0,0,0.00,-1.46,0.1,0.1,0.0,+0.93,-0.79,Matches
873,Lamine Yamal,es ESP,FW,es Barcelona,16,2007,10,577,58,64.1,6.4,7,74,3,3,19,0,1.90,11,8,+3,+0.47,-0.37,11.9,6.9,+5.0,+0.78,+0.61,Matches
874,Jankat Yilmaz,tr TUR,GK,tr Galatasaray,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
875,Alhassan Yusuf,ng NGA,MF,be Antwerp,23,2000,6,380,63,70.4,4.2,4,86,3,2,19,0,0.86,4,10,-6,-1.42,+1.39,4.6,7.1,-2.5,-0.60,+0.71,Matches
876,Mattia Zaccagni,it ITA,FW,it Lazio,28,1995,6,460,77,63.9,5.1,6,77,2,0,,0,1.17,3,9,-6,-1.17,-2.56,5.8,8.7,-2.9,-0.56,-1.18,Matches
877,Yoram Zague,fr FRA,DF,fr Paris S-G,17,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
878,Wilfried Zaha,ci CIV,FW,tr Galatasaray,30,1992,6,399,67,73.9,4.4,5,75,0,1,25,0,1.14,8,8,0,0.00,+1.91,6.0,7.1,-1.1,-0.25,-0.67,Matches
879,Warren Zaïre-Emery,fr FRA,MF,fr Paris S-G,17,2006,11,904,82,83.7,10.0,10,87,8,1,30,0,1.45,15,13,+2,+0.20,-0.82,17.2,10.9,+6.4,+0.63,-1.71,Matches
880,Arsen Zakharyan,ru RUS,"FW,MF",es Real Sociedad,20,2003,5,219,44,30.4,2.4,2,83,1,3,18,2,1.60,0,1,-1,-0.41,-0.95,2.2,1.8,+0.4,+0.17,-0.45,Matches
881,Rodrigo Zalazar,uy URU,MF,pt Braga,23,1999,6,395,66,73.1,4.4,5,74,1,1,24,0,1.44,5,11,-6,-1.37,-1.37,6.4,7.2,-0.8,-0.18,+0.35,Matches
882,Andre-Frank Zambo Anguissa,cm CMR,MF,it Napoli,27,1995,7,627,90,87.1,7.0,7,90,6,0,,0,1.14,11,13,-2,-0.29,-1.25,10.1,11.2,-1.0,-0.15,-0.08,Matches
883,Alessandro Zanoli,it ITA,DF,it Napoli,22,2000,1,4,4,0.6,0.0,0,,0,1,4,5,0.00,0,1,-1,-22.50,-22.50,0.0,0.6,-0.6,-13.16,-13.10,Matches
884,Bryan Zaragoza,es ESP,"FW,MF",de Bayern Munich,22,2001,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
885,Alessio Zerbin,it ITA,"DF,FW",it Napoli,24,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
886,Ramiz Zerrouki,dz ALG,MF,nl Feyenoord,25,1998,5,353,71,65.4,3.9,4,84,1,1,18,1,1.20,7,7,0,0.00,+0.48,8.0,6.0,+2.0,+0.51,+0.23,Matches
887,Theo Zidane,fr FRA,MF,es Real Madrid,21,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
888,Piotr Zieliński,pl POL,MF,it Napoli,29,1994,6,466,78,64.7,5.2,6,78,1,0,,0,1.67,10,6,+4,+0.77,+2.54,7.5,5.9,+1.6,+0.31,+1.25,Matches
889,Oleksandr Zinchenko,ua UKR,DF,eng Arsenal,26,1996,6,278,46,29.9,3.1,3,57,0,3,35,3,2.17,11,2,+9,+2.91,+2.64,5.1,2.2,+2.9,+1.00,+0.73,Matches
890,Leopold Zingerle,de GER,GK,de RB Leipzig,29,1994,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
891,Hakim Ziyech,ma MAR,FW,tr Galatasaray,30,1993,5,249,50,46.1,2.8,3,68,0,2,23,0,0.40,3,6,-3,-1.08,-1.08,3.7,4.6,-0.9,-0.34,-0.50,Matches
892,Igor Zubeldia,es ESP,DF,es Real Sociedad,26,1997,8,692,87,96.1,7.7,8,87,6,0,,0,1.50,7,6,+1,+0.13,-3.08,9.7,6.0,+3.7,+0.48,-0.13,Matches
893,Martín Zubimendi,es ESP,MF,es Real Sociedad,24,1999,8,712,89,98.9,7.9,8,89,7,0,,0,1.50,7,6,+1,+0.13,-11.12,10.0,6.0,+4.0,+0.51,+2.08,Matches
894,Oleksandr Zubkov,ua UKR,"FW,MF",ua Shakhtar,26,1996,6,535,89,99.1,5.9,6,89,5,0,,0,1.50,9,12,-3,-0.50,-18.50,7.2,10.8,-3.5,-0.60,-1.19,Matches
895,Martin Ødegaard,no NOR,MF,eng Arsenal,24,1998,9,750,83,80.6,8.3,8,90,6,1,29,0,1.56,16,7,+9,+1.08,+0.08,11.1,7.1,+4.0,+0.50,+0.11,Matches
896,Łukasz Łakomy,pl POL,MF,ch Young Boys,22,2001,1,21,21,3.9,0.2,0,,0,1,21,4,1.50,0,0,0,0.00,+1.04,0.4,0.2,+0.2,+1.06,+2.65,Matches
