Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_On-Off,Matches
1814,Jean-Victor Makengo,fr FRA,MF,Caen,fr Ligue 1,18,1998,17,877,52,25.6,9.7,9,,4,8,,9,0.71,5,15,-10,-1.03,-0.35,Matches
1815,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,24,1991,8,678,85,19.8,7.5,7,,7,1,,25,1.38,16,13,+3,+0.40,-1.31,Matches
1816,Steed Malbranque,fr FRA,MF,Caen,fr Ligue 1,36,1980,13,370,28,10.8,4.1,3,,1,10,,12,1.15,4,5,-1,-0.24,+0.58,Matches
1817,Malcom,br BRA,"FW,MF",Bordeaux,fr Ligue 1,19,1997,37,2728,74,79.8,30.3,33,,16,4,,0,1.57,43,38,+5,+0.16,-0.49,Matches
1818,Kévin Malcuit,ma MAR,"DF,FW",Saint-Étienne,fr Ligue 1,25,1991,25,2092,84,61.2,23.2,23,,20,2,,2,1.60,32,23,+9,+0.39,+1.06,Matches
1819,Aly Mallé,ml MLI,FW,Granada,es La Liga,18,1998,11,508,46,14.9,5.6,6,69,2,5,19,3,0.55,2,14,-12,-2.13,-0.89,Matches
1820,Yunus Mallı,tr TUR,"FW,MF",Wolfsburg,de Bundesliga,24,1992,16,1175,73,38.4,13.1,13,,8,3,,1,1.31,12,17,-5,-0.38,+0.24,Matches
1821,Yunus Mallı,tr TUR,"FW,MF",Mainz 05,de Bundesliga,24,1992,16,1376,86,45.0,15.3,15,,9,1,,0,1.25,24,25,-1,-0.07,+0.47,Matches
1822,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,25,1991,23,1988,86,58.1,22.1,22,90,21,1,9,3,1.17,32,44,-12,-0.54,-0.29,Matches
1823,Leonardo Maloku,al ALB,DF,Pescara,it Serie A,18,1998,0,,,,,0,,0,0,,7,,,,,,,Matches
1824,Shaun Maloney,sct SCO,"FW,MF",Hull City,eng Premier League,33,1983,9,283,31,8.3,3.1,2,,0,7,,23,0.89,6,7,-1,-0.32,+0.89,Matches
1825,Emanuel Mammana,ar ARG,DF,Lyon,fr Ligue 1,20,1996,17,1514,89,44.3,16.8,17,,16,0,,6,2.00,40,20,+20,+1.19,+0.76,Matches
1826,Rey Manaj,al ALB,FW,Pescara,it Serie A,19,1997,12,474,40,13.9,5.3,4,,1,8,,2,0.58,4,9,-5,-0.95,+0.24,Matches
1827,Vincent Manceau,fr FRA,"DF,MF",Angers,fr Ligue 1,27,1989,33,2865,87,83.8,31.8,32,,31,1,,0,1.09,32,43,-11,-0.35,-0.67,Matches
1828,Simone Mancini,it ITA,FW,Pescara,it Serie A,17,1999,0,,,,,0,,0,0,,1,,,,,,,Matches
1829,Steve Mandanda,fr FRA,GK,Crystal Palace,eng Premier League,31,1985,9,810,90,23.7,9.0,9,,9,0,,0,1.22,16,17,-1,-0.11,+0.30,Matches
1830,Christophe Mandanne,fr FRA,"FW,MF",Nancy,fr Ligue 1,31,1985,20,932,47,27.3,10.4,9,,4,11,,6,0.65,4,13,-9,-0.87,-0.36,Matches
1831,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,24,1991,26,2215,85,64.8,24.6,25,87,22,1,45,3,0.92,27,50,-23,-0.93,-0.93,Matches
1832,Georges Mandjeck,cm CMR,"DF,MF",Metz,fr Ligue 1,27,1988,29,2336,81,68.3,26.0,27,,21,2,,2,1.00,22,52,-30,-1.16,-0.91,Matches
1833,Rolando Mandragora,it ITA,MF,Juventus,it Serie A,19,1997,1,5,5,0.1,0.1,0,,0,1,,7,3.00,0,0,0,0.00,-1.32,Matches
1834,Anthony Mandrea,dz ALG,GK,Angers,fr Ligue 1,19,1996,0,,,,,0,,0,0,,7,,,,,,,Matches
1835,Mario Mandžukić,hr CRO,"FW,MF",Juventus,it Serie A,30,1986,34,2483,73,72.6,27.6,28,,20,6,,1,2.32,52,17,+35,+1.27,-0.17,Matches
1836,Alexis Mané,sn SEN,MF,Guingamp,fr Ligue 1,19,1997,4,41,10,1.2,0.5,0,,0,4,,3,2.50,1,1,0,0.00,+0.19,Matches
1837,Sadio Mané,sn SEN,"FW,MF",Liverpool,eng Premier League,24,1992,27,2235,83,65.4,24.8,26,,13,1,,0,2.15,55,26,+29,+1.17,+0.64,Matches
1838,Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,25,1991,30,2644,88,77.3,29.4,30,88,28,0,,3,1.23,40,47,-7,-0.24,-0.01,Matches
1839,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,29,1987,34,2844,84,83.2,31.6,33,,22,1,,0,1.26,37,41,-4,-0.13,+0.65,Matches
1840,Ousman Manneh,gm GAM,FW,Werder Bremen,de Bundesliga,19,1997,6,486,81,15.9,5.4,6,,4,0,,6,1.17,7,10,-3,-0.56,-0.56,Matches
1841,Alex Manninger,at AUT,GK,Liverpool,eng Premier League,39,1977,0,,,,,0,,0,0,,3,,,,,,,Matches
1842,Vito Mannone,it ITA,GK,Sunderland,eng Premier League,28,1988,9,810,90,23.7,9.0,9,,9,0,,19,0.56,10,19,-9,-1.00,+0.07,Matches
1843,Kostas Manolas,gr GRE,DF,Roma,it Serie A,25,1991,33,2771,84,81.0,30.8,32,,25,1,,1,2.27,71,31,+40,+1.30,-0.36,Matches
1844,Javier Manquillo,es ESP,DF,Sunderland,eng Premier League,22,1994,20,1430,72,41.8,15.9,15,,13,5,,12,0.55,9,28,-19,-1.20,-0.25,Matches
1845,Martín Mantovani,ar ARG,DF,Leganés,es La Liga,32,1984,31,2697,87,78.9,30.0,30,88,27,1,46,5,1.00,29,40,-11,-0.37,+0.63,Matches
1846,José Manuel Jurado,es ESP,MF,Espanyol,es La Liga,30,1986,31,2457,79,71.8,27.3,27,87,20,4,30,5,1.52,33,32,+1,+0.04,+0.22,Matches
1847,Juan Manuel Valencia,co COL,MF,Bologna,it Serie A,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches
1848,Myziane Maolida,km COM,"FW,MF",Lyon,fr Ligue 1,17,1999,0,,,,,0,,0,0,,1,,,,,,,Matches
1849,Faitout Maouassa,fr FRA,"DF,MF",Nancy,fr Ligue 1,18,1998,14,1039,74,30.4,11.5,13,,7,1,,9,0.71,10,15,-5,-0.43,+0.25,Matches
1850,Mohamed Mara,gn GUI,FW,Lorient,fr Ligue 1,19,1996,9,626,70,18.3,7.0,7,,6,2,,3,0.78,6,11,-5,-0.72,-0.04,Matches
1851,Florian Marange,fr FRA,DF,Bastia,fr Ligue 1,30,1986,19,1452,76,42.5,16.1,16,,13,3,,6,0.95,15,20,-5,-0.31,+0.60,Matches
1852,Fernando Marçal,br BRA,"DF,MF",Guingamp,fr Ligue 1,27,1989,31,2688,87,78.6,29.9,31,,29,0,,0,1.45,39,41,-2,-0.07,+0.55,Matches
1853,Vincent Marcel,fr FRA,MF,Nice,fr Ligue 1,19,1997,6,230,38,6.7,2.6,3,,0,3,,16,1.83,1,3,-2,-0.78,-1.60,Matches
1854,Marcelo,br BRA,"DF,MF",Real Madrid,es La Liga,28,1988,30,2279,76,66.6,25.3,26,85,23,4,19,2,2.43,72,27,+45,+1.78,+0.20,Matches
1855,Giovanni Marchese,it ITA,DF,Genoa,it Serie A,31,1984,1,9,9,0.3,0.1,0,,0,1,,1,3.00,0,0,0,0.00,+0.69,Matches
1856,Federico Marchetti,it ITA,GK,Lazio,it Serie A,33,1983,17,1485,87,43.4,16.5,17,,16,0,,1,1.82,32,22,+10,+0.61,0.00,Matches
1857,Vincent Marchetti,fr FRA,"DF,MF",Nancy,fr Ligue 1,19,1997,17,977,57,28.6,10.9,10,,6,7,,12,0.94,8,14,-6,-0.55,+0.07,Matches
1858,Claudio Marchisio,it ITA,MF,Juventus,it Serie A,30,1986,18,1253,70,36.6,13.9,15,,6,3,,11,2.56,33,7,+26,+1.87,+0.87,Matches
1859,Riccardo Marchizza,it ITA,DF,Roma,it Serie A,18,1998,0,,,,,0,,0,0,,5,,,,,,,Matches
1860,Gian Marco Ferrari,it ITA,DF,Crotone,it Serie A,24,1992,37,3330,90,97.4,37.0,37,,37,0,,0,0.92,33,56,-23,-0.62,+0.38,Matches
1861,Óscar de Marcos,es ESP,"DF,FW",Athletic Club,es La Liga,27,1989,27,2150,80,62.9,23.9,24,87,22,3,20,0,1.63,36,31,+5,+0.21,-0.15,Matches
1862,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,21,1995,17,1013,60,29.6,11.3,12,81,9,5,9,12,2.12,17,5,+12,+1.07,-0.09,Matches
1863,Mariano,br BRA,"DF,MF",Sevilla,es La Liga,30,1986,31,2643,85,77.3,29.4,29,89,28,2,31,1,1.97,54,36,+18,+0.61,+0.38,Matches
1864,Mariano,do DOM,FW,Real Madrid,es La Liga,22,1993,8,124,16,3.6,1.4,0,,0,8,16,11,2.75,6,2,+4,+2.90,+1.24,Matches
1865,Adrian Mariappa,jm JAM,DF,Watford,eng Premier League,29,1986,7,562,80,16.4,6.2,6,,6,1,,10,0.86,4,13,-9,-1.44,-0.84,Matches
1866,Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,24,1991,24,1437,60,42.0,16.0,17,,10,7,,2,0.83,22,24,-2,-0.13,+0.33,Matches
1867,Guido Marilungo,it ITA,FW,Empoli,it Serie A,26,1989,20,942,47,27.5,10.5,11,,1,9,,14,0.75,8,22,-14,-1.34,-0.68,Matches
1868,Adrián Marín,es ESP,DF,Leganés,es La Liga,19,1997,13,910,70,26.6,10.1,11,79,7,2,23,2,0.77,5,15,-10,-0.99,-0.67,Matches
1869,Marius Marin,ro ROU,MF,Sassuolo,it Serie A,17,1998,0,,,,,0,,0,0,,2,,,,,,,Matches
1870,Diego Mariño,es ESP,GK,Sporting Gijón,es La Liga,26,1990,2,180,90,5.3,2.0,2,90,2,0,,33,2.00,5,3,+2,+1.00,+1.89,Matches
1871,João Mário,pt POR,"FW,MF",Inter,it Serie A,23,1993,30,2003,67,58.6,22.3,22,,13,8,,3,1.67,35,24,+11,+0.49,-0.27,Matches
1872,Lazar Marković,rs SRB,"FW,MF",Hull City,eng Premier League,22,1994,12,1005,84,29.4,11.2,12,,5,0,,0,1.17,12,15,-3,-0.27,+1.22,Matches
1873,Marlon,br BRA,"DF,MF",Barcelona,es La Liga,20,1995,2,180,90,5.3,2.0,2,90,2,0,,4,3.00,8,3,+5,+2.50,+0.44,Matches
1874,Dean Marney,eng ENG,MF,Burnley,eng Premier League,32,1984,21,1764,84,51.6,19.6,21,,15,0,,0,1.24,20,28,-8,-0.41,+0.03,Matches
1875,Dominic Maroh,si SVN,DF,Köln,de Bundesliga,29,1987,12,645,54,21.1,7.2,8,,5,4,,10,1.42,13,12,+1,+0.14,-0.16,Matches
1876,Iván Márquez,es ESP,DF,Osasuna,es La Liga,22,1994,4,360,90,10.5,4.0,4,90,4,0,,2,0.25,4,11,-7,-1.75,-0.37,Matches
1877,Javi Márquez,es ESP,MF,Granada,es La Liga,30,1986,7,399,57,11.7,4.4,4,84,3,3,21,7,0.71,3,13,-10,-2.26,-1.00,Matches
1878,Marquinhos,br BRA,"DF,MF",Paris S-G,fr Ligue 1,22,1994,29,2501,86,73.1,27.8,27,,27,2,,4,2.17,61,23,+38,+1.37,-0.40,Matches
1879,Luca Marrone,it ITA,"DF,MF",Juventus,it Serie A,26,1990,0,,,,,0,,0,0,,1,,,,,,,Matches
1880,David Marshall,sct SCO,GK,Hull City,eng Premier League,31,1985,16,1440,90,42.1,16.0,16,,16,0,,19,0.38,12,44,-32,-2.00,-1.50,Matches
1881,Leonardo Marson,it ITA,GK,Palermo,it Serie A,18,1998,0,,,,,0,,0,0,,28,,,,,,,Matches
1882,Bruno Martella,it ITA,"DF,MF",Crotone,it Serie A,23,1992,29,2319,80,67.8,25.8,26,,19,3,,8,0.93,26,36,-10,-0.39,+0.76,Matches
1883,Anthony Martial,fr FRA,"FW,MF",Manchester Utd,eng Premier League,20,1995,25,1554,62,45.4,17.3,18,,7,7,,6,1.68,21,13,+8,+0.46,-0.36,Matches
1884,Aarón Martín,es ESP,"DF,MF",Espanyol,es La Liga,19,1997,30,2587,86,75.6,28.7,28,90,28,2,34,3,1.60,38,30,+8,+0.28,+1.25,Matches
1885,Alberto Martín,es ESP,MF,Leganés,es La Liga,27,1989,16,1189,74,34.8,13.2,14,82,10,2,21,5,0.69,9,17,-8,-0.61,-0.16,Matches
1886,Jonas Martin,fr FRA,"DF,MF",Betis,es La Liga,26,1990,20,1153,58,33.7,12.8,15,71,6,5,19,4,0.95,13,24,-11,-0.86,-0.38,Matches
1887,Marvin Martin,fr FRA,MF,Dijon,fr Ligue 1,28,1988,12,499,42,14.6,5.5,4,,0,8,,6,0.83,3,7,-4,-0.72,-0.47,Matches
1888,Cuco Martina,cw CUW,"DF,MF",Southampton,eng Premier League,26,1989,9,592,66,17.3,6.6,6,,4,3,,7,1.67,7,6,+1,+0.15,+0.41,Matches
1889,Álex Martínez,es ESP,"DF,MF",Betis,es La Liga,25,1990,14,967,69,28.3,10.7,11,87,9,3,5,16,0.79,9,20,-11,-1.02,-0.58,Matches
1890,Carlos Martínez,es ESP,DF,Real Sociedad,es La Liga,30,1986,10,869,87,25.4,9.7,10,87,9,0,,1,2.20,22,13,+9,+0.93,+1.04,Matches
1891,Emiliano Martínez,ar ARG,GK,Arsenal,eng Premier League,23,1992,2,180,90,5.3,2.0,2,,2,0,,3,1.50,3,3,0,0.00,-0.92,Matches
1892,Iñigo Martínez,es ESP,DF,Real Sociedad,es La Liga,25,1991,34,2997,88,87.6,33.3,34,88,32,0,,0,1.62,51,46,+5,+0.15,-0.06,Matches
1893,Javi Martínez,es ESP,"DF,MF",Bayern Munich,de Bundesliga,27,1988,25,2131,85,69.6,23.7,25,,21,0,,1,2.64,66,9,+57,+2.41,+1.44,Matches
1894,Josef Martínez,ve VEN,FW,Torino,it Serie A,23,1993,11,533,48,15.6,5.9,4,,4,7,,9,1.55,10,9,+1,+0.17,+0.04,Matches
1895,Pablo Martinez,fr FRA,DF,Angers,fr Ligue 1,27,1989,9,622,69,18.2,6.9,6,,3,3,,21,0.78,4,9,-5,-0.72,-0.59,Matches
1896,Bruno Martins Indi,nl NED,DF,Stoke City,eng Premier League,24,1992,35,3146,90,92.0,35.0,35,,34,0,,0,1.23,39,50,-11,-0.31,+1.00,Matches
1897,Luís Martins,pt POR,DF,Granada,es La Liga,24,1992,2,73,37,2.1,0.8,1,55,0,1,18,0,0.50,1,2,-1,-1.23,+0.14,Matches
1898,Jonathan Martins Pereira,fr FRA,DF,Guingamp,fr Ligue 1,30,1986,13,1010,78,29.5,11.2,12,,9,1,,3,0.92,9,14,-5,-0.45,-0.37,Matches
1899,Joris Marveaux,mq MTQ,MF,Montpellier,fr Ligue 1,33,1982,8,366,46,10.7,4.1,4,,2,4,,10,1.25,8,9,-1,-0.25,+0.26,Matches
1900,Sylvain Marveaux,fr FRA,"FW,MF",Lorient,fr Ligue 1,30,1986,24,1907,79,55.8,21.2,24,,11,0,,0,1.08,28,39,-11,-0.52,+0.37,Matches
1901,Omar Mascarell,gq EQG,MF,Eint Frankfurt,de Bundesliga,23,1993,28,2450,88,80.1,27.2,27,,26,1,,0,1.36,29,30,-1,-0.04,+0.85,Matches
1902,Javier Mascherano,ar ARG,"DF,MF",Barcelona,es La Liga,32,1984,25,1921,77,56.2,21.3,20,90,20,5,24,6,2.24,58,20,+38,+1.78,-0.68,Matches
1903,Andrea Masiello,it ITA,DF,Atalanta,it Serie A,30,1986,35,2926,84,85.6,32.5,34,,30,1,,2,2.03,54,27,+27,+0.83,+1.92,Matches
1904,Adam Masina,ma MAR,DF,Bologna,it Serie A,22,1994,32,2428,76,71.0,27.0,28,,22,4,,3,1.00,24,38,-14,-0.52,-0.16,Matches
1905,Jordi Masip,es ESP,GK,Barcelona,es La Liga,27,1989,0,,,,,0,,0,0,,6,,,,,,,Matches
1906,Brandon Mason,eng ENG,"DF,MF",Watford,eng Premier League,18,1997,2,113,57,3.3,1.3,1,,1,1,,6,0.00,1,5,-4,-3.19,-2.53,Matches
1907,Ryan Mason,eng ENG,MF,Tottenham,eng Premier League,25,1991,0,,,,,0,,0,0,,2,,,,,,,Matches
1908,Ryan Mason,eng ENG,MF,Hull City,eng Premier League,25,1991,16,927,58,27.1,10.3,11,,4,5,,2,0.50,9,27,-18,-1.75,-0.85,Matches
1909,Andrea Mastino,it ITA,DF,Cagliari,it Serie A,16,1999,0,,,,,0,,0,0,,2,,,,,,,Matches
1910,Arthur Masuaku,cd COD,"DF,MF",West Ham,eng Premier League,22,1993,13,972,75,28.4,10.8,11,,9,2,,3,0.69,11,24,-13,-1.20,-1.06,Matches
1911,Juan Mata,es ESP,"FW,MF",Manchester Utd,eng Premier League,28,1988,25,1614,65,47.2,17.9,19,,1,6,,6,1.80,30,16,+14,+0.78,+0.23,Matches
1912,Jean-Philippe Mateta,fr FRA,FW,Lyon,fr Ligue 1,19,1997,2,86,43,2.5,1.0,1,,0,1,,5,1.50,1,2,-1,-1.05,-1.86,Matches
1913,Christian Mathenia,de GER,GK,Hamburger SV,de Bundesliga,24,1992,14,1260,90,41.2,14.0,14,,14,0,,18,1.36,18,19,-1,-0.07,+1.28,Matches
1914,Jérémy Mathieu,fr FRA,DF,Barcelona,es La Liga,32,1983,13,1039,80,30.4,11.5,12,85,10,1,18,4,2.15,35,11,+24,+2.08,0.00,Matches
1915,Boris Mathis,fr FRA,FW,Metz,fr Ligue 1,18,1997,2,22,11,0.6,0.2,0,,0,2,,0,0.00,0,2,-2,-8.18,-7.36,Matches
1916,Nemanja Matić,rs SRB,MF,Chelsea,eng Premier League,27,1988,35,2694,77,78.8,29.9,30,,23,5,,1,2.40,59,24,+35,+1.17,-0.94,Matches
1917,Joël Matip,cm CMR,"DF,MF",Liverpool,eng Premier League,24,1991,29,2457,85,71.8,27.3,27,,27,2,,2,2.03,55,25,+30,+1.10,+0.54,Matches
1918,Marvin Matip,cm CMR,"DF,MF",Ingolstadt 04,de Bundesliga,30,1985,33,2969,90,97.0,33.0,33,,32,0,,0,0.97,34,53,-19,-0.58,+1.40,Matches
1919,Ryder Matos,br BRA,"FW,MF",Udinese,it Serie A,23,1993,20,556,28,16.3,6.2,4,,0,16,,18,0.90,7,14,-7,-1.13,-1.07,Matches
1920,Alessandro Matri,it ITA,FW,Sassuolo,it Serie A,31,1984,31,1456,47,42.6,16.2,16,,2,15,,6,1.16,25,28,-3,-0.19,-0.09,Matches
1921,Federico Mattiello,it ITA,"DF,MF",Juventus,it Serie A,21,1995,0,,,,,0,,0,0,,11,,,,,,,Matches
1922,Blaise Matuidi,fr FRA,MF,Paris S-G,fr Ligue 1,29,1987,34,2415,71,70.6,26.8,26,,19,8,,2,2.26,59,22,+37,+1.38,-0.32,Matches
1923,José Mauri,it ITA,MF,Empoli,it Serie A,20,1996,14,869,62,25.4,9.7,10,,4,4,,18,0.86,7,14,-7,-0.72,+0.16,Matches
1924,José Mauri,it ITA,MF,Milan,it Serie A,20,1996,0,,,,,0,,0,0,,1,,,,,,,Matches
1925,Nicolas Maurice-Belay,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,31,1985,0,,,,,0,,0,0,,4,,,,,,,Matches
1926,Mërgim Mavraj,al ALB,DF,Hamburger SV,de Bundesliga,30,1986,14,1260,90,41.2,14.0,14,,14,0,,0,1.21,15,28,-13,-0.93,-0.18,Matches
1927,Mërgim Mavraj,al ALB,DF,Köln,de Bundesliga,30,1986,16,1440,90,47.1,16.0,16,,16,0,,0,1.56,21,15,+6,+0.37,+0.21,Matches
1928,Rio Mavuba,fr FRA,MF,Lille,fr Ligue 1,32,1984,18,1117,62,32.7,12.4,14,,4,4,,6,0.83,9,25,-16,-1.29,-1.64,Matches
1929,Alfie Mawson,eng ENG,DF,Swansea City,eng Premier League,22,1994,27,2430,90,71.1,27.0,27,,27,0,,3,1.22,31,45,-14,-0.52,+0.48,Matches
1930,Philipp Max,de GER,"DF,MF",Augsburg,de Bundesliga,22,1993,25,1813,73,59.2,20.1,20,,11,5,,6,1.00,21,28,-7,-0.35,+0.30,Matches
1931,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Schalke 04,de Bundesliga,27,1989,23,1686,73,55.1,18.7,19,,12,4,,0,1.30,24,18,+6,+0.32,+0.39,Matches
1932,Maxwell,br BRA,DF,Paris S-G,fr Ligue 1,34,1981,20,1713,86,50.1,19.0,19,,18,1,,14,2.40,47,9,+38,+2.00,+1.05,Matches
1933,Borja Mayoral,es ESP,FW,Wolfsburg,de Bundesliga,19,1997,19,388,20,12.7,4.3,3,,0,16,,6,1.05,6,7,-1,-0.23,+0.34,Matches
1934,Bradley Mazikou,cg CGO,DF,Lorient,fr Ligue 1,20,1996,0,,,,,0,,0,0,,2,,,,,,,Matches
1935,Youssef Maziz,fr FRA,"FW,MF",Metz,fr Ligue 1,18,1998,1,15,15,0.4,0.2,0,,0,1,,2,0.00,0,2,-2,-12.00,-11.18,Matches
1936,Stefano Mazzini,it ITA,GK,Atalanta,it Serie A,17,1998,0,,,,,0,,0,0,,9,,,,,,,Matches
1937,Luca Mazzitelli,it ITA,"DF,MF",Sassuolo,it Serie A,20,1995,17,1044,61,30.5,11.6,12,,5,5,,16,1.24,21,19,+2,+0.17,+0.44,Matches
1938,Kylian Mbappé,fr FRA,"FW,MF",Monaco,fr Ligue 1,17,1998,29,1498,52,43.8,16.6,17,,5,12,,6,2.55,53,15,+38,+2.28,+0.50,Matches
1939,Ibrahima Mbaye,sn SEN,"DF,MF",Bologna,it Serie A,21,1994,16,1068,67,31.2,11.9,11,,7,5,,20,0.75,16,17,-1,-0.08,+0.57,Matches
1940,Isaac Mbenza,be BEL,"FW,MF",Montpellier,fr Ligue 1,20,1996,16,945,59,27.6,10.5,12,,2,4,,0,1.00,10,17,-7,-0.67,-0.27,Matches
1941,Dieumerci Mbokani,cd COD,FW,Hull City,eng Premier League,30,1985,12,764,64,22.3,8.5,8,,5,4,,5,0.50,7,16,-9,-1.06,+0.09,Matches
1942,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,28,1987,29,1999,69,58.5,22.2,24,,8,5,,1,1.07,28,39,-11,-0.50,-0.37,Matches
1943,Gareth McAuley,nir NIR,DF,West Brom,eng Premier League,36,1979,36,3140,87,91.8,34.9,36,,33,0,,0,1.25,41,45,-4,-0.11,+1.17,Matches
1944,Oliver McBurnie,sct SCO,FW,Swansea City,eng Premier League,20,1996,5,82,16,2.4,0.9,0,,0,5,,6,0.60,0,5,-5,-5.49,-4.95,Matches
1945,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,26,1989,0,,,,,0,,0,0,,9,,,,,,,Matches
1946,James McCarthy,ie IRL,MF,Everton,eng Premier League,25,1990,12,613,51,17.9,6.8,7,,2,5,,2,1.58,13,10,+3,+0.44,-0.04,Matches
1947,James McClean,ie IRL,"DF,FW",West Brom,eng Premier League,27,1989,34,1477,43,43.2,16.4,13,,5,21,,3,1.21,15,24,-9,-0.55,-0.59,Matches
1948,Luke McGee,eng ENG,GK,Tottenham,eng Premier League,20,1995,0,,,,,0,,0,0,,2,,,,,,,Matches
1949,Levan Mchedlidze,ge GEO,"FW,MF",Empoli,it Serie A,26,1990,15,944,63,27.6,10.5,11,,5,4,,10,1.27,9,7,+2,+0.19,+1.43,Matches
1950,Weston McKennie,us USA,"DF,MF",Schalke 04,de Bundesliga,17,1998,1,13,13,0.4,0.1,0,,0,1,,0,1.00,0,0,0,0.00,-0.15,Matches
1951,Paddy McNair,nir NIR,"DF,MF",Sunderland,eng Premier League,21,1995,9,353,39,10.3,3.9,5,,0,4,,2,0.78,4,9,-5,-1.27,-0.25,Matches
1952,Sam McQueen,eng ENG,MF,Southampton,eng Premier League,21,1995,13,616,47,18.0,6.8,5,,5,8,,6,1.38,9,9,0,0.00,+0.22,Matches
1953,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,19,1996,2,97,49,2.8,1.1,1,,1,1,,3,1.50,2,0,+2,+1.86,+1.23,Matches
1954,Gary Medel,cl CHI,"DF,MF",Inter,it Serie A,28,1987,26,2163,83,63.2,24.0,26,,19,0,,1,1.35,42,33,+9,+0.37,-0.63,Matches
1955,Carl Medjani,dz ALG,"DF,MF",Leganés,es La Liga,31,1985,8,595,74,17.4,6.6,7,84,6,1,10,7,0.88,6,15,-9,-1.36,-1.04,Matches
1956,Slobodan Medojević,rs SRB,MF,Eint Frankfurt,de Bundesliga,25,1990,0,,,,,0,,0,0,,3,,,,,,,Matches
1957,Álvaro Medrán,es ESP,MF,Valencia,es La Liga,22,1994,16,950,59,27.8,10.6,10,85,7,6,17,19,1.25,15,24,-9,-0.85,-0.85,Matches
1958,Ben Mee,eng ENG,DF,Burnley,eng Premier League,26,1989,34,3015,89,88.2,33.5,34,,33,0,,0,1.06,33,49,-16,-0.48,-0.48,Matches
1959,Jonas Meffert,de GER,MF,Freiburg,de Bundesliga,21,1994,1,57,57,1.9,0.6,1,,0,0,,6,0.00,0,1,-1,-1.58,-1.07,Matches
1960,Riccardo Meggiorini,it ITA,FW,Chievo,it Serie A,30,1985,27,1769,66,51.7,19.7,20,,6,7,,0,1.19,20,26,-6,-0.31,+0.35,Matches
1961,Admir Mehmedi,ch SUI,"FW,MF",Leverkusen,de Bundesliga,25,1991,22,1258,57,41.1,14.0,16,,3,6,,6,1.14,16,23,-7,-0.50,-0.75,Matches
1962,Alexander Meier,de GER,"FW,MF",Eint Frankfurt,de Bundesliga,33,1983,21,1393,66,45.5,15.5,15,,8,6,,2,1.57,18,13,+5,+0.32,+0.97,Matches
1963,Federico Melchiorri,it ITA,FW,Cagliari,it Serie A,29,1987,10,467,47,13.7,5.2,4,,3,6,,4,1.00,6,16,-10,-1.93,-1.59,Matches
1964,Francesco Mele,it ITA,MF,Pescara,it Serie A,18,1998,0,,,,,0,,0,0,,2,,,,,,,Matches
1965,Filippo Melegoni,it ITA,MF,Atalanta,it Serie A,17,1999,1,45,45,1.3,0.5,1,,0,0,,7,3.00,0,0,0,0.00,-0.56,Matches
1966,Óscar Melendo,es ESP,"FW,MF",Espanyol,es La Liga,18,1997,11,307,28,9.0,3.4,2,67,1,9,19,7,1.00,6,7,-1,-0.29,-0.29,Matches
1967,Gabriel Meli,it ITA,GK,Empoli,it Serie A,17,1999,0,,,,,0,,0,0,,1,,,,,,,Matches
1968,Felipe Melo,br BRA,"DF,MF",Inter,it Serie A,33,1983,5,179,36,5.2,2.0,1,,0,4,,8,3.00,4,0,+4,+2.01,+1.48,Matches
1969,Memphis,nl NED,"FW,MF",Manchester Utd,eng Premier League,22,1994,4,24,6,0.7,0.3,0,,0,4,,1,1.25,0,1,-1,-3.75,-4.44,Matches
1970,Memphis,nl NED,"FW,MF",Lyon,fr Ligue 1,22,1994,17,1188,70,34.7,13.2,13,,7,4,,0,1.59,28,21,+7,+0.53,-0.36,Matches
1971,Ledian Memushaj,al ALB,MF,Pescara,it Serie A,29,1986,36,2952,82,86.3,32.8,35,,25,1,,1,0.47,26,69,-43,-1.31,-1.12,Matches
1972,José Mena Rodríguez,es ESP,MF,Sevilla,es La Liga,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches
1973,Alexandre Menay,fr FRA,GK,Nancy,fr Ligue 1,20,1996,0,,,,,0,,0,0,,5,,,,,,,Matches
1974,Pedro Mendes,pt POR,DF,Rennes,fr Ligue 1,25,1990,19,1664,88,48.7,18.5,19,,17,0,,10,,,,,,,Matches
