Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_On-Off,Team_Success_xG_onxG,Team_Success_xG_onxGA,Team_Success_xG_xG+/-,Team_Success_xG_xG+/-90,Team_Success_xG_On-Off,Matches
1592,Gaëtan Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,23,1994,20,957,48,28.0,10.6,10,76,3,10,20,7,1.60,15,9,+6,+0.56,+0.60,13.8,10.7,+3.1,+0.29,+0.13,Matches
1593,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,26,1991,32,2202,69,64.4,24.5,26,,10,6,,1,1.78,51,28,+23,+0.94,+0.94,46.9,27.4,+19.5,+0.80,+0.72,Matches
1594,Mehdi Lacen,dz ALG,MF,Málaga,es La Liga,33,1984,15,1056,70,30.9,11.7,12,78,5,3,38,2,0.47,5,14,-9,-0.77,+0.30,10.3,13.2,-2.9,-0.25,+0.44,Matches
1595,Mehdi Lacen,dz ALG,MF,Getafe,es La Liga,33,1984,4,62,16,1.8,0.7,0,,0,4,16,1,1.75,0,1,-1,-1.45,-1.72,1.4,1.4,0.0,0.00,-0.23,Matches
1596,Léo Lacroix,ch SUI,DF,Saint-Étienne,fr Ligue 1,25,1992,11,775,70,22.7,8.6,8,85,7,3,33,8,0.82,7,12,-5,-0.58,-0.65,10.7,13.6,-2.9,-0.33,-0.33,Matches
1597,Freddie Ladapo,eng ENG,FW,Crystal Palace,eng Premier League,24,1993,1,17,17,0.5,0.2,0,,0,1,,1,0.00,0,1,-1,-5.29,-5.06,0.0,0.7,-0.7,-3.86,-4.02,Matches
1598,Riccardo Ladinetti,it ITA,MF,Cagliari,it Serie A,16,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1599,Alban Lafont,fr FRA,GK,Toulouse,fr Ligue 1,18,1999,38,3420,90,100.0,38.0,38,90,38,0,,0,0.97,38,54,-16,-0.42,,45.5,52.1,-6.6,-0.17,,Matches
1600,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,27,1989,17,1530,90,44.7,17.0,17,90,17,0,,4,1.53,20,22,-2,-0.12,+0.26,15.8,25.9,-10.1,-0.59,-0.25,Matches
1601,Konrad Laimer,at AUT,"DF,MF",RB Leipzig,de Bundesliga,20,1997,22,1337,61,43.7,14.9,14,,11,8,,6,2.00,27,19,+8,+0.54,+0.75,20.9,19.2,+1.8,+0.12,-0.06,Matches
1602,Kenny Lala,mg MAD,DF,Strasbourg,fr Ligue 1,25,1991,31,2723,88,79.6,30.3,30,89,28,1,45,0,1.10,37,53,-16,-0.53,+0.38,35.2,47.5,-12.3,-0.41,-0.33,Matches
1603,Adam Lallana,eng ENG,"MF,FW",Liverpool,eng Premier League,29,1988,12,244,20,7.1,2.7,1,,0,11,,2,2.33,4,1,+3,+1.11,-0.11,4.6,1.4,+3.2,+1.17,+0.15,Matches
1604,Eugenio Lamanna,it ITA,GK,Genoa,it Serie A,27,1989,1,90,90,2.6,1.0,1,,1,0,,37,0.00,0,1,-1,-1.00,-0.76,1.1,1.6,-0.6,-0.55,-0.60,Matches
1605,Érik Lamela,ar ARG,"FW,MF",Tottenham,eng Premier League,25,1992,25,843,34,24.6,9.4,7,,0,18,,0,2.12,21,12,+9,+0.96,-0.05,18.0,10.2,+7.9,+0.84,+0.04,Matches
1606,Ioritz Landeta,es ESP,GK,Alavés,es La Liga,21,1995,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1607,Loïck Landre,fr FRA,DF,Genoa,it Serie A,25,1992,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1608,Simon Laner,it ITA,MF,Hellas Verona,it Serie A,33,1984,0,,,,,0,,0,0,,17,,,,,,,,,,,,Matches
1609,Ádám Lang,hu HUN,DF,Dijon,fr Ligue 1,24,1993,3,232,77,6.8,2.6,3,77,1,0,,10,1.00,4,7,-3,-1.16,-0.74,3.1,5.5,-2.4,-0.94,-0.38,Matches
1610,Mitchell Langerak,au AUS,GK,Levante,es La Liga,28,1988,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1611,Mitchell Langerak,au AUS,GK,Stuttgart,de Bundesliga,28,1988,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1612,Sebastian Langkamp,de GER,DF,Hertha BSC,de Bundesliga,29,1988,12,955,80,31.2,10.6,11,,10,1,,5,1.33,15,16,-1,-0.09,-0.01,10.4,13.0,-2.6,-0.25,-0.14,Matches
1613,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,29,1988,9,411,46,13.4,4.6,5,,4,4,,5,2.00,7,5,+2,+0.44,+0.61,6.4,5.5,+0.9,+0.20,+0.44,Matches
1614,Manuel Lanzini,ar ARG,"MF,FW",West Ham,eng Premier League,24,1993,27,2042,76,59.7,22.7,23,,14,4,,0,1.11,30,44,-14,-0.62,-0.23,22.2,34.4,-12.2,-0.54,-0.13,Matches
1615,Gianluca Lapadula,pe PER,FW,Genoa,it Serie A,27,1990,28,1495,53,43.7,16.6,13,,7,15,,5,0.96,14,21,-7,-0.42,-0.28,22.4,18.3,+4.1,+0.24,+0.39,Matches
1616,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,23,1994,9,806,90,23.6,9.0,9,,8,0,,5,3.00,28,5,+23,+2.57,+0.64,18.0,4.0,+14.0,+1.56,+0.16,Matches
1617,Aymeric Laporte,es ESP,DF,Athletic Club,es La Liga,23,1994,19,1710,90,50.0,19.0,19,90,19,0,,0,1.32,23,22,+1,+0.05,+0.53,27.7,27.7,0.0,0.00,+0.03,Matches
1618,Danilo Larangeira,br BRA,DF,Udinese,it Serie A,33,1984,32,2775,87,81.1,30.8,32,,29,0,,1,1.16,38,50,-12,-0.39,+0.03,33.5,39.2,-5.7,-0.18,-0.13,Matches
1619,Kevin Lasagna,it ITA,FW,Udinese,it Serie A,24,1992,29,2130,73,62.3,23.7,26,,13,3,,2,1.28,38,31,+7,+0.30,+1.83,30.4,27.3,+3.0,+0.13,+0.76,Matches
1620,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,23,1993,33,2928,89,85.6,32.5,32,,31,1,,1,1.30,33,31,+2,+0.06,+1.89,37.2,41.6,-4.4,-0.14,+1.02,Matches
1621,Paul Lasne,fr FRA,MF,Montpellier,fr Ligue 1,28,1989,37,3062,83,89.5,34.0,34,89,30,3,17,0,1.38,32,31,+1,+0.03,-0.47,37.3,35.6,+1.7,+0.05,-0.44,Matches
1622,Borja Lasso,es ESP,MF,Sevilla,es La Liga,23,1994,1,53,53,1.5,0.6,1,53,0,0,,1,1.00,1,1,0,0.00,+0.24,1.5,1.3,+0.3,+0.50,+0.36,Matches
1623,Francesco Latella,it ITA,GK,Crotone,it Serie A,17,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1624,Toni Lato,es ESP,"DF,MF",Valencia,es La Liga,19,1997,16,797,50,23.3,8.9,9,78,3,7,14,19,1.81,14,10,+4,+0.45,-0.34,13.2,12.5,+0.7,+0.08,-0.15,Matches
1625,Emmanuel Latte Lath,ci CIV,FW,Atalanta,it Serie A,18,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1626,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,27,1989,29,2352,81,76.9,26.1,27,,22,2,,0,1.00,25,35,-10,-0.38,+0.13,26.3,35.0,-8.7,-0.33,+0.15,Matches
1627,Armand Lauriente,fr FRA,"FW,MF",Rennes,fr Ligue 1,18,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1628,Vincent Laurini,fr FRA,DF,Fiorentina,it Serie A,28,1989,22,1608,73,47.0,17.9,20,,10,2,,8,1.64,23,17,+6,+0.34,+0.24,23.7,19.8,+3.9,+0.22,-0.27,Matches
1629,Wesley Lautoa,nc NCL,"DF,MF",Dijon,fr Ligue 1,29,1987,10,622,62,18.2,6.9,8,76,6,2,7,2,1.30,9,11,-2,-0.29,+0.23,7.5,12.0,-4.5,-0.65,-0.08,Matches
1630,Diego Laxalt,uy URU,DF,Genoa,it Serie A,24,1993,32,2806,88,82.0,31.2,32,,28,0,,3,1.25,28,32,-4,-0.13,+0.75,35.6,34.1,+1.5,+0.05,+0.13,Matches
1631,Miguel Layún,mx MEX,DF,Sevilla,es La Liga,29,1988,16,1184,74,34.6,13.2,11,90,11,5,39,1,1.50,17,25,-8,-0.61,-0.57,23.1,20.2,+2.9,+0.22,+0.13,Matches
1632,Achraf Lazaar,ma MAR,"MF,DF",Benevento,it Serie A,25,1992,9,478,53,14.0,5.3,6,,3,3,,4,0.00,3,20,-17,-3.20,-2.16,3.2,16.1,-12.9,-2.43,-1.76,Matches
1633,Valentino Lazaro,at AUT,"MF,FW",Hertha BSC,de Bundesliga,21,1996,26,1864,72,60.9,20.7,19,,16,7,,0,1.31,29,26,+3,+0.14,+0.60,27.8,29.0,-1.2,-0.06,+0.23,Matches
1634,Darko Lazović,rs SRB,"DF,MF",Genoa,it Serie A,26,1990,21,1242,59,36.3,13.8,12,,9,9,,15,1.05,15,20,-5,-0.36,-0.16,18.4,14.8,+3.6,+0.27,+0.38,Matches
1635,Manuel Lazzari,it ITA,DF,SPAL,it Serie A,23,1993,36,3116,87,91.1,34.6,36,,31,0,,0,0.97,33,55,-22,-0.64,-1.23,31.8,53.0,-21.2,-0.61,-0.38,Matches
1636,Mickaël Le Bihan,fr FRA,"FW,MF",Nice,fr Ligue 1,27,1990,7,107,15,3.1,1.2,0,,0,7,15,1,1.29,2,2,0,0.00,-0.03,2.3,1.0,+1.3,+1.13,+1.17,Matches
1637,Florian Le Joncour,fr FRA,DF,Caen,fr Ligue 1,22,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1638,Maxime Le Marchand,fr FRA,DF,Nice,fr Ligue 1,27,1989,29,2534,87,74.1,28.2,29,87,27,0,,2,1.48,43,40,+3,+0.11,+0.31,38.9,37.9,+1.0,+0.04,+0.17,Matches
1639,James Lea Siliki,cm CMR,MF,Rennes,fr Ligue 1,21,1996,32,1818,57,53.2,20.2,19,81,13,13,21,3,1.59,30,22,+8,+0.40,+0.51,26.3,26.3,0.0,0.00,-0.03,Matches
1640,Leandrinho,br BRA,MF,Napoli,it Serie A,18,1998,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
1641,Jordan Leborgne,gp GLP,MF,Caen,fr Ligue 1,21,1995,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
1642,Mathew Leckie,au AUS,"FW,MF",Hertha BSC,de Bundesliga,26,1991,26,1853,71,60.6,20.6,19,,15,7,,3,1.19,23,27,-4,-0.19,-0.27,21.7,25.7,-4.0,-0.19,-0.12,Matches
1643,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,26,1991,38,3420,90,100.0,38.0,38,90,38,0,,0,1.34,36,33,+3,+0.08,,42.6,39.0,+3.6,+0.10,,Matches
1644,Pierre Lees-Melou,fr FRA,"MF,FW",Nice,fr Ligue 1,24,1993,34,2890,85,84.5,32.1,33,86,24,1,45,0,1.41,42,40,+2,+0.06,+0.23,39.8,41.3,-1.5,-0.05,-0.25,Matches
1645,Adam Legzdins,eng ENG,GK,Burnley,eng Premier League,30,1986,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1646,Matthias Lehmann,de GER,MF,Köln,de Bundesliga,34,1983,20,1515,76,49.5,16.8,17,,10,3,,8,0.60,11,35,-24,-1.43,-0.78,20.2,36.3,-16.2,-0.96,-0.49,Matches
1647,Lucas Leiva,br BRA,MF,Lazio,it Serie A,30,1987,36,2882,80,84.3,32.0,35,,22,1,,0,1.89,78,46,+32,+1.00,-0.34,54.1,39.5,+14.6,+0.46,-0.42,Matches
1648,Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,26,1991,24,2103,88,61.5,23.4,24,,23,0,,4,1.00,24,32,-8,-0.34,-0.34,23.5,32.0,-8.6,-0.37,-0.21,Matches
1649,Jonathan Leko,eng ENG,"FW,MF",West Brom,eng Premier League,18,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1650,Iñigo Lekue,es ESP,"DF,FW",Athletic Club,es La Liga,24,1993,32,2111,66,61.7,23.5,22,87,19,10,20,6,1.31,24,30,-6,-0.26,-0.12,30.4,37.3,-6.9,-0.29,-0.72,Matches
1651,Thomas Lemar,fr FRA,"MF,FW",Monaco,fr Ligue 1,21,1995,30,2378,79,69.5,26.4,27,86,19,3,21,0,2.20,59,32,+27,+1.02,-0.10,46.8,32.2,+14.6,+0.55,+0.62,Matches
1652,Mario Lemina,ga GAB,MF,Southampton,eng Premier League,23,1993,25,1720,69,50.3,19.1,20,,12,5,,6,1.12,18,31,-13,-0.68,-0.36,19.4,26.5,-7.1,-0.37,-0.47,Matches
1653,Mauricio Lemos,uy URU,DF,Sassuolo,it Serie A,21,1995,8,701,88,20.5,7.8,8,,6,0,,9,1.63,7,14,-7,-0.90,-0.14,6.7,10.0,-3.3,-0.42,-0.45,Matches
1654,Mauricio Lemos,uy URU,"DF,MF",Las Palmas,es La Liga,21,1995,16,1261,79,36.9,14.0,14,84,10,2,46,2,0.69,11,33,-22,-1.57,-0.40,14.7,25.8,-11.1,-0.79,+0.08,Matches
1655,Dylan Lempereur,fr FRA,DF,Metz,fr Ligue 1,18,1998,3,142,47,4.2,1.6,1,90,1,2,26,4,0.67,2,5,-3,-1.90,-0.83,1.6,4.5,-2.8,-1.81,-1.03,Matches
1656,Clément Lenglet,fr FRA,DF,Sevilla,es La Liga,22,1995,35,3001,86,87.7,33.3,33,88,31,2,48,1,1.54,47,50,-3,-0.09,+1.20,54.3,47.4,+6.9,+0.21,+0.58,Matches
1657,Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,30,1987,14,1118,80,32.7,12.4,13,,6,1,,0,1.43,17,16,+1,+0.08,+0.24,14.1,14.7,-0.6,-0.05,+0.67,Matches
1658,Aaron Lennon,eng ENG,"FW,MF",Everton,eng Premier League,30,1987,15,793,53,23.2,8.8,9,,2,6,,0,1.27,15,14,+1,+0.11,+0.63,11.0,14.9,-3.9,-0.45,-0.18,Matches
1659,Bernd Leno,de GER,GK,Leverkusen,de Bundesliga,25,1992,33,2970,90,97.1,33.0,33,,33,0,,0,1.67,58,40,+18,+0.55,+4.55,57.0,35.3,+21.7,+0.66,+3.69,Matches
1660,Pedro León,es ESP,"FW,MF",Eibar,es La Liga,30,1986,12,929,77,27.2,10.3,10,84,8,2,47,1,1.00,5,10,-5,-0.48,-0.45,10.0,10.3,-0.3,-0.03,+0.09,Matches
1661,Sergio León,es ESP,FW,Betis,es La Liga,28,1989,31,1978,64,57.8,22.0,23,79,12,8,19,6,1.61,33,37,-4,-0.18,-0.37,27.1,28.5,-1.4,-0.07,+0.04,Matches
1662,Lukas Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,24,1993,37,3283,89,96.0,36.5,37,89,34,0,,0,1.49,51,47,+4,+0.11,-0.55,49.3,42.5,+6.8,+0.19,-0.26,Matches
1663,Mehdi Léris,dz ALG,"MF,FW",Chievo,it Serie A,19,1998,4,42,11,1.2,0.5,0,,0,4,,17,0.25,0,5,-5,-10.71,-10.23,0.3,1.5,-1.2,-2.63,-2.10,Matches
1664,Jefferson Lerma,co COL,MF,Levante,es La Liga,22,1994,26,2135,82,62.4,23.7,25,85,21,1,22,0,1.35,24,28,-4,-0.17,+0.53,27.6,36.2,-8.6,-0.36,+0.36,Matches
1665,Benjamin Leroy,fr FRA,GK,Dijon,fr Ligue 1,28,1989,0,,,,,0,,0,0,,34,,,,,,,,,,,,Matches
1666,Maxime Lestienne,be BEL,MF,Málaga,es La Liga,25,1992,12,669,56,19.6,7.4,8,74,2,4,19,2,0.58,7,11,-4,-0.54,+0.54,8.6,10.8,-2.2,-0.30,+0.31,Matches
1667,Alexandre Letellier,fr FRA,GK,Angers,fr Ligue 1,26,1990,13,1170,90,34.2,13.0,13,90,13,0,,4,1.00,16,17,-1,-0.08,+0.28,17.1,15.8,+1.2,+0.09,+0.07,Matches
1668,Gaetano Letizia,it ITA,DF,Benevento,it Serie A,27,1990,29,2141,74,62.6,23.8,25,,16,4,,7,0.48,18,45,-27,-1.13,+0.55,23.3,38.2,-14.9,-0.63,+0.78,Matches
1669,Timo Letschert,nl NED,DF,Sassuolo,it Serie A,24,1993,7,416,59,12.2,4.6,5,,4,2,,6,0.86,3,6,-3,-0.65,+0.16,6.2,6.6,-0.4,-0.10,-0.03,Matches
1670,Maxime Leverbe,fr FRA,DF,Sampdoria,it Serie A,20,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1671,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,28,1988,30,2172,72,71.0,24.1,24,,20,6,,3,2.40,64,21,+43,+1.78,-0.35,58.5,21.6,+37.0,+1.53,+0.81,Matches
1672,Igor Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,32,1985,7,437,62,12.8,4.9,4,87,3,3,29,12,1.14,6,7,-1,-0.21,-0.39,7.1,7.2,-0.1,-0.03,-0.25,Matches
1673,Ben Lhassine Kone,ci CIV,MF,Torino,it Serie A,17,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1674,Stephan Lichtsteiner,ch SUI,DF,Juventus,it Serie A,33,1984,27,1704,63,49.8,18.9,21,,7,6,,7,2.52,47,19,+28,+1.48,-0.30,26.8,16.9,+9.9,+0.52,-0.42,Matches
1675,Dimitri Liénard,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,29,1988,33,2602,79,76.1,28.9,29,86,22,4,28,0,1.15,42,49,-7,-0.24,+1.52,39.1,43.3,-4.2,-0.14,+0.81,Matches
1676,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,21,1996,11,865,79,28.3,9.6,11,,8,0,,7,1.00,6,21,-15,-1.56,-1.19,10.2,16.3,-6.0,-0.63,-0.60,Matches
1677,Lucas Lima,br BRA,"DF,FW",Nantes,fr Ligue 1,25,1991,33,2657,81,77.7,29.5,30,85,25,3,39,1,1.45,26,26,0,0.00,+0.59,32.5,28.1,+4.4,+0.15,+0.23,Matches
1678,Anders Lindegaard,dk DEN,GK,Burnley,eng Premier League,33,1984,0,,,,,0,,0,0,,25,,,,,,,,,,,,Matches
1679,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,23,1994,17,1285,76,37.6,14.3,13,,13,4,,9,2.00,26,14,+12,+0.84,-0.34,21.4,17.0,+4.4,+0.31,-0.14,Matches
1680,Karol Linetty,pl POL,MF,Sampdoria,it Serie A,22,1995,29,2139,74,62.5,23.8,21,,18,8,,3,1.62,40,31,+9,+0.38,+1.29,35.6,36.3,-0.7,-0.03,+0.39,Matches
1681,Jesse Lingard,eng ENG,"MF,FW",Manchester Utd,eng Premier League,24,1992,33,1817,55,53.1,20.2,20,,3,13,,4,2.00,41,18,+23,+1.14,+0.18,29.6,23.2,+6.4,+0.32,-0.17,Matches
1682,Pol Lirola,es ESP,"DF,FW",Sassuolo,it Serie A,19,1997,24,2025,84,59.2,22.5,22,,22,2,,6,1.00,17,37,-20,-0.89,-0.24,27.8,29.7,-1.9,-0.09,-0.04,Matches
1683,Jake Livermore,eng ENG,MF,West Brom,eng Premier League,27,1989,34,2674,79,78.2,29.7,30,,25,4,,0,0.88,22,41,-19,-0.64,+0.08,28.3,36.7,-8.3,-0.28,+0.09,Matches
1684,Marcel Lizak,pl POL,GK,Girona,es La Liga,21,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1685,Raúl Lizoain,es ESP,GK,Las Palmas,es La Liga,26,1991,11,990,90,28.9,11.0,11,90,11,0,,27,0.45,6,27,-21,-1.91,-0.84,11.0,21.6,-10.6,-0.97,-0.17,Matches
1686,Adem Ljajić,rs SRB,"MF,FW",Torino,it Serie A,25,1991,27,2166,80,63.3,24.1,23,,21,4,,6,1.30,36,31,+5,+0.21,-0.01,29.6,31.8,-2.1,-0.09,-0.17,Matches
1687,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,23,1993,27,2326,86,68.0,25.8,26,89,23,1,25,8,1.04,33,38,-5,-0.19,-1.18,32.9,31.6,+1.3,+0.05,-0.10,Matches
1688,Fernando Llorente,es ESP,"FW,MF",Tottenham,eng Premier League,32,1985,16,238,15,7.0,2.6,1,,0,15,,13,1.63,5,2,+3,+1.13,+0.14,7.7,4.5,+3.2,+1.21,+0.43,Matches
1689,Marcos Llorente,es ESP,MF,Real Madrid,es La Liga,22,1995,13,546,42,16.0,6.1,5,82,3,8,17,10,2.38,12,5,+7,+1.15,-0.19,14.8,8.4,+6.4,+1.06,-0.06,Matches
1690,Gautier Lloris,fr FRA,DF,Nice,fr Ligue 1,22,1995,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1691,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,30,1986,36,3240,90,94.7,36.0,36,,36,0,,0,2.03,72,35,+37,+1.03,+0.53,62.7,32.3,+30.4,+0.84,+0.63,Matches
1692,Giovani Lo Celso,ar ARG,MF,Paris S-G,fr Ligue 1,21,1996,33,1776,54,51.9,19.7,18,83,11,15,18,4,2.48,55,17,+38,+1.93,-0.32,45.0,20.6,+24.5,+1.24,-0.25,Matches
1693,Simone Lo Faso,it ITA,FW,Fiorentina,it Serie A,19,1998,2,36,18,1.1,0.4,0,,0,2,,21,3.00,0,0,0,0.00,-0.21,0.6,0.2,+0.4,+1.05,+0.70,Matches
1694,Bogdan Lobonț,ro ROU,GK,Roma,it Serie A,39,1978,0,,,,,0,,0,0,,36,,,,,,,,,,,,Matches
1695,Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,22,1994,38,3061,81,89.5,34.0,34,88,30,4,15,0,1.29,54,54,0,0.00,+0.25,49.6,50.1,-0.5,-0.02,-0.07,Matches
1696,Jürgen Locadia,cw CUW,"FW,MF",Brighton,eng Premier League,23,1993,6,224,37,6.5,2.5,3,,0,3,,6,0.50,3,8,-5,-2.01,-1.59,3.3,5.6,-2.3,-0.94,-0.62,Matches
1697,Manuel Locatelli,it ITA,MF,Milan,it Serie A,19,1998,21,684,33,20.0,7.6,5,,4,16,,17,1.81,17,10,+7,+0.92,+0.69,10.1,8.5,+1.6,+0.21,-0.21,Matches
1698,Ruben Loftus-Cheek,eng ENG,MF,Crystal Palace,eng Premier League,21,1996,24,1874,78,54.8,20.8,21,,17,3,,0,1.33,28,30,-2,-0.10,+0.37,29.9,26.7,+3.2,+0.16,+0.04,Matches
1699,Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,16,2000,4,167,42,4.9,1.9,1,90,1,3,26,0,1.50,4,2,+2,+1.08,+1.63,3.0,2.6,+0.4,+0.21,+0.83,Matches
1700,Jason Lokilo,be BEL,MF,Crystal Palace,eng Premier League,18,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1701,Joe Lolley,eng ENG,"FW,MF",Huddersfield,eng Premier League,24,1992,6,221,37,6.5,2.5,2,,0,4,,2,1.00,2,5,-3,-1.22,-0.46,1.5,2.2,-0.7,-0.28,+0.18,Matches
1702,Niklas Lomb,de GER,GK,Leverkusen,de Bundesliga,24,1993,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1703,David Lombán,es ESP,DF,Eibar,es La Liga,30,1987,13,994,76,29.1,11.0,11,85,9,2,32,16,1.08,10,17,-7,-0.63,-0.67,8.4,15.9,-7.6,-0.68,-0.83,Matches
1704,Cristiano Lombardi,it ITA,"MF,DF",Benevento,it Serie A,21,1995,17,1112,65,32.5,12.4,13,,5,4,,12,0.35,8,32,-24,-1.94,-0.89,11.6,25.7,-14.0,-1.14,-0.32,Matches
1705,Cristiano Lombardi,it ITA,"FW,MF",Lazio,it Serie A,21,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1706,Manuel Lombardoni,it ITA,DF,Inter,it Serie A,18,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1707,Kevin Long,ie IRL,DF,Burnley,eng Premier League,26,1990,16,1440,90,42.1,16.0,16,,16,0,,22,1.19,14,21,-7,-0.44,-0.62,13.0,22.4,-9.4,-0.59,-0.16,Matches
1708,Shane Long,ie IRL,FW,Southampton,eng Premier League,30,1987,30,1582,53,46.3,17.6,15,,5,15,,3,1.00,18,28,-10,-0.57,-0.13,20.5,24.0,-3.6,-0.20,-0.12,Matches
1709,Ademola Lookman,ng NGA,"FW,MF",Everton,eng Premier League,19,1997,7,159,23,4.6,1.8,1,,0,6,,10,1.86,7,6,+1,+0.57,+0.98,3.7,3.6,+0.1,+0.08,+0.41,Matches
1710,Ademola Lookman,ng NGA,"MF,FW",RB Leipzig,de Bundesliga,19,1997,11,574,52,18.8,6.4,7,,2,4,,3,1.27,15,10,+5,+0.78,+0.82,10.4,10.9,-0.5,-0.08,-0.28,Matches
1711,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,26,1990,34,3060,90,89.5,34.0,34,90,34,0,,0,2.09,78,37,+41,+1.21,+0.46,57.7,35.2,+22.5,+0.66,+0.47,Matches
1712,Rony Lopes,pt POR,"FW,MF",Monaco,fr Ligue 1,21,1995,38,2531,67,74.0,28.1,32,74,6,6,26,0,2.11,67,32,+35,+1.24,+0.74,49.2,34.5,+14.7,+0.52,+0.61,Matches
1713,Adrián López,es ESP,GK,Espanyol,es La Liga,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1714,Adrián López,es ESP,"FW,MF",La Coruña,es La Liga,29,1988,30,2345,78,68.6,26.1,26,86,20,4,28,0,0.63,22,54,-32,-1.23,-0.73,36.6,41.3,-4.7,-0.18,+0.03,Matches
1715,Alberto López,es ESP,DF,Málaga,es La Liga,22,1995,1,45,45,1.3,0.5,0,,0,1,45,0,0.00,0,1,-1,-2.00,-1.04,1.0,2.0,-1.1,-2.11,-1.58,Matches
1716,Andoni López,es ESP,DF,Athletic Club,es La Liga,21,1996,1,90,90,2.6,1.0,1,90,1,0,,0,0.00,0,2,-2,-2.00,-1.84,0.4,2.5,-2.0,-2.02,-2.05,Matches
1717,Ángel López,es ESP,MF,Eibar,es La Liga,20,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1718,David López,es ESP,"DF,MF",Espanyol,es La Liga,27,1989,37,3330,90,97.4,37.0,37,90,37,0,,0,1.30,35,41,-6,-0.16,-0.16,40.5,51.1,-10.6,-0.29,+0.25,Matches
1719,Diego López,es ESP,GK,Espanyol,es La Liga,35,1981,10,853,85,24.9,9.5,10,85,9,0,,19,1.40,12,11,+1,+0.11,+0.35,11.4,12.8,-1.4,-0.15,+0.20,Matches
1720,Iván López,es ESP,DF,Levante,es La Liga,23,1993,3,173,58,5.1,1.9,3,58,1,0,,0,1.67,3,2,+1,+0.52,+0.94,3.0,1.2,+1.8,+0.95,+1.52,Matches
1721,Javi López,es ESP,DF,Espanyol,es La Liga,31,1986,14,966,69,28.2,10.7,12,79,9,2,10,8,1.79,14,8,+6,+0.56,+1.00,13.4,15.1,-1.7,-0.16,+0.18,Matches
1722,Lisandro López,ar ARG,DF,Inter,it Serie A,27,1989,1,45,45,1.3,0.5,0,,0,1,,17,3.00,1,0,+1,+2.00,+1.07,1.6,0.1,+1.5,+2.92,+2.43,Matches
1723,Maxi López,ar ARG,FW,Udinese,it Serie A,33,1984,28,1684,60,49.2,18.7,20,,9,8,,8,1.14,30,34,-4,-0.21,+0.36,22.0,25.5,-3.5,-0.19,-0.05,Matches
