Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_On-Off,Team_Success_xG_onxG,Team_Success_xG_onxGA,Team_Success_xG_xG+/-,Team_Success_xG_xG+/-90,Team_Success_xG_On-Off,Matches
1465,Kevin Kampl,si SVN,MF,Leverkusen,de Bundesliga,26,1990,1,30,30,1.0,0.3,0,,0,1,,1,0.00,1,0,+1,+3.00,+2.61,0.3,0.8,-0.5,-1.57,-2.14,Matches
1466,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,24,1993,37,3076,83,89.9,34.2,35,,26,2,,0,2.08,65,34,+31,+0.91,-0.92,57.6,29.8,+27.7,+0.81,+0.01,Matches
1467,Wilfried Kanga,ci CIV,"FW,MF",Angers,fr Ligue 1,19,1998,9,175,19,5.1,1.9,1,57,0,8,15,5,1.00,3,4,-1,-0.51,-0.26,2.5,2.4,+0.1,+0.07,+0.03,Matches
1468,Mamadou Kanouté,sn SEN,"FW,MF",Benevento,it Serie A,23,1993,2,32,16,0.9,0.4,0,,0,2,,9,0.00,0,1,-1,-2.81,-1.48,0.3,0.5,-0.3,-0.75,+0.17,Matches
1469,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,26,1991,34,2994,88,87.5,33.3,34,,30,0,,0,1.88,54,32,+22,+0.66,+0.24,48.8,28.1,+20.7,+0.62,+0.65,Matches
1470,Bartosz Kapustka,pl POL,"FW,MF",Freiburg,de Bundesliga,20,1996,7,235,34,7.7,2.6,3,,0,4,,2,0.71,1,5,-4,-1.53,-0.89,2.8,4.0,-1.2,-0.46,-0.29,Matches
1471,Kenan Karaman,tr TUR,"MF,FW",Hannover 96,de Bundesliga,23,1994,22,855,39,27.9,9.5,8,,5,14,,5,1.45,14,9,+5,+0.53,+1.14,13.8,10.7,+3.1,+0.33,+0.90,Matches
1472,Yann Karamoh,fr FRA,"FW,MF",Inter,it Serie A,19,1998,16,489,31,14.3,5.4,4,,1,12,,20,1.69,14,5,+9,+1.66,+0.83,11.3,2.9,+8.4,+1.56,+1.22,Matches
1473,Benjamin Karamoko,ml MLI,DF,Saint-Étienne,fr Ligue 1,22,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1474,Loris Karius,de GER,GK,Liverpool,eng Premier League,24,1993,19,1710,90,50.0,19.0,19,,19,0,,19,2.00,40,14,+26,+1.37,+0.32,36.1,13.6,+22.5,+1.19,+0.31,Matches
1475,Orestis Karnezis,gr GRE,GK,Watford,eng Premier League,32,1985,15,1292,86,37.8,14.4,14,,14,1,,17,1.00,12,24,-12,-0.84,-0.50,15.5,18.7,-3.2,-0.22,-0.07,Matches
1476,Rick Karsdorp,nl NED,DF,Roma,it Serie A,22,1995,1,81,81,2.4,0.9,1,,0,0,,3,3.00,1,0,+1,+1.11,+0.25,2.1,0.4,+1.8,+1.96,+1.30,Matches
1477,Aleksandar Katai,rs SRB,"MF,DF",Alavés,es La Liga,26,1991,3,55,18,1.6,0.6,0,,0,3,18,2,1.00,1,2,-1,-1.64,-1.40,0.8,0.8,0.0,+0.07,+0.53,Matches
1478,Florian Kath,de GER,"FW,MF",Freiburg,de Bundesliga,22,1994,24,674,28,22.0,7.5,3,,0,21,,3,0.96,9,18,-9,-1.20,-0.64,8.3,12.1,-3.8,-0.50,-0.40,Matches
1479,Alexandros Katranis,gr GRE,DF,Saint-Étienne,fr Ligue 1,19,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1480,Ole Käuper,de GER,MF,Werder Bremen,de Bundesliga,20,1997,1,73,73,2.4,0.8,1,,0,0,,2,0.00,0,1,-1,-1.23,-1.17,0.1,1.5,-1.4,-1.74,-1.59,Matches
1481,Eiji Kawashima,jp JPN,GK,Metz,fr Ligue 1,34,1983,29,2569,89,75.1,28.5,29,89,28,0,,8,0.76,31,60,-29,-1.02,+0.36,29.5,54.4,-24.9,-0.87,-0.23,Matches
1482,Beram Kayal,il ISR,MF,Brighton,eng Premier League,29,1988,19,745,39,21.8,8.3,8,,3,11,,7,1.05,3,14,-11,-1.33,-1.03,6.5,14.7,-8.2,-0.99,-0.80,Matches
1483,Joris Kayembe,cd COD,"FW,MF",Nantes,fr Ligue 1,22,1994,3,89,30,2.6,1.0,1,45,0,2,22,0,0.67,1,0,+1,+1.01,+1.17,2.0,0.7,+1.3,+1.31,+1.24,Matches
1484,Olarenwaju Kayode,ng NGA,"FW,MF",Girona,es La Liga,24,1993,12,383,32,11.2,4.3,2,86,1,10,21,5,1.25,3,5,-2,-0.47,-0.26,7.0,7.0,0.0,0.00,-0.01,Matches
1485,Moise Kean,it ITA,FW,Hellas Verona,it Serie A,17,2000,19,1131,60,33.1,12.6,12,,4,7,,2,0.79,13,24,-11,-0.88,+0.58,11.8,25.1,-13.2,-1.06,-0.12,Matches
1486,Moise Kean,it ITA,FW,Juventus,it Serie A,17,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1487,Michael Keane,eng ENG,DF,Everton,eng Premier League,24,1993,30,2560,85,74.9,28.4,29,,27,1,,4,1.17,30,46,-16,-0.56,-0.77,29.2,40.7,-11.6,-0.41,-0.37,Matches
1488,Thilo Kehrer,de GER,DF,Schalke 04,de Bundesliga,20,1996,28,2365,84,77.3,26.3,27,,25,1,,4,1.86,37,28,+9,+0.34,-0.56,35.0,29.0,+6.1,+0.23,+0.16,Matches
1489,Cheick Keita,ml MLI,DF,Bologna,it Serie A,21,1996,3,127,42,3.7,1.4,1,,1,2,,11,0.00,1,4,-3,-2.13,-1.88,1.3,3.3,-2.0,-1.45,-1.10,Matches
1490,Naby Keïta,gn GUI,MF,RB Leipzig,de Bundesliga,22,1995,27,1962,73,64.1,21.8,23,,10,4,,1,1.59,39,35,+4,+0.18,+0.18,33.2,31.5,+1.7,+0.08,-0.21,Matches
1491,Keko,es ESP,"MF,FW",Málaga,es La Liga,25,1991,21,1209,58,35.4,13.4,15,71,2,6,24,7,0.76,8,17,-9,-0.67,+0.47,11.4,18.8,-7.4,-0.55,0.00,Matches
1492,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,27,1990,15,1195,80,34.9,13.3,12,,10,3,,13,1.13,16,21,-5,-0.38,-0.17,15.5,18.7,-3.2,-0.24,-0.59,Matches
1493,Marc-Oliver Kempf,de GER,DF,Freiburg,de Bundesliga,22,1995,12,901,75,29.4,10.0,11,,9,1,,6,1.25,14,18,-4,-0.40,+0.43,11.9,14.1,-2.1,-0.21,-0.03,Matches
1494,Kenedy,br BRA,"MF,DF",Newcastle Utd,eng Premier League,21,1996,13,1023,79,29.9,11.4,13,,6,0,,0,1.38,13,9,+4,+0.35,+0.80,14.2,12.0,+2.2,+0.19,+0.68,Matches
1495,Kenedy,br BRA,"FW,MF",Chelsea,eng Premier League,21,1996,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1496,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,20,1997,19,1590,84,46.5,17.7,17,,17,2,,5,1.37,27,31,-4,-0.23,+0.27,19.3,29.7,-10.4,-0.59,-0.51,Matches
1497,Ryan Kent,eng ENG,"FW,MF",Freiburg,de Bundesliga,20,1996,6,245,41,8.0,2.7,1,,0,5,,5,0.83,3,6,-3,-1.10,-0.43,3.9,3.6,+0.2,+0.08,+0.30,Matches
1498,Christophe Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,30,1986,37,3320,90,97.1,36.9,37,90,36,0,,1,1.27,47,55,-8,-0.22,+2.48,45.0,46.2,-1.2,-0.03,+2.04,Matches
1499,Franck Kessié,ci CIV,MF,Milan,it Serie A,20,1996,37,3264,88,95.4,36.3,37,,32,0,,0,1.65,52,40,+12,+0.33,-0.82,48.5,34.4,+14.1,+0.39,+0.24,Matches
1500,Thomas Kessler,de GER,GK,Köln,de Bundesliga,31,1986,0,,,,,0,,0,0,,28,,,,,,,,,,,,Matches
1501,Billy Ketkeophomphone,la LAO,MF,Angers,fr Ligue 1,27,1990,13,437,34,12.8,4.9,5,58,0,8,18,1,0.77,2,9,-7,-1.44,-1.35,3.0,4.6,-1.6,-0.34,-0.44,Matches
1502,Driss Khalid,ma MAR,FW,Toulouse,fr Ligue 1,18,1999,1,29,29,0.8,0.3,0,,0,1,29,0,0.00,0,0,0,0.00,+0.42,0.5,0.6,-0.2,-0.48,-0.31,Matches
1503,Saîf-Eddine Khaoui,tn TUN,"MF,FW",Troyes,fr Ligue 1,22,1995,32,1956,61,57.2,21.7,21,77,7,11,30,2,0.91,17,32,-15,-0.69,+0.05,21.0,27.4,-6.5,-0.30,+0.16,Matches
1504,Wahbi Khazri,tn TUN,"FW,MF",Rennes,fr Ligue 1,26,1991,24,1918,80,56.1,21.3,23,82,13,1,37,1,1.46,27,21,+6,+0.28,+0.28,28.1,25.0,+3.0,+0.14,+0.29,Matches
1505,Rani Khedira,de GER,"MF,DF",Augsburg,de Bundesliga,23,1994,30,2275,76,74.3,25.3,27,,19,3,,1,1.13,27,35,-8,-0.32,-0.89,29.9,32.1,-2.2,-0.09,-0.72,Matches
1506,Sami Khedira,de GER,MF,Juventus,it Serie A,30,1987,26,1912,74,55.9,21.2,24,,12,2,,5,2.58,50,15,+35,+1.65,+0.04,27.8,16.3,+11.6,+0.54,-0.43,Matches
1507,Stefan Kießling,de GER,"DF,MF",Leverkusen,de Bundesliga,33,1984,8,82,10,2.7,0.9,0,,0,8,,5,1.38,0,3,-3,-3.29,-3.81,1.1,3.1,-2.0,-2.23,-2.85,Matches
1508,Kiké,es ESP,FW,Eibar,es La Liga,27,1989,35,2460,70,71.9,27.3,28,83,17,7,18,1,1.29,27,37,-10,-0.37,-0.74,29.9,32.6,-2.7,-0.10,-0.02,Matches
1509,Joshua Kimmich,de GER,DF,Bayern Munich,de Bundesliga,22,1995,29,2329,80,76.1,25.9,26,,22,3,,4,2.45,71,25,+46,+1.78,-0.44,54.9,26.9,+28.0,+1.08,-0.91,Matches
1510,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,21,1995,28,2423,87,70.8,26.9,27,88,25,1,45,7,2.50,78,21,+57,+2.12,+0.13,66.0,24.2,+41.9,+1.56,+0.67,Matches
1511,Andy King,wls WAL,MF,Leicester City,eng Premier League,28,1988,11,537,49,15.7,6.0,5,,3,6,,9,0.91,9,12,-3,-0.50,-0.47,9.5,8.5,+1.0,+0.16,+0.13,Matches
1512,Andy King,wls WAL,MF,Swansea City,eng Premier League,28,1988,11,715,65,20.9,7.9,9,,4,2,,1,0.82,6,14,-8,-1.01,-0.34,5.5,13.8,-8.3,-1.05,-0.43,Matches
1513,Joshua King,no NOR,"FW,MF",Bournemouth,eng Premier League,25,1992,33,2453,74,71.7,27.3,27,,18,6,,0,1.12,31,38,-7,-0.26,+0.58,27.9,42.0,-14.0,-0.51,+0.08,Matches
1514,Nya Kirby,eng ENG,MF,Crystal Palace,eng Premier League,17,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1515,Simon Kjær,dk DEN,DF,Sevilla,es La Liga,28,1989,20,1571,79,45.9,17.5,18,86,16,2,10,3,1.25,18,30,-12,-0.69,-0.83,24.7,24.4,+0.3,+0.02,-0.22,Matches
1516,Davy Klaassen,nl NED,"MF,FW",Everton,eng Premier League,24,1993,7,251,36,7.3,2.8,3,,0,4,,5,1.57,3,6,-3,-1.08,-0.76,2.8,2.4,+0.4,+0.16,+0.51,Matches
1517,Patric Klandt,de GER,GK,Freiburg,de Bundesliga,33,1983,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1518,Felix Klaus,de GER,"MF,FW",Hannover 96,de Bundesliga,24,1992,28,1981,71,64.7,22.0,25,,12,3,,1,1.18,28,33,-5,-0.23,+0.19,26.8,35.2,-8.4,-0.38,-0.17,Matches
1519,Ragnar Klavan,ee EST,DF,Liverpool,eng Premier League,31,1985,19,1451,76,42.4,16.1,16,,16,3,,11,2.00,31,15,+16,+0.99,-0.38,30.6,12.9,+17.7,+1.10,+0.12,Matches
1520,Tim Kleindienst,de GER,"FW,DF",Freiburg,de Bundesliga,21,1995,22,1138,52,37.2,12.6,12,,5,10,,2,1.18,14,16,-2,-0.16,+0.87,19.4,16.3,+3.1,+0.25,+0.70,Matches
1521,Philipp Klement,de GER,MF,Mainz 05,de Bundesliga,24,1992,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1522,Jonathan Klinsmann,us USA,GK,Hertha BSC,de Bundesliga,20,1997,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1523,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,21,1996,26,2190,84,71.6,24.3,25,,21,1,,5,1.50,40,38,+2,+0.08,-0.12,34.1,34.0,0.0,0.00,-0.53,Matches
1524,Lukas Klünter,de GER,"DF,FW",Köln,de Bundesliga,21,1996,19,1336,70,43.7,14.8,14,,10,5,,3,0.68,10,26,-16,-1.08,-0.09,19.4,28.8,-9.4,-0.64,+0.13,Matches
1525,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,25,1992,24,2102,88,68.7,23.4,24,,22,0,,10,0.92,23,35,-12,-0.51,-0.51,22.4,33.6,-11.2,-0.48,+0.14,Matches
1526,Anthony Knockaert,fr FRA,"MF,FW",Brighton,eng Premier League,25,1991,33,2421,73,70.8,26.9,27,,16,6,,1,1.15,28,29,-1,-0.04,+1.67,26.5,30.9,-4.4,-0.16,+0.68,Matches
1527,Törles Knöll,de GER,"MF,FW",Hamburger SV,de Bundesliga,19,1997,1,18,18,0.6,0.2,0,,0,1,,0,0.00,0,1,-1,-5.00,-4.32,0.6,0.3,+0.3,+1.28,+1.83,Matches
1528,Gregor Kobel,ch SUI,GK,Hoffenheim,de Bundesliga,19,1997,0,,,,,0,,0,0,,21,,,,,,,,,,,,Matches
1529,Robin Koch,de GER,"MF,DF",Freiburg,de Bundesliga,21,1996,26,1919,74,62.7,21.3,21,,20,5,,5,1.12,21,33,-12,-0.56,+0.38,23.4,26.5,-3.1,-0.15,+0.13,Matches
1530,Kenan Kodro,ba BIH,"FW,DF",Mainz 05,de Bundesliga,23,1993,8,232,29,7.6,2.6,2,,2,6,,3,0.88,2,6,-4,-1.55,-1.23,3.3,6.2,-2.9,-1.12,-0.82,Matches
1531,Hervé Koffi,bf BFA,GK,Lille,fr Ligue 1,20,1996,4,360,90,10.5,4.0,4,90,4,0,,31,0.25,4,11,-7,-1.75,-1.19,4.4,7.3,-2.9,-0.72,-0.17,Matches
1532,Dominik Kohr,de GER,MF,Leverkusen,de Bundesliga,23,1994,28,1664,59,54.4,18.5,18,,8,10,,4,1.50,25,27,-2,-0.11,-1.14,29.8,21.8,+8.1,+0.44,-0.25,Matches
1533,Seybou Koita,ne NIG,FW,Amiens,fr Ligue 1,23,1994,6,212,35,6.2,2.4,2,79,0,4,14,4,0.17,1,4,-3,-1.27,-1.22,2.0,4.6,-2.5,-1.08,-0.53,Matches
1534,Koke,es ESP,MF,Atlético Madrid,es La Liga,25,1992,35,2756,79,80.6,30.6,33,82,23,2,24,0,2.06,45,15,+30,+0.98,+0.17,37.5,28.7,+8.8,+0.29,-0.48,Matches
1535,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,31,1985,35,3060,87,89.5,34.0,34,,32,1,,2,1.94,55,25,+30,+0.88,+0.13,56.0,34.4,+21.6,+0.64,-0.51,Matches
1536,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,24,1993,27,2147,80,62.8,23.9,25,,19,2,,9,1.89,49,30,+19,+0.80,+0.51,45.4,28.5,+17.0,+0.71,+0.46,Matches
1537,Randal Kolo Muani,fr FRA,"FW,MF",Nantes,fr Ligue 1,18,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1538,Vincent Kompany,be BEL,DF,Manchester City,eng Premier League,31,1986,17,1394,82,40.8,15.5,17,,14,0,,5,2.59,37,12,+25,+1.61,-0.78,29.4,10.6,+18.8,+1.21,-0.38,Matches
1539,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,18,1999,16,1228,77,40.1,13.6,14,,12,2,,11,1.56,25,23,+2,+0.15,+0.05,20.2,19.8,+0.3,+0.03,-0.21,Matches
1540,Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,24,1993,33,2472,75,72.3,27.5,28,83,13,5,29,0,1.15,27,28,-1,-0.04,+0.34,23.5,37.6,-14.1,-0.51,+0.25,Matches
1541,Pa Konate,gn GUI,DF,SPAL,it Serie A,23,1994,0,,,,,0,,0,0,,24,,,,,,,,,,,,Matches
1542,Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,24,1993,31,2614,84,76.4,29.0,30,86,25,1,29,0,1.77,49,30,+19,+0.65,-0.24,41.9,39.3,+2.6,+0.09,-0.48,Matches
1543,Bakary Koné,bf BFA,DF,Strasbourg,fr Ligue 1,29,1988,28,2462,88,72.0,27.4,27,88,26,1,82,5,1.00,32,50,-18,-0.66,-0.19,33.2,47.1,-13.9,-0.51,-0.60,Matches
1544,Mamadou Koné,ci CIV,FW,Leganés,es La Liga,25,1991,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
1545,Terence Kongolo,nl NED,DF,Huddersfield,eng Premier League,23,1994,13,1049,81,30.7,11.7,11,,11,2,,1,0.92,7,14,-7,-0.60,+0.27,8.9,15.6,-6.7,-0.57,-0.17,Matches
1546,Terence Kongolo,nl NED,DF,Monaco,fr Ligue 1,23,1994,3,257,86,7.5,2.9,3,86,2,0,,8,2.00,4,4,0,0.00,-1.14,3.6,3.8,-0.2,-0.08,-0.48,Matches
1547,Yevhen Konoplyanka,ua UKR,"FW,MF",Schalke 04,de Bundesliga,27,1989,27,1562,58,51.0,17.4,18,,4,9,,6,1.74,28,18,+10,+0.58,+0.22,25.6,19.6,+6.0,+0.35,+0.31,Matches
1548,Julian Korb,de GER,"DF,MF",Hannover 96,de Bundesliga,25,1992,28,2336,83,76.3,26.0,28,,21,0,,4,1.18,33,38,-5,-0.19,+0.43,34.2,42.9,-8.6,-0.33,-0.04,Matches
1549,Laurent Koscielny,fr FRA,DF,Arsenal,eng Premier League,31,1985,25,2225,89,65.1,24.7,25,,23,0,,1,1.64,46,32,+14,+0.57,-0.11,44.6,29.5,+15.1,+0.61,+0.21,Matches
1550,Filip Kostić,rs SRB,"FW,MF",Hamburger SV,de Bundesliga,24,1992,30,2438,81,79.7,27.1,27,,21,3,,0,1.00,26,38,-12,-0.44,+1.29,31.6,42.8,-11.2,-0.42,+0.54,Matches
1551,Christ Kouadio,ci CIV,DF,Cagliari,it Serie A,16,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1552,Christian Kouakou,ci CIV,"MF,FW",Caen,fr Ligue 1,26,1991,19,847,45,24.8,9.4,7,64,0,12,33,7,0.89,6,15,-9,-0.96,-0.40,11.2,12.7,-1.4,-0.15,-0.02,Matches
1553,Rominigue Kouamé,ml MLI,"DF,MF",Lille,fr Ligue 1,20,1996,6,201,34,5.9,2.2,1,90,1,5,22,3,0.67,3,8,-5,-2.24,-1.65,3.2,6.5,-3.3,-1.48,-0.97,Matches
1554,Tomáš Koubek,cz CZE,GK,Rennes,fr Ligue 1,24,1992,34,3060,90,89.5,34.0,34,90,34,0,,0,1.65,44,36,+8,+0.24,+0.74,44.1,42.4,+1.7,+0.05,+0.35,Matches
1555,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,26,1991,35,3066,88,89.6,34.1,35,,34,0,,1,2.40,68,21,+47,+1.38,+1.13,60.9,20.9,+40.0,+1.17,+1.16,Matches
1556,Jules Koundé,fr FRA,DF,Bordeaux,fr Ligue 1,18,1998,18,1589,88,46.5,17.7,17,90,17,1,59,2,1.89,31,19,+12,+0.68,+1.02,25.3,19.9,+5.4,+0.30,+0.20,Matches
1557,Cheikhou Kouyaté,sn SEN,MF,West Ham,eng Premier League,27,1989,33,2799,85,81.8,31.1,32,,27,1,,0,1.06,41,57,-16,-0.51,+0.07,29.5,43.8,-14.3,-0.46,+0.14,Matches
1558,Mateo Kovačić,hr CRO,MF,Real Madrid,es La Liga,23,1994,21,992,47,29.0,11.0,10,79,3,11,18,7,1.90,28,18,+10,+0.91,-0.58,26.0,15.9,+10.1,+0.91,-0.28,Matches
1559,Maksym Koval,ua UKR,GK,La Coruña,es La Liga,24,1992,2,120,60,3.5,1.3,2,60,0,0,,12,0.50,2,3,-1,-0.75,+0.26,2.3,2.8,-0.5,-0.38,-0.20,Matches
1560,Dawid Kownacki,pl POL,FW,Sampdoria,it Serie A,20,1997,22,823,37,24.1,9.1,6,,3,16,,13,1.18,14,19,-5,-0.55,-0.58,12.4,16.2,-3.8,-0.42,-0.32,Matches
1561,Vincent Koziello,fr FRA,MF,Nice,fr Ligue 1,21,1995,15,807,54,23.6,9.0,10,77,3,5,8,5,1.40,9,13,-4,-0.45,-0.62,13.4,10.8,+2.6,+0.29,+0.39,Matches
1562,Vincent Koziello,fr FRA,MF,Köln,de Bundesliga,21,1995,12,789,66,25.8,8.8,8,,5,4,,4,0.75,13,22,-9,-1.03,0.00,10.2,15.0,-4.8,-0.54,+0.22,Matches
1563,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,29,1988,3,270,90,8.8,3.0,3,,3,0,,28,1.50,4,3,+1,+0.33,+0.46,3.0,5.1,-2.1,-0.71,-0.62,Matches
1564,Emil Krafth,se SWE,DF,Bologna,it Serie A,22,1994,12,946,79,27.7,10.5,10,,8,2,,25,0.75,10,20,-10,-0.95,-0.88,8.4,19.6,-11.3,-1.07,-0.94,Matches
1565,Oliver Kragl,de GER,MF,Crotone,it Serie A,27,1990,5,99,20,2.9,1.1,0,,0,5,,7,0.20,1,2,-1,-0.91,-0.23,0.7,2.1,-1.5,-1.33,-0.72,Matches
1566,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,de Bundesliga,26,1991,34,2228,66,72.8,24.8,22,,16,12,,0,1.62,50,38,+12,+0.48,-0.16,38.4,36.4,+2.0,+0.08,-0.06,Matches
1567,Christoph Kramer,de GER,MF,Gladbach,de Bundesliga,26,1991,27,2151,80,70.3,23.9,26,,17,1,,0,1.26,27,32,-5,-0.21,-0.21,31.4,37.2,-5.8,-0.24,-0.73,Matches
1568,Titas Krapikas,lt LTU,GK,Sampdoria,it Serie A,18,1999,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
1569,Ladislav Krejčí,cz CZE,"MF,FW",Bologna,it Serie A,25,1992,12,397,33,11.6,4.4,2,,0,10,,20,0.83,4,10,-6,-1.36,-1.18,3.7,9.4,-5.7,-1.29,-1.02,Matches
1570,Rene Krhin,si SVN,MF,Nantes,fr Ligue 1,27,1990,18,1312,73,38.4,14.6,16,80,12,2,18,9,1.61,17,15,+2,+0.14,+0.44,14.0,13.2,+0.8,+0.05,-0.07,Matches
1571,Bojan Krkić,es ESP,MF,Stoke City,eng Premier League,26,1990,1,71,71,2.1,0.8,1,,0,0,,2,0.00,0,1,-1,-1.27,-0.41,0.2,0.6,-0.4,-0.47,+0.22,Matches
1572,Bojan Krkić,es ESP,"FW,MF",Alavés,es La Liga,26,1990,13,441,34,12.9,4.9,4,66,0,9,20,6,0.92,0,11,-11,-2.24,-2.28,2.3,9.3,-7.1,-1.44,-1.13,Matches
1573,Michael Krohn-Dehli,dk DEN,MF,La Coruña,es La Liga,34,1983,11,728,66,21.3,8.1,10,72,3,1,10,1,0.55,8,20,-12,-1.48,-0.61,10.5,15.2,-4.7,-0.58,-0.50,Matches
1574,Michael Krohn-Dehli,dk DEN,"MF,FW",Sevilla,es La Liga,34,1983,13,536,41,15.7,6.0,5,74,0,8,21,2,1.85,7,6,+1,+0.17,+0.48,8.8,7.6,+1.2,+0.20,+0.08,Matches
1575,Toni Kroos,de GER,MF,Real Madrid,es La Liga,27,1990,27,2261,84,66.1,25.1,26,86,18,1,29,2,1.81,60,32,+28,+1.11,-0.59,55.2,29.5,+25.7,+1.02,-0.26,Matches
1576,Tim Krul,nl NED,GK,Brighton,eng Premier League,29,1988,0,,,,,0,,0,0,,33,,,,,,,,,,,,Matches
1577,Max Kruse,de GER,FW,Werder Bremen,de Bundesliga,29,1988,29,2453,85,80.2,27.3,28,,25,1,,0,1.31,33,33,0,0.00,+0.44,31.1,37.7,-6.5,-0.24,-0.30,Matches
1578,Grzegorz Krychowiak,pl POL,MF,West Brom,eng Premier League,27,1990,27,1641,61,48.0,18.2,20,,11,7,,6,0.78,13,30,-17,-0.93,-0.53,15.8,23.3,-7.5,-0.41,-0.21,Matches
1579,Lukas Kübler,de GER,"DF,MF",Freiburg,de Bundesliga,24,1992,15,1151,77,37.6,12.8,13,,11,2,,18,1.00,13,20,-7,-0.55,+0.25,14.3,18.8,-4.5,-0.35,-0.26,Matches
1580,Dejan Kulusevski,se SWE,"FW,MF",Atalanta,it Serie A,17,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1581,Marash Kumbulla,al ALB,DF,Hellas Verona,it Serie A,17,2000,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
1582,Jasmin Kurtić,si SVN,"MF,FW",SPAL,it Serie A,28,1989,16,1440,90,42.1,16.0,16,,16,0,,0,1.31,17,20,-3,-0.19,+0.59,13.2,20.1,-6.9,-0.43,+0.26,Matches
1583,Jasmin Kurtić,si SVN,MF,Atalanta,it Serie A,28,1989,14,662,47,19.4,7.4,7,,3,7,,6,1.29,6,13,-7,-0.95,-1.77,8.9,8.5,+0.4,+0.05,-0.83,Matches
1584,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,24,1992,20,1704,85,49.8,18.9,19,87,16,1,45,10,2.45,48,14,+34,+1.80,-0.56,39.1,17.5,+21.6,+1.14,-0.44,Matches
1585,Filip Kusić,rs SRB,"DF,MF",Köln,de Bundesliga,21,1996,1,15,15,0.5,0.2,0,,0,1,,0,0.00,0,0,0,0.00,+1.03,0.1,0.1,+0.1,+0.34,+1.06,Matches
1586,Zdravko Kuzmanović,rs SRB,MF,Málaga,es La Liga,29,1987,8,480,60,14.0,5.3,6,75,3,2,16,4,0.25,2,13,-11,-2.06,-1.27,4.4,11.5,-7.2,-1.34,-0.92,Matches
1587,Han Kwang-song,kp PRK,FW,Cagliari,it Serie A,18,1998,7,277,40,8.1,3.1,3,,0,4,,7,0.71,3,7,-4,-1.30,-0.61,3.5,4.3,-0.8,-0.26,+0.27,Matches
1588,Enock Kwateng,fr FRA,DF,Nantes,fr Ligue 1,20,1997,1,90,90,2.6,1.0,1,90,1,0,,8,3.00,2,1,+1,+1.00,+1.16,0.5,1.5,-1.0,-1.02,-1.15,Matches
1589,Alberto de la Bella,es ESP,DF,Real Sociedad,es La Liga,31,1985,17,1528,90,44.7,17.0,17,90,16,0,,17,1.06,22,22,0,0.00,-0.33,18.5,22.9,-4.3,-0.25,-0.61,Matches
1590,Rajiv van La Parra,nl NED,"FW,MF",Huddersfield,eng Premier League,26,1991,33,2137,65,62.5,23.7,26,,10,7,,1,1.03,16,36,-20,-0.84,-0.14,18.3,28.5,-10.2,-0.43,+0.06,Matches
1591,Brighton Labeau,mq MTQ,FW,Amiens,fr Ligue 1,21,1996,2,23,12,0.7,0.3,0,,0,2,12,0,0.00,0,1,-1,-3.91,-3.81,0.2,0.3,-0.1,-0.34,+0.24,Matches
